
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.220]   - Welcome friends to this episode
[00:00:06.220 --> 00:00:09.000]   of the "Everyday Educator" podcast.
[00:00:09.000 --> 00:00:10.740]   I'm your host, Lisa Bailey,
[00:00:10.740 --> 00:00:14.120]   and I'm excited to spend some time with you today
[00:00:14.120 --> 00:00:17.520]   as we encourage one another, learn together,
[00:00:17.520 --> 00:00:20.580]   and ponder the delights and challenges
[00:00:20.580 --> 00:00:24.020]   that make homeschooling the adventure of a lifetime.
[00:00:24.020 --> 00:00:26.500]   Whether you're just considering
[00:00:26.500 --> 00:00:28.720]   this homeschooling possibility
[00:00:28.720 --> 00:00:32.920]   or deep into the daily delight of family learning,
[00:00:32.920 --> 00:00:37.240]   I believe you'll enjoy thinking along with us.
[00:00:37.240 --> 00:00:38.580]   But don't forget,
[00:00:38.580 --> 00:00:42.120]   although this online community is awesome,
[00:00:42.120 --> 00:00:47.120]   you'll find even closer support in a local CC community.
[00:00:47.120 --> 00:00:51.320]   So go to classicalconversations.com
[00:00:51.320 --> 00:00:55.800]   and find a community near you today.
[00:00:55.800 --> 00:00:59.400]   Well, listeners, I'm excited to be back with you today.
[00:00:59.400 --> 00:01:04.240]   We've had six weeks of summer book club and summer reading.
[00:01:04.240 --> 00:01:07.640]   And while I have enjoyed sharing stories
[00:01:07.640 --> 00:01:09.400]   with you and your kids,
[00:01:09.400 --> 00:01:13.600]   I'm super excited to get back to interviewing people
[00:01:13.600 --> 00:01:17.800]   who can help us all grow in our understanding
[00:01:17.800 --> 00:01:20.940]   of classical education, yes,
[00:01:20.940 --> 00:01:25.940]   but also in ways of building a family culture of learning.
[00:01:25.940 --> 00:01:32.220]   How can we do this big, audacious task
[00:01:32.220 --> 00:01:35.580]   of educating the next generation together?
[00:01:35.580 --> 00:01:40.140]   And how can our families learn to love one another more
[00:01:40.140 --> 00:01:45.140]   and see Jesus more every day by learning together?
[00:01:45.140 --> 00:01:49.740]   So today I have one of my dearest friends,
[00:01:49.740 --> 00:01:53.520]   Heatherly, and she is gonna talk to us
[00:01:53.520 --> 00:01:57.860]   about building a family culture of learning
[00:01:57.860 --> 00:02:02.860]   around something that may either intimidate you
[00:02:02.860 --> 00:02:10.180]   or let's be real, not excite you very much.
[00:02:10.180 --> 00:02:12.820]   Heatherly Sylvia is the very one
[00:02:12.820 --> 00:02:15.360]   to get you more excited about Latin.
[00:02:15.360 --> 00:02:18.460]   So Heatherly, thank you for coming on today.
[00:02:18.460 --> 00:02:20.140]   - I am so excited to be here.
[00:02:20.140 --> 00:02:21.620]   Thank you, Lisa.
[00:02:21.620 --> 00:02:23.300]   - I always love to talk to you
[00:02:23.300 --> 00:02:25.460]   because I always learn something from you.
[00:02:25.460 --> 00:02:27.700]   You always have a nugget of wisdom
[00:02:27.700 --> 00:02:30.380]   that the Lord has shown you
[00:02:30.380 --> 00:02:33.100]   as you have walked this homeschooling journey
[00:02:33.100 --> 00:02:34.220]   with your children.
[00:02:34.220 --> 00:02:39.220]   And so I wanna take you way back, maybe to the beginning,
[00:02:39.220 --> 00:02:46.580]   when you guys were looking into classical conversations,
[00:02:46.580 --> 00:02:50.260]   what did you think when you discovered
[00:02:50.260 --> 00:02:54.220]   that your kids would be learning Latin
[00:02:54.220 --> 00:02:56.140]   in the challenge program?
[00:02:56.140 --> 00:02:58.300]   And when did you discover that?
[00:02:58.300 --> 00:03:00.460]   When you first found the program,
[00:03:00.460 --> 00:03:05.180]   when your kids first got into the challenge years,
[00:03:05.180 --> 00:03:07.020]   what did you think?
[00:03:07.020 --> 00:03:10.460]   - Well, I first discovered that we would be learning Latin
[00:03:10.460 --> 00:03:13.940]   when someone first handed me the foundation's guide
[00:03:13.940 --> 00:03:16.940]   in order to encourage me.
[00:03:16.940 --> 00:03:19.820]   I've shared this story before,
[00:03:19.820 --> 00:03:23.700]   but I was actually brought into classical conversations
[00:03:23.700 --> 00:03:26.460]   by a friend who had started the year before me.
[00:03:26.460 --> 00:03:28.740]   And she was able to show me
[00:03:28.740 --> 00:03:31.580]   how Cece could give me the tools I needed
