
[00:00:00.000 --> 00:00:17.520]   Hey everyone, thanks so much for coming. I'm Hamza. I'm an applied research scientist at
[00:00:17.520 --> 00:00:23.100]   Snorkel on the computer vision team working on fine-tuning, you know, foundation models
[00:00:23.100 --> 00:00:33.340]   for enterprise use cases. Thanks Hamza. I like the ears. Thank you. Why don't you start
[00:00:33.340 --> 00:00:39.520]   out by telling the folks a little bit about Snorkel and what you do there. It's an interesting
[00:00:39.520 --> 00:00:44.920]   name, any relation to like AI for scuba diving or anything like that? Well, hot tubs actually
[00:00:44.920 --> 00:00:50.880]   because snorkel.com, once I joined the company, I learned it's a hot tub company, but no, actually
[00:00:50.880 --> 00:00:56.660]   we don't do anything for scuba diving or hot tubbing. And to give a little bit of context,
[00:00:56.660 --> 00:01:00.560]   the main problem that we're trying to solve is like, you know, data development for the
[00:01:00.560 --> 00:01:06.840]   enterprise. So, one key thing that I kind of want to take note of is the fact that, you
[00:01:06.840 --> 00:01:12.880]   know, out of the box, LLMs rarely meet enterprise quality, latency, and cost requirements. You
[00:01:12.880 --> 00:01:17.620]   know, to give some context, our customers are like Fortune 500 companies like banks, insurance
[00:01:17.620 --> 00:01:21.940]   companies, places like that. And for them to deploy their models, they really need them
[00:01:21.940 --> 00:01:29.240]   to be very reliable and very accurate. And off the shelf models like Claude or GPT4 or Gemini
[00:01:29.240 --> 00:01:34.080]   may get you part of the way there, but they don't have that, you know, final mile that really,
[00:01:34.080 --> 00:01:40.040]   you know, says, yes, we can like deploy these completely. So, what we focus on is developing
[00:01:40.040 --> 00:01:43.500]   data to fine-tune these models to get them there.
[00:01:43.500 --> 00:01:51.660]   So, Hamza, this makes sense, but why is it hard? What's the challenge in addressing this issue?
[00:01:51.660 --> 00:01:58.040]   Yeah. So, data development is fundamentally challenging, and there's a few key reasons
[00:01:58.040 --> 00:02:02.520]   for that. One is that, you know, RAG is just a starting point. You know, you guys may have
[00:02:02.520 --> 00:02:07.440]   heard of like, you know, using like RAG to hook up like, you know, enterprise knowledge databases
[00:02:07.440 --> 00:02:12.540]   to these models and get them to help give what, you know, these models we're not pre-trained
[00:02:12.540 --> 00:02:17.540]   on. And I don't want to RAG on it. It's great and all, but it's just a starting point. You
[00:02:17.540 --> 00:02:22.660]   know, it won't get you all the way there. And, you know, quality in your data is absolutely
[00:02:22.660 --> 00:02:29.280]   key. And finding and maintaining the right data is critical because, you know, a lot of
[00:02:29.280 --> 00:02:34.460]   times, you know, the common instruction tuning datasets may be very big, but they don't contain
[00:02:34.460 --> 00:02:38.680]   exactly the information that you need. Like, if you're training specifically on, I don't
[00:02:38.680 --> 00:02:44.600]   know, a specific type of bank policy or a specific type of policy for certain industries, you need
[00:02:44.600 --> 00:02:50.840]   that very key slice of information to be able to really improve these models.
[00:02:50.840 --> 00:02:58.400]   So I think folks have a good understanding of what you guys do and why you do it. Why don't
[00:02:58.400 --> 00:03:03.240]   you talk a little bit about what Snorkel is and what you're famous for besides the interesting
[00:03:03.240 --> 00:03:03.600]   name?
[00:03:03.600 --> 00:03:11.280]   Yeah. So Snorkel pioneered data development for LLMs and we're trusted by, you know, many different
[00:03:11.280 --> 00:03:15.300]   companies. We've worked with lots of companies in, like, you know, the Fortune 500 and all
[00:03:15.300 --> 00:03:20.520]   that. We were spun up out of the Stanford AI lab quite a while ago and have a lot of, like,
[00:03:20.520 --> 00:03:24.580]   you know, decorative experience in, like, data development because it's key to, like, you know,
[00:03:24.580 --> 00:03:29.580]   many aspects of ML and we've published many papers and, you know, a lot of hot fields like
[00:03:29.580 --> 00:03:31.520]   prompting, RAG, architectures and so on.
[00:03:31.520 --> 00:03:40.560]   Okay, nice. I think we're going to switch context here for a bit and talk a little bit about the
[00:03:40.560 --> 00:03:47.920]   specific research projects you guys are focused on. You guys take a research first culture.
[00:03:47.920 --> 00:03:51.940]   Yeah. Why don't you explain a little bit about that and the projects?
[00:03:51.940 --> 00:03:58.140]   Yeah, thanks, Lachie. So first I kind of want to talk a little bit about our research focus
[00:03:58.140 --> 00:04:03.580]   overall. So really what we, the core question we try to answer is how can enterprises best
[00:04:03.580 --> 00:04:09.020]   develop their data for custom AI models? You know, so we have, there are a few different directions
[00:04:09.020 --> 00:04:14.140]   we want to pursue overall. One is keeping SMEs in the loop while maximizing the value of their
[00:04:14.140 --> 00:04:18.580]   time. You know, because again, like, for a lot of these industries we need the subject
[00:04:18.580 --> 00:04:24.820]   matter experts that know the key details in order to be able to, you know, provide feedback
[00:04:24.820 --> 00:04:30.420]   to models and help them be able to improve. The second is, you know, make data development
[00:04:30.420 --> 00:04:36.900]   programmatic, scalable, and auditable. Because, you know, while we do need SMEs, at the same time
[00:04:36.900 --> 00:04:42.520]   we also need to make things scalable in a way that solely manual intervention isn't. So it's
[00:04:42.520 --> 00:04:48.280]   really being able to combine those two things together that make, make this important. And
[00:04:48.280 --> 00:04:54.460]   the third is continuous evaluation with domain-specific dynamic benchmarks. You know, I'm sure you all
[00:04:54.460 --> 00:05:00.020]   have seen things like LMSys or whatnot, and it's pretty good to see, you know, a general understanding
[00:05:00.020 --> 00:05:05.240]   of where a lot of these LLMs fall in terms of their ability to do things. But for specific
[00:05:05.240 --> 00:05:11.320]   industries, you need specific benchmarks to say, how good is it at this? Like, you know, a bank
[00:05:11.320 --> 00:05:17.080]   isn't going to care about how well these LLMs do at, say, grade school math, right?
[00:05:17.080 --> 00:05:22.840]   So there's that. And I want to go into a little bit more detail and talk about
[00:05:22.840 --> 00:05:29.080]   some active research projects we're working on right now. One is fine-grained evaluation and looking at,
[00:05:29.080 --> 00:05:34.840]   you know, where evaluation for these models is broken. One particular area is, you know, in long context
[00:05:34.840 --> 00:05:40.840]   models. You know, you guys may have seen things like the needle in the haystack test, where you take a bunch of, like,
[00:05:40.840 --> 00:05:46.600]   Paul Graham essays and insert some sentence and see how well it can find that. But, you know,
[00:05:46.600 --> 00:05:52.360]   one thing we found is that, again, that doesn't necessarily give a proper sense of how these models
[00:05:52.360 --> 00:05:57.480]   handle long context in other domains. And, you know, really, again, breaking everything down domain by
[00:05:57.480 --> 00:06:03.240]   domain is super critical. So, you know, figuring out how can we improve long context overall.
[00:06:04.600 --> 00:06:10.200]   Another key area is enterprise alignment. You know, making sure that these LLMs comply with, you know,
[00:06:10.200 --> 00:06:15.160]   company goals, regulations, and all that. You know, we don't want our LLMs to be committing any
[00:06:15.160 --> 00:06:21.800]   career-limiting moves while outputting text. And another area, which is particularly near and dear to
[00:06:21.800 --> 00:06:27.080]   me because I work on it actively, is multimodal alignment. We find that, you know, these models trained
[00:06:27.080 --> 00:06:32.440]   on public data, you know, underperform in, like, you know, specific domains. And one area we're working
[00:06:32.440 --> 00:06:38.280]   on is using these large vision language models or LVLMs to be able to generate synthetic data without
[00:06:38.280 --> 00:06:43.320]   manual annotation to be able to train, you know, downstream models. So, kind of being able to
[00:06:43.320 --> 00:06:49.320]   really have this flywheel of going from, like, specific data generation in the loop to model training
[00:06:49.320 --> 00:06:53.400]   I think it's something that we're very excited about.
[00:06:53.400 --> 00:06:59.640]   That's great, Hamza. We're excited that a lot of these projects are happening on
[00:06:59.640 --> 00:07:06.040]   Azure's AI infrastructure, obviously, as well. I think if you forward the slides a little bit,
[00:07:08.040 --> 00:07:15.240]   I think, you know, you went through an experience with Azure getting on board and running these projects.
[00:07:15.240 --> 00:07:20.200]   I think people are really interested to maybe understand what are the best practices you had
[00:07:20.200 --> 00:07:26.920]   working with our infrastructure, some of the pitfalls and the benefits as well.
[00:07:26.920 --> 00:07:35.880]   You know, this one's my slide. I think the way we think about infrastructure that's supporting this wave
[00:07:35.880 --> 00:07:46.680]   of AI, it's really about optimising it in every sense possible for the different AI applications and use.
[00:07:46.680 --> 00:07:51.720]   You know, we look at everything from our Azure data centres. We have over 300 worldwide.
[00:07:51.720 --> 00:07:59.960]   The CPU or the host, so combining our virtual machines with the right CPUs and offering the right throughput.
[00:08:01.160 --> 00:08:09.960]   The accelerator, we use a diversity of accelerators from AMD, NVIDIA and our own first-party silicon,
[00:08:09.960 --> 00:08:17.080]   as well with the Maya chip. We have topologies that, you know, optimise that I/O between the different
[00:08:17.080 --> 00:08:25.160]   layers and obviously the networking throughput as well. So it's really about making sure that we can take
[00:08:25.160 --> 00:08:31.240]   the best of breed at what we do at a super computing scale and deliver that back to the customers so we have
[00:08:31.240 --> 00:08:39.800]   a real cycle around, you know, learning from working with organisations like OpenAI, Mistral and others that
[00:08:39.800 --> 00:08:44.920]   have trained their models on Azure's infrastructure and then being able to democratise that and deliver it back to
[00:08:44.920 --> 00:08:55.720]   customers as well. And so Hamza, with that, why don't you share a little bit more about what exactly you guys did on Azure?
[00:08:55.720 --> 00:09:02.120]   Yeah, so first we'll actually talk a little bit about how we do distributed training in general with Azure.
[00:09:02.120 --> 00:09:08.520]   So we have a stack, you know, and so on the ML framework side, you know, we use PyTorch, you know,
[00:09:08.520 --> 00:09:14.920]   pretty standard framework. We also use a library called Horovod, which handles multi-node communication.
[00:09:14.920 --> 00:09:20.840]   So if we have like multiple Azure VMs, how do they communicate with each other? It allows for faster
[00:09:20.840 --> 00:09:27.160]   communication across nodes. And on the underlying, you know, hardware layer, you know, we use a bunch of Azure
[00:09:27.160 --> 00:09:34.040]   VMs that could be like A100s or H100s and they're all, you know, we connect to them. We use Horovod to
[00:09:34.040 --> 00:09:38.200]   connect to them and send gradients through for distributed training and they all read and write
[00:09:38.200 --> 00:09:43.880]   to a single network file system or NFS. You can basically think of an NFS as being a shared file
[00:09:43.880 --> 00:09:49.640]   system that every machine has access to as if it were a local file system, which makes it very seamless to
[00:09:50.200 --> 00:09:56.520]   read data or write checkpoints for models. So that's kind of our overall
[00:09:56.520 --> 00:10:05.160]   infrastack. And what about running on on Azure? You guys had some specific
[00:10:05.160 --> 00:10:10.360]   workloads that you were covering. Yeah. So we've run a number of projects
[00:10:10.360 --> 00:10:16.440]   on Azure and we've run them on different sizes from like, you know, one node to dozens of nodes. So,
[00:10:16.440 --> 00:10:22.520]   you know, we've run like DPO align models with a bunch of instruction response preference data sets.
[00:10:22.520 --> 00:10:28.840]   We've run like, you know, preference optimization techniques and using and the things we did that
[00:10:28.840 --> 00:10:33.800]   have used the most compute have been large scale distributed training jobs for multimodal training
[00:10:33.800 --> 00:10:40.760]   and inference, you know, with like dozens of GPUs. So, yeah, these are the kinds of workloads that we've run.
[00:10:40.760 --> 00:10:54.360]   And I think you had some lessons learned throughout as well. It wasn't, you know, I think it's not
[00:10:54.360 --> 00:11:00.760]   always smooth sailing with these types of jobs. So any, any best practices, traps for young players
[00:11:00.760 --> 00:11:09.160]   out there in terms of your experience? Yeah, absolutely. So there's a number of key architectural
[00:11:09.160 --> 00:11:15.560]   considerations to keep in mind. One is having enough nodes to support, you know, your ideal batch size.
[00:11:15.560 --> 00:11:20.120]   So on the CV side, you know, when I was training like, you know, let's say like clip based models,
[00:11:20.120 --> 00:11:25.560]   one thing I learned is that, you know, you want you, we wanted enough nodes to have a certain batch size,
[00:11:25.560 --> 00:11:30.200]   but we also didn't want too many such that we would either fall into the trap of having
[00:11:30.200 --> 00:11:36.040]   too large a batch size or under utilizing whichever nodes we were using. So getting that balance right was
[00:11:36.040 --> 00:11:40.760]   pretty important. Another thing is networking bottlenecks. We want to make sure all of our
[00:11:40.760 --> 00:11:45.880]   data and nodes are close together. Like, you know, imagine if for example, you had your, um, a bunch of
[00:11:45.880 --> 00:11:52.600]   your, your data in like US West, and maybe you had your nodes in like, you know, um, Asia or something
[00:11:52.600 --> 00:11:57.640]   like that, right? You know, that's like a simple example, but bottom line is networking communication is
[00:11:57.640 --> 00:12:01.800]   pretty important. And you want to make sure that, you know, when you're sending this data across,
[00:12:01.800 --> 00:12:05.560]   that's not going to be a bottleneck when you, because if you're training, one thing that will
[00:12:05.560 --> 00:12:10.680]   happen is when you send gradients to different copies of the model, that could be a bottleneck
[00:12:10.680 --> 00:12:15.960]   there. Another bottleneck could be data reading, um, because recall that, you know, while your model
[00:12:15.960 --> 00:12:20.200]   is training and you're doing your forward and backward propagations, um, asynchronously, you're
[00:12:20.200 --> 00:12:27.640]   loading in data to be fed to the model. Um, and so this is where the NFS read speed is absolutely
[00:12:27.640 --> 00:12:32.680]   critical. Um, if your NFS is not reading in your data fast enough, then you could be bottlenecked
[00:12:32.680 --> 00:12:39.160]   waiting for data to be processed and your model isn't actually crunching. Um, and you know, one key, key
[00:12:39.160 --> 00:12:44.920]   takeaway for both of these is make sure your GPU utilization is good. NVIDIA SMI is your best friend here.
[00:12:44.920 --> 00:12:50.200]   If you see your GPU utilization being low, you know, don't be afraid to look into why and, you know,
[00:12:50.200 --> 00:12:55.320]   you can, you know, do different things to debug. Like if it's multi node, for example, then, you know,
[00:12:55.320 --> 00:12:59.640]   you can test networking and stuff like that. If it's on a single node, that likely means it's a data
[00:12:59.640 --> 00:13:05.160]   loading issue. So there's lots of different ways and tools that you can use to step into these things.
[00:13:05.160 --> 00:13:10.360]   And, you know, don't underestimate the basics of like reliability, flexibility and manageability.
[00:13:10.360 --> 00:13:15.080]   So, you know, one thing that we were, we really cared about as a team is we wanted to make sure
[00:13:15.080 --> 00:13:19.560]   that our data distribute that, you know, when we're training experiments, right, we were like, you know,
