
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.240]   - Welcome friends to this episode
[00:00:07.240 --> 00:00:09.840]   of the "Everyday Educator" podcast.
[00:00:09.840 --> 00:00:11.640]   I'm your host, Lisa Bailey,
[00:00:11.640 --> 00:00:15.080]   and I'm excited to spend some time with you today
[00:00:15.080 --> 00:00:18.480]   as we encourage one another, learn together,
[00:00:18.480 --> 00:00:21.400]   and ponder the delights and challenges
[00:00:21.400 --> 00:00:24.920]   that make homeschooling the adventure of a lifetime.
[00:00:24.920 --> 00:00:27.200]   Whether you're just considering
[00:00:27.200 --> 00:00:30.520]   this homeschooling possibility or deep into
[00:00:30.520 --> 00:00:33.360]   the daily delight of family learning,
[00:00:33.360 --> 00:00:37.720]   I believe you'll enjoy thinking along with us.
[00:00:37.720 --> 00:00:42.600]   But don't forget, although this online community is awesome,
[00:00:42.600 --> 00:00:47.600]   you'll find even closer support in a local CC community.
[00:00:47.600 --> 00:00:51.960]   So go to classicalconversations.com
[00:00:51.960 --> 00:00:55.380]   and find a community near you today.
[00:00:56.400 --> 00:01:01.360]   Well, listeners, I'm excited to bring a little bit of new
[00:01:01.360 --> 00:01:04.160]   to many of you information your way today.
[00:01:04.160 --> 00:01:06.520]   We're gonna be talking about
[00:01:06.520 --> 00:01:11.520]   the Classical Conversations Challenge Plus program,
[00:01:11.520 --> 00:01:13.720]   and I have a great guest that I think
[00:01:13.720 --> 00:01:17.080]   you're really gonna enjoy getting to know today.
[00:01:17.080 --> 00:01:21.160]   Daniel Shirley is here and he's gonna be sharing with us
[00:01:21.160 --> 00:01:25.460]   the whys and hows of the CC Plus world.
[00:01:26.420 --> 00:01:31.340]   Daniel, I wanna welcome you and thank you for coming.
[00:01:31.340 --> 00:01:33.340]   Guys, this is what you need to know about Daniel.
[00:01:33.340 --> 00:01:36.180]   I have known Daniel for a really long time
[00:01:36.180 --> 00:01:40.560]   and I know he's great and he has a wealth of stuff to share.
[00:01:40.560 --> 00:01:42.400]   So I want you to make him welcome.
[00:01:42.400 --> 00:01:45.900]   And Daniel, we're really glad for you to be here.
[00:01:45.900 --> 00:01:46.900]   - Yeah, thanks, Lisa.
[00:01:46.900 --> 00:01:48.300]   I'm glad to be here as well.
[00:01:48.300 --> 00:01:54.260]   - I happen to know that you know a lot
[00:01:54.260 --> 00:01:59.180]   about the challenge program from the inside out,
[00:01:59.180 --> 00:02:00.180]   so to speak.
[00:02:00.180 --> 00:02:04.620]   Tell us, what was your life like as a student,
[00:02:04.620 --> 00:02:06.460]   as a tutor and director?
[00:02:06.460 --> 00:02:11.220]   And I also want you to share with people what you do now.
[00:02:11.220 --> 00:02:12.540]   - Yeah, for sure.
[00:02:12.540 --> 00:02:17.460]   So definitely starting Classical Conversations
[00:02:17.460 --> 00:02:21.620]   at the, I guess what, it's not a ripe young age,
[00:02:21.620 --> 00:02:22.460]   it's the opposite.
[00:02:22.460 --> 00:02:24.300]   (laughing)
[00:02:24.300 --> 00:02:26.100]   - A tender young age, let's say.
[00:02:26.100 --> 00:02:26.940]   - Yeah, there it is.
[00:02:26.940 --> 00:02:31.940]   A tender young age of seven and then having the blessing
[00:02:31.940 --> 00:02:35.800]   to move through the different levels of foundations,
[00:02:35.800 --> 00:02:38.260]   repeat all the cycles a bunch of times
[00:02:38.260 --> 00:02:41.220]   and then transition into the challenge program
[00:02:41.220 --> 00:02:44.100]   where I had just a really great,
[00:02:44.100 --> 00:02:47.140]   it was kind of like an all-star suite of challenge tutors
[00:02:47.140 --> 00:02:49.580]   that I was really grateful for, of which you won.
[00:02:49.580 --> 00:02:51.340]   And so that's fun.
[00:02:51.340 --> 00:02:52.460]   - That is fun.
[00:02:52.460 --> 00:02:57.860]   - Yeah, I mean, moving through Challenge 4, graduating,
[00:02:57.860 --> 00:02:59.380]   we didn't have the senior thesis
[00:02:59.380 --> 00:03:00.660]   when I graduated Challenge 4,
[00:03:00.660 --> 00:03:04.540]   so that's something that I'm envious of now
[00:03:04.540 --> 00:03:06.300]   for my current students.
[00:03:06.300 --> 00:03:08.260]   And so I've been directing Challenge 4
[00:03:08.260 --> 00:03:11.100]   for about four years now as well.
[00:03:11.100 --> 00:03:15.720]   And so I'm up to that at least one day a week, most weeks.
[00:03:15.720 --> 00:03:19.180]   And then we have been doing
[00:03:19.180 --> 00:03:21.980]   the Classical Conversations Plus program.
[00:03:21.980 --> 00:03:25.260]   And now for around the last two to three years,
[00:03:25.260 --> 00:03:27.180]   I've been managing that program
[00:03:27.180 --> 00:03:28.700]   and just trying to make sure
[00:03:28.700 --> 00:03:33.140]   that our students really have every opportunity
[00:03:33.140 --> 00:03:34.740]   that they can possibly have,
[00:03:34.740 --> 00:03:36.980]   that we can possibly provide them
[00:03:36.980 --> 00:03:40.500]   to enter into that kind of college portal
[00:03:40.500 --> 00:03:43.500]   and be comfortable and confident
[00:03:43.500 --> 00:03:48.500]   as they're kind of moving through that threshold, so.
[00:03:48.540 --> 00:03:50.260]   - That sounds really cool, Daniel.
[00:03:50.260 --> 00:03:55.100]   And I know that our listeners are excited.
[00:03:55.100 --> 00:03:56.460]   I'll tell you the truth.
[00:03:56.460 --> 00:04:01.460]   Whenever parents get a chance to hear from a student
[00:04:01.460 --> 00:04:05.460]   who has been through the program, they're very excited
[00:04:05.460 --> 00:04:09.680]   because all of us moms and dads, when we start out,
[00:04:09.680 --> 00:04:11.420]   we have great hopes for our kids.
[00:04:11.420 --> 00:04:13.620]   And we put a lot of faith
[00:04:13.620 --> 00:04:16.240]   in the educational path that we choose.
[00:04:16.240 --> 00:04:20.920]   And so lots of us, just like your mom, my friend, Heather,
[00:04:20.920 --> 00:04:25.920]   just like your mom, I grabbed on to Classical Conversations
[00:04:25.920 --> 00:04:30.300]   as a great vehicle for my family
[00:04:30.300 --> 00:04:34.240]   to navigate this homeschooling journey.
[00:04:34.240 --> 00:04:37.360]   And I believed that it was the right thing.
[00:04:37.360 --> 00:04:40.600]   And I believed my children would learn all of the skills
[00:04:40.600 --> 00:04:42.760]   that they needed to learn and be exposed
[00:04:42.760 --> 00:04:45.380]   to all the big ideas and great conversations
[00:04:45.380 --> 00:04:48.600]   that I really hoped for them to have.
[00:04:48.600 --> 00:04:51.000]   But you really don't know how it's gonna turn out.
[00:04:51.000 --> 00:04:55.520]   And you have to believe in it because it's a lot of years.
[00:04:55.520 --> 00:05:00.520]   You wait for 12 years and you think, okay, did this,
[00:05:00.520 --> 00:05:04.280]   did all the good stuff rub off on them?
[00:05:04.280 --> 00:05:09.280]   Was I able to help rub off all the rough edges?
[00:05:09.280 --> 00:05:14.440]   Have I prepared my student to go forth
[00:05:14.600 --> 00:05:17.760]   and be a lifelong learner,
[00:05:17.760 --> 00:05:21.640]   be a self-supporting good citizen of the world
[00:05:21.640 --> 00:05:23.960]   and of God's kingdom?
[00:05:23.960 --> 00:05:28.080]   And so, Daniel, I want you to know you're representing
[00:05:28.080 --> 00:05:31.440]   and parents are listening to you thinking,
[00:05:31.440 --> 00:05:34.800]   okay, so this is what it could turn out to look like.
[00:05:34.800 --> 00:05:38.460]   This young man sounds like he has it all together.
[00:05:38.460 --> 00:05:43.100]   So I appreciate you being transparent
[00:05:43.100 --> 00:05:45.320]   with my listeners today.
[00:05:45.320 --> 00:05:47.120]   - Yeah, absolutely.
[00:05:47.120 --> 00:05:50.120]   And I think one of the things,
[00:05:50.120 --> 00:05:52.160]   I mean, I wanna kind of revisit that idea
