
[00:00:00.000 --> 00:00:06.000]   Welcome back everyone.
[00:00:06.000 --> 00:00:09.440]   This is part eight in our series on contextual representations.
[00:00:09.440 --> 00:00:13.680]   We're going to talk briefly about sequence to sequence architectures.
[00:00:13.680 --> 00:00:17.040]   To kick it off, I thought I would begin with tasks.
[00:00:17.040 --> 00:00:21.280]   These are going to be tasks that have natural sequence to sequence structure,
[00:00:21.280 --> 00:00:24.140]   and I'm trying to leave open for now whether we would actually
[00:00:24.140 --> 00:00:26.740]   model them with sequence to sequence architectures.
[00:00:26.740 --> 00:00:28.460]   That's a separate question.
[00:00:28.460 --> 00:00:31.800]   Seq2Seq tasks include machine translation, of course.
[00:00:31.800 --> 00:00:35.000]   This is a classic one where a text in one language comes in,
[00:00:35.000 --> 00:00:38.660]   and we would like to produce text in another language as the output.
[00:00:38.660 --> 00:00:42.300]   Summarization, also a classic Seq2Seq problem.
[00:00:42.300 --> 00:00:47.620]   A long text comes in and a presumably shorter one comes out summarizing the input.
[00:00:47.620 --> 00:00:51.280]   Free-form question answering where we're trying to generate answers.
[00:00:51.280 --> 00:00:53.460]   This could also be a Seq2Seq problem where
[00:00:53.460 --> 00:00:56.560]   a question maybe with some contextual information comes in,
[00:00:56.560 --> 00:01:00.300]   and the task in decoding is to generate an answer.
[00:01:00.300 --> 00:01:03.360]   Dialogue, of course, classic Seq2Seq problem,
[00:01:03.360 --> 00:01:05.400]   utterances to utterances.
[00:01:05.400 --> 00:01:09.280]   Semantic parsing could also be thought of as a Seq2Seq task here,
[00:01:09.280 --> 00:01:11.400]   natural language sentences come in,
[00:01:11.400 --> 00:01:16.120]   and we try to map them to their logical forms capturing aspects of their meaning.
[00:01:16.120 --> 00:01:18.440]   Related task would be code generation here,
[00:01:18.440 --> 00:01:20.260]   a natural language sentence comes in,
[00:01:20.260 --> 00:01:24.200]   and we try to produce a program that the sentence is describing.
[00:01:24.200 --> 00:01:30.200]   That is just a small sample of the many things that we could call Seq2Seq tasks.
[00:01:30.200 --> 00:01:35.160]   Even these are just special cases of the more general class of things that we might call
[00:01:35.160 --> 00:01:37.760]   encoder-decoder problems which would be
[00:01:37.760 --> 00:01:41.440]   agnostic about whether the encoding and decoding involve sequences,
[00:01:41.440 --> 00:01:46.160]   they could involve images, video, speech, and so forth.
[00:01:46.160 --> 00:01:50.960]   I've been offering historical notes throughout this series of lectures,
[00:01:50.960 --> 00:01:55.240]   and I think this is a nice point to emphasize that the RNN era really
[00:01:55.240 --> 00:02:00.020]   primed us to think about Seq2Seq problems in the context of transformers.
[00:02:00.020 --> 00:02:03.720]   On the left here, I have a classic RNN formulation of
[00:02:03.720 --> 00:02:06.560]   a Seq2Seq problem where we have the input sequence A, B,
[00:02:06.560 --> 00:02:10.420]   C, D, and then we begin decoding with this special symbol,
[00:02:10.420 --> 00:02:13.840]   decode X, Y, Z, and then we produce our end token,
[00:02:13.840 --> 00:02:16.280]   and that is the job of decoding.
[00:02:16.280 --> 00:02:19.960]   The historical note here is that those tasks evolved from
[00:02:19.960 --> 00:02:25.400]   standard RNNs into RNNs with lots of attention mechanisms on the top here,
[00:02:25.400 --> 00:02:30.360]   designed specifically to help the decoding steps remember what was in
[00:02:30.360 --> 00:02:32.760]   the encoding part by offering all of
[00:02:32.760 --> 00:02:36.640]   these attention mechanisms back into that encoding phase.
[00:02:36.640 --> 00:02:41.400]   What we see again in the transformer paper is a full embrace of
[00:02:41.400 --> 00:02:44.200]   attention as the primary mechanism and a dropping
[00:02:44.200 --> 00:02:48.120]   away of all of these recurrent mechanisms here.
[00:02:48.280 --> 00:02:51.560]   In the context of transformers,
[00:02:51.560 --> 00:02:56.520]   we have a variety of ways that we could think about Seq2Seq problems,
[00:02:56.520 --> 00:02:59.160]   one of them being encoder-decoder,
[00:02:59.160 --> 00:03:01.200]   but other options present themselves.
[00:03:01.200 --> 00:03:03.440]   This is a nice figure from the T5 paper,
[00:03:03.440 --> 00:03:05.400]   which we'll talk about in a second.
[00:03:05.400 --> 00:03:07.960]   On the left, you have encoder-decoder, as I said,
[00:03:07.960 --> 00:03:12.800]   where we fully encode the input in the encoder side with some set of parameters,
[00:03:12.800 --> 00:03:15.980]   and then possibly different parameters do decoding,
[00:03:15.980 --> 00:03:17.480]   where in the decoding steps,
[00:03:17.480 --> 00:03:21.320]   we attend fully back to all the steps from the encoder.
[00:03:21.320 --> 00:03:25.380]   But we needn't have this encoder-decoder structure.
[00:03:25.380 --> 00:03:27.080]   Another option, for example,
[00:03:27.080 --> 00:03:31.440]   would be to simply process these sequences with a standard language model.
[00:03:31.440 --> 00:03:35.480]   In the middle here, you have a transformer-based language model,
[00:03:35.480 --> 00:03:39.180]   and you can see that characteristic attention mask where we don't get to look into
[00:03:39.180 --> 00:03:42.600]   the future but rather can only attend to the past,
[00:03:42.600 --> 00:03:46.760]   even for the part that we're thinking of as the encoded part.
[00:03:46.760 --> 00:03:50.700]   An obvious variation of that would be to take our language model,
[00:03:50.700 --> 00:03:52.440]   and when we do encoding,
