
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:04.480]   - Hey, everyone.
[00:00:04.480 --> 00:00:06.160]   Welcome to the Latent Space Podcast.
[00:00:06.160 --> 00:00:08.920]   This is Alessio, partner in CTO at Danceable Partners,
[00:00:08.920 --> 00:00:11.920]   and I'm joined by my co-host, Swix, founder of SmileyEye.
[00:00:11.920 --> 00:00:15.600]   - Hey, and today we're in a very special studio
[00:00:15.600 --> 00:00:17.660]   inside the Fireworks office with Lin Tiao,
[00:00:17.660 --> 00:00:18.500]   CEO of Fireworks.
[00:00:18.500 --> 00:00:19.320]   Welcome.
[00:00:19.320 --> 00:00:20.160]   - Yeah.
[00:00:20.160 --> 00:00:21.000]   - Oh, you should welcome us.
[00:00:21.000 --> 00:00:21.820]   - Yeah, welcome.
[00:00:21.820 --> 00:00:24.080]   (all laughing)
[00:00:24.080 --> 00:00:25.080]   - Thanks for having us.
[00:00:25.080 --> 00:00:29.160]   It's unusual to be in the home of a startup,
[00:00:29.160 --> 00:00:32.200]   but I think our relationship is a bit unusual
[00:00:32.200 --> 00:00:33.960]   compared to all our normal guests.
[00:00:33.960 --> 00:00:34.800]   - Definitely.
[00:00:34.800 --> 00:00:38.800]   Yeah, I'm super excited to talk about very interesting
[00:00:38.800 --> 00:00:41.200]   topics in that space with both of you.
[00:00:41.200 --> 00:00:43.320]   - You just celebrated your two-year anniversary yesterday.
[00:00:43.320 --> 00:00:45.080]   - Yeah, it's quite a crazy journey.
[00:00:45.080 --> 00:00:47.480]   We circle around and share all the crazy stories
[00:00:47.480 --> 00:00:51.300]   across these two years, and it has been super fun.
[00:00:51.300 --> 00:00:56.700]   All the way from we experienced Silicon Valley bank run.
[00:00:56.700 --> 00:00:57.540]   - Right.
[00:00:57.540 --> 00:01:02.540]   - To we delete some data that shouldn't be deleted.
[00:01:02.540 --> 00:01:08.160]   Operationally, we went through a massive scale
[00:01:08.160 --> 00:01:13.160]   where we actually are busy getting capacity to...
[00:01:13.160 --> 00:01:17.260]   Yeah, we learned to kind of work with it as a team
[00:01:17.260 --> 00:01:21.080]   with a lot of brilliant people across different places,
[00:01:21.080 --> 00:01:22.760]   joining a company.
[00:01:22.760 --> 00:01:24.640]   It has really been a fun journey.
[00:01:24.640 --> 00:01:27.280]   - When you started, did you think the technical stuff
[00:01:27.280 --> 00:01:30.780]   would be harder or the bank run and then the people side?
[00:01:30.780 --> 00:01:32.860]   I think there's a lot of amazing researchers
[00:01:32.860 --> 00:01:34.600]   that want to do companies, and it's like,
[00:01:34.600 --> 00:01:36.520]   the hardest thing is going to be building the product,
[00:01:36.520 --> 00:01:38.440]   and then you have all these different other things.
[00:01:38.440 --> 00:01:42.680]   So, were you surprised by what has been your experience?
[00:01:42.680 --> 00:01:44.600]   - Yeah, to be honest with you,
[00:01:44.600 --> 00:01:47.480]   my focus has always been on the product side,
[00:01:47.480 --> 00:01:49.420]   and then after product, go to market.
[00:01:49.420 --> 00:01:52.520]   And I didn't realize the rest has been so complicated,
[00:01:52.520 --> 00:01:54.400]   operating a company and so on.
[00:01:54.400 --> 00:01:56.760]   But because I don't think about it,
[00:01:56.760 --> 00:01:58.160]   I just kind of manage it.
[00:01:58.160 --> 00:01:59.280]   So, it's done.
[00:01:59.280 --> 00:02:00.120]   (laughs)
[00:02:00.120 --> 00:02:04.180]   So, I think I just somehow don't think about it too much
[00:02:04.180 --> 00:02:08.440]   and solve whatever problem coming our way, and it worked.
[00:02:08.440 --> 00:02:10.600]   - So, I guess let's start at the pre-history,
[00:02:10.600 --> 00:02:13.740]   like the initial history of Fireworks.
[00:02:13.740 --> 00:02:17.920]   You ran the PyTorch team at Meta for a number of years,
[00:02:17.920 --> 00:02:21.440]   and we previously had Sumit Chintala on,
[00:02:21.440 --> 00:02:23.680]   and I think we were just all very interested
[00:02:23.680 --> 00:02:25.720]   in the history of GenEI.
[00:02:25.720 --> 00:02:27.480]   Maybe not that many people know
[00:02:27.480 --> 00:02:32.500]   how deeply involved Fire and Meta were
[00:02:32.500 --> 00:02:34.400]   prior to the current GenEI revolution.
[00:02:34.400 --> 00:02:38.280]   - My background is deep in distributed system,
[00:02:38.280 --> 00:02:40.000]   database management system,
[00:02:40.000 --> 00:02:43.180]   and I joined Meta from the data side.
[00:02:43.180 --> 00:02:46.020]   And I saw this tremendous amount of data growth,
[00:02:46.020 --> 00:02:48.180]   which cost a lot of money,
[00:02:48.180 --> 00:02:50.440]   and we're analyzing what's going on.
[00:02:50.440 --> 00:02:55.100]   And it's clear that AI is driving all this data generation.
[00:02:55.100 --> 00:02:57.080]   So, it's a very interesting time,
[00:02:57.080 --> 00:02:58.880]   because when I joined Meta,
[00:02:58.880 --> 00:03:01.880]   Meta's going through ramping down mobile-first,
[00:03:01.880 --> 00:03:03.860]   finishing the mobile-first transition,
[00:03:03.860 --> 00:03:05.040]   and then starting AI-first.
[00:03:05.040 --> 00:03:07.880]   And there's a fundamental reason about that sequence,
[00:03:07.880 --> 00:03:12.160]   because mobile-first gave a full range of user engagement
[00:03:12.160 --> 00:03:14.320]   that has never existed before.
[00:03:14.320 --> 00:03:17.240]   And all this user engagement generated a lot of data,
[00:03:17.240 --> 00:03:19.560]   and this data power AI.
[00:03:19.560 --> 00:03:22.000]   So, then the whole entire industry is also going through,
[00:03:22.000 --> 00:03:24.720]   following through the same transition.
[00:03:24.720 --> 00:03:27.100]   When I see, oh, okay, this AI is powering
[00:03:27.100 --> 00:03:28.620]   all this data generation,
[00:03:28.620 --> 00:03:30.940]   and look at where's our AI stack,
[00:03:30.940 --> 00:03:32.260]   there's no software, there's no hardware,
[00:03:32.260 --> 00:03:34.180]   there's no people, there's no team.
[00:03:34.180 --> 00:03:39.180]   I'm like, I want to dive up there and help this movement.
[00:03:39.180 --> 00:03:40.740]   So, when I started,
[00:03:40.740 --> 00:03:42.780]   it's a very interesting industry landscape.
[00:03:42.780 --> 00:03:44.940]   There are a lot of AI frameworks.
[00:03:44.940 --> 00:03:48.580]   It's a kind of proliferation of AI frameworks
[00:03:48.580 --> 00:03:49.940]   happening in the industry.
[00:03:49.940 --> 00:03:53.700]   But all the AI frameworks focus on production,
[00:03:53.700 --> 00:03:56.360]   and they use a very certain way
[00:03:56.360 --> 00:03:59.280]   of defining the graph of neural network,
[00:03:59.280 --> 00:04:02.420]   and they use that to drive the model actuation
[00:04:02.420 --> 00:04:04.640]   and productionization.
