
[00:00:00.000 --> 00:00:02.500]   (upbeat music)
[00:00:02.500 --> 00:00:05.680]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.680 --> 00:00:08.880]   a show about upgrading your life, money, and travel.
[00:00:08.880 --> 00:00:10.300]   I'm your host, Chris Hutchins,
[00:00:10.300 --> 00:00:12.940]   and each week I sit down with the world's best experts
[00:00:12.940 --> 00:00:15.260]   to learn the strategies, tactics, and frameworks
[00:00:15.260 --> 00:00:16.860]   that shape their success.
[00:00:16.860 --> 00:00:17.700]   A couple days ago,
[00:00:17.700 --> 00:00:20.700]   I had a fascinating conversation with Tad Fallows,
[00:00:20.700 --> 00:00:23.260]   and we talked about how high net worth investors
[00:00:23.260 --> 00:00:24.920]   manage and invest their money,
[00:00:24.920 --> 00:00:27.420]   including their asset allocation percentages,
[00:00:27.420 --> 00:00:30.040]   and a deep dive on alternative assets.
[00:00:30.040 --> 00:00:32.780]   So if you wanna check that out or get more context on Tad
[00:00:32.780 --> 00:00:35.260]   and the community of high net worth investors he runs,
[00:00:35.260 --> 00:00:37.180]   definitely listen to that episode.
[00:00:37.180 --> 00:00:39.800]   But today, I wanted to release a little bonus episode
[00:00:39.800 --> 00:00:41.600]   with the rest of that conversation,
[00:00:41.600 --> 00:00:44.620]   which is all about how he thinks about money and kids,
[00:00:44.620 --> 00:00:47.180]   things like allowance, college savings,
[00:00:47.180 --> 00:00:49.020]   sharing family finances,
[00:00:49.020 --> 00:00:52.080]   as well as a real estate tax hack and his recommendations
[00:00:52.080 --> 00:00:54.460]   if you're ever in his hometown, Dallas.
[00:00:54.460 --> 00:00:56.680]   So let's get started right after this.
[00:00:57.680 --> 00:00:59.600]   Science has shown that being charitable
[00:00:59.600 --> 00:01:02.600]   can actually have a huge impact on your happiness,
[00:01:02.600 --> 00:01:05.960]   which is why I'm excited to be partnering with Daffy today.
[00:01:05.960 --> 00:01:07.440]   They're a not-for-profit community
[00:01:07.440 --> 00:01:09.580]   built around a new modern way to give,
[00:01:09.580 --> 00:01:12.520]   and they have a mission I think we can all get behind,
[00:01:12.520 --> 00:01:15.600]   helping people be more generous more often.
[00:01:15.600 --> 00:01:18.080]   Amy and I use Daffy for all of our giving
[00:01:18.080 --> 00:01:20.320]   because they offer an account that makes it easy
[00:01:20.320 --> 00:01:22.320]   to put money aside for charity.
[00:01:22.320 --> 00:01:24.340]   You can make a one-time contribution,
[00:01:24.340 --> 00:01:26.840]   or you can set a little aside each week or month,
[00:01:26.840 --> 00:01:30.000]   and all your contributions are tax-deductible,
[00:01:30.000 --> 00:01:32.040]   except you don't actually have to know
[00:01:32.040 --> 00:01:34.760]   exactly where you wanna give the money right away.
[00:01:34.760 --> 00:01:38.160]   In fact, you can make your tax-deductible contribution now
[00:01:38.160 --> 00:01:41.400]   and invest that money into stocks or even crypto
[00:01:41.400 --> 00:01:43.080]   so it can grow tax-free
[00:01:43.080 --> 00:01:45.680]   and let you have more impact in the future.
[00:01:45.680 --> 00:01:47.320]   Then, whenever you're ready,
[00:01:47.320 --> 00:01:51.080]   you can give to any of more than 1 1/2 million charities,
[00:01:51.080 --> 00:01:53.300]   schools, or faith-based organizations
[00:01:53.300 --> 00:01:55.140]   in a matter of seconds.
[00:01:55.140 --> 00:01:58.640]   So head on over to allthehacks.com/daffy
[00:01:58.640 --> 00:02:00.620]   if you wanna start giving today,
[00:02:00.620 --> 00:02:03.260]   and for a limited time, if you visit that link,
[00:02:03.260 --> 00:02:05.780]   you can get a free $25 to give
[00:02:05.780 --> 00:02:07.700]   to the charity of your choice.
[00:02:07.700 --> 00:02:12.700]   Again, that's allthehacks.com/daffy.
[00:02:12.700 --> 00:02:16.380]   I wish I could say that I'm eating
[00:02:16.380 --> 00:02:18.500]   a fully balanced diet every day,
[00:02:18.500 --> 00:02:21.120]   but the reality is that I am definitely not.
[00:02:21.120 --> 00:02:23.000]   So I love having an easy way
[00:02:23.000 --> 00:02:25.200]   to get my daily nutritional insurance,
[00:02:25.200 --> 00:02:28.080]   which is why I kickstart my day with Athletic Greens,
[00:02:28.080 --> 00:02:29.940]   and I am excited to be partnering with them
[00:02:29.940 --> 00:02:31.200]   for this episode.
[00:02:31.200 --> 00:02:33.200]   I started taking it because I wanted to see
[00:02:33.200 --> 00:02:34.520]   what all the hype was about,
[00:02:34.520 --> 00:02:37.600]   and I've kept it in my daily routine for months.
[00:02:37.600 --> 00:02:39.980]   Every morning, I mix it up with some cold water,
[00:02:39.980 --> 00:02:43.160]   add a few ice cubes, it tastes so good when it's cold,
[00:02:43.160 --> 00:02:45.360]   and I head to my office feeling focused
[00:02:45.360 --> 00:02:46.720]   and energized for the day,
[00:02:46.720 --> 00:02:49.480]   which is a feeling I absolutely love.
[00:02:49.480 --> 00:02:52.840]   I also love that it's made from 75 high-quality vitamins,
[00:02:52.840 --> 00:02:54.320]   minerals, and superfoods,
[00:02:54.320 --> 00:02:57.120]   and contains less than one gram of sugar.
[00:02:57.120 --> 00:02:59.600]   It also has no GMOs, nasty chemicals,
[00:02:59.600 --> 00:03:01.300]   or artificial anything.
[00:03:01.300 --> 00:03:03.080]   To make giving it a try easy,
[00:03:03.080 --> 00:03:06.600]   Athletic Greens is gonna give you a free one-year supply
[00:03:06.600 --> 00:03:08.520]   of immune-supporting vitamin D
[00:03:08.520 --> 00:03:11.920]   and five free travel packs with your first purchase.
[00:03:11.920 --> 00:03:13.440]   All you have to do is visit
[00:03:13.440 --> 00:03:17.120]   allthehacks.com/athleticgreens.
[00:03:17.120 --> 00:03:20.960]   Again, that's allthehacks.com/athleticgreens
[00:03:20.960 --> 00:03:23.000]   to take ownership over your health
[00:03:23.000 --> 00:03:26.040]   and pick up the ultimate daily nutritional insurance.
[00:03:26.040 --> 00:03:30.480]   I am curious about another type of financial education,
[00:03:30.480 --> 00:03:32.920]   which is how you're thinking about
