
[00:00:00.360 --> 00:00:02.320]   - Welcome to the Huberman Lab Podcast,
[00:00:02.320 --> 00:00:03.760]   where we discuss science
[00:00:03.760 --> 00:00:05.960]   and science-based tools for everyday life.
[00:00:05.960 --> 00:00:10.160]   I'm Andrew Huberman,
[00:00:10.160 --> 00:00:13.400]   and I'm a professor of neurobiology and ophthalmology
[00:00:13.400 --> 00:00:15.160]   at Stanford School of Medicine.
[00:00:15.160 --> 00:00:17.760]   My guest today is Dr. Carolina Westland.
[00:00:17.760 --> 00:00:20.380]   Dr. Carolina Westland is an animal ethologist
[00:00:20.380 --> 00:00:22.400]   and expert in animal behavior.
[00:00:22.400 --> 00:00:24.440]   Dr. Westland and I discussed the relationship
[00:00:24.440 --> 00:00:27.040]   between humans and domesticated animals,
[00:00:27.040 --> 00:00:29.320]   with a focus on the evidence-based protocols
[00:00:29.320 --> 00:00:32.680]   for optimizing the mental and physical health of our pets.
[00:00:32.680 --> 00:00:34.360]   Dr. Westland explains the best way
[00:00:34.360 --> 00:00:36.040]   to interact with our animals.
[00:00:36.040 --> 00:00:38.080]   Now, we may assume that the way we pet our animals
[00:00:38.080 --> 00:00:41.280]   and exercise them and feed them makes them truly happy.
[00:00:41.280 --> 00:00:42.120]   But as she points out,
[00:00:42.120 --> 00:00:44.800]   many of the things that people assume turn out to be false
[00:00:44.800 --> 00:00:47.860]   when it comes to our pets and their fundamental drives.
[00:00:47.860 --> 00:00:49.480]   She teaches us the very basic
[00:00:49.480 --> 00:00:52.720]   but powerful things that we can do to satisfy those drives,
[00:00:52.720 --> 00:00:54.320]   both for the animal's sake, of course,
[00:00:54.320 --> 00:00:56.740]   and to better our relationship with them.
[00:00:56.740 --> 00:00:58.640]   We also discuss the unique neurological
[00:00:58.640 --> 00:01:01.440]   and physiological requirements of different dog breeds.
[00:01:01.440 --> 00:01:03.400]   That's a fascinating conversation that stems
[00:01:03.400 --> 00:01:05.160]   from their lineage from wolves.
[00:01:05.160 --> 00:01:07.240]   And we'll tell you whether or not your particular breed,
[00:01:07.240 --> 00:01:10.600]   even if it's a mutt, should be exercised in a particular way,
[00:01:10.600 --> 00:01:12.800]   whether or not it needs additional forms of stimulation
[00:01:12.800 --> 00:01:14.960]   that you're not currently giving it, and so on.
[00:01:14.960 --> 00:01:17.560]   And because we both realize there are also cat owners
[00:01:17.560 --> 00:01:20.400]   out there too, we discuss the often misunderstood
[00:01:20.400 --> 00:01:23.520]   communication signals and social needs of cats.
[00:01:23.520 --> 00:01:26.040]   As you may know, there is a tremendous amount of debate
