
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[00:00:04.800 --> 00:00:09.300]   for everyday life.
[00:00:09.300 --> 00:00:13.940]   I'm Andrew Huberman, and I'm a professor of neurobiology and ophthalmology at Stanford
[00:00:13.940 --> 00:00:15.340]   School of Medicine.
[00:00:15.340 --> 00:00:17.400]   My guest today is Dr. Chris McCurdy.
[00:00:17.400 --> 00:00:22.160]   Dr. Chris McCurdy is a professor of medicinal chemistry at the University of Florida, where
[00:00:22.160 --> 00:00:26.180]   he directs research on natural products and their pharmacologic effects, most recently
[00:00:26.180 --> 00:00:30.920]   the plant-derived compound Kratom, which is readily sold in the U.S. and around the world,
[00:00:30.920 --> 00:00:35.300]   and is now used by tens of millions of people daily, and those numbers are increasing fast.
[00:00:35.300 --> 00:00:39.920]   Dr. McCurdy's research focuses on understanding how Kratom interacts with our nervous system
[00:00:39.920 --> 00:00:42.440]   and affects our physiology and behavior.
[00:00:42.440 --> 00:00:44.960]   He also studies its potential for addiction.
[00:00:44.960 --> 00:00:49.000]   During today's episode, we discuss the complex effects of Kratom and its relationship to the
[00:00:49.000 --> 00:00:50.000]   opioid system.
[00:00:50.000 --> 00:00:55.120]   Dr. McCurdy explains how Kratom's active compounds work in the brain, why it shares certain similarities
[00:00:55.120 --> 00:01:00.160]   to opioid drugs, and critically, how Kratom products available in the U.S. and elsewhere
[00:01:00.160 --> 00:01:04.900]   are largely derivatives and isolates of the Kratom leaf, which is very different in terms
[00:01:04.900 --> 00:01:08.860]   of the effects it produces when compared to the traditional leaf products.
[00:01:08.860 --> 00:01:12.860]   And unfortunately, that has confused, and in many cases, harmed consumers.
[00:01:12.860 --> 00:01:16.940]   So today you'll learn about Kratom's effects at different doses, and when it's sourced in different
[00:01:16.940 --> 00:01:21.900]   ways, you'll learn about how it can be a stimulant, how it can increase focus, how it can be a painkiller,
[00:01:21.900 --> 00:01:26.140]   how it can increase euphoria, but also its strong potential for addiction.
[00:01:26.140 --> 00:01:30.620]   You'll also learn what is known about Kratom in terms of its ability to help people transition off
[00:01:30.620 --> 00:01:31.900]   traditional opioid drugs.
[00:01:31.900 --> 00:01:34.060]   It has been shown to be effective for that.
[00:01:34.060 --> 00:01:39.580]   However, we are also going to explain the potential harms of Kratom, in particular in young people
[00:01:39.580 --> 00:01:44.460]   whose brains are still developing, and in people that don't have a prior opioid addiction.
[00:01:44.460 --> 00:01:48.620]   Our discussion about Kratom also opens up a broader discussion about other plant alkaloids that have
[00:01:48.620 --> 00:01:52.940]   medicinal properties, including those found in things like cocoa and 100% chocolate.
[00:01:52.940 --> 00:01:59.100]   And we discussed the incredible history of soft drinks like Coca-Cola, Pepsi, 7-Up, and Dr. Pepper,
[00:01:59.100 --> 00:02:04.220]   which, believe it or not, were originally developed as pharmacologic tools before becoming the ultra
[00:02:04.220 --> 00:02:06.620]   popular beverages that we're familiar with today.
[00:02:06.620 --> 00:02:11.100]   So I realize many people have heard about Kratom, but also many of you perhaps have not.
[00:02:11.100 --> 00:02:15.020]   What everyone should know, however, is that Kratom products are pretty much everywhere now.
[00:02:15.020 --> 00:02:18.860]   You can find them in supermarkets, convenience stores, online, and they're sold under the
[00:02:18.860 --> 00:02:23.260]   pretense of having very specific effects related to energy, pain management, or mood.
[00:02:23.260 --> 00:02:27.100]   But by the end of today's episode, you'll have a thorough understanding of how this plant
[00:02:27.100 --> 00:02:28.940]   compound actually works.
[00:02:28.940 --> 00:02:32.380]   Yes, it's potential effects, but also it's serious risks.
[00:02:32.380 --> 00:02:36.060]   Before we begin, I'd like to emphasize that this podcast is separate from my teaching and
[00:02:36.060 --> 00:02:37.580]   research roles at Stanford.
[00:02:37.580 --> 00:02:41.740]   It is, however, part of my desire and effort to bring zero cost to consumer information about
[00:02:41.740 --> 00:02:44.700]   science and science-related tools to the general public.
[00:02:44.700 --> 00:02:48.300]   In keeping with that theme, today's episode does include sponsors.
[00:02:48.300 --> 00:02:50.940]   And now for my discussion with Dr. Chris McCurdy.
[00:02:50.940 --> 00:02:53.180]   Dr. Chris McCurdy, welcome.
[00:02:53.180 --> 00:02:54.060]   Thank you.
[00:02:54.060 --> 00:02:55.740]   It's really a pleasure to be here.
[00:02:55.740 --> 00:03:00.220]   I'm excited to have you here because you work on some incredibly interesting compounds,
[00:03:00.220 --> 00:03:06.860]   several of which are very controversial, and all of which are impacting health and society
[00:03:06.860 --> 00:03:09.740]   in a major way right now, especially in the United States.
[00:03:09.740 --> 00:03:12.220]   The most notable of those is Kratom.
[00:03:12.220 --> 00:03:15.020]   I'm guessing some people have heard of Kratom.
[00:03:15.020 --> 00:03:16.620]   I'm guessing some people perhaps have not.
[00:03:17.420 --> 00:03:21.500]   I'm pretty certain everyone has seen a Kratom product because they are everywhere,
[00:03:21.500 --> 00:03:23.900]   but it's often in the fine print.
[00:03:23.900 --> 00:03:33.340]   So could you just tell us what Kratom is, where it's found in nature and in the United States,
[00:03:33.340 --> 00:03:39.180]   and some of its properties that people take it in order to achieve certain effects,
[00:03:39.180 --> 00:03:41.500]   maybe some of its lesser known properties.
[00:03:41.500 --> 00:03:42.620]   So that's a lot of questions.
[00:03:42.620 --> 00:03:46.380]   So maybe just a general description of Kratom, where it's found and what it does.
[00:03:46.380 --> 00:03:48.540]   Let's just start from the beginning and make it easy.
[00:03:48.540 --> 00:03:53.420]   It's a tree that's called Mitragana speciosa by its botanical name.
[00:03:53.420 --> 00:03:59.260]   It's called Kratom in Southeast Asia, which is where it's native to.
[00:03:59.260 --> 00:04:04.220]   It's actually native to where Peninsular Malaysia and Thailand connect.
[00:04:04.220 --> 00:04:09.660]   So at the border of those two countries, it's thought to be ground zero for where this tree
[00:04:09.660 --> 00:04:10.780]   species came from.
[00:04:11.900 --> 00:04:14.700]   And in that region, it's very rural.
[00:04:14.700 --> 00:04:17.580]   It's lots of farmers and lots of outdoor laborers.
[00:04:17.580 --> 00:04:23.740]   And those outdoor laborers chew the leaves in Thailand, or they make a tea,
[00:04:23.740 --> 00:04:28.860]   more technically what we call decoction, because they boil the leaves for hours.
[00:04:29.660 --> 00:04:34.700]   But they'll harvest fresh leaves and boil those leaves and then drink that just like we would
[00:04:34.700 --> 00:04:40.620]   drink a coffee drink in the morning to give them energy, to give them sort of sustainability
[00:04:40.620 --> 00:04:45.900]   throughout the day to tolerate that heat, humidity, and very harsh tropical environment.
[00:04:45.900 --> 00:04:50.860]   And it gives them the stamina to make it through the day.
[00:04:52.060 --> 00:04:57.900]   And that's really what the traditional use has always been, more or less for energy and to get
[00:04:57.900 --> 00:04:58.620]   through that day.
[00:04:58.620 --> 00:05:02.380]   But it also has been used to treat pain.
[00:05:02.380 --> 00:05:08.140]   It's been used to treat, of all things, erectile dysfunction.
[00:05:08.140 --> 00:05:11.420]   It's been said to be nature's sort of Viagra.
[00:05:11.420 --> 00:05:16.220]   It's used for mood elevation primarily.
[00:05:16.220 --> 00:05:21.980]   And so these individuals will utilize it, like I said, throughout the day.
[00:05:21.980 --> 00:05:24.780]   It's a Muslim population in that area.
[00:05:24.780 --> 00:05:28.540]   So there's no alcohol really, and no consumption of alcohol.
[00:05:28.540 --> 00:05:32.540]   And this is sort of a socially lubricating product.
[00:05:32.540 --> 00:05:37.340]   And so in the evenings, on Friday, Saturday evenings,
[00:05:37.340 --> 00:05:42.140]   the men would generally gather and then increase their consumption of the tea
[00:05:42.140 --> 00:05:48.460]   just socially, and they could get them into a more sedative-like effect.
[00:05:48.460 --> 00:05:58.940]   And so there's always this sort of paradoxical description of Kratom, or as we say in the United
[00:05:58.940 --> 00:06:07.420]   States, Kratom, where you get this stimulant effect at lower doses or smaller amounts.
[00:06:07.420 --> 00:06:13.340]   And you get this more euphoric or sedative-like, opioid-like effect, if you will, at higher doses.
[00:06:13.340 --> 00:06:16.380]   And so they tend to use that traditionally.
[00:06:16.380 --> 00:06:24.300]   So they'll take the benefits of it, just like we would use coffee, I think, to sort of get us
[00:06:24.300 --> 00:06:25.260]   moving in the mornings.
[00:06:25.260 --> 00:06:27.260]   That's what they sort of use in those regions.
[00:06:27.260 --> 00:06:32.620]   And they move into, you know, on the weekend evenings, they'll use it as more of a social
[00:06:32.620 --> 00:06:33.980]   beverage.
[00:06:33.980 --> 00:06:36.380]   And so that's where that's been.
[00:06:36.380 --> 00:06:43.340]   We got interested in it from the standpoint that there were also reports that this could be utilized
[00:06:43.340 --> 00:06:48.780]   when they ran out of heroin or raw opium, so that they wouldn't go into withdrawals.
[00:06:48.780 --> 00:06:51.740]   And so essentially, they're already using it.
[00:06:51.740 --> 00:06:57.900]   They would increase the consumption when they ran out of heroin or opium, and that would stave off
[00:06:57.900 --> 00:06:59.100]   withdrawals for them.
[00:06:59.100 --> 00:07:05.180]   And that became really interesting to me as an opioid researcher, a pain researcher.
[00:07:05.180 --> 00:07:11.900]   Could this be something that has potential and obviously would have potential in helping with
[00:07:11.900 --> 00:07:14.220]   the opioid crisis that we're in?
[00:07:14.220 --> 00:07:17.980]   And that's kind of what drove us into starting to look at this.
[00:07:17.980 --> 00:07:22.940]   I'd like to take a quick break and acknowledge one of our sponsors, David.
[00:07:22.940 --> 00:07:25.180]   David makes a protein bar unlike any other.
[00:07:25.180 --> 00:07:30.300]   It has 28 grams of protein, only 150 calories, and zero grams of sugar.
[00:07:30.300 --> 00:07:35.100]   That's right, 28 grams of protein and 75% of its calories come from protein.
[00:07:35.100 --> 00:07:38.060]   This is 50% higher than the next closest protein bar.
[00:07:38.060 --> 00:07:40.380]   David protein bars also taste amazing.
[00:07:40.380 --> 00:07:42.140]   Even the texture is amazing.
[00:07:42.140 --> 00:07:44.220]   My favorite bar is the chocolate chip cookie dough.
[00:07:44.220 --> 00:07:47.100]   But then again, I also like the new chocolate peanut butter flavor.
[00:07:47.100 --> 00:07:48.540]   And the chocolate brownie flavored.
[00:07:48.540 --> 00:07:50.780]   Basically, I like all the flavors a lot.
[00:07:50.780 --> 00:07:52.060]   They're all incredibly delicious.
[00:07:52.060 --> 00:07:57.020]   In fact, the toughest challenge is knowing which ones to eat on which days and how many times per day.
[00:07:57.020 --> 00:08:00.060]   I limit myself to two per day, but I absolutely love them.
[00:08:00.060 --> 00:08:03.820]   With David, I'm able to get 28 grams of protein in the calories of a snack,
[00:08:03.820 --> 00:08:08.700]   which makes it easy to hit my protein goals of one gram of protein per pound of body weight per day.
[00:08:08.700 --> 00:08:12.460]   And it allows me to do so without ingesting too many calories.
[00:08:12.460 --> 00:08:15.500]   I'll eat a David protein bar most afternoons as a snack.
[00:08:15.500 --> 00:08:18.140]   And I always keep one with me when I'm out of the house or traveling.
[00:08:18.140 --> 00:08:19.900]   They're incredibly delicious.
[00:08:19.900 --> 00:08:25.820]   And given that they have 28 grams of protein, they're really satisfying for having just 150 calories.
[00:08:25.820 --> 00:08:30.140]   If you'd like to try David, you can go to davidprotein.com/huberman.
[00:08:30.140 --> 00:08:33.500]   Again, that's davidprotein.com/huberman.
[00:08:33.500 --> 00:08:36.540]   Today's episode is also brought to us by Eight Sleep.
[00:08:36.540 --> 00:08:40.860]   Eight Sleep makes smart mattress covers with cooling, heating, and sleep tracking capacity.
[00:08:40.860 --> 00:08:43.180]   One of the best ways to ensure a great night's sleep
[00:08:43.180 --> 00:08:46.460]   is to make sure that the temperature of your sleeping environment is correct.
[00:08:46.460 --> 00:08:49.340]   And that's because in order to fall and stay deeply asleep,
[00:08:49.340 --> 00:08:52.860]   your body temperature actually has to drop by about one to three degrees.
[00:08:52.860 --> 00:08:55.580]   And in order to wake up feeling refreshed and energized,
[00:08:55.580 --> 00:08:59.500]   your body temperature actually has to increase by about one to three degrees.
[00:08:59.500 --> 00:09:02.860]   Eight Sleep automatically regulates the temperature of your bed throughout the night
[00:09:02.860 --> 00:09:04.700]   according to your unique needs.
[00:09:04.700 --> 00:09:07.900]   Eight Sleep has just launched their latest model, the Pod 5.
[00:09:07.900 --> 00:09:10.380]   And the Pod 5 has several new important features.
[00:09:10.380 --> 00:09:12.860]   One of these new features is called Autopilot.
[00:09:12.860 --> 00:09:15.740]   Autopilot is an AI engine that learns your sleep patterns
[00:09:15.740 --> 00:09:19.500]   to adjust the temperature of your sleeping environment across different sleep stages.
[00:09:19.500 --> 00:09:23.980]   It also elevates your head if you're snoring and it makes other shifts to optimize your sleep.
[00:09:23.980 --> 00:09:28.220]   The base on the Pod 5 also has an integrated speaker that syncs to the Eight Sleep app
[00:09:28.220 --> 00:09:31.020]   and can play audio to support relaxation and recovery.
[00:09:31.020 --> 00:09:35.340]   The audio catalog includes several NSDR, non-sleep deep rest scripts,
[00:09:35.340 --> 00:09:37.340]   that I worked on with Eight Sleep to record.
[00:09:37.340 --> 00:09:41.180]   If you're not familiar, NSDR involves listening to an audio script
[00:09:41.180 --> 00:09:46.300]   that walks you through a deep body relaxation combined with some very simple breathing exercises.
[00:09:46.300 --> 00:09:51.020]   It's an extremely powerful tool that anyone can benefit from the first time and every time.
[00:09:51.020 --> 00:09:57.980]   If you'd like to try Eight Sleep, go to eightsleep.com/huberman to get up to $350 off the new Pod 5.
[00:09:57.980 --> 00:10:02.220]   Eight Sleep ships to many countries worldwide including Mexico and the UAE.
[00:10:02.220 --> 00:10:06.540]   Again, that's eightsleep.com/huberman to save up to $350.
[00:10:06.540 --> 00:10:13.340]   When we see a Kratom product in the United States, and I realize there are a variety of those,
[00:10:13.900 --> 00:10:21.180]   but let's just take for example, I'm aware of a product that's very popular nowadays.
[00:10:21.180 --> 00:10:27.100]   It's a small blue bottle. It includes kava and Kratom as its primary ingredients.
[00:10:27.100 --> 00:10:32.300]   I have zero financial relationship to this company. I actually had the opportunity to be an early
[00:10:32.300 --> 00:10:40.300]   investor. I turned it down. When somebody takes a bottle of that, when they drink a bottle of that,
[00:10:41.500 --> 00:10:49.420]   how concentrated and how much Kratom are they getting compared to, say, the typical adult user
[00:10:49.420 --> 00:10:54.780]   in Malaysia who drinks, I don't know, a mug of this concoction?
[00:10:54.780 --> 00:11:02.780]   Are they comparable? Are they even the same compound? Can we think about them the same way?
[00:11:02.780 --> 00:11:11.820]   Because this is very much, in my mind, like comparing smoked cannabis, let's just say there
[00:11:11.820 --> 00:11:17.900]   is no typical variety, but compared to a highly concentrated THC tincture, for instance.
[00:11:17.900 --> 00:11:23.100]   I mean, the same chemical structure, but at some point the pharmacokinetics changes and you're
[00:11:23.100 --> 00:11:26.700]   basically looking at different brain circuits, different bodily organs engaged. It's like kind
