
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.640]   - A few years back I had a chance to sit down
[00:00:06.640 --> 00:00:08.680]   with some friends of ours at CCEF,
[00:00:08.680 --> 00:00:11.760]   the Christian Counseling and Educational Foundation
[00:00:11.760 --> 00:00:12.840]   in Philadelphia.
[00:00:12.840 --> 00:00:15.920]   I had a chance to sit down with Dr. David Powleson,
[00:00:15.920 --> 00:00:18.140]   a biblical counselor and one of my favorite authors.
[00:00:18.140 --> 00:00:22.200]   And I asked Dr. Powleson, what is sinful anger
[00:00:22.200 --> 00:00:23.940]   and what does it express?
[00:00:23.940 --> 00:00:24.940]   Here's what he said.
[00:00:24.940 --> 00:00:28.120]   - Sinful anger is an expression of the fact
[00:00:28.120 --> 00:00:32.720]   that I am not pleased with what is going on right now
[00:00:32.720 --> 00:00:37.480]   with you, you jerk, or whatever's the variant thereof.
[00:00:37.480 --> 00:00:43.320]   Sinful anger presumes a, and the Greek or Norse mythology
[00:00:43.320 --> 00:00:45.480]   is just great in this.
[00:00:45.480 --> 00:00:47.960]   I mean, it presumes a Zeus or a Thor
[00:00:47.960 --> 00:00:50.280]   or some guy throwing thunderbolts
[00:00:50.280 --> 00:00:52.360]   'cause the world's not going the way he wants.
[00:00:52.360 --> 00:00:57.080]   And the Bible just so enters that metaphor
[00:00:57.080 --> 00:00:58.640]   that the mythologies capture
[00:00:58.640 --> 00:01:02.920]   and just puts us right in the seat of the kingdom builders,
[00:01:02.920 --> 00:01:06.200]   the ones who attempt to live for my way
[00:01:06.200 --> 00:01:08.680]   and the ones that when my almighty will gets crossed,
[00:01:08.680 --> 00:01:11.440]   I throw lightning bolts at all offenders
[00:01:11.440 --> 00:01:16.440]   or I sulk or I passive aggressive in some way demonstrate
[00:01:16.440 --> 00:01:19.000]   that you are not giving me what I want
[00:01:19.000 --> 00:01:22.120]   and you are in the doghouse in some way.
[00:01:22.120 --> 00:01:27.120]   So the Bible has these absolutely unmistakable
[00:01:27.120 --> 00:01:32.240]   heart-searching, pride-devastating analyses of sinful anger.
[00:01:32.240 --> 00:01:34.880]   One of the ones that I have found most convicting
[00:01:34.880 --> 00:01:38.480]   and then from conviction the most nourishing
[00:01:38.480 --> 00:01:42.760]   is in James 4.12 where James says,
[00:01:42.760 --> 00:01:45.980]   and it's in a context of anger and interpersonal conflict
