
[00:00:00.000 --> 00:00:02.280]   (upbeat music)
[00:00:02.280 --> 00:00:04.600]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.600 --> 00:00:07.040]   a show about upgrading your life, money, and travel.
[00:00:07.040 --> 00:00:09.160]   If you're new here, I'm your host, Chris Hutchins,
[00:00:09.160 --> 00:00:12.440]   and one of the areas I love optimizing the most is travel.
[00:00:12.440 --> 00:00:13.800]   I've been to 60 plus countries,
[00:00:13.800 --> 00:00:15.920]   and on every trip, I love meeting locals,
[00:00:15.920 --> 00:00:17.360]   trying to understand their culture,
[00:00:17.360 --> 00:00:19.240]   having authentic experiences,
[00:00:19.240 --> 00:00:20.840]   and most of all, I love finding a way to eat
[00:00:20.840 --> 00:00:23.060]   all the best foods a place has to offer.
[00:00:23.060 --> 00:00:26.200]   So I thought it'd be fun to introduce a new type of episode
[00:00:26.200 --> 00:00:28.960]   where I bring in a local expert in another country
[00:00:28.960 --> 00:00:31.640]   to share all the hacks for visiting their city.
[00:00:31.640 --> 00:00:33.160]   I was originally gonna start with Japan
[00:00:33.160 --> 00:00:35.780]   because it just opened, I have the perfect person in mind,
[00:00:35.780 --> 00:00:38.480]   and it's probably my favorite travel destination in the world
[00:00:38.480 --> 00:00:40.800]   but that episode will be next
[00:00:40.800 --> 00:00:42.840]   because after my episode with Bill Perkins,
[00:00:42.840 --> 00:00:44.760]   which is amazing if you haven't checked it out,
[00:00:44.760 --> 00:00:46.000]   I started talking with Amy
[00:00:46.000 --> 00:00:47.520]   about how we could start optimizing
[00:00:47.520 --> 00:00:49.560]   for more net fulfillment in our lives.
[00:00:49.560 --> 00:00:51.040]   And so we actually decided to book
[00:00:51.040 --> 00:00:54.120]   a last minute trip to London on less than two weeks notice
[00:00:54.120 --> 00:00:56.500]   and ended up getting a ridiculous deal with points,
[00:00:56.500 --> 00:00:58.600]   which I will talk about at the end of this episode.
[00:00:58.600 --> 00:01:00.920]   So with a trip to London on the horizon,
[00:01:00.920 --> 00:01:02.360]   I reached out to Jessica Dante,
[00:01:02.360 --> 00:01:05.200]   who not only has been living there for almost a decade,
[00:01:05.200 --> 00:01:07.280]   but runs the Love in London YouTube channel,
[00:01:07.280 --> 00:01:08.960]   which has over 20 million views
[00:01:08.960 --> 00:01:11.240]   and she knows so much about London.
[00:01:11.240 --> 00:01:12.880]   We're gonna get into why you should visit,
[00:01:12.880 --> 00:01:15.280]   what you should do, what mistakes to avoid,
[00:01:15.280 --> 00:01:17.820]   and get all of Jess's secret spots to visit
[00:01:17.820 --> 00:01:19.600]   to have an incredible trip.
[00:01:19.600 --> 00:01:21.320]   And then after talking to Jess,
[00:01:21.320 --> 00:01:24.360]   I'm gonna break down exactly how I booked my trip
[00:01:24.360 --> 00:01:26.440]   and give you an overview of the best way
[00:01:26.440 --> 00:01:28.360]   you can be using your points and your miles
[00:01:28.360 --> 00:01:31.480]   and even scoring some deals on a trip to London.
[00:01:31.480 --> 00:01:33.980]   So let's get into it right after this.
[00:01:33.980 --> 00:01:37.320]   Jess, thank you for joining
[00:01:37.320 --> 00:01:39.920]   the first travel destination episode of All The Hacks.
[00:01:39.920 --> 00:01:41.800]   - Amazing, thanks for having me.
[00:01:41.800 --> 00:01:44.480]   Really happy that London is the first, I'm not gonna lie.
[00:01:44.480 --> 00:01:45.760]   I think I'm a little biased,
[00:01:45.760 --> 00:01:48.680]   but I think it's maybe the best in my opinion.
[00:01:48.680 --> 00:01:49.520]   Depends on who you ask.
[00:01:49.520 --> 00:01:50.340]   - It's not just you.
[00:01:50.340 --> 00:01:52.660]   So someone shared me this list from afar,
[00:01:52.660 --> 00:01:54.480]   the website and magazine afar.
[00:01:54.480 --> 00:01:57.800]   There was the 10 best cities and London was number one.
[00:01:57.800 --> 00:02:00.640]   And there was another study on the best cities
[00:02:00.640 --> 00:02:01.720]   and London was number one.
[00:02:01.720 --> 00:02:03.800]   It just came out also for 2023.
[00:02:03.800 --> 00:02:05.200]   And then I looked at travel and leisures,
[00:02:05.200 --> 00:02:07.960]   best destinations for 2023 and London's on that list.
[00:02:07.960 --> 00:02:10.740]   So I was like, wow, so London's the number one city.
[00:02:10.740 --> 00:02:13.540]   It wasn't even just to live or to travel.
[00:02:13.540 --> 00:02:16.020]   It was just the number one city on two lists.
[00:02:16.020 --> 00:02:19.600]   So I think I wanna ask you, why do you love London?
[00:02:19.600 --> 00:02:22.080]   What is it about London that makes it such an amazing city?
[00:02:22.080 --> 00:02:23.880]   - Oh my gosh, well, there's so many things,
[00:02:23.880 --> 00:02:27.160]   but I think a couple of the top things are,
[00:02:27.160 --> 00:02:30.160]   I love how diverse that the city is.
[00:02:30.160 --> 00:02:33.440]   So that goes from the people that live here
[00:02:33.440 --> 00:02:36.700]   to the architecture, to the types of cuisines
[00:02:36.700 --> 00:02:38.520]   that you can try here.
[00:02:38.520 --> 00:02:41.040]   You just meet so many different people
[00:02:41.040 --> 00:02:42.680]   with so many different backgrounds.
[00:02:42.680 --> 00:02:45.640]   You can eat so much amazing food
[00:02:45.640 --> 00:02:48.280]   and you can experience so many different things,
[00:02:48.280 --> 00:02:52.520]   no matter what your interest is or what your budget is.
[00:02:52.520 --> 00:02:55.440]   There's just basically something for everyone,
[00:02:55.440 --> 00:02:58.800]   whether you live here or you just come to visit.
[00:02:58.800 --> 00:02:59.720]   So I love that.
[00:02:59.720 --> 00:03:03.200]   And as someone who works telling people
[00:03:03.200 --> 00:03:05.320]   what to do in London,
[00:03:05.320 --> 00:03:07.440]   I don't wanna ever get bored and I never will
[00:03:07.440 --> 00:03:10.440]   because there's so much to experience.
[00:03:10.440 --> 00:03:11.680]   It's always changing too.
[00:03:11.680 --> 00:03:13.280]   So I'm gonna be here for like 30 years
[00:03:13.280 --> 00:03:15.520]   and there's still gonna be more for me to check out.
[00:03:15.520 --> 00:03:16.760]   And I'll be like, I haven't been there yet.
[00:03:16.760 --> 00:03:19.300]   Gotta go check that out and see if it's good or not.
[00:03:19.300 --> 00:03:20.660]   - Is there something that sets it apart
[00:03:20.660 --> 00:03:24.680]   from other major metros that of course have diversity,
[00:03:24.680 --> 00:03:27.200]   have lots of restaurants, have lots of things to do?
[00:03:27.200 --> 00:03:28.040]   - Yeah.
[00:03:28.040 --> 00:03:31.400]   So I think London is a really interesting in between,
[00:03:31.400 --> 00:03:35.880]   in my opinion, of like New York and the rest of Europe.
[00:03:35.880 --> 00:03:37.760]   So I'm originally from New York.
[00:03:37.760 --> 00:03:40.380]   I'm from Long Island, but I've spent time in New York.
[00:03:40.380 --> 00:03:41.680]   Obviously I have friends who live there.
[00:03:41.680 --> 00:03:43.760]   And New York City is go, go, go, right?
[00:03:43.760 --> 00:03:44.860]   Which I love.
[00:03:44.860 --> 00:03:49.080]   I love that energy and it's really intense.
