
[00:00:00.000 --> 00:00:01.740]   (upbeat music)
[00:00:01.740 --> 00:00:04.540]   - Welcome to the "Bogleheads Chapter Series."
[00:00:04.540 --> 00:00:05.880]   This episode was hosted
[00:00:05.880 --> 00:00:08.240]   by the Metro Boston Bogleheads Chapter
[00:00:08.240 --> 00:00:11.620]   and recorded April 23rd, 2022.
[00:00:11.620 --> 00:00:13.080]   It features Chris Pedersen
[00:00:13.080 --> 00:00:15.920]   of the Merriman Financial Education Foundation
[00:00:15.920 --> 00:00:18.820]   discussing several simple and effective portfolios
[00:00:18.820 --> 00:00:21.240]   which offer massive diversification appropriate
[00:00:21.240 --> 00:00:23.860]   for both accumulation and retirement stages.
[00:00:23.860 --> 00:00:25.780]   Bogleheads are investors
[00:00:25.780 --> 00:00:28.020]   who follow John Bogle's investing philosophy
[00:00:28.020 --> 00:00:30.520]   for attaining financial independence.
[00:00:30.520 --> 00:00:32.860]   This recording is for informational purposes only
[00:00:32.860 --> 00:00:33.900]   and should not be construed
[00:00:33.900 --> 00:00:35.900]   as personalized investment advice.
[00:00:35.900 --> 00:00:42.060]   - We're fortunate enough to have Chris Pedersen
[00:00:42.060 --> 00:00:44.580]   from the West Coast with us here today.
[00:00:44.580 --> 00:00:45.740]   And Chris volunteers
[00:00:45.740 --> 00:00:49.040]   at the Merriman Financial Education Foundation,
[00:00:49.040 --> 00:00:51.420]   a nonprofit run by Paul Merriman
[00:00:51.420 --> 00:00:53.940]   with the goal of providing financial education
[00:00:53.940 --> 00:00:57.680]   and tools to investors to make informed decisions.
[00:00:57.680 --> 00:00:58.540]   For several years,
[00:00:58.540 --> 00:01:01.980]   I've been listening to the Paul Merriman's podcast
[00:01:01.980 --> 00:01:04.380]   and I heard about Chris's research.
[00:01:04.380 --> 00:01:05.220]   A few months ago,
[00:01:05.220 --> 00:01:08.620]   I watched a presentation Chris did in 2020
[00:01:08.620 --> 00:01:11.020]   on the topic he's gonna speak about today.
[00:01:11.020 --> 00:01:12.780]   And I was impressed by the research
[00:01:12.780 --> 00:01:15.860]   that Chris and the Merriman Foundation have done
[00:01:15.860 --> 00:01:19.460]   and also how Chris can take complicated data analysis
[00:01:19.460 --> 00:01:22.400]   and explain it in a clear, concise way.
[00:01:22.400 --> 00:01:26.580]   Chris, I thought I'd start by asking you a few questions
[00:01:26.580 --> 00:01:29.460]   so our audience can get to know more about you.
[00:01:29.460 --> 00:01:30.580]   - Sounds good.
[00:01:30.580 --> 00:01:31.980]   - Okay.
[00:01:31.980 --> 00:01:34.220]   You were an engineer working in Silicon Valley
[00:01:34.220 --> 00:01:35.500]   until you retired.
[00:01:35.500 --> 00:01:37.060]   How did you meet Paul Merriman
[00:01:37.060 --> 00:01:39.960]   and how did you get involved with the Merriman Foundation?
[00:01:39.960 --> 00:01:43.700]   - Well, I was an engineer in Silicon Valley
[00:01:43.700 --> 00:01:47.020]   and I was, you know how you get that kind of spidey sense
[00:01:47.020 --> 00:01:48.700]   that maybe a change is coming
[00:01:48.700 --> 00:01:50.220]   and maybe retirement is coming.
[00:01:50.220 --> 00:01:52.940]   I kind of thought that was what was in my near future.
[00:01:52.940 --> 00:01:55.860]   And I knew that that meant
[00:01:55.860 --> 00:01:57.660]   I needed to become a better investor.
[00:01:57.660 --> 00:02:00.900]   So I started listening to podcasts, reading lots of books.
[00:02:00.900 --> 00:02:02.160]   And I was like you,
[00:02:02.160 --> 00:02:05.220]   I was impressed with the work that Paul did.
[00:02:05.220 --> 00:02:08.040]   He just didn't have any conflict of interest.
[00:02:08.040 --> 00:02:10.980]   He was motivated by one thing, to help people.
[00:02:10.980 --> 00:02:14.180]   And so I thought, well, if I could reach out to him,
[00:02:14.180 --> 00:02:15.440]   maybe I could volunteer.
[00:02:15.440 --> 00:02:16.980]   That was something my mom always did.
[00:02:16.980 --> 00:02:20.020]   She volunteered to work with all kinds of impressive people.
[00:02:20.020 --> 00:02:23.980]   And to my surprise, Paul said, yes.
[00:02:23.980 --> 00:02:25.980]   He said, I've got some cool projects,
[00:02:25.980 --> 00:02:27.380]   you know, would you want to work?
[00:02:27.380 --> 00:02:28.220]   And it was like, great.
[00:02:28.220 --> 00:02:29.820]   So I started working with him
[00:02:29.820 --> 00:02:33.980]   and that gave me access to a huge amount of data
[00:02:33.980 --> 00:02:38.520]   and research and perspective and more than anything,
[00:02:38.520 --> 00:02:42.900]   the opportunity to try to teach things I was learning
[00:02:42.900 --> 00:02:46.060]   because you always learn better when you try to teach.
[00:02:46.060 --> 00:02:47.500]   So that was how I got started.
[00:02:47.500 --> 00:02:49.940]   I mean, it was really just a phone call.
[00:02:49.940 --> 00:02:51.300]   - Okay, great.
[00:02:51.300 --> 00:02:52.820]   And can you tell us a little bit more
[00:02:52.820 --> 00:02:55.340]   as director of research about, you know,
[00:02:55.340 --> 00:02:57.200]   the research and the work that you do
[00:02:57.200 --> 00:02:58.900]   at the Merriman Foundation?
[00:02:58.900 --> 00:03:01.340]   - Yeah, we, you know,
[00:03:01.340 --> 00:03:05.660]   we try to essentially become time travelers.
[00:03:05.660 --> 00:03:09.460]   We have return sequences that go back to anything
[00:03:09.460 --> 00:03:13.280]   from the 1990s to about 1928.
[00:03:13.280 --> 00:03:17.280]   And sometimes there are gaps in those return sequences
[00:03:17.280 --> 00:03:18.400]   that we have to fill in.
[00:03:18.400 --> 00:03:21.700]   So we get, you know, we do the very best we can
[00:03:21.700 --> 00:03:23.520]   leveraging all the various data sources
[00:03:23.520 --> 00:03:25.940]   we can find to do that.
[00:03:25.940 --> 00:03:28.940]   And then when we have those return sequences
[00:03:28.940 --> 00:03:32.380]   for different asset classes going back into the past,
[00:03:32.380 --> 00:03:35.260]   we think about interesting investor questions like,
[00:03:35.260 --> 00:03:37.340]   you know, does it make sense to rebalance
[00:03:37.340 --> 00:03:38.740]   more or less frequently?
[00:03:38.740 --> 00:03:42.780]   Does it make sense to just invest in the S&P 500
[00:03:42.780 --> 00:03:45.140]   or diversify more broadly?
[00:03:45.140 --> 00:03:47.940]   And we had, up until I joined the organization,
[00:03:47.940 --> 00:03:50.500]   all of our work was with fixed allocations,
[00:03:50.500 --> 00:03:53.760]   but I wanted to do some work with target date funds,
[00:03:53.760 --> 00:03:55.860]   which have time varying allocations.
[00:03:55.860 --> 00:03:59.780]   So a lot of what I do is building back testers
[00:03:59.780 --> 00:04:03.540]   that will take a time varying asset allocation
[00:04:03.540 --> 00:04:05.900]   across a lifetime and a number of assumptions
[00:04:05.900 --> 00:04:08.680]   about how somebody's cash flows look
[00:04:08.680 --> 00:04:12.700]   and figure out how it would have performed in the past.
[00:04:12.700 --> 00:04:15.140]   There's no guarantee the future will be like the past,
[00:04:15.140 --> 00:04:18.340]   but we have no way to know what the future would be at all
[00:04:18.340 --> 00:04:21.540]   unless we base it on something in the past
[00:04:21.540 --> 00:04:23.060]   is the best predictor we've got.
[00:04:23.060 --> 00:04:24.820]   So it's fun.
[00:04:24.820 --> 00:04:27.740]   We work with a lot of really interesting questions
[00:04:27.740 --> 00:04:28.740]   and we get a lot of interest.
[00:04:28.740 --> 00:04:30.660]   I'm hoping to get some interesting questions
[00:04:30.660 --> 00:04:32.300]   at the end of the presentation today.
[00:04:32.300 --> 00:04:34.540]   And I learn as much from those as I do
[00:04:34.540 --> 00:04:36.420]   from the work I do with Paul.
[00:04:36.420 --> 00:04:37.380]   - Okay, great.
[00:04:37.380 --> 00:04:39.180]   Well, now that we know a little bit about you
[00:04:39.180 --> 00:04:42.220]   and your background, I'm gonna turn it over to you.
[00:04:42.220 --> 00:04:44.820]   So go ahead and start.
[00:04:44.820 --> 00:04:47.580]   - Let me see if we can get this sharing set up right.
[00:04:47.580 --> 00:05:00.300]   - One thing, Therese, is that the saving of the chat
[00:05:00.300 --> 00:05:03.620]   would be at the end of the presentation.
[00:05:03.620 --> 00:05:05.220]   If they save it now.
[00:05:05.220 --> 00:05:06.620]   - Are you seeing the presenter view
[00:05:06.620 --> 00:05:09.100]   or are you seeing the presentation?
[00:05:09.100 --> 00:05:10.660]   - We're seeing the presentation.
[00:05:10.660 --> 00:05:12.260]   - Okay. - Excellent, okay.
[00:05:12.260 --> 00:05:15.140]   So, man, I can't believe it's been two years
[00:05:15.140 --> 00:05:16.820]   since I first did this presentation.
[00:05:16.820 --> 00:05:19.940]   And I hope that this new version can live up
[00:05:19.940 --> 00:05:22.220]   to the kind introduction Therese gave me.
[00:05:22.220 --> 00:05:25.780]   When we did this two years ago,
[00:05:25.780 --> 00:05:27.220]   one of the criticisms I got
[00:05:27.220 --> 00:05:30.180]   was that our analysis only went back to 1970.
[00:05:30.180 --> 00:05:32.900]   So today I'm going to be doing some analyses
[00:05:32.900 --> 00:05:34.140]   that go back to 1970,
[00:05:34.140 --> 00:05:38.540]   but we're gonna extend where we can back to 1928.
[00:05:38.540 --> 00:05:41.540]   And that'll give us a scarier picture
[00:05:41.540 --> 00:05:43.580]   because it includes the great depression,
[00:05:43.580 --> 00:05:46.060]   but it'll also give us a more realistic picture
[00:05:46.060 --> 00:05:48.820]   because from 1970 until now
[00:05:48.820 --> 00:05:52.540]   was a relatively strong market for bonds.
[00:05:52.540 --> 00:05:55.180]   And by going back to 1928,
[00:05:55.180 --> 00:05:57.260]   we'll include the good news, the bad news,
[00:05:57.260 --> 00:05:58.340]   and everything in between.
[00:05:58.340 --> 00:06:00.660]   And I think it'll give us more confidence
[00:06:00.660 --> 00:06:02.220]   about the conclusions.
[00:06:02.220 --> 00:06:04.180]   So we're gonna talk about simple and effective
[00:06:04.180 --> 00:06:06.660]   balanced lifetime portfolios.
[00:06:06.660 --> 00:06:08.900]   And before we get started,
[00:06:08.900 --> 00:06:10.540]   because I'm talking to bogleheads,
