
[00:00:00.000 --> 00:00:02.600]   That is by design and it makes a huge difference.
[00:00:02.600 --> 00:00:07.400]   If I did not care about my particular tolerances to particular stresses,
[00:00:07.400 --> 00:00:13.000]   it would be so easy for me to fall into a place where I have overload stress all the time.
[00:00:13.000 --> 00:00:24.600]   I'm Cal Newport and this is Deep Questions, episode 227.
[00:00:28.400 --> 00:00:33.800]   If you're new, this is the program in which I take questions from my audience
[00:00:33.800 --> 00:00:41.400]   and offer advice about how to live the deep life in a world increasingly beset by distraction.
[00:00:41.400 --> 00:00:48.400]   I'm here as always in my Deep Work HQ, joined by my producer, Jesse.
[00:00:48.400 --> 00:00:52.400]   Jesse, I recently received a text from our superintendent of the building
[00:00:52.400 --> 00:00:58.400]   with the news a podcast producer probably least wants to hear.
[00:00:58.400 --> 00:01:04.400]   So she said, "We're going to be doing work on the space below us,
[00:01:04.400 --> 00:01:07.400]   what used to be the Restaurant Republic, which then closed.
[00:01:07.400 --> 00:01:09.400]   A new restaurant is coming in."
[00:01:09.400 --> 00:01:13.400]   She said, "For the rest of December and all of January,
[00:01:13.400 --> 00:01:16.400]   there will be construction going on, often loud."
[00:01:16.400 --> 00:01:21.400]   So just to get the geography right for the listeners,
[00:01:21.400 --> 00:01:24.400]   the location where that loud construction will be is,
[00:01:24.400 --> 00:01:27.400]   and I'm using approximate terms, immediately below us.
[00:01:27.400 --> 00:01:29.400]   So this should get interesting.
[00:01:29.400 --> 00:01:30.400]   Yeah.
[00:01:30.400 --> 00:01:32.400]   But you know what, we'll get a restaurant out of it.
[00:01:32.400 --> 00:01:34.400]   And what if it's a cool one?
[00:01:34.400 --> 00:01:36.400]   I mean, I'm hoping it's a restaurant. I don't know what your hopes are for it.
[00:01:36.400 --> 00:01:43.400]   But for me, I want it to be a place that it's another option to grab food either there or to go.
[00:01:43.400 --> 00:01:46.400]   Like, oh, I could just grab a lunch there, it's like a variety.
[00:01:46.400 --> 00:01:49.400]   And I hope they have, and this is more your expertise, but I hope they have a lot of bar tops.
[00:01:49.400 --> 00:01:52.400]   So if we have a guest in the studio or someone's coming by,
[00:01:52.400 --> 00:01:55.400]   you can just be confident, oh, we can swing by and grab a drink.
[00:01:55.400 --> 00:01:56.400]   Like, there'll be a seat.
[00:01:56.400 --> 00:01:57.400]   Yeah.
[00:01:57.400 --> 00:01:58.400]   We'll see.
[00:01:58.400 --> 00:02:01.400]   Having those individual bar tables is cool in the bar area.
[00:02:01.400 --> 00:02:02.400]   Yeah.
[00:02:02.400 --> 00:02:05.400]   Now it'll probably end up being like a vegan soup restaurant.
[00:02:05.400 --> 00:02:06.400]   No way.
[00:02:06.400 --> 00:02:07.400]   No.
[00:02:07.400 --> 00:02:10.400]   With one communal table.
[00:02:10.400 --> 00:02:11.400]   But we'll see.
[00:02:11.400 --> 00:02:12.400]   Which they have to hammer.
[00:02:12.400 --> 00:02:15.400]   Which is going to take them six weeks to construct very loudly.
[00:02:15.400 --> 00:02:16.400]   We'll see.
[00:02:16.400 --> 00:02:20.400]   But anyways, I'm excited about that in the long term, not the noise in the short term.
[00:02:20.400 --> 00:02:21.400]   All right.
[00:02:21.400 --> 00:02:24.400]   Well, let's, I want to get into it pretty quick today.
[00:02:24.400 --> 00:02:25.400]   We've got a good show.
[00:02:25.400 --> 00:02:28.400]   Another old-fashioned, I've been liking this, it's kind of old-fashioned show, back to basics.
[00:02:28.400 --> 00:02:31.400]   We're going to start with a deep dive.
[00:02:31.400 --> 00:02:36.400]   After the deep dive, we're going to go into a block of questions and calls from you, the audience.
[00:02:36.400 --> 00:02:41.400]   And then for the final segment, the return of three interesting things,
[00:02:41.400 --> 00:02:49.400]   where I pull out three interesting news items sent from you to me at my interesting@calnewport.com email address
[00:02:49.400 --> 00:02:53.400]   that I think are relevant to the general quest to cultivate a deep life.
[00:02:53.400 --> 00:02:54.400]   All right.
[00:02:54.400 --> 00:02:55.400]   That is our plan.
[00:02:55.400 --> 00:02:58.400]   Let's get going right away with today's deep dive.
[00:02:58.400 --> 00:03:06.400]   The topic is the overlooked power of stress management.
[00:03:06.400 --> 00:03:09.400]   Now, this is something I actually think a lot about.
[00:03:09.400 --> 00:03:12.400]   My wife and I together collectively think a lot about this,
[00:03:12.400 --> 00:03:14.400]   but I haven't talked about it that often on the show.
[00:03:14.400 --> 00:03:17.400]   So I thought this would be a good excuse to do so.
[00:03:17.400 --> 00:03:20.400]   So when we think about crafting the deep life,
[00:03:20.400 --> 00:03:23.400]   we think about the professional component of crafting a deep life.
[00:03:23.400 --> 00:03:27.400]   There's a lot of discussion here and elsewhere about time management.
[00:03:27.400 --> 00:03:34.400]   So how do you actually make time for the various obligation tasks or projects on your plate?
[00:03:34.400 --> 00:03:35.400]   And we talk about a lot of that here.
[00:03:35.400 --> 00:03:36.400]   We have multiscale planning.
[00:03:36.400 --> 00:03:38.400]   There's time blocking, weekly planning, quarterly planning.
[00:03:38.400 --> 00:03:44.400]   How do you make the decisions about how much to bring on your plate by having a detailed understanding of how much time you have available?
[00:03:44.400 --> 00:03:45.400]   All of that.
[00:03:45.400 --> 00:03:46.400]   Classic time management.
[00:03:46.400 --> 00:03:48.400]   And it's important.
[00:03:48.400 --> 00:03:51.400]   If you do not have some sort of time management system,
