
[00:00:00.040 --> 00:00:05.820]   aut Ed
[00:00:05.820 --> 00:00:10.140]   enseñ
[00:00:10.140 --> 00:00:27.200]   gives machinery�G. " cetera as be el and the services is the't, ..., ..., I'm the facing corre qualitative
[00:00:27.200 --> 00:00:30.000]   lucky
[00:00:30.060 --> 00:00:41.480]   I
[00:00:41.480 --> 00:00:48.400]  ana It I Z � зав does, and, and, and, and, random조, Money, Le, equity. C,.,.,.,'ve got a come on the world. I can appreciate the thing is a thing is a guy is the person is the depend the continue the pin the wouldn cling the is the specs of the bead the min theDIECG.The SesameThe arsenalGTh HauptitsD gutesGAnd SprinkleG@GD Krisustan이� Moi Kanipes doin 살� gia MS reacts in the G Santa game of the怎麼 de이야 Soci measures possible Rush that you mean the meaning the Z show of the because it is a like a Geral Had a視 a useful of a assignments join the 버 desde a Rig a drunk en Пом air is tooぜ and make a شي for won ident a視 a quietly care or conduct a ш
[00:00:48.440 --> 00:00:58.540]   Я
[00:00:58.540 --> 00:01:12.100]   con just
[00:01:44.960 --> 00:01:44.960]   and
[00:02:41.520 --> 00:02:41.520]   I
[00:02:41.520 --> 00:02:41.520]   I
[00:02:41.520 --> 00:02:41.520]   I
[00:02:41.520 --> 00:02:41.520]   I
[00:02:41.520 --> 00:02:41.560]   I
[00:03:09.840 --> 00:03:11.240]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.240 --> 00:03:11.300]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.300 --> 00:03:11.400]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.400 --> 00:03:11.440]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.440 --> 00:03:11.480]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.480 --> 00:03:11.540]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.540 --> 00:03:11.580]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.580 --> 00:03:11.580]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.580 --> 00:03:11.580]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.580 --> 00:03:11.580]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:11.620 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.600 --> 00:03:41.600]   I'm a very competent financial planner with a long list of letters and after my name.
[00:03:41.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:11.620 --> 00:04:11.620]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:04:41.640 --> 00:04:41.640]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.660 --> 00:05:11.660]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:11.700 --> 00:05:41.680]  , I'm a very competent financial planner with a long list of letters and after my name.
[00:05:41.680 --> 00:05:41.680]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:41.680 --> 00:05:41.680]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:41.680 --> 00:05:41.680]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:41.680 --> 00:05:41.680]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:41.680 --> 00:05:41.680]   I'm a very competent financial planner with a long list of letters and after my name.
[00:05:41.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.700 --> 00:06:11.700]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:11.740 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.720 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.720 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.720 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.720 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.720 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.720 --> 00:06:41.720]   I'm a very competent financial planner with a long list of letters and after my name.
[00:06:41.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.740 --> 00:07:11.740]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:11.780 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.760 --> 00:07:41.760]   I'm a very competent financial planner with a long list of letters and after my name.
[00:07:41.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.780 --> 00:08:11.780]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:11.820 --> 00:08:41.800]  ,
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.800 --> 00:08:41.800]   I'm a very competent financial planner with a long list of letters and after my name.
[00:08:41.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:11.820 --> 00:09:11.820]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:41.840 --> 00:09:41.840]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:41.840 --> 00:09:41.840]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:41.840 --> 00:09:41.840]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:41.840 --> 00:09:41.840]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:41.840 --> 00:09:41.840]   I'm a very competent financial planner with a long list of letters and after my name.
[00:09:41.840 --> 00:09:41.840]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.860 --> 00:10:11.860]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:11.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:10:41.880]   I'm a very competent financial planner with a long list of letters and after my name.
[00:10:41.880 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.900 --> 00:11:11.900]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:11.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.920 --> 00:11:41.920]   I'm a very competent financial planner with a long list of letters and after my name.
[00:11:41.960 --> 00:12:11.940]  ,
[00:12:11.940 --> 00:12:11.940]   I'm a very competent financial planner with a long list of letters and after my name.
[00:12:11.940 --> 00:12:11.940]   I'm a very competent financial planner with a long list of letters and after my name.
[00:12:11.940 --> 00:12:11.940]   I'm a very competent financial planner with a long list of letters and after my name.
[00:12:11.940 --> 00:12:11.940]   I'm a very competent financial planner with a long list of letters and after my name.
[00:12:11.940 --> 00:12:11.940]   I'm a very competent financial planner with a long list of letters and after my name.
[00:12:11.940 --> 00:12:11.940]   I'm a very competent financial planner with a long list of letters and after my name.
[00:12:11.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.960 --> 00:12:41.960]   You're a very competent financial planner with a long list of letters and after my name.
[00:12:41.980 --> 00:13:11.980]  , you're a very competent financial planner with a long list of letters and after my name.
[00:13:11.980 --> 00:13:11.980]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:11.980 --> 00:13:11.980]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:11.980 --> 00:13:11.980]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:11.980 --> 00:13:11.980]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:11.980 --> 00:13:11.980]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:12.020 --> 00:13:42.000]  , you're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.000 --> 00:13:42.000]   You're a very competent financial planner with a long list of letters and after my name.
[00:13:42.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.020 --> 00:14:12.020]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:12.060 --> 00:14:42.040]   I'm a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.040 --> 00:14:42.040]   You're a very competent financial planner with a long list of letters and after my name.
[00:14:42.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.060 --> 00:15:12.060]   You're a very competent financial planner with a long list of letters and after my name.
[00:15:12.100 --> 00:15:42.080]  ,
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because they're about to fire you because she was so toxic that nobody would want to be around her.
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because they're about to fire you because she was so toxic that nobody would want to be around her.
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because they're about to fire you because she was so toxic that nobody would want to be around her.
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because they're about to fire you because she was so toxic that nobody would want to be around her.
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because they're about to fire you because she was so toxic that nobody would want to be around her.
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:15:42.080 --> 00:15:42.080]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:15:42.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.100 --> 00:16:12.100]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:12.140 --> 00:16:42.120]  ,
[00:16:42.120 --> 00:16:42.120]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:42.120 --> 00:16:42.120]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:42.120 --> 00:16:42.120]   It's going to get worse because she was so toxic that nobody would want to be around her.
[00:16:42.120 --> 00:16:42.120]   It's going to get worse because she was so toxic that nobody would want to be around her.
