
[00:00:00.000 --> 00:00:02.000]   (upbeat music)
[00:00:02.000 --> 00:00:04.360]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.360 --> 00:00:06.960]   a show about upgrading your life, money, and travel.
[00:00:06.960 --> 00:00:08.760]   If you're new here, I'm your host, Chris Hutchins,
[00:00:08.760 --> 00:00:11.560]   and I'm a diehard optimizer who loves doing all the research
[00:00:11.560 --> 00:00:13.720]   to help you get the best experience in life
[00:00:13.720 --> 00:00:16.320]   without necessarily an expensive price tag.
[00:00:16.320 --> 00:00:18.420]   Though, here's a thought experiment.
[00:00:18.420 --> 00:00:19.600]   Imagine that one day you die
[00:00:19.600 --> 00:00:22.520]   and you have all this money in your account,
[00:00:22.520 --> 00:00:23.600]   but actually you don't.
[00:00:23.600 --> 00:00:24.620]   How does that feel?
[00:00:24.620 --> 00:00:25.680]   You die with zero?
[00:00:25.680 --> 00:00:27.500]   Scary, like you did something wrong?
[00:00:27.500 --> 00:00:30.160]   That's exactly what today's guest recommends.
[00:00:30.160 --> 00:00:32.500]   He's Bill Perkins, a longtime hedge fund manager
[00:00:32.500 --> 00:00:35.400]   and energy trader who's written a book called "Die With Zero,
[00:00:35.400 --> 00:00:38.300]   Getting All You Can From Your Money and Your Life."
[00:00:38.300 --> 00:00:39.700]   I loved the book.
[00:00:39.700 --> 00:00:41.860]   You might have a lot of objections to his concept,
[00:00:41.860 --> 00:00:43.940]   and I actually did before I read it,
[00:00:43.940 --> 00:00:45.900]   but now I'm a huge convert,
[00:00:45.900 --> 00:00:47.300]   so we're gonna dive into all of it.
[00:00:47.300 --> 00:00:48.860]   We're gonna talk about what it actually means
[00:00:48.860 --> 00:00:50.020]   to die with zero,
[00:00:50.020 --> 00:00:52.220]   why you might wanna stop maximizing net worth
[00:00:52.220 --> 00:00:53.980]   and focus on net fulfillment,
[00:00:53.980 --> 00:00:55.940]   why you should bank memory dividends,
[00:00:55.940 --> 00:00:58.780]   and the ways to do that for maximum ROI,
[00:00:58.780 --> 00:01:01.480]   why Bill thinks, contrary to financial advice,
[00:01:01.480 --> 00:01:03.980]   you should save less money when you're young,
[00:01:03.980 --> 00:01:05.200]   why you should think about your life
[00:01:05.200 --> 00:01:07.140]   as distinct seasons or time buckets,
[00:01:07.140 --> 00:01:09.140]   and how that can help you make the best choices
[00:01:09.140 --> 00:01:11.420]   about spending your money, and a lot more.
[00:01:11.420 --> 00:01:13.580]   So let's get started right after this.
[00:01:13.580 --> 00:01:15.500]   Just a quick heads up
[00:01:15.500 --> 00:01:17.040]   that there's some language in this episode
[00:01:17.040 --> 00:01:18.740]   that you might not want your kids to hear,
[00:01:18.740 --> 00:01:21.420]   so maybe throw your headphones in for this one.
[00:01:21.420 --> 00:01:23.240]   A quick word from our sponsor today.
[00:01:24.980 --> 00:01:27.780]   Bill, welcome to the show, and thank you for being here.
[00:01:27.780 --> 00:01:28.620]   - Thanks for having me.
[00:01:28.620 --> 00:01:29.440]   It's great to be here.
[00:01:29.440 --> 00:01:30.900]   Wow, we got a lot to go over, don't we?
[00:01:30.900 --> 00:01:31.820]   - I didn't even mention something yet.
[00:01:31.820 --> 00:01:32.660]   We got two daughters.
[00:01:32.660 --> 00:01:34.380]   There's a lot we could talk about,
[00:01:34.380 --> 00:01:36.540]   but your book's all about dying with zero,
[00:01:36.540 --> 00:01:38.860]   and that many people save too much money
[00:01:38.860 --> 00:01:41.240]   and leave it behind instead of spending it
[00:01:41.240 --> 00:01:43.140]   in ways that are more meaningful.
[00:01:43.140 --> 00:01:44.460]   You've obviously been very skilled
[00:01:44.460 --> 00:01:45.860]   and fortunate at building wealth,
[00:01:45.860 --> 00:01:47.960]   so before we jump into all these lessons,
[00:01:47.960 --> 00:01:50.580]   I just wanna make sure I understand who this is for,
[00:01:50.580 --> 00:01:52.100]   and does it actually apply to people
[00:01:52.100 --> 00:01:55.000]   with just a modest income or who haven't built wealth yet?
[00:01:55.000 --> 00:01:56.980]   - So the book is a bunch of mental models,
[00:01:56.980 --> 00:02:00.460]   and it's a counterfactual regret minimization algorithm
[00:02:00.460 --> 00:02:02.540]   that's solving for net fulfillment.
[00:02:02.540 --> 00:02:04.580]   A lot of people have algorithms for building wealth.
[00:02:04.580 --> 00:02:05.820]   It's solving for building wealth.
[00:02:05.820 --> 00:02:07.820]   I'm solving for net fulfillment.
[00:02:07.820 --> 00:02:10.020]   So what variables are the inputs?
[00:02:10.020 --> 00:02:12.140]   Your wealth, your health, and your time.
[00:02:12.140 --> 00:02:14.280]   Even though people may have more wealth
[00:02:14.280 --> 00:02:16.420]   or better health or more time,
[00:02:16.420 --> 00:02:20.300]   those variables still you can use formulaically
[00:02:20.300 --> 00:02:23.620]   with these mental models to maximize your net fulfillment.
[00:02:23.620 --> 00:02:26.740]   I wouldn't say this book isn't for unhealthy fat people.
[00:02:26.740 --> 00:02:28.220]   They can still get value out of this
[00:02:28.220 --> 00:02:30.600]   to maximize their own net fulfillment,
[00:02:30.600 --> 00:02:33.620]   and the same thing for people with not that much money.
[00:02:33.620 --> 00:02:37.840]   Obviously, a person who's over-saving by millions
[00:02:37.840 --> 00:02:40.740]   is formulaically getting more value
[00:02:40.740 --> 00:02:44.580]   in terms of the amount of waste that they're wasting
[00:02:44.580 --> 00:02:46.680]   by dying with a bunch of money in the bank,
[00:02:46.680 --> 00:02:49.220]   but everybody still gets value relative to them
[00:02:49.220 --> 00:02:52.380]   to get more out of this one ride called life.
[00:02:52.380 --> 00:02:54.620]   - And how do you define net fulfillment?
[00:02:54.620 --> 00:02:58.440]   - So I basically say that the sum of your experiences,
[00:02:58.440 --> 00:03:01.140]   your choices, every moment in your life,
[00:03:01.140 --> 00:03:03.300]   when you make a decision, those choices,
[00:03:03.300 --> 00:03:05.660]   that is what constitutes your life,
[00:03:05.660 --> 00:03:08.340]   and the sum of all those decisions and experiences
[00:03:08.340 --> 00:03:11.380]   that you consume will determine whether you've had
[00:03:11.380 --> 00:03:15.380]   a full life or fulfilling life or a not-so-fulfilling life
[00:03:15.380 --> 00:03:18.460]   relative to the best life you can possibly have.
[00:03:18.460 --> 00:03:21.860]   And so I define net fulfillment as your choices,
[00:03:21.860 --> 00:03:24.100]   i.e. your experiences, and when I use experiences,
[00:03:24.100 --> 00:03:26.340]   I mean it in the broadest sense of the word.
[00:03:26.340 --> 00:03:28.500]   I don't necessarily mean always taking a trip.
[00:03:28.500 --> 00:03:30.140]   It could be walking with grandmother.
[00:03:30.140 --> 00:03:31.780]   It could be donating to a charity.
[00:03:31.780 --> 00:03:34.140]   It's just every single choice that you make.
[00:03:34.140 --> 00:03:35.760]   - And before we jump in, I actually wanna talk
[00:03:35.760 --> 00:03:37.500]   about a few common misconceptions,
[00:03:37.500 --> 00:03:39.660]   because I feel like some of them came up
[00:03:39.660 --> 00:03:40.980]   a little bit late in the book.
[00:03:40.980 --> 00:03:41.820]   Some of them came up early.
[00:03:41.820 --> 00:03:43.100]   So I feel like this is important.
[00:03:43.100 --> 00:03:45.800]   So one I'll share, and I'll ask if there are others,
[00:03:45.800 --> 00:03:49.940]   is around retirement, and it's that the amount
[00:03:49.940 --> 00:03:51.620]   you actually need in retirement is often lower
[00:03:51.620 --> 00:03:53.580]   than people think, and it's no surprise
[00:03:53.580 --> 00:03:56.380]   that also people increase their assets in retirement.
[00:03:56.380 --> 00:03:58.460]   Not all of them, but a good number of them.
[00:03:58.460 --> 00:04:00.860]   And so something that was helpful for me to realize
[00:04:00.860 --> 00:04:03.500]   is if we're all thinking, oh, I should save all this money
[00:04:03.500 --> 00:04:06.220]   because I'm gonna need it, because I'm gonna be spending,
[00:04:06.220 --> 00:04:08.080]   well, it turns out you probably will spend less
[00:04:08.080 --> 00:04:10.540]   based on actual studies, not just your opinion,
[00:04:10.540 --> 00:04:12.500]   and you might actually make more in retirement.
[00:04:12.500 --> 00:04:15.500]   Are there other things that might be common misconceptions
[00:04:15.500 --> 00:04:17.560]   people have that understanding might make
[00:04:17.560 --> 00:04:19.860]   this whole conversation easier to process
[00:04:19.860 --> 00:04:20.700]   in those mindsets?
[00:04:20.700 --> 00:04:22.780]   - Yeah, adjacent to what you're saying about spending,
[00:04:22.780 --> 00:04:25.520]   the data's kind of overwhelming that people spend less,
[00:04:25.520 --> 00:04:27.300]   even adjusting for healthcare costs, right?
[00:04:27.300 --> 00:04:28.620]   Like people are like, what about healthcare
[00:04:28.620 --> 00:04:29.860]   and rising healthcare?
[00:04:29.860 --> 00:04:33.740]   It's their bodies, the deterioration,
[00:04:33.740 --> 00:04:35.700]   the change in their attitudes, et cetera,
[00:04:35.700 --> 00:04:38.780]   their ability to do or enjoy certain activities.
[00:04:38.780 --> 00:04:39.960]   Probably all of us have a relative
[00:04:39.960 --> 00:04:41.420]   that doesn't like to fly.
[00:04:41.420 --> 00:04:42.780]   You could take them somewhere, but they're like,
[00:04:42.780 --> 00:04:44.700]   I don't wanna sit on a plane for three hours
[00:04:44.700 --> 00:04:46.220]   because it hurts my back or my knees
[00:04:46.220 --> 00:04:47.540]   or something to that effect.
[00:04:47.540 --> 00:04:49.740]   There's probably people my age or younger,
[00:04:49.740 --> 00:04:52.460]   40s, used to be athletic and like could not go play
[00:04:52.460 --> 00:04:54.260]   a pickup game of flag football right now.
[00:04:54.260 --> 00:04:55.260]   It wouldn't be as enjoyable.
[00:04:55.260 --> 00:04:56.180]   They could play it.
[00:04:56.180 --> 00:04:57.540]   The misconception that's out there
[00:04:57.540 --> 00:04:58.580]   is people think their lives are gonna be
[00:04:58.580 --> 00:05:01.620]   like a carnival commercial when they retire,
[00:05:01.620 --> 00:05:03.700]   and it cannot be further from the truth.
[00:05:03.700 --> 00:05:05.940]   And having lived in the Virgin Islands
[00:05:05.940 --> 00:05:08.100]   where these cruise lines all park up,
[00:05:08.100 --> 00:05:10.340]   like we'd have three, four to seven ships
[00:05:10.340 --> 00:05:11.800]   during high season coming in,
[00:05:11.800 --> 00:05:15.940]   and the main activity is going into the shops, right?
[00:05:15.940 --> 00:05:18.640]   Not these athletic activities to buy something,
[00:05:18.640 --> 00:05:20.680]   not for themselves, but for their granddaughters
[00:05:20.680 --> 00:05:22.060]   or a relative, et cetera.
[00:05:22.060 --> 00:05:26.220]   Like they're actually looking for ways
[00:05:26.220 --> 00:05:27.740]   to consume the money that they have
[00:05:27.740 --> 00:05:29.880]   because they cannot consume it into the experiences
[00:05:29.880 --> 00:05:31.400]   that they thought they would.
[00:05:31.400 --> 00:05:34.480]   - You talk about the declining utility of money with age.
[00:05:34.480 --> 00:05:35.600]   You have all this money and you say,
[00:05:35.600 --> 00:05:37.920]   oh, I'm gonna punt on this awesome, amazing trip
[00:05:37.920 --> 00:05:40.000]   till I'm retired and I can take time off work.
[00:05:40.000 --> 00:05:41.400]   And then you're like, I don't know.
[00:05:41.400 --> 00:05:44.840]   Do I really want to go walk around Japan nonstop?
[00:05:44.840 --> 00:05:46.640]   I say this because I took my family,
[00:05:46.640 --> 00:05:49.760]   my sister, her husband, my parents to Japan.
[00:05:49.760 --> 00:05:53.580]   And the degree to which we wanted the kids to go explore
[00:05:53.580 --> 00:05:55.500]   was just not the degree to which my parents
[00:05:55.500 --> 00:05:56.960]   were willing to go.
[00:05:56.960 --> 00:05:58.480]   And I don't know if they would have thought
[00:05:58.480 --> 00:06:00.440]   that was the case 20 years ago,
[00:06:00.440 --> 00:06:02.400]   but there were things they had to miss out on
[00:06:02.400 --> 00:06:05.280]   because they're just older and they couldn't keep up.
[00:06:05.280 --> 00:06:07.660]   - Yeah, I think a lot of people have the model in their head
[00:06:07.660 --> 00:06:10.840]   that their ability to convert money into experiences,
[00:06:10.840 --> 00:06:13.360]   like your body is static, it will remain the same.
[00:06:13.360 --> 00:06:15.560]   They kind of divorce this idea that,
[00:06:15.560 --> 00:06:17.320]   wow, my mental acuity is gonna decline,
[00:06:17.320 --> 00:06:18.600]   my lung capacity is gonna decline,
[00:06:18.600 --> 00:06:20.480]   my bone density is gonna decline,
[00:06:20.480 --> 00:06:23.960]   my muscle mass is gonna decline about 1% a year
[00:06:23.960 --> 00:06:26.000]   after age like 35.
[00:06:26.000 --> 00:06:29.480]   So they don't put all these facts together in that,
[00:06:29.480 --> 00:06:34.480]   hey, this is obviating either my desire or ability
[00:06:34.480 --> 00:06:36.640]   to actually enjoy these activities.
[00:06:36.640 --> 00:06:39.360]   And so you have a prime example of walking around Japan
[00:06:39.360 --> 00:06:41.480]   and Tokyo and so they delayed that trip
[00:06:41.480 --> 00:06:44.040]   or that gratification, let's just assume they did,
[00:06:44.040 --> 00:06:47.680]   to a point where there really wasn't any gratification.
[00:06:47.680 --> 00:06:50.240]   Tokyo was less valuable a trip to them.
[00:06:50.240 --> 00:06:51.880]   - I think there were things where we came home
[00:06:51.880 --> 00:06:53.820]   and we were like, oh, you missed this thing.
[00:06:53.820 --> 00:06:54.880]   They were like, we're okay,
[00:06:54.880 --> 00:06:56.160]   because if we had pushed ourselves,
[00:06:56.160 --> 00:06:58.200]   it would have been a mess, but we had a great trip.
[00:06:58.200 --> 00:06:59.440]   Like, I think they had a great trip,
[00:06:59.440 --> 00:07:02.440]   but I think that five, 10 years ago,
[00:07:02.440 --> 00:07:04.200]   they would have gotten to do 20% more
[00:07:04.200 --> 00:07:05.400]   and it would have been a better trip.
[00:07:05.400 --> 00:07:07.120]   - Correct, you do the best with what you have.
[00:07:07.120 --> 00:07:09.000]   There's no sense in crying over spilt milk
[00:07:09.000 --> 00:07:10.640]   or what they did or didn't do,
[00:07:10.640 --> 00:07:12.520]   but you can easily look at the scenario
[00:07:12.520 --> 00:07:14.880]   and say that was not the optimal time
[00:07:14.880 --> 00:07:16.440]   for them to take that trip
[00:07:16.440 --> 00:07:18.600]   in the totality of the arc of their lives.
[00:07:18.600 --> 00:07:21.320]   We don't get to play a sim game and Monte Carlo our lives,
[00:07:21.320 --> 00:07:23.260]   be like, well, let me do this trip here and that, whatever.
[00:07:23.260 --> 00:07:25.640]   But what I try to do with this book
[00:07:25.640 --> 00:07:28.080]   is get people to think about
[00:07:28.080 --> 00:07:30.280]   how do I optimize for net fulfillment?
[00:07:30.280 --> 00:07:32.600]   Where do experiences belong?
[00:07:32.600 --> 00:07:35.560]   First, what experiences do I want, right, in my life?
[00:07:35.560 --> 00:07:38.000]   And then very importantly,
[00:07:38.000 --> 00:07:40.020]   where do those experiences belong?
[00:07:40.020 --> 00:07:41.960]   Where does the trip to Japan belong?
[00:07:41.960 --> 00:07:43.560]   Where does going to the opera belong?
[00:07:43.560 --> 00:07:45.040]   Where does hiking this mountain belong?
[00:07:45.040 --> 00:07:46.440]   When does the ski trip belong?
[00:07:46.440 --> 00:07:49.560]   And that matters, it may matter more than the what.
[00:07:49.560 --> 00:07:52.720]   - I'll give an example that you basically put on
[00:07:52.720 --> 00:07:54.520]   a banger of a 50th birthday party,
[00:07:54.520 --> 00:07:56.880]   but you decided to just do it when you were 45
[00:07:56.880 --> 00:07:59.040]   because it would be a better experience.
[00:07:59.040 --> 00:08:00.320]   To me, that was a big moment, I was like,
[00:08:00.320 --> 00:08:02.240]   oh, you always think let's do this thing
[00:08:02.240 --> 00:08:03.680]   at this milestone in life.
[00:08:03.680 --> 00:08:05.520]   And you were just like, let's just do it earlier
[00:08:05.520 --> 00:08:06.920]   so that I get more out of it.
[00:08:06.920 --> 00:08:09.000]   - Yeah, there's other smaller examples.
[00:08:09.000 --> 00:08:11.480]   I was in an island and guys were gonna go wakeboarding.
[00:08:11.480 --> 00:08:12.640]   You may have heard me say this.
[00:08:12.640 --> 00:08:14.800]   And I was like, nah, I'm just gonna chill here,
[00:08:14.800 --> 00:08:15.920]   relax, et cetera.
[00:08:15.920 --> 00:08:19.480]   And I have a degenerative cartilage in L3, L4.
[00:08:19.480 --> 00:08:22.720]   And so my wakeboarding days are limited.
[00:08:22.720 --> 00:08:24.960]   And if I was gonna go wakeboarding,
[00:08:24.960 --> 00:08:26.320]   it's not five years from now.
[00:08:26.320 --> 00:08:28.600]   And then I was like, okay, when is the next time
[00:08:28.600 --> 00:08:30.520]   I'm gonna be on an island where it's warm
[00:08:30.520 --> 00:08:32.440]   and there's actually a wakeboard and a wakeboard boat
[00:08:32.440 --> 00:08:34.420]   with these friends, et cetera, to go wakeboarding
[00:08:34.420 --> 00:08:36.280]   that I physically can do it.
[00:08:36.280 --> 00:08:39.560]   And I quickly came to the conclusion, never.
[00:08:39.560 --> 00:08:40.880]   It's now or never.
[00:08:40.880 --> 00:08:42.760]   This is the last wakeboarding chance
[00:08:42.760 --> 00:08:45.120]   I'm probably gonna have for the rest of my life.
[00:08:45.120 --> 00:08:49.440]   And so I quickly said I can lounge on the beach
[00:08:49.440 --> 00:08:50.920]   and relax until my 80s.
[00:08:50.920 --> 00:08:52.000]   I can't go wakeboarding.
[00:08:52.000 --> 00:08:53.360]   So now is the time to go wakeboarding.
[00:08:53.360 --> 00:08:55.880]   So I got on the boat and said, I'm just gonna go do this.
[00:08:55.880 --> 00:08:58.280]   And that was my last wakeboarding run ever.
[00:08:58.280 --> 00:09:00.600]   - I have a similar experience, but it wasn't my last.
