
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.140]   - Welcome friends to this episode
[00:00:07.140 --> 00:00:09.840]   of the "Everyday Educator" podcast.
[00:00:09.840 --> 00:00:11.560]   I'm your host, Lisa Bailey,
[00:00:11.560 --> 00:00:14.680]   and I'm excited to spend some time with you today
[00:00:14.680 --> 00:00:18.000]   as we encourage one another, learn together,
[00:00:18.000 --> 00:00:20.680]   and ponder the delights and challenges
[00:00:20.680 --> 00:00:24.360]   that make homeschooling the adventure of a lifetime.
[00:00:24.360 --> 00:00:26.480]   Whether you're just considering
[00:00:26.480 --> 00:00:28.680]   this homeschooling possibility
[00:00:28.680 --> 00:00:32.680]   or deep into the daily delight of family learning,
[00:00:32.680 --> 00:00:36.680]   I believe you'll enjoy thinking along with us.
[00:00:36.680 --> 00:00:37.880]   But don't forget,
[00:00:37.880 --> 00:00:41.440]   although this online community is awesome,
[00:00:41.440 --> 00:00:46.440]   you'll find even closer support in a local CC community.
[00:00:46.440 --> 00:00:51.020]   So go to classicalconversations.com
[00:00:51.020 --> 00:00:54.900]   and find a community near you today.
[00:00:56.200 --> 00:00:58.840]   Well, listeners, I'm excited to say
[00:00:58.840 --> 00:01:03.280]   that we are entering into the days of summer.
[00:01:03.280 --> 00:01:07.360]   I'm assuming that you are as glad as I am
[00:01:07.360 --> 00:01:08.820]   to see summertime coming
[00:01:08.820 --> 00:01:11.040]   and that maybe you and your children
[00:01:11.040 --> 00:01:14.160]   are thinking about things to do together
[00:01:14.160 --> 00:01:16.800]   and things to not do for a while.
[00:01:16.800 --> 00:01:18.660]   I remember when I was little
[00:01:18.660 --> 00:01:21.280]   and it was time for school to be out,
[00:01:21.280 --> 00:01:25.220]   I loved almost nothing better
[00:01:25.220 --> 00:01:28.800]   than finding my favorite book and curling up,
[00:01:28.800 --> 00:01:31.220]   knowing that I could read for hours and hours
[00:01:31.220 --> 00:01:33.320]   with nobody to bother me.
[00:01:33.320 --> 00:01:39.520]   And because we have so many awesome books
[00:01:39.520 --> 00:01:43.040]   to offer families and individuals
[00:01:43.040 --> 00:01:46.360]   who love to read here at Classical Conversations,
[00:01:46.360 --> 00:01:48.600]   I wanted to talk to you today
[00:01:48.600 --> 00:01:51.200]   about our Copper Lodge Library.
[00:01:51.200 --> 00:01:53.700]   And I have the perfect person
[00:01:53.700 --> 00:01:56.040]   to help me introduce you
[00:01:56.040 --> 00:01:59.440]   to some of our Copper Lodge Library editions.
[00:01:59.440 --> 00:02:04.440]   I have with me the lady who worked on
[00:02:04.440 --> 00:02:07.000]   the introductions and footnotes
[00:02:07.000 --> 00:02:10.800]   to all these Copper Lodge Library editions, Stephanie Meters.
[00:02:10.800 --> 00:02:13.640]   Stephanie, thanks for joining me today.
[00:02:13.640 --> 00:02:15.620]   - You're welcome, I'm glad to be here.
[00:02:15.620 --> 00:02:21.000]   - I know that you love books
