
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.600]   - Happy Monday, as we get back after it here on the podcast.
[00:00:07.600 --> 00:00:09.120]   Pastor John, I know one of the things
[00:00:09.120 --> 00:00:12.900]   that you really enjoy is answering questions
[00:00:12.900 --> 00:00:16.320]   in front of students, open floor Q&As.
[00:00:16.320 --> 00:00:18.760]   You've been doing this for over 50 years
[00:00:18.760 --> 00:00:21.920]   and still at it, currently investing your time
[00:00:21.920 --> 00:00:25.560]   into the lives and students at Bethlehem College and Seminary.
[00:00:25.560 --> 00:00:28.240]   This time with students is built into your schedule now
[00:00:28.240 --> 00:00:31.840]   and recently in that context with BCS students,
[00:00:31.840 --> 00:00:34.600]   you had a chance to walk through the theological battles
[00:00:34.600 --> 00:00:37.660]   that you have fought over the decades.
[00:00:37.660 --> 00:00:40.000]   And I was wondering, looking back on those battles,
[00:00:40.000 --> 00:00:43.500]   if you could reshare what you said in private
[00:00:43.500 --> 00:00:45.360]   with us here on APJ.
[00:00:45.360 --> 00:00:48.120]   Can you rehearse those battles decade by decade?
[00:00:48.120 --> 00:00:51.680]   And if you could, tell us what points you were trying
[00:00:51.680 --> 00:00:55.120]   to make in rehearsing this history with the students.
[00:00:55.120 --> 00:00:58.960]   - As part of my happy responsibilities
[00:00:58.960 --> 00:01:01.720]   as Chancellor of Bethlehem College and Seminary,
[00:01:01.720 --> 00:01:06.240]   I regularly participate in what we call table talk,
[00:01:06.240 --> 00:01:09.140]   where the students gather to eat their lunch
[00:01:09.140 --> 00:01:14.140]   and ask questions of the leaders, and I'm one of those,
[00:01:14.140 --> 00:01:16.800]   related to life, related to ministry,
[00:01:16.800 --> 00:01:20.500]   how it relates to the issues of our day.
[00:01:20.500 --> 00:01:24.080]   And I generally begin those sessions with some thoughts
[00:01:24.080 --> 00:01:27.800]   off my front burner, just to prime the pump of questions
[00:01:27.800 --> 00:01:29.600]   and throw it open to whatever the students
[00:01:29.600 --> 00:01:30.880]   want to talk about.
[00:01:30.880 --> 00:01:34.040]   So a few weeks ago, I tried to make this point
[00:01:34.040 --> 00:01:35.980]   in my introductory comments.
[00:01:35.980 --> 00:01:39.280]   I said something like, "Since the issues
[00:01:39.280 --> 00:01:42.620]   that you will be facing," looking at the students,
[00:01:42.620 --> 00:01:47.620]   "that you'll be facing in 10, 20, 30, 40, 50 years from now,
[00:01:47.620 --> 00:01:52.200]   you'll be my age in 50 years.
[00:01:53.200 --> 00:01:55.440]   Since those issues that you'll be facing
[00:01:55.440 --> 00:02:00.440]   are utterly unpredictable, and in some cases, unimaginable,
[00:02:00.440 --> 00:02:05.440]   your best preparation right now in your teens
[00:02:05.440 --> 00:02:10.440]   and 20s and 30s is to gain the spiritual
[00:02:10.440 --> 00:02:15.480]   and intellectual abilities to interpret God's
[00:02:15.480 --> 00:02:18.640]   never-changing word in scripture,
[00:02:18.640 --> 00:02:22.200]   according to its true God-intended meaning,
[00:02:22.200 --> 00:02:25.400]   which will never leave you speechless."
[00:02:25.400 --> 00:02:26.240]   Never.
[00:02:26.240 --> 00:02:30.320]   "But always provide the profoundest wisdom
[00:02:30.320 --> 00:02:35.320]   for every new challenge, none of which takes God off guard."
[00:02:35.320 --> 00:02:38.800]   So that was my main point to try to get across to them.
[00:02:38.800 --> 00:02:40.760]   And then to drive the point home,
[00:02:40.760 --> 00:02:45.600]   I gave them a glimpse into the controversies
[00:02:45.600 --> 00:02:48.280]   of the last 50 years of my life.
[00:02:48.280 --> 00:02:49.120]   - Wow.
[00:02:49.120 --> 00:02:54.120]   - Precious, the Bible has become as an absolutely sure
[00:02:54.120 --> 00:02:59.080]   compass for staying the course of truth and wisdom,
[00:02:59.080 --> 00:03:03.560]   and as an anchor to keep me from being driven about
[00:03:03.560 --> 00:03:08.480]   by every wind of doctrine, and as a treasure chest
[00:03:08.480 --> 00:03:13.480]   of holy joy that satisfies so deeply
[00:03:13.480 --> 00:03:18.520]   that I'm not sucked in to the seductive pleasures
[00:03:19.200 --> 00:03:23.400]   that on the surface change from era to era.
[00:03:23.400 --> 00:03:27.240]   They don't really change, but the form changes.
[00:03:27.240 --> 00:03:29.520]   So here's part of the glimpse that I gave them
[00:03:29.520 --> 00:03:34.520]   into my 50-year history of dealing with unexpected issues.
[00:03:34.520 --> 00:03:39.120]   But let me say at the outset that I'm not gonna focus
[00:03:39.120 --> 00:03:44.120]   on race and abortion as one of those issues
[00:03:45.440 --> 00:03:49.440]   because they're just pervasive.
[00:03:49.440 --> 00:03:52.240]   I mean, for the last decades of my life,
[00:03:52.240 --> 00:03:55.960]   I have lived every decade with issues of race
[00:03:55.960 --> 00:03:58.920]   that need to be addressed, and issues of abortion
[00:03:58.920 --> 00:04:00.480]   that need to be addressed.
[00:04:00.480 --> 00:04:02.960]   So understand those are huge issues,
[00:04:02.960 --> 00:04:04.840]   and that I don't mention them in the list
[00:04:04.840 --> 00:04:06.640]   doesn't mean they're absent, it means they're everywhere.
[00:04:06.640 --> 00:04:07.520]   - Yeah.
[00:04:07.520 --> 00:04:10.800]   - So in the 1960s, I was coming to terms
[00:04:10.800 --> 00:04:15.520]   with the controversy surrounding fresh historical arguments
[00:04:15.520 --> 00:04:18.360]   for the factual resurrection of Jesus Christ.
[00:04:18.360 --> 00:04:21.040]   Daniel Fuller's "Easter Faith in History"
[00:04:21.040 --> 00:04:23.200]   had been published in 1965.
[00:04:23.200 --> 00:04:26.560]   Wolfhard Pannenberg was making waves
[00:04:26.560 --> 00:04:30.800]   by his 1968 book "Revelation as History,"
[00:04:30.800 --> 00:04:33.800]   where he argued that the resurrection of Jesus of Nazareth
[00:04:33.800 --> 00:04:37.440]   was an historical event as real
[00:04:37.440 --> 00:04:40.240]   as you're getting out of bed this morning,
[00:04:40.240 --> 00:04:43.240]   which in German, but money in circles in the '60s
[00:04:43.240 --> 00:04:46.000]   was absolutely radical.
[00:04:46.000 --> 00:04:47.960]   He was one of the teachers I had, by the way,
[00:04:47.960 --> 00:04:51.360]   at the University of Munich in the '70s.
[00:04:51.360 --> 00:04:56.360]   Hand in glove with the controversy was the whole issue
[00:04:56.360 --> 00:05:00.600]   of the modern methodology of critical biblical scholarship.
[00:05:00.600 --> 00:05:04.800]   In 1966, George Ladd published "The New Testament
[00:05:04.800 --> 00:05:08.440]   and Criticism," where he tried to sort out
[00:05:08.440 --> 00:05:12.200]   what was usable in so-called higher criticism
[00:05:12.200 --> 00:05:14.640]   and what was contradictory
[00:05:14.640 --> 00:05:17.160]   to the inspired nature of scripture.
[00:05:17.160 --> 00:05:19.720]   And those were crucial days for me,
[00:05:19.720 --> 00:05:23.320]   crucial, like crux, like crossroads,
[00:05:23.320 --> 00:05:27.800]   and how I thank God in the ways I could have gone
[00:05:27.800 --> 00:05:32.760]   that he held on to me for his glory and for his word.
[00:05:32.760 --> 00:05:36.280]   Then came the 1970s and three huge issues.
[00:05:36.280 --> 00:05:40.920]   In 1970, Hal Lindsey published "The Late Great Planet Earth."
[00:05:40.920 --> 00:05:45.520]   By 1999, that book had sold 35 million copies.
[00:05:45.520 --> 00:05:46.560]   - Wow.
[00:05:46.560 --> 00:05:50.960]   - In it, he virtually predicted the second coming by 1988.
[00:05:50.960 --> 00:05:52.200]   I don't know how that book stays in print
[00:05:52.200 --> 00:05:54.240]   unless they adjusted it.
[00:05:54.240 --> 00:05:59.120]   And he popularized the pre-tribulational rapture view
[00:05:59.120 --> 00:06:00.520]   of the second coming.
[00:06:00.520 --> 00:06:02.960]   And I wrote a paper in response to this,
[00:06:02.960 --> 00:06:05.800]   and it became very personal because my father and I
[00:06:05.800 --> 00:06:07.720]   locked horns over this,
[00:06:07.720 --> 00:06:10.080]   and there's nobody I loved more than my father,
[00:06:10.080 --> 00:06:11.360]   and I didn't want to alienate him.
[00:06:11.360 --> 00:06:12.960]   And we got along pretty well,
[00:06:12.960 --> 00:06:16.280]   although that book brought a lot of stuff to the fore.
[00:06:16.280 --> 00:06:21.280]   1975, Paul Jewett published "Man as Male and Female,"
[00:06:21.280 --> 00:06:26.720]   in which he said that when Paul instructed only men
[00:06:26.720 --> 00:06:29.000]   to teach and have authority in the church,
[00:06:29.000 --> 00:06:30.480]   he simply made a mistake.
[00:06:30.480 --> 00:06:31.960]   Paul just made a mistake. - Wow.
[00:06:31.960 --> 00:06:34.560]   - And allowed his rabbinical background
[00:06:34.560 --> 00:06:38.200]   to silence his radical Christian newness.
[00:06:38.200 --> 00:06:40.280]   And from then on to this very day,
[00:06:40.280 --> 00:06:43.720]   I knew that's an issue I'll never be able to get away from
[00:06:43.720 --> 00:06:46.640]   because there's more critical things going on there,
[00:06:46.640 --> 00:06:49.640]   more reasons to be concerned than just one.
[00:06:49.640 --> 00:06:54.640]   1976, Harold Linzell published "The Battle for the Bible"
[00:06:54.640 --> 00:06:56.400]   and brought to public awareness
[00:06:56.400 --> 00:06:59.880]   how many Christian institutions were sliding away
[00:06:59.880 --> 00:07:02.720]   from commitment to the inerrancy of scripture.
[00:07:02.720 --> 00:07:07.240]   In 1978, the International Council on Biblical Inerrancy
[00:07:07.240 --> 00:07:10.080]   produced "The Chicago Statement on Inerrancy,"
[00:07:10.080 --> 00:07:13.040]   and I wrote a review of Linzell's book,
[00:07:13.040 --> 00:07:16.400]   and I'm very happy with what happened in Chicago,
