
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.000]   - Welcome friends to this episode
[00:00:06.000 --> 00:00:08.800]   of the "Everyday Educator" podcast.
[00:00:08.800 --> 00:00:10.360]   I'm your host, Lisa Bailey,
[00:00:10.360 --> 00:00:13.100]   and I'm excited to spend some time with you today
[00:00:13.100 --> 00:00:16.560]   as we encourage one another, learn together,
[00:00:16.560 --> 00:00:19.600]   and ponder the delights and challenges
[00:00:19.600 --> 00:00:23.000]   that make homeschooling the adventure of a lifetime.
[00:00:23.000 --> 00:00:24.940]   Whether you're just considering
[00:00:24.940 --> 00:00:27.120]   this homeschooling possibility,
[00:00:27.120 --> 00:00:31.220]   or deep into the daily delight of family learning,
[00:00:31.220 --> 00:00:35.540]   I believe you will enjoy thinking along with us.
[00:00:35.540 --> 00:00:36.780]   But don't forget,
[00:00:36.780 --> 00:00:40.180]   although this online community is awesome,
[00:00:40.180 --> 00:00:44.860]   you will find even closer support in a local CC community.
[00:00:44.860 --> 00:00:48.380]   So go to classicalconversations.com
[00:00:48.380 --> 00:00:51.780]   and find a community near you today.
[00:00:51.780 --> 00:00:54.860]   Well, listeners, I'm excited about this episode
[00:00:54.860 --> 00:00:57.460]   of the "Everyday Educator" podcast.
[00:00:57.460 --> 00:01:01.300]   I have a great couple to introduce you to,
[00:01:01.300 --> 00:01:05.420]   and a wonderful organization to make you aware of.
[00:01:05.420 --> 00:01:10.060]   The Classical Learning Cohort has been a blessing
[00:01:10.060 --> 00:01:12.300]   to parents for several years now.
[00:01:12.300 --> 00:01:17.660]   And the ways that it has blessed families
[00:01:17.660 --> 00:01:22.540]   by helping those parents and tutors and directors
[00:01:22.540 --> 00:01:26.220]   feel like they are learning more and more
[00:01:26.220 --> 00:01:27.860]   about the classical skills.
[00:01:27.860 --> 00:01:31.340]   They are becoming better classical learners
[00:01:31.340 --> 00:01:34.860]   so that they can pass on the skills of learning
[00:01:34.860 --> 00:01:37.140]   to their students and to their children.
[00:01:37.140 --> 00:01:42.140]   So I wanna introduce you to John and Rebecca Saw.
[00:01:42.140 --> 00:01:47.940]   They are going to give us an up-close and personal look
[00:01:47.940 --> 00:01:50.500]   at the Classical Learning Cohort.
[00:01:50.500 --> 00:01:53.540]   Guys, I'm so happy to have you today.
[00:01:53.540 --> 00:01:56.020]   - Thank you. - Well, thank you.
[00:01:56.020 --> 00:02:00.020]   - Rebecca, you actually work for Classical Conversations,
[00:02:00.020 --> 00:02:02.540]   and so you are, some people might say,
[00:02:02.540 --> 00:02:06.820]   "Oh, well, Rebecca's paid to know all about the CLC."
[00:02:06.820 --> 00:02:09.380]   So I wanna acknowledge that right up front.
[00:02:09.380 --> 00:02:12.500]   Tell us a little bit, Rebecca, about what you do.
[00:02:12.500 --> 00:02:16.520]   - Yes, so I am called
[00:02:16.520 --> 00:02:20.220]   the Classical Learning Cohort Support Specialist,
[00:02:20.220 --> 00:02:25.220]   and so what that looks like daily is I support mentors,
[00:02:25.220 --> 00:02:30.380]   I help coach them, I also communicate regularly
[00:02:30.380 --> 00:02:33.520]   to people who are interested in the cohort
[00:02:33.520 --> 00:02:37.020]   and speak with them about what it provides
[00:02:37.020 --> 00:02:39.340]   and how it might help fit their needs,
[00:02:39.340 --> 00:02:44.340]   and then I hire and train new mentors
[00:02:44.340 --> 00:02:46.540]   to set them up for success.
[00:02:46.540 --> 00:02:51.540]   And then each year, I plan and host a retreat
[00:02:51.540 --> 00:02:57.060]   with the mentors for anyone who has ever taken
[00:02:57.060 --> 00:02:59.260]   at least one semester of a cohort,
[00:02:59.260 --> 00:03:01.600]   they are invited to come to that,
[00:03:01.600 --> 00:03:05.780]   and we feast together, we have fun together,
[00:03:05.780 --> 00:03:09.260]   we fellowship, we do lessons
[00:03:09.260 --> 00:03:12.140]   on things outside of academic content,
[00:03:12.140 --> 00:03:13.980]   we read a book together and discuss it,
[00:03:13.980 --> 00:03:16.260]   and we celebrate our graduates.
[00:03:16.260 --> 00:03:17.700]   - Man, that is a lot of good stuff.
[00:03:17.700 --> 00:03:20.060]   Okay, I heard a bunch of things in there
[00:03:20.060 --> 00:03:22.420]   that I want to be sure that we come back
[00:03:22.420 --> 00:03:25.300]   and touch on during the podcast together,
[00:03:25.300 --> 00:03:26.740]   and I know that you will.
[00:03:26.740 --> 00:03:32.420]   Mentors, retreat, and cohort,
[00:03:32.420 --> 00:03:35.260]   those are three of the big things that you mentioned
