
[00:00:00.000 --> 00:00:02.280]   (upbeat music)
[00:00:02.280 --> 00:00:05.160]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.160 --> 00:00:07.800]   a show about upgrading your life, money, and travel.
[00:00:07.800 --> 00:00:08.880]   I'm your host, Chris Hutchins,
[00:00:08.880 --> 00:00:11.200]   and today we're gonna run through all the different ways
[00:00:11.200 --> 00:00:13.840]   that you can save money when booking flights.
[00:00:13.840 --> 00:00:15.640]   Now, I think we might skip a few of the basics,
[00:00:15.640 --> 00:00:18.920]   like checking nearby airports or looking at different dates,
[00:00:18.920 --> 00:00:21.620]   but we are going to cover everything else.
[00:00:21.620 --> 00:00:22.760]   That includes points,
[00:00:22.760 --> 00:00:24.680]   including a rundown of our favorite tools
[00:00:24.680 --> 00:00:26.080]   to search for availability,
[00:00:26.080 --> 00:00:28.800]   hidden city ticketing, VPN arbitrage,
[00:00:28.800 --> 00:00:32.160]   consolidator fares, buddy passes, and so much more,
[00:00:32.160 --> 00:00:34.180]   including a peek behind the scenes
[00:00:34.180 --> 00:00:37.800]   of the secret world of buying and selling points and miles.
[00:00:37.800 --> 00:00:40.960]   And here to join me for this conversation is Zach Resnick,
[00:00:40.960 --> 00:00:44.200]   who is an absolute expert at finding the best flight deals.
[00:00:44.200 --> 00:00:46.000]   He's the founder of FlyFlat,
[00:00:46.000 --> 00:00:47.920]   an amazing site focused on finding
[00:00:47.920 --> 00:00:49.760]   discount premium cabin flights.
[00:00:49.760 --> 00:00:51.040]   I am pretty sure that most of you
[00:00:51.040 --> 00:00:53.120]   will end up saving money from this episode,
[00:00:53.120 --> 00:00:56.160]   and if so, please reach out and let me know how much.
[00:00:56.160 --> 00:00:58.320]   So let's get into it right after this.
[00:00:58.320 --> 00:01:01.380]   When it comes to managing my money,
[00:01:01.380 --> 00:01:04.120]   there is one app I check almost every day,
[00:01:04.120 --> 00:01:06.440]   and it's Copilot, our sponsor today.
[00:01:06.440 --> 00:01:08.080]   It's one of my all-time favorite apps.
[00:01:08.080 --> 00:01:09.400]   It's on my home screen,
[00:01:09.400 --> 00:01:11.400]   and it makes it so seamless and easy
[00:01:11.400 --> 00:01:12.460]   to track your spending
[00:01:12.460 --> 00:01:14.560]   and manage your entire financial picture.
[00:01:14.560 --> 00:01:16.640]   And just this week, they launched an importer
[00:01:16.640 --> 00:01:18.400]   for all your old mint data,
[00:01:18.400 --> 00:01:23.400]   which is amazing because I just imported 9,917 transactions
[00:01:23.920 --> 00:01:28.120]   dating back to 2012, which means I now have over a decade
[00:01:28.120 --> 00:01:30.920]   of all of my financial data in one place.
[00:01:30.920 --> 00:01:33.560]   Now, I've tried so many apps for tracking spending.
[00:01:33.560 --> 00:01:35.680]   Last year, I evaluated over a dozen of them,
[00:01:35.680 --> 00:01:38.520]   but Copilot is the only one I've kept using.
[00:01:38.520 --> 00:01:41.640]   You can link your accounts at over 10,000 institutions,
[00:01:41.640 --> 00:01:44.760]   and their expense categorization is the best I've used
[00:01:44.760 --> 00:01:47.040]   with custom Amazon and Venmo integrations
[00:01:47.040 --> 00:01:48.440]   that make it even better.
[00:01:48.440 --> 00:01:50.940]   You can completely design your spending categories
[00:01:50.940 --> 00:01:53.280]   and subcategories and easily set up rules
[00:01:53.280 --> 00:01:56.080]   to assign transactions to them automatically.
[00:01:56.080 --> 00:01:58.480]   Thanks to Copilot, I've never had a better grasp
[00:01:58.480 --> 00:02:00.160]   on our spending and cashflow,
[00:02:00.160 --> 00:02:01.640]   which I'm pretty sure has resulted
[00:02:01.640 --> 00:02:04.440]   in thousands of dollars of savings every year.
[00:02:04.440 --> 00:02:06.560]   So for the best app to track your spending,
[00:02:06.560 --> 00:02:08.400]   subscriptions, and investments,
[00:02:08.400 --> 00:02:12.820]   go to allthehacks.com/copilot on an iPhone or Mac
[00:02:12.820 --> 00:02:16.320]   to download Copilot and enter code HACKS2
[00:02:16.320 --> 00:02:19.000]   during onboarding for a two-month free trial.
[00:02:19.000 --> 00:02:22.120]   Again, that's allthehacks.com/copilot
[00:02:22.120 --> 00:02:25.600]   and the code HACKS2 for a free two-month trial
[00:02:25.600 --> 00:02:27.740]   of my favorite personal finance app.
[00:02:27.740 --> 00:02:31.440]   Zach, thanks for being here.
[00:02:31.440 --> 00:02:32.280]   - My pleasure.
[00:02:32.280 --> 00:02:34.080]   Thanks for having me, Chris.
[00:02:34.080 --> 00:02:36.200]   - So I'm just gonna kick us off,
[00:02:36.200 --> 00:02:39.560]   and I wanna know what you think most people do wrong
[00:02:39.560 --> 00:02:41.880]   when they start looking for flight deals.
[00:02:41.880 --> 00:02:43.640]   - There's so much to choose from here,
[00:02:43.640 --> 00:02:45.680]   and I think it all starts with
[00:02:45.680 --> 00:02:47.480]   what are you trying to optimize for?
[00:02:47.480 --> 00:02:49.880]   This is a question that I'm sure you think about a lot
[00:02:49.880 --> 00:02:50.880]   in all different domains,
[00:02:50.880 --> 00:02:52.880]   not just travel or booking flights,
[00:02:52.880 --> 00:02:55.660]   but I'm sure a lot of your listeners can relate to
[00:02:55.660 --> 00:02:59.420]   perhaps in their job, whether they're paid an hourly rate
[00:02:59.420 --> 00:03:00.840]   or effectively have an hourly rate
[00:03:00.840 --> 00:03:02.800]   based on their salary is X,
[00:03:02.800 --> 00:03:05.040]   and they look back on looking at the flight part
[00:03:05.040 --> 00:03:07.680]   of their trip and found that they effectively
[00:03:07.680 --> 00:03:11.280]   paid themselves 1/2, 1/4, 1/8 X
[00:03:11.280 --> 00:03:13.040]   to try to save 50 bucks, 100 bucks,
[00:03:13.040 --> 00:03:15.200]   even a few hundred dollars on a flight
[00:03:15.200 --> 00:03:16.960]   by just putting a lot of time into it.
[00:03:16.960 --> 00:03:18.280]   So I think that's a really big mistake
