
[00:00:00.000 --> 00:00:02.240]   (upbeat music)
[00:00:02.240 --> 00:00:04.560]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.560 --> 00:00:07.520]   a show about upgrading your life, money, and travel.
[00:00:07.520 --> 00:00:09.520]   If you're new here, I'm your host, Chris Hutchins,
[00:00:09.520 --> 00:00:12.720]   and one of the areas I love optimizing the most is travel.
[00:00:12.720 --> 00:00:15.120]   I've been to 60 plus countries, and on every trip,
[00:00:15.120 --> 00:00:17.720]   I love meeting locals, trying to understand their culture,
[00:00:17.720 --> 00:00:20.200]   having authentic experiences, and most of all,
[00:00:20.200 --> 00:00:22.680]   I love finding a way to eat all the best foods
[00:00:22.680 --> 00:00:24.000]   a place has to offer.
[00:00:24.000 --> 00:00:26.720]   And hands down, one of my favorite travel destinations
[00:00:26.720 --> 00:00:28.140]   in the world is Japan.
[00:00:28.140 --> 00:00:29.880]   So I wanted to do another travel episode
[00:00:29.880 --> 00:00:31.440]   on just traveling there.
[00:00:31.440 --> 00:00:33.120]   And while I've been there four times,
[00:00:33.120 --> 00:00:34.700]   there is no one better to join me
[00:00:34.700 --> 00:00:36.920]   than my previous guest, Brandon Presser,
[00:00:36.920 --> 00:00:39.200]   who's been there every year for the past 20 years,
[00:00:39.200 --> 00:00:43.600]   except 2021, including spending a month there last November.
[00:00:43.600 --> 00:00:44.960]   He's also lived there twice,
[00:00:44.960 --> 00:00:46.640]   and he's written three books on the country.
[00:00:46.640 --> 00:00:48.780]   He is a true expert on Japan,
[00:00:48.780 --> 00:00:51.320]   but he's also been to over 100 countries
[00:00:51.320 --> 00:00:53.480]   and written well over 50 guidebooks,
[00:00:53.480 --> 00:00:56.560]   so he is actually an all-around travel pro as well.
[00:00:56.560 --> 00:00:59.040]   We're gonna talk about why we both love the country so much,
[00:00:59.040 --> 00:01:01.140]   what makes it worth a visit, where you should go,
[00:01:01.140 --> 00:01:03.720]   what you should see and do, and my favorite,
[00:01:03.720 --> 00:01:05.640]   all the incredible foods you should be trying
[00:01:05.640 --> 00:01:07.720]   and our favorite spots to eat them.
[00:01:07.720 --> 00:01:09.760]   I hope that by the time you finish this episode,
[00:01:09.760 --> 00:01:11.220]   whether you've never been to Japan,
[00:01:11.220 --> 00:01:14.020]   have a trip on the horizon, or have been before,
[00:01:14.020 --> 00:01:15.960]   you're gonna be inspired to go there soon
[00:01:15.960 --> 00:01:18.120]   and have a ton of amazing new things to check out
[00:01:18.120 --> 00:01:19.120]   when you get there.
[00:01:19.120 --> 00:01:21.500]   So let's get into it right after this.
[00:01:21.500 --> 00:01:26.680]   Brandon, thank you so much for being here a second time.
[00:01:26.680 --> 00:01:28.880]   - Thank you so much for having me.
[00:01:28.880 --> 00:01:31.200]   - You've traveled to so many countries.
[00:01:31.200 --> 00:01:34.860]   What is it about Japan that keeps bringing you back?
[00:01:34.860 --> 00:01:36.600]   - So the thing about Japan, for me,
[00:01:36.600 --> 00:01:40.200]   is that the more time you spend there,
[00:01:40.200 --> 00:01:42.480]   the more you realize you don't know
[00:01:42.480 --> 00:01:44.320]   the destination that well.
[00:01:44.320 --> 00:01:45.880]   And every time I go back,
[00:01:45.880 --> 00:01:48.280]   there's always a new thing to explore,
[00:01:48.280 --> 00:01:51.400]   there's always a theme that needs unpacking,
[00:01:51.400 --> 00:01:52.720]   and it's one of those places
[00:01:52.720 --> 00:01:55.640]   that it's not like in New York,
[00:01:55.640 --> 00:01:57.600]   where you get to live there for 10 years
[00:01:57.600 --> 00:01:59.880]   and then you get to say you're a New Yorker.
[00:01:59.880 --> 00:02:02.520]   The more time you spend, the more you're like,
[00:02:02.520 --> 00:02:05.800]   "Wow, I'm not from here."
[00:02:05.800 --> 00:02:08.440]   - This is coming from someone who's lived there twice
[00:02:08.440 --> 00:02:12.440]   and been there well over a dozen times, so that's wild.
[00:02:12.440 --> 00:02:14.160]   What is so different about Japan?
[00:02:14.160 --> 00:02:16.840]   - I've heard a lot of people call Japan
[00:02:16.840 --> 00:02:19.780]   a Galapagos economy.
[00:02:19.780 --> 00:02:23.100]   What that essentially means is that it's a country
[00:02:23.100 --> 00:02:26.400]   that has modernized and evolved
[00:02:26.400 --> 00:02:28.880]   away from the rest of the world.
[00:02:28.880 --> 00:02:31.360]   So a lot of the systems that are in place,
[00:02:31.360 --> 00:02:34.640]   a lot of the ways that we perceive the modern world
[00:02:34.640 --> 00:02:38.600]   are just slightly alternate universe.
[00:02:38.600 --> 00:02:39.920]   And I think that's what makes Japan
[00:02:39.920 --> 00:02:41.080]   so interesting and special.
[00:02:41.080 --> 00:02:42.560]   - Can you give some examples?
[00:02:42.560 --> 00:02:43.520]   - Absolutely.
[00:02:43.520 --> 00:02:46.160]   One of the most important things to note
[00:02:46.160 --> 00:02:48.080]   about Japan and Japanese culture
[00:02:48.080 --> 00:02:50.320]   is that they have this proclivity
[00:02:50.320 --> 00:02:53.520]   for taking something from another country
[00:02:53.520 --> 00:02:55.720]   and then improving upon it.
[00:02:55.720 --> 00:02:58.200]   And so ramen is the best example of that.
[00:02:58.200 --> 00:03:00.200]   So it's a Chinese dish,
[00:03:00.200 --> 00:03:02.520]   became really popular after World War II,
[00:03:02.520 --> 00:03:04.320]   was called Chinese noodles.
[00:03:04.320 --> 00:03:07.560]   And then the recipe started to change and started to evolve.
[00:03:07.560 --> 00:03:09.520]   And then it became ramen,
[00:03:09.520 --> 00:03:12.680]   which we all conceive of as distinctly Japanese.
[00:03:12.680 --> 00:03:16.440]   And the other example is toilets brought by the West.
[00:03:16.440 --> 00:03:18.960]   And as many of us know,
[00:03:18.960 --> 00:03:22.500]   they now can sing you happy birthday while you're using them
[00:03:22.500 --> 00:03:25.700]   and have all sorts of water features.
[00:03:25.700 --> 00:03:27.260]   - Yeah, have a Japanese toilet.
[00:03:27.260 --> 00:03:29.860]   We've talked about how to get a deal on a Japanese toilet
[00:03:29.860 --> 00:03:30.940]   on this show before.
[00:03:30.940 --> 00:03:31.780]   And I totally agree.
[00:03:31.780 --> 00:03:34.260]   It's funny, I've been to Japan a few times
[00:03:34.260 --> 00:03:35.080]   and people are like,
[00:03:35.080 --> 00:03:36.500]   "Oh, you gotta check out this place for pizza."
[00:03:36.500 --> 00:03:38.540]   And I'm like, "Why would I get pizza in Japan?
[00:03:38.540 --> 00:03:39.380]   That seems crazy."
[00:03:39.380 --> 00:03:40.220]   And it's like, "No, no, no."
[00:03:40.220 --> 00:03:42.220]   Because Japan takes everything
[00:03:42.220 --> 00:03:45.220]   and tries to make the best possible version you can of it.
[00:03:45.220 --> 00:03:48.100]   There was a pizzeria in Napoletana Dayuki in,
[00:03:48.100 --> 00:03:49.340]   I think, Kyoto.
[00:03:49.340 --> 00:03:52.820]   And the person who started it went to Italy,
[00:03:52.820 --> 00:03:54.860]   trained, brought back everything,
[00:03:54.860 --> 00:03:59.540]   and has tried to master the pizza in every way possible.
[00:03:59.540 --> 00:04:00.860]   And the same is true about coffee
[00:04:00.860 --> 00:04:02.480]   and the list goes on forever.
[00:04:02.480 --> 00:04:04.460]   Whenever my wife and I come back, we're like,
[00:04:04.460 --> 00:04:07.180]   "I feel like we just came back from the future."
[00:04:07.180 --> 00:04:10.140]   In this world where everything was improved and thought of
[00:04:10.140 --> 00:04:11.600]   in a rational and logical way.
[00:04:11.600 --> 00:04:14.500]   So I am so excited to dig in here.
[00:04:14.500 --> 00:04:16.220]   I'm so excited to go back to Japan.
[00:04:16.220 --> 00:04:18.740]   You are one of the people I know who's been
[00:04:18.740 --> 00:04:19.820]   since it reopened.
[00:04:19.820 --> 00:04:22.540]   What was it like in a kind of post-pandemic world?
[00:04:22.540 --> 00:04:25.980]   Well, much in the way that Japan always feels
[00:04:25.980 --> 00:04:27.820]   like this wonderful trip to the future.
[00:04:27.820 --> 00:04:29.740]   And I often, when I return from Japan,
[00:04:29.740 --> 00:04:32.240]   have sort of reverse culture shock.
[00:04:32.240 --> 00:04:33.560]   When I get back to the US, I'm like,
[00:04:33.560 --> 00:04:37.460]   "Oh, this country is so disappointing relative to Japan."
[00:04:37.460 --> 00:04:42.460]   What was interesting about my trip to Japan this time
[00:04:43.500 --> 00:04:47.300]   was it felt a little bit like a visit to the recent past.
