
[00:00:00.000 --> 00:00:22.960]   [MUSIC PLAYING]
[00:00:22.960 --> 00:00:25.000]   Gracious Lord, we again are grateful tonight
[00:00:25.000 --> 00:00:28.760]   for the opportunity to be able to study marriage
[00:00:28.760 --> 00:00:31.200]   and the family from scripture.
[00:00:31.200 --> 00:00:34.160]   And we have covered an awful lot of material
[00:00:34.160 --> 00:00:35.240]   already this semester.
[00:00:35.240 --> 00:00:38.760]   And as we go into our final sessions together,
[00:00:38.760 --> 00:00:41.360]   I pray that you'll continue to help us to be alert.
[00:00:41.360 --> 00:00:42.680]   This has been a good class.
[00:00:42.680 --> 00:00:44.680]   We've had a wonderful time together
[00:00:44.680 --> 00:00:47.240]   interacting on a variety of issues
[00:00:47.240 --> 00:00:51.540]   that deal with marriage and parenting and the home.
[00:00:51.540 --> 00:00:53.800]   And now we're entering into a territory
[00:00:53.800 --> 00:00:57.480]   that are some of the more controversial and hot topics.
[00:00:57.480 --> 00:01:00.080]   I pray that you'll help us to understand them
[00:01:00.080 --> 00:01:03.760]   as your word addresses them sufficiently.
[00:01:03.760 --> 00:01:05.880]   This we ask in Christ's name, amen.
[00:01:05.880 --> 00:01:10.000]   All right.
[00:01:10.000 --> 00:01:13.800]   Tonight we want to work on the issue of blended families.
[00:01:13.800 --> 00:01:20.080]   So if you have your material there in front of you
[00:01:20.080 --> 00:01:24.600]   or your student outline, it is on what page is that?
[00:01:24.600 --> 00:01:27.080]   It's on page 70.
[00:01:27.080 --> 00:01:28.520]   OK.
[00:01:28.520 --> 00:01:30.120]   It is on page 70.
[00:01:30.120 --> 00:01:35.320]   So let's see if we can talk about this.
[00:01:35.320 --> 00:01:41.200]   Dealing with blended family conflicts in counseling,
[00:01:41.200 --> 00:01:45.640]   I think, is one of the most challenging types of counseling
[00:01:45.640 --> 00:01:49.100]   for marriage and the family that you will face.
[00:01:49.100 --> 00:01:52.480]   This is a tough issue.
[00:01:52.480 --> 00:01:54.960]   And there's a lot of heated exchange
[00:01:54.960 --> 00:01:58.920]   that usually goes on in blended family counseling.
[00:01:58.920 --> 00:02:03.480]   And in just a little bit, we're going
[00:02:03.480 --> 00:02:08.560]   to take a look at a case study we've entitled Larry and Judy.
[00:02:08.560 --> 00:02:16.600]   But let me make a couple of comments by way of preface.
[00:02:16.600 --> 00:02:18.800]   The term blended family really is
[00:02:18.800 --> 00:02:21.840]   somewhat of a misleading term.
[00:02:21.840 --> 00:02:24.640]   It's a secular term.
[00:02:24.640 --> 00:02:27.720]   And in fact, the usage of the label
[00:02:27.720 --> 00:02:32.640]   by a lot of sociologists and psychologists,
[00:02:32.640 --> 00:02:34.640]   whether they call themselves Christians or not,
[00:02:34.640 --> 00:02:39.340]   creates, I think, more ambiguity in dealing
[00:02:39.340 --> 00:02:42.960]   with the problems that occur in blended families
[00:02:42.960 --> 00:02:45.680]   and somewhat typifies the reason why
[00:02:45.680 --> 00:02:49.160]   there is so much struggle and difficulty in resolving
[00:02:49.160 --> 00:02:56.080]   the problems that that terminology represents.
[00:02:56.080 --> 00:02:57.160]   What are we talking about?
[00:02:57.160 --> 00:03:02.240]   We're talking about two distinct people, a husband and a wife,
[00:03:02.240 --> 00:03:08.180]   with their respective children, who are properly married,
[00:03:08.180 --> 00:03:13.680]   is what oftentimes is referred to as a blended family.
[00:03:13.680 --> 00:03:15.680]   They bring their respective children
[00:03:15.680 --> 00:03:19.880]   into that relationship from a previous relationship
[00:03:19.880 --> 00:03:21.240]   and/or previous marriage.
[00:03:21.240 --> 00:03:27.480]   In reality, from a biblical standpoint,
[00:03:27.480 --> 00:03:32.440]   it does not represent a blended family.
[00:03:32.440 --> 00:03:35.400]   They form a family.
[00:03:35.400 --> 00:03:36.720]   You follow what I'm saying?
[00:03:36.720 --> 00:03:38.600]   It doesn't represent a blended family.
[00:03:38.600 --> 00:03:41.760]   They form a family.
[00:03:41.760 --> 00:03:45.280]   Whether they or their children wish to acknowledge it or not,
[00:03:45.280 --> 00:03:47.680]   they are one in God's eyes.
[00:03:47.680 --> 00:03:48.600]   They're not blended.
[00:03:48.600 --> 00:03:54.240]   And I believe that we have to resist the human tendency
[00:03:54.240 --> 00:03:57.320]   to think of them as two distinct families living
[00:03:57.320 --> 00:04:01.040]   under one roof who, in a sense, have to put up or learn
[00:04:01.040 --> 00:04:03.800]   how to cope with one another.
[00:04:03.800 --> 00:04:07.600]   All right, I'll tell you again, I hate that word cope.
[00:04:07.600 --> 00:04:11.200]   We ought to get rid of that out of Christian vocabulary.
[00:04:11.200 --> 00:04:13.480]   We're not here to help people cope.
[00:04:13.480 --> 00:04:16.680]   Nowhere in the Bible does it ever say that.
[00:04:16.680 --> 00:04:20.320]   We're here to help people resolve problems biblically,
[00:04:20.320 --> 00:04:24.000]   not learn how to cope with each other, which basically
[00:04:24.000 --> 00:04:27.760]   translated in popular cultural slang as, OK, I'm
[00:04:27.760 --> 00:04:30.640]   going to teach you how to put up with the other person
[00:04:30.640 --> 00:04:36.440]   and how to just kind of survive this misery, cope.
[00:04:36.440 --> 00:04:40.040]   No, we're not going to teach people how to survive misery.
[00:04:40.040 --> 00:04:42.980]   We want to teach them how to respond biblically
[00:04:42.980 --> 00:04:45.560]   to the hardships and the unique problems
[00:04:45.560 --> 00:04:47.040]   that blended families present.
[00:04:47.040 --> 00:04:54.200]   So whether we like it or not, they are--
[00:04:54.200 --> 00:04:56.240]   whether they like it or not, they
[00:04:56.240 --> 00:05:00.600]   are one family in God's eyes, not blended.
[00:05:00.600 --> 00:05:06.000]   So I believe that we have to resist the human tendency
[00:05:06.000 --> 00:05:10.720]   to think of them as two distinct families living under one roof.
[00:05:10.720 --> 00:05:16.380]   What God has joined together are no longer two, but one.
[00:05:16.380 --> 00:05:20.060]   Now, I fully realize they may not feel like they're a family.
[00:05:20.060 --> 00:05:23.540]   They may not even function like one family.
[00:05:23.540 --> 00:05:25.660]   And they certainly don't consider themselves
[00:05:25.660 --> 00:05:27.940]   to be one family unit, especially
[00:05:27.940 --> 00:05:31.420]   if you talk with the respective children of either one
[00:05:31.420 --> 00:05:32.900]   of the spouses.
[00:05:32.900 --> 00:05:36.940]   But that does not change the fact that they are.
[00:05:36.940 --> 00:05:38.540]   When I first went in the military,
[00:05:38.540 --> 00:05:40.480]   I didn't feel like a soldier.
[00:05:40.480 --> 00:05:42.020]   I didn't function like a soldier.
[00:05:42.020 --> 00:05:44.260]   And I certainly didn't think like a soldier.
[00:05:44.260 --> 00:05:47.960]   But that didn't change the fact that I was a soldier.
[00:05:47.960 --> 00:05:48.720]   That's who I was.
[00:05:48.720 --> 00:05:56.220]   In other words, listen, at the very core of their problems
[00:05:56.220 --> 00:06:03.140]   is the way that they choose to think and actually believe
[00:06:03.140 --> 00:06:04.720]   certain things about themselves.
[00:06:04.720 --> 00:06:07.960]   At the very core of their problems
[00:06:07.960 --> 00:06:12.320]   is the way that they choose to think and believe
[00:06:12.320 --> 00:06:15.640]   about themselves.
[00:06:15.640 --> 00:06:19.600]   So probably, I would like to call them
[00:06:19.600 --> 00:06:24.480]   step-family with step-parenting and step-partnering problems,
[00:06:24.480 --> 00:06:27.720]   because that really is where the problems lie.
[00:06:27.720 --> 00:06:33.240]   Now, what I would like to do is I
