
[00:00:00.000 --> 00:00:02.020]   ...how they build their own land and build houses.
[00:00:02.020 --> 00:00:05.800]   Like I said, the microphone is open, and you're open, and you're open, and you're open.
[00:00:05.800 --> 00:00:06.340]   Here's the microphone.
[00:00:06.340 --> 00:00:19.000]   Good afternoon, everyone.
[00:00:19.000 --> 00:00:23.200]   My name is Brennan Rosales, and I am an AI engineering lead at BlackRock.
[00:00:23.200 --> 00:00:29.260]   I'm joined today by my friend and colleague, Pedro Vicente Valdez, principal AI engineer.
[00:00:29.260 --> 00:00:35.280]   We're extremely excited to be here today to share with you how BlackRock is leveraging AI
[00:00:35.280 --> 00:00:38.300]   to really transform the investment management space.
[00:00:38.300 --> 00:00:45.380]   We're going to be focusing today on the Aladdin platform and the agentic architecture supporting Aladdin.
[00:00:45.380 --> 00:00:51.960]   So let's start out with just a quick primer on what is BlackRock and what is Aladdin.
[00:00:51.960 --> 00:00:55.720]   BlackRock is one of the world's beating asset managers.
[00:00:55.720 --> 00:00:59.420]   It was over $11 trillion in AUM.
[00:00:59.420 --> 00:01:04.760]   And ultimately, our main goal is to help people experience financial well-being.
[00:01:04.760 --> 00:01:10.780]   And the Aladdin platform is key to our ability to be able to deliver on that goal.
[00:01:10.780 --> 00:01:17.120]   Aladdin is a proprietary technology platform that unifies the investment management process.
[00:01:17.340 --> 00:01:24.440]   It provides asset managers with a whole portfolio solution that gives them access to both public
[00:01:24.440 --> 00:01:30.540]   and climate markets, and allows them to cover the needs of both institutional and retail investors.
[00:01:30.540 --> 00:01:35.180]   This system is built by the industry for the industry.
[00:01:35.180 --> 00:01:42.700]   BlackRock is the biggest user of Aladdin, but we also sell and support hundreds of clients globally
[00:01:42.700 --> 00:01:45.940]   across 70 countries, all using the Aladdin platform.
[00:01:45.940 --> 00:01:52.400]   The Aladdin organization is made up of around 7,000 people, with over 4,000 of those being
[00:01:52.400 --> 00:01:59.920]   and these engineers build and maintain the around 100 Aladdin front-end applications that thousands
[00:01:59.920 --> 00:02:01.360]   of people can use every day.
[00:02:03.700 --> 00:02:18.900]   We see three key outcomes at the BlackRock firm level.
[00:02:18.900 --> 00:02:21.500]   We would really like to increase everyone's productivity.
[00:02:21.500 --> 00:02:27.580]   We would love for AI to try an alpha generation and really give people a much more personalized
[00:02:27.580 --> 00:02:29.400]   experience with the platform.
[00:02:29.700 --> 00:02:34.200]   One way we're realizing this is through the Aladdin co-pilot initiative.
[00:02:34.200 --> 00:02:41.320]   The Aladdin co-pilot application is currently embedded across all of those 100 front-end applications
[00:02:41.320 --> 00:02:42.400]   that are covered through the network.
[00:02:42.400 --> 00:02:49.800]   This co-pilot acts as the connective tissue across the Aladdin platform, proactively servicing relevant
[00:02:49.800 --> 00:02:54.700]   content for you at the right moment and fostering productivity at each step along the way.
[00:02:55.280 --> 00:03:01.020]   We like to think about three, four value drivers within the scope of Aladdin co-pilot.
[00:03:01.020 --> 00:03:06.740]   The first is that we want every user using the Aladdin software to become an Aladdin expert.
[00:03:06.740 --> 00:03:10.860]   And we can do that by enabling a much more intuitive approach.
[00:03:10.860 --> 00:03:18.160]   The second is really has to do with increasing the personalization and customization of this platform.
[00:03:18.160 --> 00:03:25.120]   And through that, our users will be able to unlock new efficiencies to highly configurable experiences.
[00:03:25.120 --> 00:03:29.740]   And the third one is really just to democratize access to all of these insights.
[00:03:29.740 --> 00:03:35.920]   If our users, if it is much easier for our users to find the data, the data points that they need,
[00:03:35.920 --> 00:03:39.980]   then they will, at the end of the day, be much more enabled to make a lot better decision.
[00:03:40.160 --> 00:03:47.260]   So here is a high-level overview of the actual architecture supporting the Aladdin co-pilot today.
[00:03:47.260 --> 00:03:51.360]   I'll take you through kind of the life cycle of a user query.
[00:03:51.360 --> 00:03:55.480]   Before I dive into that, I want to point your attention to the top right here.
[00:03:55.480 --> 00:03:57.540]   And this component is called Plugin Ventures.
[00:03:58.240 --> 00:04:03.820]   I referenced this earlier, but there are, let's say, 50, 60 Aladdin engineering teams
[00:04:03.820 --> 00:04:06.920]   that cover specific domains throughout the platform.
[00:04:06.920 --> 00:04:10.860]   You can think of an example of one of these teams, maybe the trading team.
[00:04:10.860 --> 00:04:15.980]   They own all of the services that serve trading data to all Aladdin applications.
[00:04:15.980 --> 00:04:22.960]   Pedro and I are not experts in these, you know, business, financial domains.
[00:04:23.340 --> 00:04:28.480]   Our job is to make it as easy as possible for these engineers to plug their functionality
[00:04:28.480 --> 00:04:30.560]   that they own into this system.
[00:04:30.560 --> 00:04:33.300]   And we do that through this plug-in registry.
[00:04:33.300 --> 00:04:38.320]   Today, we allow these development teams two ways to onboard.
[00:04:38.320 --> 00:04:43.880]   The first, we come to define a tool as kind of mapping one-to-one
[00:04:43.880 --> 00:04:47.360]   through an existing Aladdin API already out in production.
[00:04:47.360 --> 00:04:51.580]   And then the second onboarding path that we give to these development teams
[00:04:51.580 --> 00:04:56.300]   for a very complex workflows is the ability to spin up a custom agent
[00:04:56.300 --> 00:04:58.180]   and also plug that into the system.
[00:04:58.180 --> 00:05:02.420]   I think one important call-out here, we kind of started designing this thing
[00:05:02.420 --> 00:05:03.980]   two and a half years ago.
[00:05:03.980 --> 00:05:09.200]   And back then, we needed to figure out kind of a standardized agentic communication protocol.
[00:05:09.200 --> 00:05:15.580]   And we, you know, we came up with a very slim, very specific version of that for Aladdin.
[00:05:15.980 --> 00:05:21.420]   But as new, more established protocols like PlanChain's agent protocol and 8A come out,
[00:05:21.420 --> 00:05:23.860]   we're kind of actively evaluating those solutions.
[00:05:23.860 --> 00:05:28.080]   So now I can point your attention to the left side of the screen.
[00:05:28.080 --> 00:05:29.760]   I'm not in the way.
[00:05:29.760 --> 00:05:35.340]   So we're going to start out with a query of what is my exposure to aerospace in portfolio one.
[00:05:35.740 --> 00:05:42.340]   At this point in time, when the user submits their query, we have a lot of very useful and relevant context.
[00:05:42.340 --> 00:05:47.280]   Some of those could be which Aladdin application they're asking this question from,
[00:05:47.280 --> 00:05:54.200]   what they actually have up on the screen, what portfolios, what assets, what widgets are they actually looking at at that point in time.
[00:05:54.460 --> 00:06:00.980]   And in addition to that, there's also kind of this set of predefined global settings throughout these Aladdin apps.
[00:06:00.980 --> 00:06:07.500]   And ideally, we are respecting those preferences as we make all these calls on behalf of the user.
[00:06:07.500 --> 00:06:12.040]   So once a query gets submitted, we enter our orchestration graph.
[00:06:12.040 --> 00:06:15.300]   From day one, it's been built using LinkChain.
[00:06:15.680 --> 00:06:19.020]   So the first node in that graph is an input card drill node.
[00:06:19.020 --> 00:06:23.180]   And it covers a lot of the needs for our responsible AI moderation.
[00:06:23.180 --> 00:06:33.640]   At this point in the graph, we're trying to find off-topic and toxic content and deal with the program needs.
[00:06:33.640 --> 00:06:40.700]   We would also, at this point, find what data file of relevant PII and make sure that we're handling that as carefully as possible.
[00:06:41.520 --> 00:06:45.520]   So once we get to that node, we go into this filtering and access control node.
[00:06:45.520 --> 00:06:50.100]   And at that, that's the point in time where we have this, you know, set of agents and tools,
[00:06:50.100 --> 00:06:53.320]   a couple thousand agents and tools that are registered in the plugin registry.
[00:06:53.320 --> 00:06:57.760]   When teams onboard this functionality to the registry,
[00:06:57.760 --> 00:07:03.200]   they have complete control over which environment, environments this plugin is enabled in,
[00:07:03.200 --> 00:07:08.880]   which users have access to this, and even which Aladdin apps can even access these plugins.
[00:07:09.540 --> 00:07:17.440]   Within this node, we also, it's important for us to try our best to decrease the kind of searchable universe of all of these plugins.
[00:07:17.440 --> 00:07:22.640]   Because once we get to our planning step, you know, if we're sending more than 40, 50 tools,
[00:07:22.640 --> 00:07:25.100]   we probably won't have that good enough control.
[00:07:25.100 --> 00:07:32.060]   So we leave that filtering and access control node with some set of, say, 20 to 30 tools and agents.
[00:07:32.440 --> 00:07:33.920]   And we enter our orchestration node.
[00:07:33.920 --> 00:07:38.320]   There, we're very reliant on GPT-4 function calling today.
[00:07:38.320 --> 00:07:41.820]   We essentially just iterate over a planning and action node.
[00:07:41.820 --> 00:07:44.160]   We go through that as many times as possible.
[00:07:44.160 --> 00:07:47.580]   And at some point, you know, GPT-4 says, hey, you got the answer.
[00:07:47.580 --> 00:07:48.620]   You'll give it back to the user.
[00:07:48.620 --> 00:07:50.920]   Or, you know, I might even find this answer.
[00:07:50.920 --> 00:07:53.140]   We get that final answer.
[00:07:53.140 --> 00:07:54.260]   We pass it back out.
[00:07:54.260 --> 00:07:56.000]   You're out of the card rail nodes.
[00:07:56.000 --> 00:07:58.520]   Trying to protect hallucinations as best as we can.
[00:07:58.880 --> 00:08:07.640]   And then we end up on the left side and tell the users that their exposure to the air is mostly effective in this portfolio is 5%.
[00:08:07.640 --> 00:08:12.580]   So that's a bit of high-level information on the architecture of the system.
[00:08:12.580 --> 00:08:16.800]   I'm going to pass the pager here to talk about how we think about evaluating the system.
[00:08:16.800 --> 00:08:22.960]   Yeah, so I think, like, one thing is obvious from the presentations that we've been seeing.
[00:08:22.960 --> 00:08:24.320]   Like, we're all using Supervisor.
[00:08:24.320 --> 00:08:29.380]   I think, like, I've seen very little agent-to-agent autonomous conversations.
[00:08:29.380 --> 00:08:32.520]   And we are just one more of those presentations using Supervisor.
[00:08:32.520 --> 00:08:32.800]   Why?
[00:08:32.800 --> 00:08:35.140]   Because it's very easy to build.
[00:08:35.140 --> 00:08:37.780]   It's very easy to complete it, but it's very easy to test.
[00:08:37.780 --> 00:08:41.300]   So hopefully, hopefully next year we are doing lots of those agents.
[00:08:41.300 --> 00:08:43.820]   But how do we evaluate the system that we just presented?
[00:08:43.820 --> 00:08:46.940]   So, Brendan walked you through the life cycle of the query.
[00:08:47.080 --> 00:08:52.060]   There's many places where you can make a wrong decision.
