
[00:00:00.000 --> 00:00:13.620]   Hello everyone, thank you for joining these this session so in this session we are going to talk
[00:00:13.620 --> 00:00:21.440]   about how you can build AI agents using cloud on vertex AI so before to start let's see the
[00:00:21.440 --> 00:00:28.500]   let's set the scene so as you probably know like building a agent is a very powerful with AI agents
[00:00:28.500 --> 00:00:33.980]   you can build such a cool applications but the reality is after you start developing and you know
[00:00:33.980 --> 00:00:39.060]   prototyping agents and let's assume that you are happy with what you build it's so hard to
[00:00:39.060 --> 00:00:45.640]   productionalize these agents right and the reason are essentially three so first of all you need to
[00:00:45.640 --> 00:00:51.880]   because right now to build agent you have so many frameworks that provides you know tools that provides
[00:00:51.880 --> 00:00:57.460]   capabilities that you can that you can use to enhance your agents like the landscape is so
[00:00:57.460 --> 00:01:02.140]   fragmented so you need to figure it out how to integrate the different frameworks and different
[00:01:02.140 --> 00:01:08.940]   tools to make the system work so the other the other reason is let's assume that you are capable
[00:01:08.940 --> 00:01:14.320]   of building one agent or a multi-agent system with one framework but at the same time you want to use
[00:01:14.320 --> 00:01:21.940]   different framework together it's not easy to like make make the communication happen between these two
[00:01:21.940 --> 00:01:26.940]   different agents and then even let's assume that even if you're able to build agents create this network of agents that are capable of communicating between them it's so hard to manage them in production because you need to take care of all the operation around the agents and the relative governance so all the monitoring capabilities the logging capabilities that you need to implement on your agent they are very hard to be managed in this sense
[00:01:26.940 --> 00:01:32.820]   able to build agents, create this network of agents that are capable of
[00:01:32.820 --> 00:01:37.820]   communicating between them, it's so hard to manage them in production because you
[00:01:37.820 --> 00:01:41.280]   need to take care of all the operation around the agents and the relative
[00:01:41.280 --> 00:01:45.700]   governance. So all the monitoring capabilities, the logging capabilities
[00:01:45.700 --> 00:01:50.820]   that you need to implement on your agent, they are very hard to be managed. In this
[00:01:50.820 --> 00:01:57.600]   sense, let's imagine that you will be able to have a toolkit that will
[00:01:57.600 --> 00:02:01.440]   allows you to standardize and develop your agent in a very efficient way and
[00:02:01.440 --> 00:02:06.840]   then together with this toolkit you you get a set of protocols that will allow
[00:02:06.840 --> 00:02:12.840]   your agent to consume tool and contacts with the LLM but at the same time connect
[00:02:12.840 --> 00:02:18.480]   with other agent in a seamless way and third you will you will get an agent
[00:02:18.480 --> 00:02:23.300]   platform that will allows you to deploy at scale these agent system and you
[00:02:23.300 --> 00:02:27.960]   know manage all the operations that are around these are these new kind of
[00:02:27.960 --> 00:02:35.300]   application. So with these challenges in mind and these three you know three main
[00:02:35.300 --> 00:02:41.580]   reason that we want to address that's why we define our own agent stack on Google
[00:02:41.580 --> 00:02:46.500]   Cloud and our agent stack is composed by four main components. So the first one is
[00:02:46.500 --> 00:02:51.320]   agent development kit which is an open source code first and developer friendly
[00:02:51.320 --> 00:02:57.540]   framework that will allows you to build evaluate and deploy your agents at scale.
