
[00:00:00.000 --> 00:00:02.960]   [Silence]
[00:00:02.960 --> 00:00:05.360]   Vaping is actually harder to quit
[00:00:05.360 --> 00:00:08.440]   than cigarette smoking for most people.
[00:00:08.440 --> 00:00:10.080]   Now, does that mean that cigarette smoking
[00:00:10.080 --> 00:00:12.460]   is fairly easy to quit for most people?
[00:00:12.460 --> 00:00:15.600]   No, 70% of people who smoke cigarettes
[00:00:15.600 --> 00:00:17.080]   report that they would like to quit
[00:00:17.080 --> 00:00:19.400]   if they thought they could.
[00:00:19.400 --> 00:00:21.660]   The success rate of quitting smoking
[00:00:21.660 --> 00:00:23.680]   when people try to go just cold turkey,
[00:00:23.680 --> 00:00:25.440]   just quit with no assistance whatsoever,
[00:00:25.440 --> 00:00:26.720]   they might tell their family and friends,
[00:00:26.720 --> 00:00:29.920]   "Hey, I'm quitting, that's it," is exceedingly low.
[00:00:29.920 --> 00:00:31.920]   It's 5%.
[00:00:31.920 --> 00:00:35.360]   So 5% of the people that say, "That's it,
[00:00:35.360 --> 00:00:38.760]   I'm not smoking again, despite cancer diagnosis,
[00:00:38.760 --> 00:00:39.600]   I'm not smoking again,
[00:00:39.600 --> 00:00:41.200]   despite the fear of the negative health effects,
[00:00:41.200 --> 00:00:43.200]   I'm not going to ever smoke again,
[00:00:43.200 --> 00:00:46.600]   despite the financial cost, the health cost."
[00:00:46.600 --> 00:00:48.780]   I mean, I could list off a huge number of things
[00:00:48.780 --> 00:00:49.640]   that it does that are negative,
[00:00:49.640 --> 00:00:51.560]   but you already know these or you've heard them.
[00:00:51.560 --> 00:00:53.520]   It makes your skin worse.
[00:00:53.520 --> 00:00:57.400]   As I mentioned, it lowers libido, it disrupts hormones,
[00:00:57.400 --> 00:01:01.160]   it disrupts vascular function, brain function,
[00:01:01.160 --> 00:01:02.360]   it does all these terrible things.
[00:01:02.360 --> 00:01:04.800]   And yet most people who try and quit simply can't.
[00:01:04.800 --> 00:01:07.480]   And of the 5% that succeed in quitting,
[00:01:07.480 --> 00:01:11.080]   a full 65% of them relapse within a year.
[00:01:11.080 --> 00:01:13.400]   So that's a very depressing picture,
[00:01:13.400 --> 00:01:15.560]   but it's not to say that people cannot quit.
[00:01:15.560 --> 00:01:16.480]   In fact, they can.
[00:01:16.480 --> 00:01:17.520]   There are a couple of methods
[00:01:17.520 --> 00:01:19.960]   that have been shown to help people quit.
[00:01:19.960 --> 00:01:23.600]   Some are behavioral and some are pharmacologic.
[00:01:23.600 --> 00:01:25.940]   I just want to touch on the behavioral ones first,
[00:01:25.940 --> 00:01:29.360]   because it turns out that there's a quite powerful method
[00:01:29.360 --> 00:01:33.280]   for quitting nicotine ingestion by way of cigarette smoking,
[00:01:33.280 --> 00:01:35.280]   which also carries over to vaping.
[00:01:35.280 --> 00:01:38.040]   This is beautiful work that's been done by my colleague,
[00:01:38.040 --> 00:01:39.280]   in fact, close collaborator,
[00:01:39.280 --> 00:01:40.760]   although I was not involved in the research
[00:01:40.760 --> 00:01:42.700]   that I'm about to describe, at Stanford.
[00:01:42.700 --> 00:01:44.920]   And his name is Dr. David Spiegel.
[00:01:44.920 --> 00:01:47.100]   He is our Associate Chair of Psychiatry.
[00:01:47.100 --> 00:01:49.320]   He's been a guest on the Huberman Lab Podcast,
[00:01:49.320 --> 00:01:52.340]   and he is a world expert, if not the world expert,
[00:01:52.340 --> 00:01:54.680]   in the clinical applications of hypnosis.
[00:01:54.680 --> 00:01:55.800]   Now, when I say hypnosis,
[00:01:55.800 --> 00:01:57.520]   a lot of people think stage hypnosis,
[00:01:57.520 --> 00:01:59.080]   which is the hypnotist trying to get people
[00:01:59.080 --> 00:02:01.460]   to do certain things and say certain things,
[00:02:01.460 --> 00:02:03.460]   not necessarily against their will,
[00:02:03.460 --> 00:02:04.680]   because they actually have to agree,
[00:02:04.680 --> 00:02:06.540]   but the hypnotist is dictating
[00:02:06.540 --> 00:02:09.400]   what the person thinks, says, and does.
[00:02:09.400 --> 00:02:12.400]   Clinical hypnosis is vastly different from that.
[00:02:12.400 --> 00:02:15.520]   Clinical hypnosis is where the person, the patient,
[00:02:15.520 --> 00:02:18.440]   actually directs their own brain changes
[00:02:18.440 --> 00:02:21.680]   toward a specific emotional or behavioral goal.
[00:02:21.680 --> 00:02:25.880]   Work from Dr. David Spiegel's laboratory, done in 1993,
[00:02:25.880 --> 00:02:28.160]   but that now has been repeated many, many times,
[00:02:28.160 --> 00:02:30.000]   and it's carried over into some more modern studies,
[00:02:30.000 --> 00:02:32.460]   and I'll provide links to those studies
[00:02:32.460 --> 00:02:35.280]   in the show note caption so that you can access them.
[00:02:35.280 --> 00:02:36.540]   Those studies have shown
[00:02:36.540 --> 00:02:39.440]   that using a specific form of hypnosis,
[00:02:39.440 --> 00:02:44.480]   people can achieve complete and total cessation
[00:02:44.480 --> 00:02:46.240]   of cigarette smoking,
[00:02:46.240 --> 00:02:47.300]   and there's no reason to believe
[00:02:47.300 --> 00:02:49.620]   this doesn't also carry over to vaping,
[00:02:49.620 --> 00:02:52.300]   through one single hypnosis session,
[00:02:52.300 --> 00:02:54.920]   and the success rates are incredibly high
[00:02:54.920 --> 00:02:56.340]   when one considers that normally
[00:02:56.340 --> 00:02:58.820]   it would be only a 5% success rate.
[00:02:58.820 --> 00:03:00.980]   The success rate with this particular hypnosis
[00:03:00.980 --> 00:03:02.820]   developed at Stanford School of Medicine
[00:03:02.820 --> 00:03:06.460]   by Dr. David Spiegel is 23% of people
[00:03:06.460 --> 00:03:10.140]   who do this hypnosis one time succeed in quitting smoking.
[00:03:10.140 --> 00:03:14.140]   Now, in the old days, which actually wasn't that long ago,
[00:03:14.140 --> 00:03:16.240]   before the advent of smartphones
[00:03:16.240 --> 00:03:18.280]   and before the internet took off
[00:03:18.280 --> 00:03:19.900]   to the extent that it has now,
[00:03:19.900 --> 00:03:23.260]   this was done by having someone come into the clinic
[00:03:23.260 --> 00:03:25.860]   and Dr. Spiegel himself or one of his colleagues
[00:03:25.860 --> 00:03:27.900]   would take somebody through the hypnosis.
[00:03:27.900 --> 00:03:31.120]   Nowadays, you can access this hypnosis.
[00:03:31.120 --> 00:03:32.700]   There's a wonderful app
[00:03:32.700 --> 00:03:35.780]   that was developed by Dr. David Spiegel and others.
[00:03:35.780 --> 00:03:38.360]   It's called Reveri, R-E-V-E-R-I.
[00:03:38.360 --> 00:03:40.540]   I've talked about this app a few times on the podcast before
[00:03:40.540 --> 00:03:42.820]   because there are hypnosis scripts within the app
[00:03:42.820 --> 00:03:45.420]   for enhancing sleep, for improving ability to fall asleep
[00:03:45.420 --> 00:03:47.020]   if you wake up in the middle of the night,
[00:03:47.020 --> 00:03:49.260]   for focus and a number of other behavioral
[00:03:49.260 --> 00:03:51.060]   and emotional changes.
[00:03:51.060 --> 00:03:53.540]   There's also a function in the Reveri app
[00:03:53.540 --> 00:03:57.460]   for smoking cessation, which exactly parallels
[00:03:57.460 --> 00:04:01.280]   the sort of in-laboratory and in-clinic approaches
[00:04:01.280 --> 00:04:02.500]   that Dr. Spiegel would use
[00:04:02.500 --> 00:04:04.980]   were you to show up at his clinic or his laboratory.
[00:04:04.980 --> 00:04:06.460]   And since that's not possible
[00:04:06.460 --> 00:04:08.420]   for the large number of people out there,
[00:04:08.420 --> 00:04:11.260]   if you or somebody else is trying to quit smoking
[00:04:11.260 --> 00:04:15.680]   or vaping or dipping or snuffing for that matter,
[00:04:15.680 --> 00:04:18.380]   I strongly encourage you to check out the Reveri app.
[00:04:18.380 --> 00:04:21.320]   You can find it easily by going to reveri.com.
[00:04:21.320 --> 00:04:23.200]   It's available in various formats.
[00:04:23.200 --> 00:04:26.120]   Some of it is available free, some of it is behind a paywall
[00:04:26.120 --> 00:04:28.440]   but given the tremendously negative impact
[00:04:28.440 --> 00:04:31.800]   of smoking, vaping, dipping and snuffing,
[00:04:31.800 --> 00:04:35.920]   the hypnosis for smoking cessation that Reveri has
[00:04:35.920 --> 00:04:39.080]   seems at least to me as a very powerful
[00:04:39.080 --> 00:04:40.120]   and worthwhile resource.
[00:04:40.120 --> 00:04:41.600]   So please check that out if you're somebody
[00:04:41.600 --> 00:04:44.400]   who's trying to quit ingesting nicotine
[00:04:44.400 --> 00:04:47.160]   by any of the four methods that I just described.
[00:04:47.160 --> 00:04:48.320]   Now, of course, there are other methods
[00:04:48.320 --> 00:04:50.280]   that people have used to successfully quit smoking
[00:04:50.280 --> 00:04:53.520]   or vaping or other forms of nicotine delivery.
[00:04:53.520 --> 00:04:55.920]   And there's actually an excellent review on this topic.
[00:04:55.920 --> 00:04:57.800]   So before diving into a few of the specifics
