
[00:00:00.000 --> 00:00:20.520]   Let's get going. Audio is okay for everybody. I have some slight feedback, but I'll try to
[00:00:20.520 --> 00:00:27.300]   manage. I hope it's okay for you. Hi, I'm Philip. Let's talk a bit about retrieval. I'll show you
[00:00:27.300 --> 00:00:32.660]   some retrieval from the ground up. We'll keep it pretty hands on. You will have a chance
[00:00:32.660 --> 00:00:37.020]   to follow along and do everything that I show you as well. I have a demo instance that you
[00:00:37.020 --> 00:00:44.340]   can use. Or you can just watch me if you have any questions, ask at any moment. If anything
[00:00:44.340 --> 00:00:48.760]   is too small to reach out, then we'll try to make it larger. We'll try to adjust as we
[00:00:48.760 --> 00:00:57.760]   go along. So, I guess we're not over reg yet. But reg is a thing. And we'll focus on the
[00:00:57.760 --> 00:01:04.760]   R in reg. The retrieval augmented generation. We'll just focus on the retrieval. Just let's
[00:01:04.760 --> 00:01:10.760]   see where we are with retrieval. Quick show of hands. Who has done reg before? Okay. That's
[00:01:10.760 --> 00:01:19.580]   about half or so. Who has done anything with vector search and reg? Do I need vector search
[00:01:19.580 --> 00:01:28.620]   for reg or can I do anything else? Yeah. Yeah. So, you can do anything. Retrieval is actually
[00:01:28.620 --> 00:01:34.560]   a very old thing. Depending on how you define it, it might be 50, 70, whatever years old.
[00:01:34.560 --> 00:01:39.820]   It's just getting the right context to the generation. I'll ignore all the generation
[00:01:39.820 --> 00:01:43.220]   for today. We'll keep it very simple. We'll just focus on the retrieval part of getting
[00:01:43.220 --> 00:01:49.440]   the right information in. Partially from the old stuff, like the classics. But we'll get
[00:01:49.440 --> 00:01:56.840]   to some new things as well as we go along. Who has done keyword search before? Just that
[00:01:56.840 --> 00:02:04.140]   is fewer than vector search, I feel like. Which almost reminds me of like 15 years ago or so,
[00:02:04.140 --> 00:02:09.020]   when no SQL came up, like more people had done MongoDB, Redis, whatever else, rather than
[00:02:09.020 --> 00:02:15.380]   SQL. That has changed again. I think it will be kind of similar for retrieval. The way I
[00:02:15.380 --> 00:02:22.820]   would always say that vector search is a feature of retrieval. It's only one of multiple features
[00:02:22.820 --> 00:02:27.180]   or many features that you want in retrieval. And we'll see a bit why and how and we'll dive
[00:02:27.180 --> 00:02:33.720]   into those details. So, I work for Elastic, the company behind Elasticsearch. We're the most downloaded,
[00:02:33.720 --> 00:02:38.280]   deployed, whatever else, search engine. We do vector search, we do keyword search, we do
[00:02:38.280 --> 00:02:44.960]   hybrid search. We'll dive into various examples. Everything that I will show you works -- well,
[00:02:44.960 --> 00:02:50.540]   the query language is Elasticsearch. But if you use anything built on Apache Lucene, everything
[00:02:50.540 --> 00:02:56.680]   behaves very similarly. If you use something that is a clone or close to Lucene, like anything
[00:02:56.680 --> 00:03:03.680]   built on 10 TV or anything like that, it will be very similar. The foundation, keyword search
[00:03:03.680 --> 00:03:09.800]   and vector search will apply broadly everywhere. So, let's get going. We'll keep this pretty
[00:03:09.800 --> 00:03:16.920]   hands on. Who remembers in Star Wars when he's making that hand gesture? What is the quote?
[00:03:16.920 --> 00:03:26.040]   These are not the droids you're looking for. We'll keep this relatively Star Wars based. Feel
[00:03:26.040 --> 00:03:31.740]   free to come in and filter on the sites or whatever. I'm afraid we have, I think, one chair over
[00:03:31.740 --> 00:03:40.040]   there otherwise and one down there. Otherwise, it's getting a bit full. Okay. Let's look at
[00:03:40.040 --> 00:03:45.200]   this of what these are not the droids you're looking for, does for search. And I will start
[00:03:45.200 --> 00:03:50.040]   kind of like with the classic approach. Keyword search or lexical search is like you search
[00:03:50.040 --> 00:03:56.760]   for the words that you have stored and we want to find what is relevant in our examples.
[00:03:56.760 --> 00:04:03.160]   If you want to follow along, there is a gist which has all the code that I'm showing you.
[00:04:03.160 --> 00:04:11.000]   So, let's go to the last slash AI dot engineer. There is one important thing. It's I have one
[00:04:11.000 --> 00:04:15.400]   shared instance basically for everybody. So, you can all just use this without signing up
[00:04:15.400 --> 00:04:21.240]   for any accounts or anything. So, this is just a cloud instance that you can use. There is my handle.
[00:04:21.240 --> 00:04:28.840]   It's in the index name. If you don't want to fight and overwrite each other's data, replace that with
[00:04:28.840 --> 00:04:33.320]   your unique handle or something that is specific to you. Because otherwise, you will all work on
[00:04:33.320 --> 00:04:37.960]   the same index and kind of like overwrite each other's data. You can also just watch me. If you
[00:04:37.960 --> 00:04:44.360]   don't have a computer handy, that's fine. But if you want to follow along, last slash AI dot engineer,
[00:04:44.360 --> 00:04:49.800]   there will be a gist. It will have the connection string. Like there is a URL and then the credentials
[00:04:49.800 --> 00:04:55.000]   are workshop, workshop. If you go into log in, it will say log in with elastic search. That's where you
[00:04:55.000 --> 00:05:00.360]   use workshop, workshop. Then you will be able to log in. And you can just run all the queries that I'm
[00:05:00.360 --> 00:05:05.960]   showing you. You can try out stuff. If you have any questions, shout. I have a couple of colleagues
[00:05:05.960 --> 00:05:11.080]   dispersed in the room. So, if we have too many questions, we will somehow divide and conquer.
[00:05:11.080 --> 00:05:17.880]   So, let's get going and see what we have here. And I will show you most of the stuff live.
[00:05:19.960 --> 00:05:24.440]   I think this is large enough in the back row. If it's not large enough for anybody, shout and we will
[00:05:24.440 --> 00:05:33.640]   see how much larger I can make this. And let me turn off the Wi-Fi and hope that my wired connection
[00:05:33.640 --> 00:05:44.760]   is good enough. Let's refresh to see. Ooh. Maybe we will use my phone after all.
[00:05:44.760 --> 00:06:07.320]   Okay. Let's try this again.
[00:06:07.320 --> 00:06:26.600]   Okay. This is no good. Out you go.
