
[00:00:00.000 --> 00:00:03.280]   (upbeat music)
[00:00:03.280 --> 00:00:05.800]   - Welcome friends to this episode
[00:00:05.800 --> 00:00:08.560]   of the "Everyday Educator" podcast.
[00:00:08.560 --> 00:00:10.360]   I'm your host, Lisa Bailey,
[00:00:10.360 --> 00:00:13.600]   and I'm excited to spend some time with you today
[00:00:13.600 --> 00:00:16.960]   as we encourage one another, learn together,
[00:00:16.960 --> 00:00:20.040]   and ponder the delights and challenges
[00:00:20.040 --> 00:00:23.320]   that make homeschooling the adventure of a lifetime.
[00:00:23.320 --> 00:00:25.680]   Whether you're just considering
[00:00:25.680 --> 00:00:28.080]   this homeschooling possibility
[00:00:28.080 --> 00:00:32.400]   or deep into the daily delight of family learning,
[00:00:32.400 --> 00:00:36.240]   I believe you'll enjoy thinking along with us.
[00:00:36.240 --> 00:00:37.480]   But don't forget,
[00:00:37.480 --> 00:00:41.040]   although this online community is awesome,
[00:00:41.040 --> 00:00:46.040]   you'll find even closer support in a local CC community.
[00:00:46.040 --> 00:00:50.680]   So go to classicalconversations.com
[00:00:50.680 --> 00:00:54.820]   and find a community near you today.
[00:00:56.160 --> 00:01:01.160]   Well, listeners, I'm excited to talk to you today
[00:01:01.160 --> 00:01:06.400]   about this question that people have asked me for years
[00:01:06.400 --> 00:01:11.400]   and that I asked myself all those many years ago
[00:01:11.400 --> 00:01:14.320]   when I started homeschooling.
[00:01:14.320 --> 00:01:19.320]   How do I know that I started already?
[00:01:19.320 --> 00:01:22.640]   It's all about the beginning homeschool journey.
[00:01:22.640 --> 00:01:27.400]   I have met so many young moms and dads
[00:01:27.400 --> 00:01:32.400]   who are very interested in this whole notion
[00:01:32.400 --> 00:01:36.840]   of home-centered education.
[00:01:36.840 --> 00:01:40.680]   They are so mesmerized by the idea
[00:01:40.680 --> 00:01:45.680]   that their family could grow closer together every day
[00:01:45.680 --> 00:01:48.840]   for all the years that their children will spend at home
[00:01:48.840 --> 00:01:53.840]   and that they could actually learn together as a family.
[00:01:53.840 --> 00:02:00.040]   But I have lots of these preschool homeschooling-minded moms
[00:02:00.040 --> 00:02:03.320]   who say, "I don't really know when I'm supposed
[00:02:03.320 --> 00:02:06.560]   "to start this and I don't know
[00:02:06.560 --> 00:02:08.200]   "what it's supposed to look like.
[00:02:08.200 --> 00:02:10.460]   "And did I already start?
[00:02:10.460 --> 00:02:12.960]   "And did I do it right?
[00:02:12.960 --> 00:02:14.880]   "And am I doing it right?"
[00:02:14.880 --> 00:02:18.760]   And you know, as parents, we have a lot of angst
[00:02:18.760 --> 00:02:22.480]   and we have a lot of anxiety and we have a lot of fear.
[00:02:22.480 --> 00:02:25.480]   But I cajoled a good friend of mine
[00:02:25.480 --> 00:02:28.240]   into coming on today to talk to me about this.
[00:02:28.240 --> 00:02:33.240]   And I'm hoping that in the course of our conversation
[00:02:33.240 --> 00:02:37.040]   and our remembrances and our words of wisdom
[00:02:37.040 --> 00:02:41.600]   that we wish somebody had posed to us all those years ago,
[00:02:41.600 --> 00:02:45.920]   that you, moms and dads, will get some encouragement,
[00:02:45.920 --> 00:02:47.760]   will get a little inspiration,
[00:02:47.760 --> 00:02:51.200]   and maybe even some new ideas.
[00:02:51.200 --> 00:02:55.040]   So I want you to welcome my good friend, Amy Jones.
[00:02:55.040 --> 00:02:57.840]   She is joining me on this journey today.
[00:02:57.840 --> 00:02:59.680]   Amy, thanks for coming.
[00:02:59.680 --> 00:03:00.600]   - Oh, thank you.
[00:03:00.600 --> 00:03:05.600]   This is, again, a delightful way of remembering.
[00:03:05.600 --> 00:03:08.760]   And you know, Lisa, as I was thinking
[00:03:08.760 --> 00:03:10.440]   about what you were just saying,
