
[00:00:00.000 --> 00:00:03.040]   (upbeat music)
[00:00:03.040 --> 00:00:05.480]   - Welcome friends to this episode
[00:00:05.480 --> 00:00:08.320]   of the "Everyday Educator" podcast.
[00:00:08.320 --> 00:00:10.040]   I'm your host, Lisa Bailey,
[00:00:10.040 --> 00:00:13.320]   and I'm excited to spend some time with you today
[00:00:13.320 --> 00:00:17.060]   as we encourage one another, learn together,
[00:00:17.060 --> 00:00:19.840]   and ponder the delights and challenges
[00:00:19.840 --> 00:00:23.200]   that make homeschooling the adventure of a lifetime.
[00:00:23.200 --> 00:00:25.280]   Whether you're just considering
[00:00:25.280 --> 00:00:27.640]   this homeschooling possibility,
[00:00:27.640 --> 00:00:31.840]   or deep into the daily delight of family learning,
[00:00:31.840 --> 00:00:35.200]   I believe you'll enjoy thinking along with us.
[00:00:35.200 --> 00:00:36.600]   But don't forget,
[00:00:36.600 --> 00:00:40.480]   although this online community is awesome,
[00:00:40.480 --> 00:00:45.480]   you will find even closer support in a local CC community.
[00:00:45.480 --> 00:00:49.720]   So, go to classicalconversations.com
[00:00:49.720 --> 00:00:53.780]   and find a community near you today.
[00:00:54.840 --> 00:00:58.000]   Well, listeners, I'm happy to have you with us.
[00:00:58.000 --> 00:01:03.000]   We have been exploring the idea of assessment
[00:01:03.000 --> 00:01:06.000]   for a couple of episodes.
[00:01:06.000 --> 00:01:09.760]   We have learned a whole lot from Rachel Moriarty,
[00:01:09.760 --> 00:01:14.200]   who is here today to give us a little bit more information.
[00:01:14.200 --> 00:01:17.160]   But if you've missed a couple of episodes,
[00:01:17.160 --> 00:01:19.520]   let me kind of bring you up to speed
[00:01:19.520 --> 00:01:21.280]   with what we've been learning.
[00:01:21.280 --> 00:01:25.320]   And if you need to jump back an episode or two
[00:01:25.320 --> 00:01:28.060]   and pick up the threads, you'll be able to.
[00:01:28.060 --> 00:01:33.060]   We have learned that assessing really is about blessing.
[00:01:33.060 --> 00:01:38.480]   It's about blessing our children, blessing our families,
[00:01:38.480 --> 00:01:42.400]   blessing the relationship we have within our families.
[00:01:42.400 --> 00:01:44.680]   It's about blessing our conversations,
[00:01:44.680 --> 00:01:48.560]   and even blessing the growth that we experience,
[00:01:48.560 --> 00:01:51.040]   both as students and as parents.
[00:01:51.040 --> 00:01:56.480]   Assessing and learning to assess well
[00:01:56.480 --> 00:02:00.760]   really is, we've discovered, a growing experience
[00:02:00.760 --> 00:02:05.760]   for parents who learn how to assess the important things,
[00:02:05.760 --> 00:02:12.000]   which is very important as we shepherd our children.
[00:02:12.000 --> 00:02:15.440]   And it's a growing experience for students
[00:02:15.440 --> 00:02:20.440]   who hopefully learn the art of self-assessment,
[00:02:20.440 --> 00:02:25.040]   which will be a blessing to them throughout life.
[00:02:25.040 --> 00:02:29.440]   We ended up by reminding ourselves that assessment,
[00:02:29.440 --> 00:02:34.440]   however, is not or should not be an end in itself.
[00:02:34.440 --> 00:02:39.280]   That assessment is really just an activity
[00:02:39.280 --> 00:02:43.700]   that gives us a snapshot of our homeschool journey.
[00:02:44.700 --> 00:02:47.160]   And, you know, it occurred to me,
[00:02:47.160 --> 00:02:52.160]   a snapshot can be marred by any number of circumstances
[00:02:52.160 --> 00:02:56.320]   that are not really the subject's problem.
[00:02:56.320 --> 00:03:01.320]   So it really helps that we are learning how to assess well
[00:03:01.320 --> 00:03:07.720]   so that we get a snapshot that's not a mess.
[00:03:07.720 --> 00:03:10.960]   All right, so today, like I said,
[00:03:10.960 --> 00:03:13.320]   we have Rachel here with us again.
[00:03:13.320 --> 00:03:17.880]   Rachel is going to help us get ready
[00:03:17.880 --> 00:03:22.600]   to create that ultimate snapshot, a transcript.
[00:03:22.600 --> 00:03:25.200]   But we're actually gonna try something
[00:03:25.200 --> 00:03:27.360]   a little different today.
[00:03:27.360 --> 00:03:30.680]   Rachel is gonna become the presenter,
[00:03:30.680 --> 00:03:35.680]   and I have agreed to be the question answerer
[00:03:35.680 --> 00:03:39.520]   instead of the question asker.
[00:03:39.520 --> 00:03:44.000]   So Rachel is going to help me process through some ideas
[00:03:44.000 --> 00:03:48.480]   that hopefully you will be able to process along with me.
[00:03:48.480 --> 00:03:51.080]   Okay, Rachel, I put myself in your hands.
[00:03:51.080 --> 00:03:54.720]   - All right, thank you so much for allowing me
[00:03:54.720 --> 00:03:56.600]   to switch roles with you for a little bit.
[00:03:56.600 --> 00:03:59.320]   And we're gonna walk this journey of the game together,
[00:03:59.320 --> 00:04:02.920]   right, just a journey rather, more of a journey,
[00:04:02.920 --> 00:04:04.140]   but we get to have fun along the way,
[00:04:04.140 --> 00:04:06.080]   just like if we were playing a game.
[00:04:06.080 --> 00:04:08.920]   So I've had fun with you a lot
[00:04:08.920 --> 00:04:10.600]   these last few weeks,
[00:04:10.600 --> 00:04:13.560]   and I look forward to today's conversation.
[00:04:13.560 --> 00:04:17.200]   So transcripts, and we talked about last week
[00:04:17.200 --> 00:04:21.500]   how transcripts can create some negative feelings,
[00:04:21.500 --> 00:04:23.000]   right, within us.
[00:04:23.000 --> 00:04:26.940]   So I'd like to think about a different topic.
[00:04:26.940 --> 00:04:30.240]   Okay, you like movies, right?
[00:04:30.240 --> 00:04:31.140]   - I do.
[00:04:31.140 --> 00:04:33.480]   - Okay, so my kids make fun of me
[00:04:33.480 --> 00:04:36.760]   because they say that I like to watch movie trailers
[00:04:36.760 --> 00:04:39.080]   more than I like to actually watch movies.
[00:04:39.080 --> 00:04:43.480]   And I don't know if you're like me,
[00:04:43.480 --> 00:04:45.960]   but after watching an hour of movie trailers
[00:04:45.960 --> 00:04:48.640]   and not figuring out what movie I wanna watch,
[00:04:48.640 --> 00:04:49.700]   I'm ready for bed.
[00:04:49.700 --> 00:04:50.540]   Who needs the movie, right?
[00:04:50.540 --> 00:04:53.080]   - I know, it's like, okay, yep, I've had enough.
[00:04:53.080 --> 00:04:54.840]   Thank you, I've been entertained.
[00:04:54.840 --> 00:04:57.000]   I've been intrigued, I'm good.
[00:04:57.000 --> 00:04:57.960]   - And I tell the kids,
[00:04:57.960 --> 00:05:00.320]   actually, I just watched eight movies, right?
[00:05:00.320 --> 00:05:01.160]   I mean, what's the big deal?
[00:05:01.160 --> 00:05:04.020]   - That's right, I have enough of stories in my head
[00:05:04.020 --> 00:05:07.000]   that when I go to sleep, I'm gonna have some good dreams,
[00:05:07.000 --> 00:05:08.880]   right, I have story problems.
[00:05:08.880 --> 00:05:13.200]   - Well, let's talk about a movie for a second, okay?
[00:05:13.200 --> 00:05:18.040]   A movie, what are some parts that go into making a movie?
[00:05:18.040 --> 00:05:24.400]   - Well, I'm a writer, so I know that a movie needs a script.
[00:05:24.400 --> 00:05:26.000]   - Okay, okay, what else?
[00:05:26.000 --> 00:05:30.560]   - So we need a script, we need actors.
[00:05:30.560 --> 00:05:31.640]   - Yep.
[00:05:31.640 --> 00:05:36.320]   - We need costumes, we need set designers.
[00:05:36.320 --> 00:05:39.300]   We need a director who can say,
[00:05:39.300 --> 00:05:42.420]   okay, we're gonna shoot this scene now and this scene now,
[00:05:42.420 --> 00:05:45.520]   but then when we get an editor,
[00:05:45.520 --> 00:05:48.560]   they might reorder these things.
[00:05:48.560 --> 00:05:52.840]   So we need an editor, we need somebody running the camera,
[00:05:52.840 --> 00:05:55.920]   not just calling the shots, but running the camera.
[00:05:56.920 --> 00:06:01.760]   Then we need a set designer who can, I guess,
[00:06:01.760 --> 00:06:04.980]   read the script and figure out
[00:06:04.980 --> 00:06:07.880]   what the atmosphere should be like
[00:06:07.880 --> 00:06:11.620]   or what the places should, you know,
[00:06:11.620 --> 00:06:16.200]   how can what we see add to the story
[00:06:16.200 --> 00:06:19.260]   or tell a part of the story without words.
[00:06:19.260 --> 00:06:24.360]   - Well, I think that you actually know more about movies
[00:06:24.360 --> 00:06:26.680]   than I do, that's an impressive point.
[00:06:26.680 --> 00:06:27.760]   - Isn't that hilarious?
[00:06:27.760 --> 00:06:31.280]   I did not realize that I was gonna go on and on like that,
[00:06:31.280 --> 00:06:33.960]   but there's, I don't know, I guess what I think
[00:06:33.960 --> 00:06:35.960]   is that there's a lot of parts,
[00:06:35.960 --> 00:06:38.120]   there's a lot of moving parts to a movie.
[00:06:38.120 --> 00:06:42.000]   And I think I have been involved in enough filmings
[00:06:42.000 --> 00:06:44.760]   with classical conversations that I know
[00:06:44.760 --> 00:06:47.840]   it's a lot more involved than it looks like
[00:06:47.840 --> 00:06:49.360]   from the finished product.
[00:06:49.360 --> 00:06:50.320]   - Amen to that.
[00:06:50.320 --> 00:06:53.400]   Okay, well, let's say that a movie is like,
[00:06:53.400 --> 00:06:57.200]   if we relate that to the education life of our child,
[00:06:57.200 --> 00:07:00.320]   who might the child be in this metaphor?
[00:07:00.320 --> 00:07:08.000]   Does the child make all the shots?
[00:07:08.000 --> 00:07:12.560]   Does the child- - No, do they?
[00:07:12.560 --> 00:07:13.760]   - I, that's what I'm thinking.
[00:07:13.760 --> 00:07:16.840]   They like to think they should, right, or can, but-
[00:07:16.840 --> 00:07:19.120]   - Yes, and the older they get,
[00:07:19.120 --> 00:07:21.200]   the more they stick their oar in, you know,
[00:07:21.200 --> 00:07:25.560]   the more they want to be in the driver's seat.
[00:07:25.560 --> 00:07:30.040]   And I guess, really, Rachel, as they get ready to graduate,
[00:07:30.040 --> 00:07:32.680]   they should be learning to make some of those decisions.
[00:07:32.680 --> 00:07:34.160]   - That's true, yeah, that's true.
[00:07:34.160 --> 00:07:36.280]   - They should be, but-
