
[00:00:00.000 --> 00:00:03.320]   (upbeat music)
[00:00:03.320 --> 00:00:05.600]   - Welcome friends to this episode
[00:00:05.600 --> 00:00:08.460]   of the "Everyday Educator" podcast.
[00:00:08.460 --> 00:00:10.320]   I'm your host, Lisa Bailey,
[00:00:10.320 --> 00:00:13.600]   and I'm excited to spend some time with you today
[00:00:13.600 --> 00:00:16.960]   as we encourage one another, learn together,
[00:00:16.960 --> 00:00:19.760]   and ponder the delights and challenges
[00:00:19.760 --> 00:00:23.040]   that make homeschooling the adventure of a lifetime.
[00:00:23.040 --> 00:00:25.120]   Whether you're just considering
[00:00:25.120 --> 00:00:27.280]   this homeschooling possibility
[00:00:27.280 --> 00:00:31.560]   or deep into the daily delight of family learning,
[00:00:31.560 --> 00:00:35.160]   I believe you'll enjoy thinking along with us.
[00:00:35.160 --> 00:00:40.080]   But don't forget, although this online community is awesome,
[00:00:40.080 --> 00:00:45.080]   you'll find even closer support in a local CC community.
[00:00:45.080 --> 00:00:49.840]   So go to classicalconversations.com
[00:00:49.840 --> 00:00:54.440]   and find a community near you today.
[00:00:54.440 --> 00:00:57.400]   Well, listeners, welcome to this episode
[00:00:57.400 --> 00:01:00.720]   of the "Everyday Educator" podcast.
[00:01:00.720 --> 00:01:04.640]   I am excited to introduce some of my friends to you today,
[00:01:04.640 --> 00:01:06.520]   and we are going to talk
[00:01:06.520 --> 00:01:09.160]   kind of like a round table discussion,
[00:01:09.160 --> 00:01:10.800]   or you can close your eyes
[00:01:10.800 --> 00:01:13.880]   and pretend like we are all friends
[00:01:13.880 --> 00:01:17.240]   sitting around the fire with hot cocoa or hot tea.
[00:01:17.240 --> 00:01:19.280]   We are gonna talk about
[00:01:19.280 --> 00:01:21.840]   our homeschooling journeys together.
[00:01:21.840 --> 00:01:23.800]   And I have invited some friends
[00:01:23.800 --> 00:01:27.480]   who are at different spots on the homeschool journey
[00:01:27.480 --> 00:01:31.280]   so that all of our experiences can be represented.
[00:01:31.280 --> 00:01:35.440]   And I suspect that you will find a kindred spirit
[00:01:35.440 --> 00:01:40.280]   to walk along your journey with you.
[00:01:40.280 --> 00:01:44.400]   So you just enjoy the conversation
[00:01:44.400 --> 00:01:47.320]   that you can eavesdrop on with my friends.
[00:01:47.320 --> 00:01:49.200]   I have with me today,
[00:01:49.200 --> 00:01:52.320]   D'Lise, D'Lise say hello to all our friends.
[00:01:52.320 --> 00:01:53.600]   - Hey, everybody.
[00:01:53.600 --> 00:01:57.080]   - D'Lise has an adorable little guy.
