
[00:00:00.000 --> 00:00:02.760]   (upbeat music)
[00:00:02.760 --> 00:00:05.600]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.600 --> 00:00:08.300]   a show about upgrading your life, money, and travel.
[00:00:08.300 --> 00:00:10.140]   I'm Chris Hutchins, and today I'm talking
[00:00:10.140 --> 00:00:12.880]   to one of my favorite authors, Derek Sivers.
[00:00:12.880 --> 00:00:14.960]   He has a seemingly unlimited arsenal
[00:00:14.960 --> 00:00:16.920]   of incredible life advice that comes
[00:00:16.920 --> 00:00:19.020]   from one of the most unconventional life paths
[00:00:19.020 --> 00:00:20.720]   I've ever come across.
[00:00:20.720 --> 00:00:23.200]   He started his career as a professional musician,
[00:00:23.200 --> 00:00:25.900]   ended up joining the circus for almost 10 years
[00:00:25.900 --> 00:00:27.640]   until he started CD Baby,
[00:00:27.640 --> 00:00:30.100]   which became the largest seller of independent music
[00:00:30.100 --> 00:00:32.040]   on the web in the early 2000s,
[00:00:32.040 --> 00:00:34.380]   with over $100 million in sales.
[00:00:34.380 --> 00:00:36.180]   In 2008, he sold the company,
[00:00:36.180 --> 00:00:38.460]   giving away most of the proceeds to charity,
[00:00:38.460 --> 00:00:39.860]   and has been focused on a life
[00:00:39.860 --> 00:00:42.340]   of creating and learning ever since.
[00:00:42.340 --> 00:00:43.780]   We're all fortunate for that path
[00:00:43.780 --> 00:00:46.540]   because of the amazing writing he's done since then.
[00:00:46.540 --> 00:00:48.460]   So today, I'm gonna try to give you a glimpse
[00:00:48.460 --> 00:00:51.160]   at that wisdom as it relates to decision-making,
[00:00:51.160 --> 00:00:53.540]   aligning your actions with your personal values,
[00:00:53.540 --> 00:00:55.420]   living a more satisfying life,
[00:00:55.420 --> 00:00:58.000]   creating meaningful experiences, and a lot more.
[00:00:58.000 --> 00:01:00.640]   We'll also talk about why Derek thinks traveling
[00:01:00.640 --> 00:01:01.920]   with children is easier
[00:01:01.920 --> 00:01:04.680]   than just about any other parent I've met.
[00:01:04.680 --> 00:01:05.800]   It's a lot to cover,
[00:01:05.800 --> 00:01:07.880]   and I really hope you enjoy this episode.
[00:01:07.880 --> 00:01:09.960]   So let's jump in right after this.
[00:01:09.960 --> 00:01:14.080]   With the tax filing deadline around the corner,
[00:01:14.080 --> 00:01:17.040]   you're probably dreading sifting through all the paperwork
[00:01:17.040 --> 00:01:18.640]   to find those donation receipts,
[00:01:18.640 --> 00:01:20.800]   or wondering if you missed out on maximizing
[00:01:20.800 --> 00:01:23.000]   one of the most generous tax deductions,
[00:01:23.000 --> 00:01:24.640]   charitable contributions.
[00:01:24.640 --> 00:01:25.620]   Well, thanks to Daffy,
[00:01:25.620 --> 00:01:28.340]   I never have to go digging through emails or desk drawers
[00:01:28.340 --> 00:01:29.900]   to find my donation receipts,
[00:01:29.900 --> 00:01:32.500]   and I'm proud to be partnering with them for this episode
[00:01:32.500 --> 00:01:35.060]   because they've helped me be more intentional with my giving
[00:01:35.060 --> 00:01:37.740]   and maximize the tax benefits of charitable giving
[00:01:37.740 --> 00:01:39.060]   all in one place.
[00:01:39.060 --> 00:01:42.460]   Daffy is a modern platform and app for charitable giving,
[00:01:42.460 --> 00:01:45.980]   allowing you to give to any 501(c)(3) across the US
[00:01:45.980 --> 00:01:47.420]   with just a few taps.
[00:01:47.420 --> 00:01:49.820]   And because it houses all your charitable contributions,
[00:01:49.820 --> 00:01:52.020]   you only have one place to go at tax time,
[00:01:52.020 --> 00:01:55.560]   and you can easily automate and optimize your giving.
[00:01:55.560 --> 00:01:57.720]   Daffy does all of that by helping you set up
[00:01:57.720 --> 00:01:59.960]   a donor advised fund or DAF,
[00:01:59.960 --> 00:02:01.800]   which is a tax advantaged account
[00:02:01.800 --> 00:02:04.640]   that lets you contribute cash, stock, or crypto
[00:02:04.640 --> 00:02:06.960]   on a one-time or recurring basis.
[00:02:06.960 --> 00:02:10.000]   Take the tax deduction at the time of the contribution
[00:02:10.000 --> 00:02:11.460]   and then distribute that money
[00:02:11.460 --> 00:02:14.040]   to over one and a half million charities, schools,
[00:02:14.040 --> 00:02:17.460]   and faith-based organizations whenever you want to.
[00:02:17.460 --> 00:02:20.720]   So head on over to allthehacks.com/daffy
[00:02:20.720 --> 00:02:22.520]   if you want to start giving today.
[00:02:22.520 --> 00:02:24.960]   And for a limited time, if you visit that link,
[00:02:24.960 --> 00:02:26.800]   you can get a free $25
[00:02:26.800 --> 00:02:28.640]   to give to the charity of your choice.
[00:02:28.640 --> 00:02:33.640]   Again, that's allthehacks.com/daffy, D-A-F-F-Y.
[00:02:33.640 --> 00:02:38.000]   Derek, thanks for being here.
[00:02:38.000 --> 00:02:39.400]   - Thanks, Chris.
[00:02:39.400 --> 00:02:41.720]   - So from the outside looking in,
[00:02:41.720 --> 00:02:43.360]   when I read everything you write, I'm like,
[00:02:43.360 --> 00:02:44.960]   gosh, this guy has it all figured out.
[00:02:44.960 --> 00:02:47.280]   And for every aspect of life, I'm always like,
[00:02:47.280 --> 00:02:48.680]   oh, there's probably a post Derek wrote.
[00:02:48.680 --> 00:02:50.160]   I could just search up about this thing.
[00:02:50.160 --> 00:02:52.200]   I'm trying to make a decision or be a better parent.
[00:02:52.200 --> 00:02:54.320]   Do you feel like you have everything figured out?
[00:02:54.320 --> 00:02:56.040]   - I'm an explorer.
[00:02:56.040 --> 00:03:01.040]   So at any given moment, I might have figured out right now
[00:03:01.040 --> 00:03:04.440]   or I might've figured out yesterday's exploration
[00:03:04.440 --> 00:03:06.520]   and what I want to do about it,
[00:03:06.520 --> 00:03:08.840]   but then give it a few days and I'm off to somewhere new.
[00:03:08.840 --> 00:03:10.580]   - I want to make a bit of a theme of this
[00:03:10.580 --> 00:03:13.560]   because I think the average person listening
[00:03:13.560 --> 00:03:16.520]   isn't comfortable with that level of exploration
[00:03:16.520 --> 00:03:17.360]   in their life.
[00:03:17.360 --> 00:03:19.040]   How do you get comfortable saying,
[00:03:19.040 --> 00:03:20.560]   well, maybe I don't have to have this job.
[00:03:20.560 --> 00:03:22.320]   Maybe I don't have to live in this place
[00:03:22.320 --> 00:03:25.400]   and reframing it around what you want to do in the moment
[00:03:25.400 --> 00:03:27.080]   or what you should be doing.
[00:03:27.080 --> 00:03:28.800]   Is there a thing, maybe a tapiness
[00:03:28.800 --> 00:03:32.120]   that you kind of use to guide your exploration?
[00:03:32.120 --> 00:03:35.920]   - Intellectual interest, but also I'm usually led
[00:03:35.920 --> 00:03:39.840]   by whatever it feels I'm lacking now.
[00:03:39.840 --> 00:03:41.960]   And it sounds weird to put that so bluntly,
[00:03:41.960 --> 00:03:46.900]   but say you might be living in the middle of a city
[00:03:46.900 --> 00:03:50.320]   and you're too hectic and you're too booked up
[00:03:50.320 --> 00:03:51.640]   and you've got too many things going on
[00:03:51.640 --> 00:03:54.600]   and you think, if only I could go live
[00:03:54.600 --> 00:03:56.480]   in the middle of nowhere in the country.
[00:03:56.480 --> 00:03:59.080]   And so you do that, you make some changes in your life,
[00:03:59.080 --> 00:04:01.960]   you make your job remote or whatever it may be.
[00:04:01.960 --> 00:04:04.640]   And then you move off to the middle of nowhere
[00:04:04.640 --> 00:04:09.320]   and you get there and you go, ah, I've done it.
[00:04:09.320 --> 00:04:12.880]   And after a week or a month, you go,
[00:04:12.880 --> 00:04:14.960]   yeah, I kind of miss a little commotion.
[00:04:14.960 --> 00:04:17.460]   And so you start pursuing something
[00:04:17.460 --> 00:04:19.500]   to put a little commotion back in your life.
[00:04:19.500 --> 00:04:21.460]   I think we're often driven by what we feel
[00:04:21.460 --> 00:04:23.180]   that we're lacking right now.
[00:04:23.180 --> 00:04:24.060]   And so I do that too.
[00:04:24.060 --> 00:04:26.500]   It's like the pendulum swinging.
[00:04:26.500 --> 00:04:28.900]   The pendulum goes too far off to one end
[00:04:28.900 --> 00:04:31.140]   and it kind of goes, ah, I wish I had a little gravity
[00:04:31.140 --> 00:04:32.500]   bringing me back to the center.
[00:04:32.500 --> 00:04:34.820]   And so the pendulum swings back to the center,
[00:04:34.820 --> 00:04:36.420]   but then it keeps swinging to the other end
[00:04:36.420 --> 00:04:38.860]   and it goes, ah, yeah, I wish I had something
[00:04:38.860 --> 00:04:40.540]   bringing me back there again.
[00:04:40.540 --> 00:04:45.400]   So that's probably driving a lot of my pursuits.
[00:04:45.400 --> 00:04:51.520]   But let's say that combined with the intellectual curiosity
[00:04:51.520 --> 00:04:53.160]   drives you to just try something new.
[00:04:53.160 --> 00:04:55.600]   - Now, if we rewind, you said the person living in the city
[00:04:55.600 --> 00:04:58.240]   feels overwhelmed so they move to the middle of nowhere.
[00:04:58.240 --> 00:05:00.200]   I imagine that most of those people
[00:05:00.200 --> 00:05:01.960]   are actually not going to do the move.
[00:05:01.960 --> 00:05:04.840]   I think most of the people probably get stuck in a situation
[00:05:04.840 --> 00:05:08.200]   saying, I'm living in the city, everything's overwhelming.
[00:05:08.200 --> 00:05:13.180]   Wouldn't it be nice to go just disconnect for a month,
[00:05:13.180 --> 00:05:15.020]   but I just can't do that.
[00:05:15.020 --> 00:05:17.620]   So I want to rewind to that narrative
[00:05:17.620 --> 00:05:20.500]   and say, how have you been the kind of person
[00:05:20.500 --> 00:05:25.060]   that's been able to do that when so many people six months later
[00:05:25.060 --> 00:05:27.220]   are still saying, I'm still in the city,
[00:05:27.220 --> 00:05:31.300]   I'm still overwhelmed, I'm still frustrated in my job?
[00:05:31.300 --> 00:05:34.020]   Is there some thing that you've unlocked
[00:05:34.020 --> 00:05:37.420]   that allows you to do what so many people can't?
[00:05:37.420 --> 00:05:41.060]   - I think I've always pursued that, even since I was a teenager.
[00:05:41.060 --> 00:05:41.900]   Now, hold on.
[00:05:41.900 --> 00:05:43.180]   You said one key thing in there.
[00:05:43.180 --> 00:05:46.260]   You said three months later or six months later.
