
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.560]   Welcome back to the podcast.
[00:00:05.560 --> 00:00:07.880]   Last Wednesday, we looked at the fact
[00:00:07.880 --> 00:00:10.040]   that God makes much of us, his children.
[00:00:10.040 --> 00:00:12.000]   He really does make much of us.
[00:00:12.000 --> 00:00:14.520]   Why does he make so much of us?
[00:00:14.520 --> 00:00:17.960]   He makes so much of us because he is glorifying himself
[00:00:17.960 --> 00:00:20.080]   by redeeming us.
[00:00:20.080 --> 00:00:24.040]   In ABJ 1772, we looked at that point in detail.
[00:00:24.040 --> 00:00:26.200]   But in that same sermon, we get another point added.
[00:00:26.200 --> 00:00:28.920]   It's a follow-up, and one essential
[00:00:28.920 --> 00:00:32.000]   to the overall argument Pastor John is making.
[00:00:32.000 --> 00:00:33.880]   And it's worth reflecting on here in the podcast
[00:00:33.880 --> 00:00:36.680]   because Pastor John knows that for many people,
[00:00:36.680 --> 00:00:38.080]   to hear that they were saved
[00:00:38.080 --> 00:00:40.760]   so that God would glorify himself in us
[00:00:40.760 --> 00:00:45.540]   seems to take away some of the luster of that love.
[00:00:45.540 --> 00:00:48.400]   Pastor John will directly push back against that point
[00:00:48.400 --> 00:00:49.240]   a little bit later.
[00:00:49.240 --> 00:00:51.640]   He'll answer that question and that concern
[00:00:51.640 --> 00:00:54.160]   and show clearly why it's not less loving
[00:00:54.160 --> 00:00:56.260]   for God to love us for himself.
[00:00:56.260 --> 00:00:59.520]   But before we get there, and we'll get there soon,
[00:00:59.520 --> 00:01:01.520]   Pastor John wants to simply dwell
[00:01:01.520 --> 00:01:03.660]   on this previously stated fact.
[00:01:03.660 --> 00:01:07.120]   If you are God's blood-bought child,
[00:01:07.120 --> 00:01:10.680]   God makes much of you.
[00:01:10.680 --> 00:01:13.040]   He does, he really does.
[00:01:13.040 --> 00:01:15.300]   In fact, he makes more of you and more of me
[00:01:15.300 --> 00:01:17.820]   than we could ever dare imagine.
[00:01:17.820 --> 00:01:20.740]   Here's the biblical proof he was eager to share
[00:01:20.740 --> 00:01:23.840]   with his church, and this is what he told them.
[00:01:23.840 --> 00:01:26.540]   So that's what I meant when I said,
[00:01:26.540 --> 00:01:30.140]   why does the Bible relentlessly reveal
[00:01:30.140 --> 00:01:33.000]   the love of God for us in a way
[00:01:33.000 --> 00:01:36.460]   that constantly calls attention to the fact
[00:01:36.460 --> 00:01:39.140]   that it is done for his glory?
[00:01:39.140 --> 00:01:41.580]   Because so many people, when they hear that,
[00:01:41.580 --> 00:01:44.160]   feel it as not loving.
[00:01:44.160 --> 00:01:50.100]   The point of those texts throughout the Bible
[00:01:50.100 --> 00:01:55.100]   where God performs his love for us for his glory
[00:01:55.100 --> 00:02:00.160]   is to show that he loves us in the greatest possible way.
[00:02:00.160 --> 00:02:02.920]   Why?
[00:02:02.920 --> 00:02:04.760]   How does that show that it's a greater love?
[00:02:04.760 --> 00:02:09.000]   How is it a greater love when he loves me for his glory
[00:02:09.000 --> 00:02:12.080]   than if he just loved me and it all terminated on me?
[00:02:12.080 --> 00:02:15.920]   Well, before I answer that question,
[00:02:15.920 --> 00:02:17.960]   I will answer it.
[00:02:17.960 --> 00:02:22.580]   Before I answer it, let me dwell with you
[00:02:22.580 --> 00:02:27.580]   on the truth that evidently some have assumed,
[00:02:27.580 --> 00:02:34.320]   I denied, in asking, do you feel more loved by God
[00:02:34.320 --> 00:02:36.820]   when he makes much of you?
[00:02:36.820 --> 00:02:40.360]   Or do you feel more loved by God when he frees you
[00:02:40.360 --> 00:02:43.400]   at the cost of his son to enjoy making much of him forever?
[00:02:43.400 --> 00:02:46.500]   It's been assumed by some, oh, you don't think
[00:02:46.500 --> 00:02:48.800]   he makes much of us.
[00:02:48.800 --> 00:02:52.200]   Well, that's a non sequitur.
[00:02:52.200 --> 00:02:56.300]   It doesn't follow from what I said, but okay,
[00:02:56.300 --> 00:02:58.820]   I don't want to defend myself.
[00:02:58.820 --> 00:03:01.960]   Some have gotten that idea and I would like to now fix it
[00:03:01.960 --> 00:03:04.760]   and keep fixing it.
[00:03:04.760 --> 00:03:06.920]   If I get things imbalanced, I'd like to get them
[00:03:06.920 --> 00:03:09.000]   back into balance, okay?
[00:03:09.000 --> 00:03:14.000]   So here we are, trying to help those who heard it that way.
[00:03:14.740 --> 00:03:17.900]   The answer is yes, God makes more of you
[00:03:17.900 --> 00:03:21.080]   than you could ever imagine.
[00:03:21.080 --> 00:03:25.100]   And I will blow you away for the next five minutes, okay?
[00:03:25.100 --> 00:03:30.840]   Put your seatbelt on if you have trouble
[00:03:30.840 --> 00:03:33.080]   with being made much of by God
[00:03:33.080 --> 00:03:35.260]   because you might leave otherwise.
[00:03:35.260 --> 00:03:39.760]   Number one, I think I have seven of these
[00:03:39.760 --> 00:03:41.360]   and they'll go back quickly.
[00:03:41.360 --> 00:03:46.360]   Number one, God makes much of us by being pleased with us
[00:03:46.360 --> 00:03:49.760]   and commending our lives.
[00:03:49.760 --> 00:03:54.100]   Alan Jacobs wrote a great biography of C.S. Lewis
[00:03:54.100 --> 00:03:56.600]   and he says in C.S. Lewis's biography
[00:03:56.600 --> 00:04:00.420]   that the greatest sermon that C.S. Lewis ever preached
[00:04:00.420 --> 00:04:02.020]   was called the weight of glory.
[00:04:02.020 --> 00:04:08.500]   That is, believers will one day have a weight of glory
[00:04:09.420 --> 00:04:12.680]   that will be so heavy they will imagine,
[00:04:12.680 --> 00:04:15.400]   I don't know if I can bear this, it's so good.
[00:04:15.400 --> 00:04:20.220]   What do you think the weight of glory was in that sermon?
[00:04:20.220 --> 00:04:25.860]   It was the words, well done, good and faithful servant.
[00:04:25.860 --> 00:04:29.440]   And here's what Lewis said.
[00:04:29.440 --> 00:04:36.160]   To please God, to be a real ingredient
[00:04:36.500 --> 00:04:41.500]   in the divine happiness, to be loved by God
[00:04:41.500 --> 00:04:45.600]   not merely pitied but delighted in,
[00:04:45.600 --> 00:04:51.620]   as an artist delights in his work or a father in his son,
[00:04:51.620 --> 00:04:55.460]   it seems impossible.
[00:04:55.460 --> 00:04:59.420]   A weight or a burden of glory
[00:04:59.420 --> 00:05:04.420]   which our thoughts can hardly sustain, but so it is.
[00:05:05.380 --> 00:05:09.100]   But so it is and he's right.
[00:05:09.100 --> 00:05:11.980]   That's number one.
[00:05:11.980 --> 00:05:17.860]   God makes much of us by being pleased with us,
[00:05:17.860 --> 00:05:22.860]   making us an ingredient, ingredient in the divine happiness.
[00:05:22.860 --> 00:05:29.140]   Like a artist with something he painted
[00:05:29.140 --> 00:05:32.100]   or like a father, a son.
[00:05:33.140 --> 00:05:35.880]   Number two, God makes much of us
[00:05:35.880 --> 00:05:40.880]   by making us fellow heirs with his son who owns everything.
[00:05:40.880 --> 00:05:48.780]   Blessed are the meek for they shall inherit the what?
[00:05:48.780 --> 00:05:51.220]   I wonder if you believe that.
[00:05:51.220 --> 00:05:56.580]   I do, mine.
[00:05:56.580 --> 00:06:00.780]   I don't need it now therefore, right?
[00:06:00.780 --> 00:06:02.860]   I don't need it now, I don't need to scrounge
[00:06:02.860 --> 00:06:06.780]   to get a piece of earth for about 50 years
[00:06:06.780 --> 00:06:09.460]   and then maybe lose everything.
[00:06:09.460 --> 00:06:12.260]   I am very happy to belong to King Jesus,
[00:06:12.260 --> 00:06:15.220]   be a fellow heir of Jesus Christ who owns the universe
[00:06:15.220 --> 00:06:20.220]   and get my globe at death or maybe at the resurrection.
[00:06:20.220 --> 00:06:24.700]   And I won't mind sharing it with you.
[00:06:24.700 --> 00:06:28.020]   And if that's a problem, he'll make another globe.
[00:06:28.020 --> 00:06:29.860]   In fact, he won't have to make another globe,
[00:06:29.860 --> 00:06:30.900]   they're out there.
[00:06:31.820 --> 00:06:36.820]   You get quasar 10, which is probably greener.
[00:06:36.820 --> 00:06:42.540]   The promise to Abraham, I'm reading another text
[00:06:42.540 --> 00:06:45.700]   on this point, the promise to Abraham and his offspring
[00:06:45.700 --> 00:06:49.860]   is that he would be heir of the world.
[00:06:49.860 --> 00:06:51.100]   Are you an heir of Abraham?
[00:06:51.100 --> 00:06:52.420]   You indeed are an heir.
[00:06:52.420 --> 00:06:55.380]   In Christ, we are Abraham's offspring
[00:06:55.380 --> 00:06:58.660]   and Abraham was promised the world, Romans 4, 13.
[00:06:58.660 --> 00:07:00.580]   One more, 1 Corinthians 3, 21.
[00:07:00.580 --> 00:07:01.620]   Is this the best of all?
[00:07:01.620 --> 00:07:03.100]   Probably.
[00:07:03.100 --> 00:07:04.900]   Let no one boast of men.
