
[00:00:00.000 --> 00:00:06.720]   So I've been writing about time management for a long time now. When I was 22 years old,
[00:00:06.720 --> 00:00:11.780]   I wrote a book called How to Become a Straight-A Student. Here it is for people who are watching
[00:00:11.780 --> 00:00:18.100]   instead of just listening. It was supposed to be a book of no-nonsense advice about how to get good
[00:00:18.100 --> 00:00:23.380]   grades in college. Had a quiet start. This book's actually quietly done well in the background. I
[00:00:23.380 --> 00:00:28.740]   think it sold like over 300,000 copies quietly since it came out in 2006. Anyways, this book
[00:00:28.740 --> 00:00:33.180]   includes a chapter. I'd forgotten this, but I saw the other day, this book includes a chapter
[00:00:33.180 --> 00:00:38.680]   where I describe a time management system for students. And the title of that chapter
[00:00:38.680 --> 00:00:45.700]   is How to Manage Your Time in Five Minutes a Day. This was written back 20 years ago.
[00:00:45.700 --> 00:00:49.580]   So I thought what would be interesting would be for me to go back and reread that chapter.
[00:00:49.580 --> 00:00:54.600]   Let's go back and revisit my ideas from 20 years ago about how to manage your time. Because what
[00:00:54.600 --> 00:00:59.720]   I'm really curious about is to see where was I on the something that remains true today? And where
[00:00:59.720 --> 00:01:04.120]   are there, where is there advice from 20 years ago that no longer holds to today? So what works from
[00:01:04.120 --> 00:01:09.080]   before and what doesn't? I decided not to really revisit this until we were live here on air. So
[00:01:09.080 --> 00:01:12.840]   this should be, should be interesting. God knows what's in here, Jesse.
[00:01:13.040 --> 00:01:18.240]   I'm looking forward to it. Yeah. It's going to be a lot of, let me tell you this by 2025,
[00:01:18.240 --> 00:01:24.820]   our biggest problem is going to be finding air parking for our flying cars. And let me tell you
[00:01:24.820 --> 00:01:28.940]   the, I guess I was going to do a whole like Donald Trump thing, but I only know, I guess he was on TV
[00:01:28.940 --> 00:01:36.120]   then. I don't know. All right, let's get into it. I'm going to open my book here. Page 19.
[00:01:37.900 --> 00:01:43.560]   Boom. All right. Manage your times in five minutes a day. I'm nervous about this. I haven't read this
[00:01:43.560 --> 00:01:48.000]   in a while. Here's the intro to this, this chapter. Real straight A students, like most reasonable
[00:01:48.000 --> 00:01:52.980]   students, hate time management. After all, college is supposed to be about intellectual curiosity,
[00:01:52.980 --> 00:01:56.580]   making new friends, becoming obsessed with needlessly complicated drinking games. See,
[00:01:56.580 --> 00:02:01.260]   that was social proof, Jesse. I was proving to the reader. See, I'm young too. I'm on your page
[00:02:01.260 --> 00:02:06.080]   drinking. An overwhelming interest in time management is best left to harried business executives.
[00:02:06.080 --> 00:02:10.600]   Oh man, that's me now. Or perhaps pre-meds at the same time. However, you can't abandon
[00:02:10.600 --> 00:02:15.820]   all attempts to keep tabs on your schedule. Uh, and so I'm going to give you some time management,
[00:02:15.820 --> 00:02:21.220]   blah, blah, blah. All right. So the setup is like, we're reluctantly going to do time management. We
[00:02:21.220 --> 00:02:24.540]   don't want to spend too much time thinking about this. So I guess I was really worried about students
[00:02:24.540 --> 00:02:27.820]   saying like, look, man, this is square. Cause that's the way we talked back then, Jesse.
[00:02:27.820 --> 00:02:33.820]   This is square, man. I'm looking for tubular advice. I don't want to hear about time management.
[00:02:33.820 --> 00:02:36.920]   So I was being careful about it. All right. I lay out now in the chapter,
[00:02:36.920 --> 00:02:43.920]   here are my criteria for a time management system. Four things. One requires no more than five to 10
[00:02:43.920 --> 00:02:48.960]   minutes of effort in a single 24 hour period. Two doesn't force an unchangeable minute by minute
[00:02:48.960 --> 00:02:53.900]   schedule on your day. That's interesting. That changed. Three helps you remember, plan and complete
[00:02:53.900 --> 00:02:59.380]   important tasks before the very last moment. And four can quickly be restarted after periods of
[00:02:59.380 --> 00:03:05.480]   neglect. Interesting thing I'm noticing already, Jesse, is like this tone reminds me of early Tim
[00:03:05.480 --> 00:03:11.700]   Ferris. But this is before, for our work week is before I knew Tim or I'd read his book. So there's,
[00:03:11.700 --> 00:03:17.160]   it must've been in the air back then. That's sort of really declarative, you know, like ambitious,
