
[00:00:00.000 --> 00:00:02.160]   (beeping)
[00:00:02.160 --> 00:00:14.240]   - Welcome back to Ask the Compound.
[00:00:14.240 --> 00:00:15.740]   We're joined today by Gandalf.
[00:00:15.740 --> 00:00:18.680]   Still wearing his California hat,
[00:00:18.680 --> 00:00:20.440]   couldn't get out of the California mood.
[00:00:20.440 --> 00:00:22.120]   Wanted to thank everyone for coming out to Future Proof.
[00:00:22.120 --> 00:00:23.520]   We even had a handful of people come up to us
[00:00:23.520 --> 00:00:25.800]   and say, "Hey, you answered my question on the show before."
[00:00:25.800 --> 00:00:27.240]   - Yeah, that was cool.
[00:00:27.240 --> 00:00:29.040]   - Everyone was out in full force.
[00:00:29.040 --> 00:00:30.760]   And we're all kind of just getting home,
[00:00:30.760 --> 00:00:33.360]   people playing catch-up, so it's just me and Duncan today.
[00:00:33.360 --> 00:00:34.760]   No guests.
[00:00:34.760 --> 00:00:36.720]   I picked five questions.
[00:00:36.720 --> 00:00:40.340]   Remember, askthecompoundshow@gmail.com is our email here.
[00:00:40.340 --> 00:00:42.920]   - To me, I feel like I'm half a person today
[00:00:42.920 --> 00:00:44.760]   because half my voice is still gone.
[00:00:44.760 --> 00:00:45.600]   - Okay.
[00:00:45.600 --> 00:00:48.780]   Duncan lost his voice literally the first day of the event.
[00:00:48.780 --> 00:00:49.620]   - Yeah.
[00:00:49.620 --> 00:00:50.440]   - So it didn't last long.
[00:00:50.440 --> 00:00:51.280]   - We talked to a lot of people, though.
[00:00:51.280 --> 00:00:53.080]   That's what's always so fun about Future Proof.
[00:00:53.080 --> 00:00:53.920]   - It was, yeah.
[00:00:53.920 --> 00:00:55.000]   - Got to meet so many cool people,
[00:00:55.000 --> 00:00:56.320]   talk with a lot of people. - It was great.
[00:00:56.320 --> 00:00:57.160]   Yeah. - Great time.
[00:00:57.160 --> 00:00:58.520]   - People who listen to and watch our shows,
[00:00:58.520 --> 00:01:01.080]   a ton of people, so yeah, it was a lot of fun.
[00:01:01.080 --> 00:01:01.920]   Let's do it.
[00:01:01.920 --> 00:01:04.680]   - Okay, so up first today, we have a question.
[00:01:04.680 --> 00:01:08.680]   I'm gonna not save a name because it's a little specific.
[00:01:08.680 --> 00:01:10.560]   But they write in and say, "I recently started looking
[00:01:10.560 --> 00:01:12.440]   "at my mother-in-law's retirement account.
[00:01:12.440 --> 00:01:15.000]   "She's been with an advisor since late 2010
[00:01:15.000 --> 00:01:18.340]   "and has a 2.61% annual return.
[00:01:18.340 --> 00:01:20.520]   "According to their chart, the S&P 500
[00:01:20.520 --> 00:01:24.320]   "had a 12.95% annual return during the same period.
[00:01:24.320 --> 00:01:27.240]   "I know she shouldn't expect a return equal to the S&P
[00:01:27.240 --> 00:01:29.520]   "since she has a 60/40 portfolio,
[00:01:29.520 --> 00:01:32.120]   "but it's frustrating how much she's underperformed.
[00:01:32.120 --> 00:01:34.840]   "She has a new advisor at," and it's the same place,
[00:01:34.840 --> 00:01:38.700]   but redacted, "that has her in a few mutual funds
[00:01:38.700 --> 00:01:41.900]   "but has 60% of her equity exposure in seven stocks
[00:01:41.900 --> 00:01:44.360]   "that he changes two to four times a year.
