
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:04.940]   - Hey, everyone.
[00:00:04.940 --> 00:00:06.620]   Welcome to the Latent Space Podcast.
[00:00:06.620 --> 00:00:09.220]   This is Alessio, partner and CTO at Decibel Partners,
[00:00:09.220 --> 00:00:12.040]   and I'm joined by my co-host, Swiggs, founder of Small AI.
[00:00:12.040 --> 00:00:14.840]   - Hey, and today we're still in our sort of makeshift
[00:00:14.840 --> 00:00:17.360]   in-between studio, but we're very delighted
[00:00:17.360 --> 00:00:20.640]   to have a former returning guest host, Itamar.
[00:00:20.640 --> 00:00:21.600]   Welcome back.
[00:00:21.600 --> 00:00:23.360]   - Great to be here after a year or more.
[00:00:23.360 --> 00:00:24.640]   - Yeah, a year and a half.
[00:00:24.640 --> 00:00:26.920]   You're one of our earliest guests on Agents.
[00:00:26.920 --> 00:00:29.760]   Now you're CEO co-founder of Kodo.
[00:00:29.760 --> 00:00:30.600]   - Right.
[00:00:30.600 --> 00:00:31.600]   - Which has been, it's just been renamed.
[00:00:31.600 --> 00:00:34.240]   You also raised a $30 million Series A.
[00:00:34.240 --> 00:00:35.320]   - Series A was 40.
[00:00:35.320 --> 00:00:37.000]   - 40, $40 million Series A,
[00:00:37.000 --> 00:00:39.160]   and we can get caught up on everything,
[00:00:39.160 --> 00:00:41.940]   but we're also delighted to have our new guest, Eric.
[00:00:41.940 --> 00:00:42.780]   Welcome.
[00:00:42.780 --> 00:00:43.800]   - Thank you. Excited to be here.
[00:00:43.800 --> 00:00:45.280]   - Should I say Bolt or StackBlitz?
[00:00:45.280 --> 00:00:47.600]   Like, is it like its own company now or?
[00:00:47.600 --> 00:00:50.280]   - Yeah, Bolt's definitely Bolt.new.
[00:00:50.280 --> 00:00:52.520]   That's the thing that we're probably the most known for,
[00:00:52.520 --> 00:00:54.480]   I imagine, at this point.
[00:00:54.480 --> 00:00:55.520]   - Which is ridiculous to say
[00:00:55.520 --> 00:00:57.800]   because you were working at StackBlitz for so long.
[00:00:57.800 --> 00:00:59.720]   - Yeah, I mean, it was within a week,
[00:00:59.720 --> 00:01:02.780]   we were doing like double the amount of traffic.
[00:01:02.780 --> 00:01:04.480]   And StackBlitz had been online for seven years,
[00:01:04.480 --> 00:01:05.320]   and we were like, what?
[00:01:05.320 --> 00:01:07.600]   But anyways, yeah, so we're StackBlitz,
[00:01:07.600 --> 00:01:09.440]   the company behind Bolt.new.
[00:01:09.440 --> 00:01:11.720]   If you've heard of Bolt.new, that's our stuff, so.
[00:01:11.720 --> 00:01:13.000]   - Yeah, yeah, excellent.
[00:01:13.000 --> 00:01:14.400]   - I see, by the way, that the founder mode,
[00:01:14.400 --> 00:01:16.160]   you need to know to capture opportunities.
[00:01:16.160 --> 00:01:18.720]   So, like, kudos on doing that, right?
[00:01:18.720 --> 00:01:20.080]   Like, you're working on some technology,
[00:01:20.080 --> 00:01:23.760]   and then suddenly you can exploit that to a new world.
[00:01:23.760 --> 00:01:25.840]   - Totally, yeah, I mean, you know, I think,
[00:01:25.840 --> 00:01:28.600]   well, not to jump, but at least 100%.
[00:01:28.600 --> 00:01:31.960]   I mean, that's, I mean, kind of a couple of months ago,
[00:01:31.960 --> 00:01:34.400]   we had the idea for Bolt earlier this year,
[00:01:34.400 --> 00:01:36.560]   you know, we haven't really shared this too much publicly,
[00:01:36.560 --> 00:01:38.000]   but like, you know, we actually had tried to build it
[00:01:38.000 --> 00:01:39.720]   with some of the state-of-the-art models
[00:01:39.720 --> 00:01:41.320]   back in January, you know, February,
[00:01:41.320 --> 00:01:42.640]   you can kind of imagine which,
[00:01:42.640 --> 00:01:44.520]   and they just like weren't good enough
[00:01:44.520 --> 00:01:46.600]   to actually do the code generation
[00:01:46.600 --> 00:01:48.840]   where the code was accurate and, you know,
[00:01:48.840 --> 00:01:50.000]   it was fast and whatever have you,
[00:01:50.000 --> 00:01:51.120]   without a ton of like rag,
