
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.120]   - John Piper is back with us
[00:00:07.120 --> 00:00:09.720]   coming off of a six week writing leave.
[00:00:09.720 --> 00:00:11.600]   And Pastor John, you have written a new book
[00:00:11.600 --> 00:00:14.600]   and I wanna talk to you about what you've written soon.
[00:00:14.600 --> 00:00:16.820]   But first, as a writer, I would love to know
[00:00:16.820 --> 00:00:18.320]   what you've learned more generally
[00:00:18.320 --> 00:00:21.240]   about the writing process from this past six weeks.
[00:00:21.240 --> 00:00:24.440]   And maybe give us some lessons that writers can learn from
[00:00:24.440 --> 00:00:26.920]   as you reflect back on this time.
[00:00:26.920 --> 00:00:29.760]   - It's a huge gift to have a writing leave.
[00:00:29.760 --> 00:00:33.080]   Most writers write in between things
[00:00:33.080 --> 00:00:36.240]   and I get this incredible gift of once a year or so
[00:00:36.240 --> 00:00:39.880]   getting six to eight weeks where I can do nothing but write.
[00:00:39.880 --> 00:00:42.800]   And for me, the conceptualization stage
[00:00:42.800 --> 00:00:44.840]   is the absolute hardest.
[00:00:44.840 --> 00:00:47.040]   I tend to quit before I get started.
[00:00:47.040 --> 00:00:49.320]   It's so frustrating.
[00:00:49.320 --> 00:00:51.240]   But once I'm off and running, you know,
[00:00:51.240 --> 00:00:52.500]   it's like pushing a car.
[00:00:52.500 --> 00:00:54.480]   Getting the thing going is hard.
[00:00:54.480 --> 00:00:55.600]   But once you get it rolling,
[00:00:55.600 --> 00:00:57.520]   then you could probably keep it going by yourself.
[00:00:57.520 --> 00:01:00.880]   And you need about six guys to get started with it.
[00:01:00.880 --> 00:01:04.440]   So I stepped back and asked,
[00:01:04.440 --> 00:01:07.200]   what did I learn about that initial process
[00:01:07.200 --> 00:01:09.200]   and then the actual writing?
[00:01:09.200 --> 00:01:11.760]   And I'm assuming here that we're talking
[00:01:11.760 --> 00:01:15.720]   about a nonfiction book, about a topic.
[00:01:15.720 --> 00:01:18.280]   And I'm assuming that people are writing
[00:01:18.280 --> 00:01:21.440]   against the backdrop of ongoing Bible reading
[00:01:21.440 --> 00:01:23.840]   and meditation and prayer and participation
[00:01:23.840 --> 00:01:25.720]   in a local church.
[00:01:25.720 --> 00:01:26.840]   That's assumption.
[00:01:26.840 --> 00:01:28.120]   So here's number one.
[00:01:28.120 --> 00:01:32.840]   Plan a block of time that you can commit to regularly.
[00:01:32.840 --> 00:01:35.600]   For me, that was every day, six days a week
[00:01:35.600 --> 00:01:37.120]   from about nine in the morning
[00:01:37.120 --> 00:01:42.120]   after devotions and exercise and breakfast.
[00:01:42.120 --> 00:01:45.520]   So about nine in the morning to about seven in the evening
[00:01:45.520 --> 00:01:47.760]   with maybe half hour off for lunch.
[00:01:47.760 --> 00:01:52.460]   Number two, decide on a general topic
[00:01:52.460 --> 00:01:54.680]   that you intend to address.
[00:01:54.680 --> 00:01:58.520]   For me, that was a want to write a book about the Bible.
[00:01:58.520 --> 00:02:03.120]   And I thought it was a book about how to get from the Bible,
[00:02:03.120 --> 00:02:06.600]   the treasures of the Bible and how to live those out.
[00:02:06.600 --> 00:02:10.280]   In other words, a how-to book about using the Bible
[00:02:10.280 --> 00:02:14.560]   most effectively in your spiritual walk.
[00:02:14.560 --> 00:02:17.720]   And I proved to be totally wrong about that,
[00:02:17.720 --> 00:02:19.080]   but that should encourage people
[00:02:19.080 --> 00:02:20.920]   that you can set out to write something
[00:02:20.920 --> 00:02:23.320]   and then wind up writing something totally different.
[00:02:23.320 --> 00:02:24.600]   So that's number two.
[00:02:24.600 --> 00:02:26.440]   Pick out the general topic.
[00:02:26.440 --> 00:02:31.440]   Number three, pray earnestly and call upon others to pray.
[00:02:31.440 --> 00:02:34.240]   I have a whole prayer team
[00:02:34.240 --> 00:02:37.120]   that I keep posted on what I'm doing.
[00:02:37.120 --> 00:02:40.240]   Pray and have others pray for you.
[00:02:40.240 --> 00:02:43.680]   Pray daily, pray hourly over your work
[00:02:43.680 --> 00:02:45.920]   and ask God for motivation.
[00:02:45.920 --> 00:02:50.000]   Ask him for perseverance and for insight and creativity
[00:02:50.000 --> 00:02:54.480]   and ask him for competence and truthfulness
[00:02:54.480 --> 00:02:56.920]   and faithfulness to the scriptures.
[00:02:56.920 --> 00:03:00.920]   Ask him for a touch from God
[00:03:00.920 --> 00:03:04.800]   that will make the book a great honor to Christ
[00:03:04.800 --> 00:03:06.660]   and good for the church
[00:03:06.660 --> 00:03:09.760]   and an advancement to the global mission
[00:03:09.760 --> 00:03:10.600]   of the people of God.
[00:03:10.600 --> 00:03:14.000]   That's the way I pray about what I write.
[00:03:14.000 --> 00:03:19.000]   Number four, read over what you have already written
[00:03:19.880 --> 00:03:22.160]   about the topic.
[00:03:22.160 --> 00:03:25.800]   So for me, that was like 30 sermons
[00:03:25.800 --> 00:03:28.760]   that I'd written about this topic over the years,
[00:03:28.760 --> 00:03:31.120]   and I did not want to take the time to do that,
