
[00:00:00.000 --> 00:00:03.320]   [Silence]
[00:00:03.320 --> 00:00:05.640]   Because of the structure of alcohol,
[00:00:05.640 --> 00:00:09.680]   it is what's called both water-soluble and fat-soluble.
[00:00:09.680 --> 00:00:12.360]   Translated into what's meaningful for you,
[00:00:12.360 --> 00:00:14.680]   what that means is when you drink alcohol,
[00:00:14.680 --> 00:00:18.400]   it can pass into all the cells and tissues of your body.
[00:00:18.400 --> 00:00:21.740]   It has no trouble just passing right into those cells.
[00:00:21.740 --> 00:00:24.680]   So unlike a lot of substances and drugs
[00:00:24.680 --> 00:00:26.920]   that actually attach to the surface of cells,
[00:00:26.920 --> 00:00:29.200]   to receptors as they're called, little parking spots,
[00:00:29.200 --> 00:00:32.320]   and then trigger a bunch of downstreams,
[00:00:32.320 --> 00:00:34.680]   like domino cascades of effects,
[00:00:34.680 --> 00:00:37.560]   alcohol actually has its own direct effects on cells
[00:00:37.560 --> 00:00:40.280]   because it can really just pass into those cells.
[00:00:40.280 --> 00:00:42.800]   So it's water and fat-soluble,
[00:00:42.800 --> 00:00:46.000]   and the fact that it can pass into so many organs and cells
[00:00:46.000 --> 00:00:50.280]   so easily is really what explains its damaging effects.
[00:00:50.280 --> 00:00:52.840]   I should mention that there are three main types of alcohol.
[00:00:52.840 --> 00:00:56.280]   There's isopropyl, methyl, and ethyl alcohol,
[00:00:56.280 --> 00:00:59.400]   and only the last one, ethyl alcohol or ethanol,
[00:00:59.400 --> 00:01:01.280]   is fit for human consumption.
[00:01:01.280 --> 00:01:04.320]   However, it is still toxic, okay?
[00:01:04.320 --> 00:01:08.720]   It produces substantial stress and damage to cells.
[00:01:08.720 --> 00:01:10.160]   I'd love to be able to tell you otherwise,
[00:01:10.160 --> 00:01:11.720]   but that's just a fact.
[00:01:11.720 --> 00:01:15.200]   Ethanol produces substantial damage to cells,
[00:01:15.200 --> 00:01:18.560]   and it does that because when you ingest ethanol,
[00:01:18.560 --> 00:01:20.360]   it has to be converted into something else
[00:01:20.360 --> 00:01:22.460]   because it is toxic to the body.
