
[00:00:00.000 --> 00:00:04.680]   - Big segments of the public feel like they caught us
[00:00:04.680 --> 00:00:08.740]   in something as scientists, and we won't admit it.
[00:00:08.740 --> 00:00:11.900]   And they're not just pissed off, they're kind of like done.
[00:00:11.900 --> 00:00:13.480]   I hear it all the time.
[00:00:13.480 --> 00:00:14.980]   And again, this isn't the health and wellness
[00:00:14.980 --> 00:00:19.420]   supplement taking, you know, anti-woke crowd.
[00:00:19.420 --> 00:00:22.560]   This is a big segment of the population that is like,
[00:00:22.560 --> 00:00:23.760]   I don't want to hear about it.
[00:00:23.760 --> 00:00:25.880]   I don't care if labs get funded.
[00:00:25.880 --> 00:00:29.040]   I want to know why we were lied to
[00:00:29.040 --> 00:00:33.120]   or the scientific community can't admit fault.
[00:00:33.120 --> 00:00:35.220]   I just want to land that message for them
[00:00:35.220 --> 00:00:38.000]   because in part, I'm here for them and get your thoughts
[00:00:38.000 --> 00:00:43.040]   on what you think about, let's start with lockdowns,
[00:00:43.040 --> 00:00:46.660]   masks and vaccines, just to keep it easy.
[00:00:46.660 --> 00:00:51.600]   And what do you think the scientific community needs to say
[00:00:51.600 --> 00:00:54.440]   in light of those to restore trust?
[00:00:54.440 --> 00:00:55.380]   - So first, let me just say,
[00:00:55.380 --> 00:00:59.580]   I don't think I'm the NIH director unless that were true,
[00:00:59.580 --> 00:01:01.220]   unless what you said is true.
[00:01:01.220 --> 00:01:02.500]   Otherwise, I'm not the NIH director.
[00:01:02.500 --> 00:01:06.620]   So I was a very vocal advocate against the lockdowns,
[00:01:06.620 --> 00:01:09.840]   against the mask mandates, against the vaccine mandates,
[00:01:09.840 --> 00:01:15.180]   and against the sort of anti-scientific bent of public health
[00:01:15.180 --> 00:01:16.720]   throughout the pandemic.
[00:01:16.720 --> 00:01:19.500]   I've also argued that the scientific institutions
[00:01:19.500 --> 00:01:23.140]   of this country should come clean about our involvement
[00:01:23.140 --> 00:01:26.480]   in very dangerous research that potentially caused the pandemic.
[00:01:26.480 --> 00:01:29.140]   - The so-called lab leak hypothesis. - Yeah, right.
[00:01:29.140 --> 00:01:33.100]   So let's just stay focused on lockdowns.
[00:01:33.100 --> 00:01:35.760]   And I want to make the scientific case
[00:01:35.760 --> 00:01:37.440]   that they were a tremendous mistake.
[00:01:37.440 --> 00:01:40.720]   And that was known at the time, they were a tremendous mistake.
[00:01:40.720 --> 00:01:42.600]   And let me just focus on one aspect of it.
[00:01:42.600 --> 00:01:44.560]   We'll get broadened out to other lockdowns,
[00:01:44.560 --> 00:01:46.980]   just the school closures, right?
[00:01:46.980 --> 00:01:55.560]   So what the public at large now sees is that American kids,
[00:01:55.560 --> 00:02:00.020]   especially minority kids, are two years or more behind
[00:02:00.020 --> 00:02:01.260]   in their schooling.
[00:02:01.260 --> 00:02:05.180]   We decided during the pandemic that children ought to learn to read
[00:02:05.180 --> 00:02:11.600]   as five-year-olds or six-year-olds remotely in Zoom.
[00:02:11.600 --> 00:02:16.800]   We decided that in-person schooling didn't matter anymore.
[00:02:16.800 --> 00:02:21.180]   My kids in California were kept out of school, public school,
[00:02:21.180 --> 00:02:25.180]   for a year and a half.
[00:02:25.180 --> 00:02:30.180]   If they saw the inside of a classroom, it was with plexiglass,
[00:02:30.180 --> 00:02:35.180]   separated from their friends, eating lunch, isolated alone, right?
[00:02:35.180 --> 00:02:39.420]   The message to American school kids was essentially,
[00:02:39.420 --> 00:02:42.180]   your school doesn't matter, your future doesn't matter.
[00:02:42.180 --> 00:02:44.800]   American public health embraced that entirely.
[00:02:44.800 --> 00:02:49.760]   In Sweden, they didn't close schools for kids under 16 at all.
[00:02:49.760 --> 00:02:53.180]   That was not a policy of the Swedish, Anders Tegnell,
[00:02:53.180 --> 00:02:58.640]   the head of Swedish public health, explicitly made that a priority.
[00:02:58.640 --> 00:03:03.640]   In the summer of 2020, the Finns and the Swedes compared their results.
[00:03:03.640 --> 00:03:10.640]   Now, the Finns had closed schools in the spring of 2020 and the Swedes did not.
[00:03:10.640 --> 00:03:14.640]   And they found there was no difference in health outcomes for COVID.
[00:03:14.640 --> 00:03:20.640]   The teachers in the schools, in Swedish schools, actually,
[00:03:20.640 --> 00:03:25.640]   they had no worse outcomes than other workers in the population.
[00:03:25.640 --> 00:03:37.640]   And on the basis of that evidence and the fact that we know that closing schools harms the future health and well-being of kids,
[00:03:37.640 --> 00:03:38.640]   even short interruption in school.
[00:03:38.640 --> 00:03:42.640]   We knew that for a fact, based on a vast literature that existed before the pandemic.
[00:03:42.640 --> 00:03:49.640]   Many schools around Europe opened up in the fall of 2020.
[00:03:49.640 --> 00:03:54.640]   The scientific evidence was abundant and clear, even by late spring 2020, that the
[00:03:54.640 --> 00:03:59.640]   the closure of schools and kids was a tremendous mistake.
[00:03:59.640 --> 00:04:07.640]   And yet, when I wrote the Great Barrington Declaration with Sunetra Gupta of Oxford University and Martin Kulldorff of Harvard University in October 2020,
[00:04:07.640 --> 00:04:16.640]   I faced vicious attacks by the scientific community and the medical community for being unscientific about school closures.
[00:04:16.640 --> 00:04:18.640]   Were there threats to your job at Stanford?
[00:04:18.640 --> 00:04:19.640]   Yes.
[00:04:19.640 --> 00:04:22.640]   And that like real threats or just people saying we're going to take away your job?
[00:04:22.640 --> 00:04:23.640]   Okay.
[00:04:23.640 --> 00:04:28.640]   In March of 2021, I was part of a round table with Governor DeSantis, a policy round table,
[00:04:28.640 --> 00:04:35.640]   where he asked me whether there was any evidence that masking children had any impact on the spread of the disease.
[00:04:35.640 --> 00:04:39.640]   And the answer is there's not a single randomized study that looked at kids.
[00:04:39.640 --> 00:04:43.640]   The U.S. was an outlier in recommending that kids as young as two years old get masked.
[00:04:43.640 --> 00:04:46.640]   In Europe, like 12 was the age.
[00:04:46.640 --> 00:04:48.640]   There were no studies.
[00:04:48.640 --> 00:04:56.640]   In response to that, a hundred of our colleagues signed a secret petition essentially effectively asking the president of the university to silence me.
[00:04:56.640 --> 00:04:58.640]   Were you contacted by the university administration?
[00:04:58.640 --> 00:04:59.640]   No.
[00:04:59.640 --> 00:05:04.640]   I found out about the petition from a couple of my friends who leaked it to me.
[00:05:04.640 --> 00:05:09.640]   And then I went to the press and said, look, you should go ask the president about this.
[00:05:09.640 --> 00:05:13.640]   And then he had to say that he had this mealy mouth statement about academic freedom,
[00:05:13.640 --> 00:05:19.640]   but also essentially that it's really important that we obey public health authorities or something.
[00:05:19.640 --> 00:05:22.640]   So like political, like boilerplate speak.
[00:05:22.640 --> 00:05:23.640]   Yeah.
[00:05:23.640 --> 00:05:29.640]   And in 2020, I'd been subject to all kinds of sort of attacks on me.
[00:05:29.640 --> 00:05:35.640]   I mean, it just, I don't want to relitigate this history, but I'll just say that Stanford failed the academic freedom attempts.
[00:05:35.640 --> 00:05:44.640]   It didn't hold a scientific conference on COVID with alternative viewpoints, with viewpoints that were anti-lockdown until 2024 when I organized it.
[00:05:44.640 --> 00:05:49.640]   Even though I asked to have a conference in 2021 and 2022.
