
[00:00:00.000 --> 00:00:02.000]   (upbeat music)
[00:00:02.000 --> 00:00:04.740]   - Welcome to the Bogleheads Chapter Series.
[00:00:04.740 --> 00:00:06.300]   This episode was hosted by
[00:00:06.300 --> 00:00:08.840]   the Pre and Early Retirement Life Stage Chapter
[00:00:08.840 --> 00:00:12.520]   and recorded on December 13th, 2023.
[00:00:12.520 --> 00:00:14.280]   The session features Lonnie Thibodeau
[00:00:14.280 --> 00:00:18.160]   reviewing Medicare basics, followed by a Q&A session.
[00:00:18.160 --> 00:00:20.860]   Bogleheads are investors who follow John Bogle's philosophy
[00:00:20.860 --> 00:00:23.400]   for attaining financial independence.
[00:00:23.400 --> 00:00:25.820]   This recording is for informational purposes only
[00:00:25.820 --> 00:00:26.900]   and should not be construed
[00:00:26.900 --> 00:00:28.860]   as personalized investment advice.
[00:00:29.860 --> 00:00:32.220]   Could you walk us through how you initially
[00:00:32.220 --> 00:00:34.680]   entered the business of Medicare insurance
[00:00:34.680 --> 00:00:37.260]   after having worked in aviation?
[00:00:37.260 --> 00:00:39.640]   What inspired you to pursue this field?
[00:00:39.640 --> 00:00:43.400]   And were there any specific experiences or individuals
[00:00:43.400 --> 00:00:45.320]   that played a significant role
[00:00:45.320 --> 00:00:47.240]   in guiding you along the way?
[00:00:47.240 --> 00:00:50.480]   - Well, first, thanks for having me back again.
[00:00:50.480 --> 00:00:51.480]   I'm honored to be here.
[00:00:51.480 --> 00:00:52.680]   Thanks for the question.
[00:00:52.680 --> 00:00:56.280]   Yeah, I'd spent about 17, 18 years
[00:00:56.280 --> 00:00:59.560]   in the corporate aviation business in a sales role
[00:00:59.560 --> 00:01:01.500]   of different capacities.
[00:01:01.500 --> 00:01:04.800]   And September 1, 2011 happened.
[00:01:04.800 --> 00:01:06.800]   I'd been working on a special project
[00:01:06.800 --> 00:01:08.320]   for the company that employed me.
[00:01:08.320 --> 00:01:10.920]   And that project included contacting people
[00:01:10.920 --> 00:01:14.840]   in countries like Japan, Australia, Europe, South America.
[00:01:14.840 --> 00:01:17.260]   We were starting to develop a market
[00:01:17.260 --> 00:01:18.920]   for some of the things that we did.
[00:01:18.920 --> 00:01:21.080]   And my boss came to me one day and said,
[00:01:21.080 --> 00:01:23.280]   "Hey, you and I need to get on the road."
[00:01:23.280 --> 00:01:24.120]   I said, "Where are we going?"
[00:01:24.120 --> 00:01:27.080]   He said, "Well, Japan, Australia, South America, Europe."
[00:01:27.080 --> 00:01:29.480]   And I said, "Bill, love you like a brother,
[00:01:29.480 --> 00:01:32.720]   knowing you a long time, but not going over there."
[00:01:32.720 --> 00:01:35.960]   So I came home that evening and I told my wife,
