
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.360]   A listener named Chelsea writes in,
[00:00:07.360 --> 00:00:09.880]   hello Pastor John, thank you for providing so much wisdom
[00:00:09.880 --> 00:00:12.880]   and encouragement through your answers on this podcast.
[00:00:12.880 --> 00:00:15.660]   I've been thinking about how the Spirit speaks to us
[00:00:15.660 --> 00:00:20.200]   among things that are not necessarily evil or wrong.
[00:00:20.200 --> 00:00:23.640]   In those things, does God ever give us an anxiety
[00:00:23.640 --> 00:00:26.360]   or a fear in order to direct us away
[00:00:26.360 --> 00:00:28.740]   from something in our lives?
[00:00:28.740 --> 00:00:30.880]   What would you say to Chelsea?
[00:00:30.880 --> 00:00:35.880]   - Well, first, let me try to imagine some situations
[00:00:35.880 --> 00:00:40.240]   that Chelsea might be talking about, 'cause I'm not sure.
[00:00:40.240 --> 00:00:43.900]   So I need to tell her what I'm thinking she's meaning,
[00:00:43.900 --> 00:00:47.640]   so she'll know what question I'm really answering.
[00:00:47.640 --> 00:00:49.920]   She explicitly refers to things
[00:00:49.920 --> 00:00:53.320]   that are not necessarily evil or wrong.
[00:00:53.320 --> 00:00:56.580]   So the question, it seems, is not whether God
[00:00:56.580 --> 00:01:00.660]   could put a fear of sin in our lives
[00:01:00.660 --> 00:01:05.600]   to direct us away from sin, which He certainly can,
[00:01:05.600 --> 00:01:10.180]   but whether God might use fear or anxiety
[00:01:10.180 --> 00:01:13.160]   to direct her away from something
[00:01:13.160 --> 00:01:15.220]   which in itself is innocent.
[00:01:15.220 --> 00:01:20.120]   So perhaps she might have in mind,
[00:01:20.120 --> 00:01:21.580]   this is what comes to my mind,
[00:01:21.580 --> 00:01:23.480]   should I accept an opportunity
[00:01:23.480 --> 00:01:26.760]   to become a missionary in Saudi Arabia
[00:01:26.760 --> 00:01:30.520]   where you can be jailed for practicing the Christian faith,
[00:01:30.520 --> 00:01:33.600]   or should I move into the inner city
[00:01:33.600 --> 00:01:38.240]   of a crime-ridden neighborhood to live and minister there,
[00:01:38.240 --> 00:01:40.980]   or should I go hunting for grizzly bears?
[00:01:40.980 --> 00:01:46.840]   I don't know what kind of things she might have in mind.
[00:01:46.840 --> 00:01:49.680]   So her question would be, in any of those situations
[00:01:49.680 --> 00:01:54.460]   or others like them, does God give us an anxiety
[00:01:54.460 --> 00:01:59.080]   or a fear to direct us away from them
[00:01:59.080 --> 00:02:01.720]   because those aren't His will for us,
[00:02:01.720 --> 00:02:03.200]   even though they're not bad,
[00:02:03.200 --> 00:02:04.600]   they're just not His will for us?
[00:02:04.600 --> 00:02:05.980]   And here's my answer.
[00:02:05.980 --> 00:02:12.160]   God can and may do this,
[00:02:12.160 --> 00:02:18.040]   but we should never seek to be guided this way.
