
[00:00:00.000 --> 00:00:05.000]   [Music]
[00:00:05.000 --> 00:00:10.260]   Desree emails to ask, "Pastor John, what advice and biblical encouragement do you
[00:00:10.260 --> 00:00:14.660]   have for college graduates who are unemployed or have no certainty of a job
[00:00:14.660 --> 00:00:16.000]   in the near future?"
[00:00:16.000 --> 00:00:23.060]   Before I got really practical about strategies that they might be
[00:00:23.060 --> 00:00:29.520]   using or not using to make themselves available to employers, I would want to
[00:00:29.520 --> 00:00:36.560]   talk at a deeper level first about, do not be anxious about your life. What you
[00:00:36.560 --> 00:00:41.340]   should eat, what you should drink, what you should put on. This is Jesus directly
[00:00:41.340 --> 00:00:45.160]   talking to this issue it seems to me. Consider the birds of the air, this
[00:00:45.160 --> 00:00:50.120]   Matthew 6. They don't sow or reap or gather into barns. Your Heavenly Father
[00:00:50.120 --> 00:00:57.600]   feeds them. Consider the lilies. They don't they don't coil or spin. Yet I tell
[00:00:57.600 --> 00:01:02.680]   you, Solomon, was not arrayed like one of these. God will take care of you. Seek
[00:01:02.680 --> 00:01:07.960]   first the kingdom. So that's my first counsel. Seek first the kingdom of God
[00:01:07.960 --> 00:01:13.040]   and his righteousness. Be about kingdom things, which of course going to include
[00:01:13.040 --> 00:01:17.840]   looking for a job, but focused on God's glory. And all these things will be added
[00:01:17.840 --> 00:01:23.400]   to you. And you know one of the amazing things about that is that it's followed
[00:01:23.400 --> 00:01:29.880]   by, don't be anxious about tomorrow. This is verse 34. For tomorrow will be anxious
[00:01:29.880 --> 00:01:36.200]   for itself. Sufficient for the day is its own trouble. Don't make tomorrow's
[00:01:36.200 --> 00:01:44.480]   trouble part of today's burden, because God apportions mercy for every day.
[00:01:44.480 --> 00:01:51.560]   Lamentations 3.22. The steadfast love of the Lord never ceases. His mercies never
[00:01:51.560 --> 00:01:59.080]   come to an end. They are new, new every morning. So each day has trouble of its
[00:01:59.080 --> 00:02:06.680]   own, Jesus said. And Jeremiah said in Lamentations 3.22, every morning has
[00:02:06.680 --> 00:02:13.400]   mercy of its own. And I think Jesus has tailor-made the mercies for the miseries.
[00:02:13.400 --> 00:02:20.520]   So tomorrow you're going to have mercy for the challenge of that day. Trust him
[00:02:20.520 --> 00:02:25.920]   for this. Take promises like, "My God will supply every need of yours according to
[00:02:25.920 --> 00:02:31.680]   his riches in glory." Philippians 4.19. Or God is able to make all grace abound to
[00:02:31.680 --> 00:02:35.680]   you, so that having all sufficiency in all things at all times, you'll abound in
[00:02:35.680 --> 00:02:39.840]   every good work. So that's where I'd start. I'd start with these stunning,
[00:02:39.840 --> 00:02:47.160]   amazing, practical, precious promises of God to take care of us. And here's
[00:02:47.160 --> 00:02:51.640]   an illustration from my own life of an application of that. When I was in
[00:02:51.640 --> 00:02:56.880]   Germany, finishing up my doctoral work, I'm almost 28 years old now. In fact, I am
[00:02:56.880 --> 00:03:01.680]   28 years old. Turned 28 just before I finished. So I've been in school for 28
