
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.040]   - Welcome friends to this episode
[00:00:07.040 --> 00:00:09.860]   of the "Everyday Educator" podcast.
[00:00:09.860 --> 00:00:11.460]   I'm your host, Lisa Bailey,
[00:00:11.460 --> 00:00:14.820]   and I'm excited to spend some time with you today
[00:00:14.820 --> 00:00:18.080]   as we encourage one another, learn together,
[00:00:18.080 --> 00:00:20.960]   and ponder the delights and challenges
[00:00:20.960 --> 00:00:24.420]   that make homeschooling the adventure of a lifetime.
[00:00:24.420 --> 00:00:26.720]   Whether you're just considering
[00:00:26.720 --> 00:00:28.920]   this homeschooling possibility
[00:00:28.920 --> 00:00:33.200]   or deep into the daily delight of family learning,
[00:00:33.200 --> 00:00:36.480]   I believe you'll enjoy thinking along with us.
[00:00:36.480 --> 00:00:37.640]   But don't forget,
[00:00:37.640 --> 00:00:41.340]   although this online community is awesome,
[00:00:41.340 --> 00:00:46.340]   you'll find even closer support in a local CC community.
[00:00:46.340 --> 00:00:50.600]   So go to classicalconversations.com
[00:00:50.600 --> 00:00:54.760]   and find a community near you today.
[00:00:54.760 --> 00:00:59.760]   Well, listeners, I'm super glad to be with you as always.
[00:00:59.760 --> 00:01:05.200]   And I want to share some information with you today
[00:01:05.200 --> 00:01:08.160]   about one of our resources that's been out
[00:01:08.160 --> 00:01:10.280]   for a little more than a year
[00:01:10.280 --> 00:01:12.900]   that there are a lot of misconceptions about.
[00:01:12.900 --> 00:01:15.240]   And I have one of my best friends
[00:01:15.240 --> 00:01:20.240]   who was instrumental in putting scribblers
[00:01:20.240 --> 00:01:23.120]   at home together with me.
[00:01:23.120 --> 00:01:24.640]   Amy Jones is with us,
[00:01:24.640 --> 00:01:27.580]   and we're going to talk to you about some of the things
[00:01:27.580 --> 00:01:30.540]   that we think might be misunderstood
[00:01:30.540 --> 00:01:32.200]   about scribblers at home,
[00:01:32.200 --> 00:01:34.960]   and hopefully give you a couple more reasons
[00:01:34.960 --> 00:01:37.280]   to be curious and fall in love with it.
[00:01:37.280 --> 00:01:39.240]   Amy, thank you for coming.
[00:01:39.240 --> 00:01:40.560]   - Oh, thank you, Lisa.
[00:01:40.560 --> 00:01:41.680]   This is so fun.
[00:01:41.680 --> 00:01:44.760]   And I love talking about Scribblers Resource.
[00:01:44.760 --> 00:01:47.320]   It's just one of my favorite things
[00:01:47.320 --> 00:01:49.360]   that we have put together.
[00:01:49.360 --> 00:01:51.440]   It's a surprise. - I know!
[00:01:51.440 --> 00:01:53.400]   - I know, I love it too.
[00:01:53.400 --> 00:01:56.660]   And I fell more and more in love with it
[00:01:56.660 --> 00:01:59.160]   the longer we worked on it.
[00:01:59.160 --> 00:02:03.720]   It just, it grew in richness to me,
[00:02:03.720 --> 00:02:05.720]   and I was able to see
[00:02:05.720 --> 00:02:12.440]   how much I really believed it would touch the lives
[00:02:12.440 --> 00:02:14.140]   of all kinds of families,
[00:02:14.140 --> 00:02:18.240]   not just families with little children,
[00:02:18.240 --> 00:02:19.900]   you know, four to eight year olds.
[00:02:19.900 --> 00:02:23.000]   And so, but one of the reasons, listen,
[00:02:23.000 --> 00:02:25.840]   one of the reasons I wanted to do this podcast now
[00:02:25.840 --> 00:02:28.000]   was to get the good word out,
[00:02:28.000 --> 00:02:30.840]   but I also wanted to do it now
[00:02:30.840 --> 00:02:33.820]   because congratulations are in order
[00:02:33.820 --> 00:02:37.200]   for you and for the other writers.
[00:02:37.200 --> 00:02:42.200]   Scribblers at Home, Recipes from Lifelong Learners,
[00:02:42.200 --> 00:02:45.960]   just won an award, okay?
[00:02:45.960 --> 00:02:50.960]   We won the Illumination Book Awards Gold Award
[00:02:50.960 --> 00:02:53.460]   for Children's Education.
[00:02:53.460 --> 00:02:55.800]   Were you excited about that when you heard?
[00:02:55.800 --> 00:02:57.820]   - I was so excited.
[00:02:57.820 --> 00:03:01.260]   I was, first of all, surprised.
[00:03:01.260 --> 00:03:03.900]   One of my children said, "Mimi, you're famous,"
[00:03:03.900 --> 00:03:06.040]   which is hilarious. - Yes!
[00:03:06.040 --> 00:03:08.540]   - The first question was, "Are you a princess?"
[00:03:08.540 --> 00:03:10.580]   No, you're too old to be a princess.
[00:03:10.580 --> 00:03:13.540]   You must just be famous, which was hilarious.
[00:03:13.540 --> 00:03:14.380]   - That is so fun.
[00:03:14.380 --> 00:03:16.340]   - You know what I loved about it
[00:03:16.340 --> 00:03:19.900]   is it's the idea for children's education.
[00:03:19.900 --> 00:03:22.820]   And I thought it's the whole range.
[00:03:22.820 --> 00:03:27.700]   And that's what I really loved about the award.
[00:03:27.700 --> 00:03:31.020]   You know, I was surprised, but I wasn't shocked.
[00:03:31.020 --> 00:03:34.100]   I was thinking it is an excellent product.
[00:03:34.100 --> 00:03:37.880]   And I think it's just one of those hidden gems
[00:03:37.880 --> 00:03:40.900]   that you get your hands on it.
[00:03:40.900 --> 00:03:45.900]   You're like, "Wow, there's so much into these pages."
[00:03:45.900 --> 00:03:48.220]   And it's so relevant.
[00:03:48.220 --> 00:03:53.220]   I think I just am amazed at how usable it is for anybody.
[00:03:53.220 --> 00:03:58.900]   So I was really excited about it.
