
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.800]   - Pastor John, here's a question from the news
[00:00:07.800 --> 00:00:09.360]   from a listener who asks this.
[00:00:09.360 --> 00:00:10.960]   Pastor John, thank you for the podcast.
[00:00:10.960 --> 00:00:14.280]   I'm struggling with the story of Jerica Bolin
[00:00:14.280 --> 00:00:15.800]   in Appleton, Wisconsin.
[00:00:15.800 --> 00:00:17.640]   There's an enormous amount of support
[00:00:17.640 --> 00:00:20.880]   for this 14-year-old girl who is terminally ill
[00:00:20.880 --> 00:00:23.220]   and has decided to take herself off life support
[00:00:23.220 --> 00:00:25.400]   in order to end her life faster.
[00:00:25.400 --> 00:00:28.640]   While I am compassionate about her situation and her pain,
[00:00:28.640 --> 00:00:30.840]   I am also unsure about whether she has the authority
[00:00:30.840 --> 00:00:33.440]   to speed her death like this.
[00:00:33.440 --> 00:00:36.480]   Pastor John, please help us with this question biblically.
[00:00:36.480 --> 00:00:37.440]   What would you say?
[00:00:37.440 --> 00:00:43.120]   - As I've been giving some thought to what I might
[00:00:43.120 --> 00:00:46.000]   be able to say that would be helpful in this regard
[00:00:46.000 --> 00:00:51.000]   to the Jerica Bolin situation and her incredible suffering,
[00:00:51.000 --> 00:00:58.560]   I've thought that perhaps I won't rehearse
[00:00:59.080 --> 00:01:01.580]   the arguments, at least not all of the arguments,
[00:01:01.580 --> 00:01:06.580]   for why no human being should take his own life
[00:01:06.580 --> 00:01:10.680]   since I've tried to do that in several other places
[00:01:10.680 --> 00:01:13.020]   to give those biblical foundations.
[00:01:13.020 --> 00:01:17.900]   Like a couple of years ago, there was another situation
[00:01:17.900 --> 00:01:20.500]   where we tried to deal with that.
[00:01:20.500 --> 00:01:22.160]   And people can go to the website,
[00:01:22.160 --> 00:01:24.400]   desireandgod.org, and type in euthanasia,
[00:01:24.400 --> 00:01:26.800]   and there's four or five podcasts
[00:01:26.800 --> 00:01:28.080]   and articles there about it.
[00:01:28.080 --> 00:01:32.640]   So instead, I thought I might be more helpful
[00:01:32.640 --> 00:01:38.960]   if I briefly address only one
[00:01:38.960 --> 00:01:42.860]   of the absolutely crucial underlying issues,
[00:01:42.860 --> 00:01:47.480]   namely the way that God intends for a Christian
[00:01:47.480 --> 00:01:50.060]   to deal with ongoing pain.
[00:01:50.060 --> 00:01:53.780]   This is one of the huge reasons,
[00:01:53.780 --> 00:01:56.220]   probably the biggest reason,
[00:01:56.220 --> 00:02:00.060]   that people desperately want to end their lives.
[00:02:00.060 --> 00:02:03.060]   They want to be done with suffering,
[00:02:03.060 --> 00:02:06.340]   which, of course, is understandable.
[00:02:06.340 --> 00:02:11.180]   The very meaning of pain is that we don't want to have it
[00:02:11.180 --> 00:02:12.980]   and we want to be rid of it.
[00:02:12.980 --> 00:02:15.780]   That's why we call it pain and not pleasure.
[00:02:15.780 --> 00:02:20.460]   One of the reasons I want to say a few words
[00:02:20.460 --> 00:02:23.380]   about that particular point is that
[00:02:23.380 --> 00:02:26.900]   even this past weekend, I was out in California
[00:02:26.900 --> 00:02:31.180]   talking to very educated, prosperous, professional,
[00:02:31.180 --> 00:02:36.180]   technologically savvy, mainly young people,
[00:02:36.180 --> 00:02:41.580]   and I was told more than once with illustrations
[00:02:41.580 --> 00:02:45.740]   that they had been tremendously helped
[00:02:45.740 --> 00:02:50.740]   in dealing with totally unexpected, big suffering
[00:02:51.180 --> 00:02:53.900]   in their lives, like, for example,
[00:02:53.900 --> 00:02:56.780]   a child living on a ventilator who's not gonna live
[00:02:56.780 --> 00:03:00.160]   till she's probably beyond six years old,
[00:03:00.160 --> 00:03:03.020]   being told by these young people,
[00:03:03.020 --> 00:03:05.560]   people in their 20s and early 30s,
[00:03:05.560 --> 00:03:08.800]   that they had been helped by being prepared
[00:03:08.800 --> 00:03:11.280]   for suffering biblically and theologically
[00:03:11.280 --> 00:03:15.100]   before the suffering came.
[00:03:15.100 --> 00:03:17.940]   And I say it that way because I know
[00:03:17.940 --> 00:03:20.620]   that in the very moment of agony,
[00:03:20.620 --> 00:03:23.700]   teaching and preaching and counseling
[00:03:23.700 --> 00:03:27.280]   are generally not what people either need
[00:03:27.280 --> 00:03:29.180]   or can even handle.
[00:03:29.180 --> 00:03:31.740]   All that needs to happen earlier
[00:03:31.740 --> 00:03:33.540]   while the mind is clear
[00:03:33.540 --> 00:03:36.700]   and the body is not being wracked with pain.
[00:03:36.700 --> 00:03:39.020]   And I've seen in the last 45 years,
[00:03:39.020 --> 00:03:43.100]   one experience after the other, so many of them,
[00:03:43.100 --> 00:03:47.180]   in people's lives where a biblical orientation
[00:03:47.180 --> 00:03:51.820]   on suffering has in fact served profoundly
[00:03:51.820 --> 00:03:56.260]   to make the suffering endurable and even significant,
[00:03:56.260 --> 00:03:58.860]   even if it's not easy.
[00:03:58.860 --> 00:04:03.080]   So here are a couple of those aspects
[00:04:03.080 --> 00:04:06.580]   of such a biblical, theological,
[00:04:06.580 --> 00:04:08.980]   God-centered vision of suffering,
[00:04:08.980 --> 00:04:13.240]   all of which are deeply connected with Christ's sufferings,
[00:04:13.240 --> 00:04:17.140]   which he endured, not mainly so that we would
[00:04:17.140 --> 00:04:18.980]   escape suffering in this life,
[00:04:18.980 --> 00:04:21.600]   but that we would endure suffering
[00:04:21.600 --> 00:04:25.100]   in the hope of everlasting and exquisite pleasure
[00:04:25.100 --> 00:04:28.180]   forever and ever in the resurrection.
[00:04:28.180 --> 00:04:31.180]   So I'm just gonna mention two things and illustrate.
[00:04:31.180 --> 00:04:36.180]   The first is the Bible teaches us to relieve
[00:04:36.180 --> 00:04:37.980]   as much suffering as we can,
[00:04:37.980 --> 00:04:42.280]   both in this world and especially in the next,
[00:04:42.280 --> 00:04:46.380]   but it's this world that we're focusing on.
[00:04:46.380 --> 00:04:50.180]   When I say we don't have a right to take our lives,
