
[00:00:00.000 --> 00:00:04.000]   [Music]
[00:00:04.000 --> 00:00:08.500]   Well, one reason parenting is such daunting work is because of the balance required of us parents.
[00:00:08.500 --> 00:00:16.500]   We don't want to be too strict or too lenient, not too consequence-driven, and not so gracious as to overlook rebellion.
[00:00:16.500 --> 00:00:24.000]   Into this balancing act comes a question from a young mom who wants to be kind and who expects to be obeyed.
[00:00:24.000 --> 00:00:25.000]   Her name is Emily.
[00:00:25.000 --> 00:00:29.500]   "Hello, Pastor John. I thank you for your ministry. It has helped me delight in God immensely.
[00:00:29.500 --> 00:00:38.000]   Recently, I have been stomped on how to blend two seemingly contradictory facets of biblical character into the parenting of my two small children.
[00:00:38.000 --> 00:00:46.000]   Number one, me displaying Christ-like humility and gracious servanthood, a la Philippians 2, verses 1 to 11.
[00:00:46.000 --> 00:00:54.000]   And number two, me requiring honor, respect, and obedience from my kids, a la Ephesians 6, 1 to 3.
[00:00:54.000 --> 00:00:59.500]   Could you help flesh out for me what essentially discipline looks like with both of these aspects?
[00:00:59.500 --> 00:01:05.000]   How to discipline children in humility while maintaining my position of respect and authority?
[00:01:05.000 --> 00:01:16.000]   I feel stuck bouncing between being too strong with the "Obey Me" card and then trying to balance myself by being gracious and perhaps requiring too little obedience and respect.
[00:01:16.000 --> 00:01:19.500]   I'm so confused. Can you help Mama out?"
[00:01:19.500 --> 00:01:33.000]   I hope so, because of all the questions Emily might ask, I think she has asked an absolutely excellent, central question.
[00:01:33.000 --> 00:01:39.000]   This question gets at the essence, I think, of gospel parenting.
[00:01:39.000 --> 00:01:53.500]   That is, how to raise children that have a humble respect for God-given authority, whether in parents or husbands or teachers or policemen or pastors or civic laws,
[00:01:53.500 --> 00:02:01.500]   and also see that God's pattern of leadership is servant leadership.
[00:02:01.500 --> 00:02:09.000]   That leadership is not synonymous with self-exaltation or pride or bragging or power-grabbing,
[00:02:09.000 --> 00:02:19.000]   but, as Philippians 2, 3 says, "counts others more significant than itself and pursues the good of others even when it's very costly."
[00:02:19.000 --> 00:02:31.000]   In other words, the challenge in parenting is how to parent so that authentic, gospel-shaped young people come into existence.
[00:02:31.000 --> 00:02:45.500]   And before I give any particular counsel about that tension, I should remind us all that no matter how excellently we teach and model gospel leadership,
[00:02:45.500 --> 00:02:58.000]   we parents are not the decisive influence in whether our children come to faith and walk in what we have taught.
[00:02:58.000 --> 00:03:11.000]   We are a huge influence, but we are not the decisive, final influence, which is why we soak everything we do in prayer
[00:03:11.000 --> 00:03:22.000]   and why we do not load ourselves down with the burden of being God, which we simply cannot bear.
[00:03:22.000 --> 00:03:28.000]   Now, back to the specific question, and I'll make it even more paradoxical.
[00:03:28.000 --> 00:03:36.000]   How do you model the command to turn the other cheek while disciplining a child for disobedience?
[00:03:36.000 --> 00:03:44.500]   How do you model love bears all things and endures all things while requiring compliance to the rules of the family?
