
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.160]   All right, so I wanna talk about today,
[00:00:07.160 --> 00:00:09.120]   today's deep dive,
[00:00:09.120 --> 00:00:11.600]   Quit Social Media.
[00:00:11.600 --> 00:00:15.040]   And the reason why I'm using that title
[00:00:15.040 --> 00:00:18.700]   is because that was the title of the single video
[00:00:18.700 --> 00:00:21.800]   I've ever produced that has been the most watched.
[00:00:21.800 --> 00:00:25.880]   My TEDx talk, I believe it was from 2017,
[00:00:25.880 --> 00:00:26.960]   Jessica confirmed that,
[00:00:26.960 --> 00:00:29.320]   that was titled Quit Social Media.
[00:00:29.320 --> 00:00:32.220]   And that went on 8 million something views since then.
[00:00:32.220 --> 00:00:35.400]   And I wanted to revisit it.
[00:00:35.400 --> 00:00:37.800]   It's been five years since I gave that talk,
[00:00:37.800 --> 00:00:39.440]   the most viral thing I've ever done online.
[00:00:39.440 --> 00:00:41.080]   I thought this would be a good time to visit
[00:00:41.080 --> 00:00:45.360]   my Quit Social Media TEDx talk.
[00:00:45.360 --> 00:00:47.560]   All right, so to start,
[00:00:47.560 --> 00:00:50.440]   I thought it might be interesting to give the backstory
[00:00:50.440 --> 00:00:53.120]   of how that talk came to be.
[00:00:53.120 --> 00:00:56.780]   Then I wanna talk about what happened after it came out,
[00:00:56.780 --> 00:01:00.420]   and then finally reflect on how do I think today,
[00:01:00.420 --> 00:01:03.020]   five years later, about the points I was making then.
[00:01:03.020 --> 00:01:04.440]   Am I happy about things turned out?
[00:01:04.440 --> 00:01:06.100]   Am I upset how they turned out?
[00:01:06.100 --> 00:01:08.020]   Are they no longer relevant?
[00:01:08.020 --> 00:01:08.860]   That's my goal here.
[00:01:08.860 --> 00:01:11.220]   So let me go back to the context.
[00:01:11.220 --> 00:01:14.620]   So I had published the book Deep Work
[00:01:14.620 --> 00:01:18.400]   very early in 2016, right?
[00:01:18.400 --> 00:01:21.180]   So after I had published that book,
[00:01:21.180 --> 00:01:23.880]   we were looking for different topics
[00:01:23.880 --> 00:01:25.940]   I could bring out into the public sphere
[00:01:25.940 --> 00:01:27.620]   to try to generate attention for the book.
[00:01:27.620 --> 00:01:28.900]   So like, for example,
[00:01:28.900 --> 00:01:32.260]   I did an article for the Harvard Business Review
[00:01:32.260 --> 00:01:37.040]   that was titled "Modest Proposal, Eliminate Email,"
[00:01:37.040 --> 00:01:38.680]   which was the seed of the idea, of course,
[00:01:38.680 --> 00:01:41.280]   that I later elaborated in my book, "A World Without Email,"
[00:01:41.280 --> 00:01:42.480]   because that was like one of the ideas,
[00:01:42.480 --> 00:01:44.020]   email is distracting.
[00:01:44.020 --> 00:01:45.860]   And one of the other things that I talked about
[00:01:45.860 --> 00:01:47.480]   in Deep Work was social media.
[00:01:47.480 --> 00:01:50.720]   There was a chapter on social media being distracting,
[00:01:50.720 --> 00:01:52.620]   and we're putting too much emphasis on it
[00:01:52.620 --> 00:01:55.460]   when there's deeper skills that are probably more valuable.
[00:01:55.460 --> 00:01:57.500]   So we thought, okay, we should find a way
[00:01:57.500 --> 00:02:00.500]   to talk about this angle somewhere.
[00:02:00.500 --> 00:02:03.300]   Now, at this point, going up to 2016,
[00:02:03.300 --> 00:02:04.940]   I'm a bit of an odd guy.
[00:02:04.940 --> 00:02:08.220]   I had spent my entire adult life up to this point
[00:02:08.220 --> 00:02:09.820]   doing professional speaking.
[00:02:09.820 --> 00:02:11.380]   I mean, I started professional speaking
[00:02:11.380 --> 00:02:14.900]   when I was like 22 or 23 years old.
[00:02:14.900 --> 00:02:17.680]   I would travel around the country talking at colleges,
[00:02:17.680 --> 00:02:22.260]   then eventually at large conferences and corporate events.
[00:02:22.260 --> 00:02:24.580]   I had spoken in front of a thousand people
[00:02:24.580 --> 00:02:27.340]   at Lincoln Center and at the World Domination Summit,
[00:02:27.340 --> 00:02:29.440]   these type of places, as well as corporate gigs,
[00:02:29.440 --> 00:02:30.620]   the Canadian Olympic Committee,
[00:02:30.620 --> 00:02:31.460]   like all sorts of different places.
[00:02:31.460 --> 00:02:33.200]   I just gave a lot of talks.
[00:02:33.200 --> 00:02:35.020]   So I was familiar with talking.
[00:02:35.020 --> 00:02:37.280]   And when you're a talker who's been around for a while,
[00:02:37.280 --> 00:02:40.860]   I used to get lots of invitations for TEDx conferences.
[00:02:40.860 --> 00:02:45.180]   There was a time back then, 2014, 2015, 2016,
[00:02:45.180 --> 00:02:47.220]   where TEDx conferences were popping up everywhere
[00:02:47.220 --> 00:02:48.780]   because TED was very popular.
[00:02:48.780 --> 00:02:50.540]   And I would get those invitations all the time,
[00:02:50.540 --> 00:02:53.460]   and I was like, "No, I'm not gonna go to a TEDx conference.
[00:02:53.460 --> 00:02:55.960]   "I have enough sort of big, high-paying gigs
[00:02:55.960 --> 00:02:58.140]   "or giant audience gigs to do."
[00:02:58.140 --> 00:03:00.440]   But when we were trying to promote deep work,
[00:03:00.440 --> 00:03:02.900]   and we're thinking about where can I go
[00:03:02.900 --> 00:03:05.960]   to introduce this idea of not using social media,
[00:03:05.960 --> 00:03:11.440]   I had this idea that you know who does video best
[00:03:11.440 --> 00:03:14.400]   when it comes to talks is these TEDx conferences.
[00:03:14.400 --> 00:03:15.840]   And so one thing they do very well
[00:03:15.840 --> 00:03:17.180]   is they have very good cameras,
[00:03:17.180 --> 00:03:20.040]   and they have the distribution power of TED.
[00:03:20.040 --> 00:03:20.880]   Behind the video.
[00:03:20.880 --> 00:03:23.920]   So I said, "Okay, the next reasonable TEDx invitation I get,
[00:03:23.920 --> 00:03:26.020]   "I'm gonna say yes, I'm gonna use that as a venue
[00:03:26.020 --> 00:03:29.060]   "to give a fire-breathing talk about social media."
[00:03:29.060 --> 00:03:32.800]   And a TEDx conference that was being held in Virginia,
[00:03:32.800 --> 00:03:34.260]   so a 45-minute drive from me,
[00:03:34.260 --> 00:03:35.620]   came along and said, "Do you wanna speak?"
[00:03:35.620 --> 00:03:38.020]   And I said, "Yes, I don't really care what your theme is.
[00:03:38.020 --> 00:03:39.980]   "I'm gonna come talk about quitting social media."
[00:03:39.980 --> 00:03:41.100]   So that's how it came to be.
[00:03:41.100 --> 00:03:43.980]   And so I wrote this talk, and it's a TED talk,
[00:03:43.980 --> 00:03:46.940]   so I memorized it, it's 15 minutes long,
