
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:00:02.180 --> 00:00:09.800]   (upbeat music)
[00:00:09.800 --> 00:00:19.540]   - Welcome back to Portfolio Rescue,
[00:00:19.540 --> 00:00:22.000]   where we take questions straight from you, the viewers.
[00:00:22.000 --> 00:00:24.040]   Email us, askthecompoundshow@gmail.com.
[00:00:24.040 --> 00:00:27.400]   Thanks to the live viewers, as always, on YouTube.
[00:00:27.400 --> 00:00:28.840]   We had to change our time.
[00:00:28.840 --> 00:00:31.680]   We used to do it at, what, 11 in the morning?
[00:00:31.680 --> 00:00:33.520]   Eastern time, now we're doing it at 1.30.
[00:00:33.520 --> 00:00:35.720]   The only reason we changed is 'cause Duncan is such a diva
[00:00:35.720 --> 00:00:36.960]   and he made me change the time.
[00:00:36.960 --> 00:00:38.160]   I didn't want to.
[00:00:38.160 --> 00:00:39.000]   I'm just kidding.
[00:00:39.000 --> 00:00:40.880]   It just worked out easier for everyone's schedule.
[00:00:40.880 --> 00:00:42.200]   This was, it made things easier,
[00:00:42.200 --> 00:00:44.960]   so thanks for sticking with us.
[00:00:44.960 --> 00:00:46.720]   Duncan, one of the themes I've been writing about
[00:00:46.720 --> 00:00:48.140]   on my blog for years now,
[00:00:48.140 --> 00:00:50.600]   I think 2014 was the first post I did in this.
[00:00:50.600 --> 00:00:52.680]   I've been writing my blog since 2013.
[00:00:52.680 --> 00:00:55.640]   I think I'm coming up with my 10-year anniversary here.
[00:00:55.640 --> 00:00:56.880]   It's kind of crazy.
[00:00:56.880 --> 00:00:58.960]   Is the fact that market cycles are getting faster.
[00:00:58.960 --> 00:01:00.240]   There's a number of reasons for this.
[00:01:00.240 --> 00:01:02.560]   The markets are more mature, they're more global in nature.
[00:01:02.560 --> 00:01:05.160]   Technology makes things more efficient.
[00:01:05.160 --> 00:01:06.480]   The free flow of information
[00:01:06.480 --> 00:01:09.140]   just makes things travel faster and move faster.
[00:01:09.140 --> 00:01:10.280]   And we also have central banks
[00:01:10.280 --> 00:01:13.120]   that just have their tentacles just into the market now
[00:01:13.120 --> 00:01:15.000]   and it's hard to get them out of there.
[00:01:15.000 --> 00:01:16.400]   I think 2008 got this started
[00:01:16.400 --> 00:01:19.420]   and 2020 made this a permanent feature, potentially.
[00:01:19.420 --> 00:01:21.520]   I actually listened to Jay Powell's press conference
[00:01:21.520 --> 00:01:23.520]   yesterday, the Fed chairman.
[00:01:23.520 --> 00:01:25.180]   - Every bit of it?
[00:01:25.180 --> 00:01:26.660]   - I listened to all the questions.
[00:01:26.660 --> 00:01:29.700]   It's a little dry, but for people like me, I didn't mind.
[00:01:29.700 --> 00:01:33.460]   And he basically took a soft landing off the table
[00:01:33.460 --> 00:01:35.700]   and he said, "Listen, we're going to
[00:01:35.700 --> 00:01:37.540]   "tighten financial conditions to the point of
[00:01:37.540 --> 00:01:40.480]   "basically a recession, but if we go into a recession,
[00:01:40.480 --> 00:01:42.320]   "don't worry, we'll be there to save the day
[00:01:42.320 --> 00:01:43.160]   "on the other side."
[00:01:43.160 --> 00:01:47.980]   And I think this massaging of cycles at the extremes
[00:01:47.980 --> 00:01:51.620]   to we're gonna provide tons of ammo when things are bad
[00:01:51.620 --> 00:01:53.300]   and then we're gonna slam on the brakes
[00:01:53.300 --> 00:01:55.620]   and pull the parking brake when things get
[00:01:55.620 --> 00:01:57.680]   on the other side and things get really good,
[00:01:57.680 --> 00:01:58.820]   I think that's just gonna continue
[00:01:58.820 --> 00:02:00.940]   to potentially speed up cycles, right?
[00:02:00.940 --> 00:02:04.380]   So we're gonna go from a recession in 2020 to a boom,
[00:02:04.380 --> 00:02:07.580]   to a recession, to potentially another boom, who knows?
[00:02:07.580 --> 00:02:10.420]   And I mean, it feels like we've had 11 cycles
[00:02:10.420 --> 00:02:11.320]   in the last three years.
[00:02:11.320 --> 00:02:13.740]   We started out with like 1918 because of pandemic
[00:02:13.740 --> 00:02:15.860]   and then we had like 1929 'cause we felt like
[00:02:15.860 --> 00:02:17.060]   we were in a depression for two months
[00:02:17.060 --> 00:02:18.120]   and then we had the roaring 20s,
[00:02:18.120 --> 00:02:19.660]   which lasted for like a month.
[00:02:19.660 --> 00:02:23.420]   We had the 1999 cycle in 2020 and 2021.
[00:02:23.420 --> 00:02:26.660]   I guess the last year has been like the 70s kind of,
[00:02:26.660 --> 00:02:28.060]   and now it's gonna be like the early 80s,
[00:02:28.060 --> 00:02:30.740]   which is the last time the Fed threw us into recession.
[00:02:30.740 --> 00:02:35.620]   And I think the fact that these faster cycles,
[00:02:35.620 --> 00:02:37.180]   I think it makes it harder for investors
[00:02:37.180 --> 00:02:39.100]   to have a long-term mindset
[00:02:39.100 --> 00:02:40.460]   because you're constantly thinking like,
[00:02:40.460 --> 00:02:41.620]   "I should be doing something.
[00:02:41.620 --> 00:02:43.680]   "I should be hedging, I should be making changes.
[00:02:43.680 --> 00:02:44.880]   "I should be going all in, no wait,
[00:02:44.880 --> 00:02:45.740]   "I should be going all out."
[00:02:45.740 --> 00:02:47.460]   All these things where I think it makes it harder
[00:02:47.460 --> 00:02:49.180]   for investors to just stick to a long-term plan
[00:02:49.180 --> 00:02:51.420]   because these cycles feel like they're moving faster.
[00:02:51.420 --> 00:02:54.180]   In the past, you had these cycles that would take
[00:02:54.180 --> 00:02:56.260]   24, 18, 36 months.
[00:02:56.260 --> 00:02:57.460]   It would be a long-term cycle.
[00:02:57.460 --> 00:02:59.940]   Now cycles last like three to six months
[00:02:59.940 --> 00:03:01.180]   and then they're over.
[00:03:01.180 --> 00:03:03.320]   And I think it's not gonna be easy,
[00:03:03.320 --> 00:03:05.020]   but I think the solution to faster cycles
[00:03:05.020 --> 00:03:07.460]   is like slower decision-making process.
[00:03:07.460 --> 00:03:09.300]   And I think people need to actually slow themselves down
[00:03:09.300 --> 00:03:10.560]   when they're making a decision
[00:03:10.560 --> 00:03:12.540]   and not try to make it so haphazardly.
[00:03:12.540 --> 00:03:15.180]   But I think everything with the market structure
[00:03:15.180 --> 00:03:16.000]   and the way things are moving,
[00:03:16.000 --> 00:03:17.340]   and I'm not trying to blame everything on the Fed here,
[00:03:17.340 --> 00:03:18.420]   but that's part of it,
[00:03:18.420 --> 00:03:21.020]   is just that I think it's harder for people to slow down
[00:03:21.020 --> 00:03:23.700]   and pump the brakes on their own decision-making process
[00:03:23.700 --> 00:03:25.880]   and be like, "Everything's moving faster.
[00:03:25.880 --> 00:03:27.180]   "I should probably be slowing down."
[00:03:27.180 --> 00:03:29.260]   And that's hard to do these days.
[00:03:29.260 --> 00:03:31.080]   - Do you think, would it have a meaningful impact
[00:03:31.080 --> 00:03:34.580]   if everyone just kind of unionized and said,
[00:03:34.580 --> 00:03:37.740]   "We're not gonna pay more than $12 for a Chipotle burrito"?
[00:03:37.740 --> 00:03:40.060]   Would that have an impact on inflation?
[00:03:40.060 --> 00:03:41.420]   - Is that before or after the guac?
[00:03:41.420 --> 00:03:43.380]   Because that's a big, maybe guac should just be free.
[00:03:43.380 --> 00:03:44.940]   - You know what, that's with guac.
[00:03:44.940 --> 00:03:46.300]   It's with guac. - Right.
[00:03:46.300 --> 00:03:48.020]   All right, we're blaming it all on Chipotle?
[00:03:48.020 --> 00:03:50.060]   All right, I don't know if that's gonna happen.
[00:03:50.060 --> 00:03:52.420]   All right, I still think it's a good deal.
[00:03:52.420 --> 00:03:54.260]   - No, it's ridiculous.
[00:03:54.260 --> 00:03:55.640]   It's ridiculously priced.
[00:03:55.640 --> 00:03:57.940]   But also, yeah, I mean, the serious part of that question
[00:03:57.940 --> 00:04:02.520]   is like, yeah, it seems like people just aren't willing to,
[00:04:02.520 --> 00:04:04.660]   and myself included, to adjust
[00:04:04.660 --> 00:04:06.200]   when we see the writing on the wall.
[00:04:06.200 --> 00:04:09.020]   It's kind of like it has to happen.
[00:04:09.020 --> 00:04:11.060]   It has to be like a big moment.
[00:04:11.060 --> 00:04:13.680]   - The other thing is, for your portfolio,
[00:04:13.680 --> 00:04:15.140]   you should be building in this stuff
[00:04:15.140 --> 00:04:16.540]   that things are gonna be cyclical,
[00:04:16.540 --> 00:04:18.000]   there's gonna be good times, there's gonna be bad times.
[00:04:18.000 --> 00:04:19.780]   I think that's the hard thing for people to do
[00:04:19.780 --> 00:04:21.700]   is just to realize that you shouldn't try
[00:04:21.700 --> 00:04:24.700]   to optimize your strategy for every single market cycle,
[00:04:24.700 --> 00:04:26.780]   and I'm gonna have this kind of portfolio for this cycle,
[00:04:26.780 --> 00:04:28.320]   and this portfolio for this cycle.
[00:04:28.320 --> 00:04:29.740]   You should think more of having a portfolio
[00:04:29.740 --> 00:04:31.480]   that's durable enough to handle all these cycles,
[00:04:31.480 --> 00:04:33.120]   as opposed to trying to make changes all the time,
[00:04:33.120 --> 00:04:35.360]   because half the time you make changes
[00:04:35.360 --> 00:04:36.420]   that leave you flat-footed,
[00:04:36.420 --> 00:04:38.300]   and then when you have the pivot and you miss it,
[00:04:38.300 --> 00:04:41.120]   then you think, oh, crap, my portfolio looks great
[00:04:41.120 --> 00:04:43.040]   for what would happen six months ago.
[00:04:43.040 --> 00:04:44.760]   And then you're kinda screwed.
[00:04:44.760 --> 00:04:45.600]   - Yeah. - All right.
[00:04:45.600 --> 00:04:47.020]   Let's do a question.
[00:04:47.020 --> 00:04:51.900]   - Okay, up first we have a question from Ben.
[00:04:51.900 --> 00:04:53.640]   How should your asset allocation strategy
[00:04:53.640 --> 00:04:54.940]   change with your net worth?
[00:04:54.940 --> 00:04:57.300]   For example, should someone of the same age
[00:04:57.300 --> 00:04:59.840]   with $10 million in net worth have the same allocation
[00:04:59.840 --> 00:05:01.240]   as someone with one million?
[00:05:01.240 --> 00:05:05.080]   - All right, is this a not to brag?
[00:05:05.080 --> 00:05:06.200]   Does this guy have $10 million?
[00:05:06.200 --> 00:05:07.600]   This is not me, by the way.
[00:05:07.600 --> 00:05:09.040]   - Yeah, I'm not sure.
[00:05:09.040 --> 00:05:11.240]   - So the bulk of my career before coming to Ritholtz
[00:05:11.240 --> 00:05:12.600]   was spent in the institutional space.
[00:05:12.600 --> 00:05:15.220]   That's like foundations, endowments, nonprofits,
[00:05:15.220 --> 00:05:17.080]   and these huge pools of capital
[00:05:17.080 --> 00:05:18.840]   like to call themselves sophisticated, right?
[00:05:18.840 --> 00:05:19.680]   Because they had a lot of money.
[00:05:19.680 --> 00:05:21.180]   They had hundreds of millions
[00:05:21.180 --> 00:05:22.880]   or maybe billions of dollars in some cases.
[00:05:22.880 --> 00:05:23.720]   And don't get me wrong,
[00:05:23.720 --> 00:05:25.480]   some of these funds are very sophisticated.
[00:05:25.480 --> 00:05:26.920]   They have these huge teams,
[00:05:26.920 --> 00:05:28.600]   and some of the teams would focus on hedge funds
[00:05:28.600 --> 00:05:29.840]   and private equity and venture capital,
[00:05:29.840 --> 00:05:31.400]   and they were very good at this.
[00:05:31.400 --> 00:05:33.220]   But far too many of these funds
[00:05:33.220 --> 00:05:34.640]   managed money with the assumption
[00:05:34.640 --> 00:05:37.680]   that the financial markets present a complex solution
[00:05:37.680 --> 00:05:38.520]   or complex problem,
[00:05:38.520 --> 00:05:40.500]   and we have to present a complex solution.
[00:05:40.500 --> 00:05:42.600]   And I think people with more money
[00:05:42.600 --> 00:05:44.860]   sometimes assume that just has to be the case, right?
[00:05:44.860 --> 00:05:45.920]   I have more money.
[00:05:45.920 --> 00:05:48.760]   And what I came to realize after a while was
[00:05:48.760 --> 00:05:50.360]   it's just a few more zeros.
[00:05:50.360 --> 00:05:53.420]   Like managing a pool of capital that's a billion dollars,
[00:05:53.420 --> 00:05:54.380]   sure, it's a lot of money,
[00:05:54.380 --> 00:05:56.080]   but I don't think just because you have more money
[00:05:56.080 --> 00:05:58.120]   means you have to all of a sudden complicate things.
[00:05:58.120 --> 00:06:00.220]   There's this old saying that you don't go to church
[00:06:00.220 --> 00:06:02.120]   to learn the 11th commandment, right?
[00:06:02.120 --> 00:06:04.160]   It's like you shouldn't try to reinvent the wheel
[00:06:04.160 --> 00:06:05.240]   just because things are bigger.
[00:06:05.240 --> 00:06:08.160]   So I think regardless of your net worth,
[00:06:08.160 --> 00:06:09.960]   the things that matter most when creating an investment plan
[00:06:09.960 --> 00:06:10.900]   are your risk profile.
[00:06:10.900 --> 00:06:13.120]   So that's your willingness, need, and ability to take risk.
[00:06:13.120 --> 00:06:13.960]   I've talked about this before.
[00:06:13.960 --> 00:06:15.340]   Your time horizon,
[00:06:15.340 --> 00:06:17.380]   when are you actually gonna have to spend the money,
[00:06:17.380 --> 00:06:19.300]   your current circumstances, where you are financially,
[00:06:19.300 --> 00:06:20.900]   and then your goals, where you're going to be.
[00:06:20.900 --> 00:06:22.660]   Those things are the only thing that's gonna matter.
[00:06:22.660 --> 00:06:24.380]   So for a big pool of capital
[00:06:24.380 --> 00:06:26.660]   that's hundreds of millions or billions of dollars,
[00:06:26.660 --> 00:06:28.060]   you still have to match up your portfolio
[00:06:28.060 --> 00:06:29.420]   with your risk profile and time horizon,
[00:06:29.420 --> 00:06:31.060]   understand how much are we spending?
[00:06:31.060 --> 00:06:31.940]   When are we gonna spend it?
[00:06:31.940 --> 00:06:33.180]   What kind of risk tolerance do we have?
[00:06:33.180 --> 00:06:34.100]   That's the kind of thing.
[00:06:34.100 --> 00:06:35.580]   And so I think that's the main building block,
[00:06:35.580 --> 00:06:37.600]   whether you're managing $10,000 for yourself
[00:06:37.600 --> 00:06:39.060]   or $10 million.
[00:06:39.060 --> 00:06:41.300]   Now, if you do have a high net worth
[00:06:41.300 --> 00:06:42.660]   and you are one of these not to brag people
[00:06:42.660 --> 00:06:44.160]   and you're in a good position,
[00:06:44.160 --> 00:06:45.000]   it can kind of change.
[00:06:45.000 --> 00:06:47.100]   The risk profile thing is kind of,
[00:06:47.100 --> 00:06:49.540]   it's kind of murky because let's say you're lucky enough
[00:06:49.540 --> 00:06:52.060]   to have a high net worth and then millions of dollars,
[00:06:52.060 --> 00:06:53.160]   right?
[00:06:53.160 --> 00:06:55.780]   Your ability to take risk is high
[00:06:55.780 --> 00:06:56.620]   'cause you have a lot of money.
[00:06:56.620 --> 00:06:58.860]   And if your spending level is reasonable,
[00:06:58.860 --> 00:07:00.700]   then you have the ability to take more risk
[00:07:00.700 --> 00:07:02.340]   'cause you have a higher net worth.
[00:07:02.340 --> 00:07:03.940]   But you don't have the need to take more risk
[00:07:03.940 --> 00:07:05.260]   'cause you already have money, right?
[00:07:05.260 --> 00:07:08.100]   And so you're kind of balancing between
[00:07:08.100 --> 00:07:10.660]   I wanna continue to grow my wealth,
[00:07:10.660 --> 00:07:11.960]   but I don't wanna screw things up.
[00:07:11.960 --> 00:07:13.900]   So then it comes down to your willingness to take risk.
[00:07:13.900 --> 00:07:15.220]   Okay, I have a lot of money.
[00:07:15.220 --> 00:07:16.540]   Do I want to though?
[00:07:16.540 --> 00:07:17.500]   What's my risk appetite?
[00:07:17.500 --> 00:07:19.380]   What's my tolerance for risk?
[00:07:19.380 --> 00:07:21.980]   How comfortable am I with keeping things the way they are?
[00:07:21.980 --> 00:07:22.820]   How much do I wanna build
[00:07:22.820 --> 00:07:24.400]   for the next generation or whatever it is?
[00:07:24.400 --> 00:07:26.340]   So my favorite example of this
[00:07:26.340 --> 00:07:28.780]   is there's two wealthy billionaire families
[00:07:28.780 --> 00:07:29.740]   in the Grand Rapids area.
[00:07:29.740 --> 00:07:31.260]   One of them I used to work for.
[00:07:31.260 --> 00:07:33.020]   And there was two founders,
[00:07:33.020 --> 00:07:34.940]   two guys that founded the Amway Corporation.
[00:07:34.940 --> 00:07:36.780]   And the story goes that one of them
[00:07:36.780 --> 00:07:37.820]   took his billions of dollars
[00:07:37.820 --> 00:07:40.140]   and put it on private equity and venture capital
[00:07:40.140 --> 00:07:43.200]   and all these different kinds of high-risk,
[00:07:43.200 --> 00:07:46.280]   potentially high-reward funds and just invested it all
[00:07:46.280 --> 00:07:48.120]   because I have an infinite time horizon.
[00:07:48.120 --> 00:07:48.960]   I have billions of dollars.
[00:07:48.960 --> 00:07:49.780]   It doesn't matter.
[00:07:49.780 --> 00:07:51.300]   And the other guy took his billions of dollars
[00:07:51.300 --> 00:07:54.020]   and invested it all in US government treasury bonds
[00:07:54.020 --> 00:07:55.480]   and said, "I'm gonna keep it ultra safe.
[00:07:55.480 --> 00:07:56.320]   "I have this money.
[00:07:56.320 --> 00:07:57.440]   "What's the point?"
[00:07:57.440 --> 00:07:59.600]   And the thing is, neither of them are right
[00:07:59.600 --> 00:08:00.720]   and neither of them are wrong, right?
[00:08:00.720 --> 00:08:02.680]   If you have that much money,
[00:08:02.680 --> 00:08:04.080]   obviously that's an extreme example,
[00:08:04.080 --> 00:08:04.920]   but that's the idea here.
[00:08:04.920 --> 00:08:06.480]   If you get to a certain point.
[00:08:06.480 --> 00:08:09.440]   The other part of the question here is basically
[00:08:09.440 --> 00:08:12.940]   when should you actually change your asset allocation, right?
[00:08:12.940 --> 00:08:14.660]   So I think that kind of gets down to it.
[00:08:14.660 --> 00:08:16.700]   Like, is net worth a part of it?
[00:08:16.700 --> 00:08:18.620]   I think that's part of it is like
[00:08:18.620 --> 00:08:20.460]   when your circumstances change.
[00:08:20.460 --> 00:08:23.220]   So spending, this person in the question
[00:08:23.220 --> 00:08:24.660]   already also mentioned spending.
[00:08:24.660 --> 00:08:26.620]   I think spending is a big thing.
[00:08:26.620 --> 00:08:28.420]   If something in your life happens that makes you change,
[00:08:28.420 --> 00:08:30.740]   that's when you can kind of change your asset allocation.
[00:08:30.740 --> 00:08:34.100]   I think when the market opportunity set changes,
[00:08:34.100 --> 00:08:35.620]   that's time for it to potentially think about it.
[00:08:35.620 --> 00:08:39.420]   So in years past, I mentioned we've had all these cycles.
[00:08:39.420 --> 00:08:40.780]   When interest rates were on the floor
[00:08:40.780 --> 00:08:43.420]   at 50 basis points or whatever,
[00:08:43.420 --> 00:08:45.200]   I think a lot of people were thinking,
[00:08:45.200 --> 00:08:46.740]   why would I have a 60/40 portfolio
[00:08:46.740 --> 00:08:47.860]   if bonds aren't paying me anything?
[00:08:47.860 --> 00:08:50.060]   I'm gonna go to 70/30 or 80/20.
[00:08:50.060 --> 00:08:50.880]   And I think that made sense
[00:08:50.880 --> 00:08:52.300]   because the market was kind of dictating that.
[00:08:52.300 --> 00:08:55.140]   If you would be willing to take that risk,
[00:08:55.140 --> 00:08:56.580]   again, that gets into the willingness.
[00:08:56.580 --> 00:08:58.100]   Now that rates are higher,
[00:08:58.100 --> 00:09:01.300]   maybe people who were 70/30 or 80/20 could go,
[00:09:01.300 --> 00:09:03.100]   well, geez, interest rates are 5%.
[00:09:03.100 --> 00:09:05.740]   Maybe I'm more comfortable taking on 60/40
[00:09:05.740 --> 00:09:08.460]   or 50/50 portfolio because rates are so much higher.
[00:09:08.460 --> 00:09:10.780]   And so I think when market opportunity set changes,
[00:09:10.780 --> 00:09:14.580]   that can come to your thought process.
