
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:08.520]   - Okay, hi everyone.
[00:00:08.520 --> 00:00:13.520]   So I was given the task of talking about agents in 2024
[00:00:13.520 --> 00:00:16.780]   and this is an impossible task
[00:00:16.780 --> 00:00:21.600]   because there are so many agents, so many agents in 2024.
[00:00:21.600 --> 00:00:23.460]   So this is gonna be strongly covered
[00:00:23.460 --> 00:00:25.160]   by like my personal experience
[00:00:25.160 --> 00:00:26.960]   and what I think is interesting and important,
[00:00:26.960 --> 00:00:29.120]   but I think it's an important topic.
[00:00:29.120 --> 00:00:30.320]   So let's go ahead.
[00:00:30.320 --> 00:00:36.480]   So the first thing I'd like to think about is,
[00:00:36.480 --> 00:00:38.800]   let's say I gave you, you know,
[00:00:38.800 --> 00:00:41.360]   a highly competent human some tools.
[00:00:41.360 --> 00:00:44.760]   Let's say I give you a web browser
[00:00:44.760 --> 00:00:47.520]   and a terminal or a file system
[00:00:47.520 --> 00:00:51.580]   and the ability to edit text or code.
[00:00:51.580 --> 00:00:55.260]   What could you do with that?
[00:00:55.260 --> 00:00:58.280]   Everything, yeah.
[00:00:58.280 --> 00:00:59.360]   Probably a lot of things.
[00:00:59.360 --> 00:01:01.720]   This is like 99% of my, you know,
[00:01:01.720 --> 00:01:05.560]   daily life I guess when I'm working.
[00:01:05.560 --> 00:01:09.960]   So I think this is a pretty powerful tool set
[00:01:09.960 --> 00:01:12.360]   and what I am trying to do
[00:01:12.360 --> 00:01:14.560]   and what I think some other people are trying to do
[00:01:14.560 --> 00:01:16.820]   is come up with agents that are able to, you know,
[00:01:16.820 --> 00:01:18.240]   manipulate these things,
[00:01:18.240 --> 00:01:21.800]   web browsing, coding, running code in successful ways.
[00:01:21.800 --> 00:01:25.360]   So there was a little bit about my profile.
[00:01:25.360 --> 00:01:28.240]   I'm a professor at CMU, chief scientist at All Hands AI,
[00:01:28.240 --> 00:01:30.480]   building open source coding agents.
[00:01:30.480 --> 00:01:32.560]   I'm maintainer of Open Hands,
[00:01:32.560 --> 00:01:35.400]   which is an open source coding agent framework.
[00:01:35.400 --> 00:01:38.480]   And I'm also a software developer
[00:01:38.480 --> 00:01:43.480]   and I like doing lots of coding and, you know,
[00:01:43.480 --> 00:01:45.480]   shipping new features and stuff like this.
[00:01:45.480 --> 00:01:48.180]   So building agents that help me to do this, you know,
[00:01:48.180 --> 00:01:50.800]   is kind of an interesting thing, very close to me.
[00:01:50.800 --> 00:01:54.000]   So the first thing I'd like to do
[00:01:54.000 --> 00:01:55.760]   is I'd like to try some things
[00:01:55.760 --> 00:01:58.160]   that I haven't actually tried before.
[00:01:58.160 --> 00:02:01.460]   If anybody has, you know, tried to give a live demo,
[00:02:01.460 --> 00:02:04.960]   you know, this is very, very scary whenever you do it
[00:02:04.960 --> 00:02:05.800]   and it might not work.
[00:02:05.800 --> 00:02:08.040]   So it might not work this time either.
[00:02:08.040 --> 00:02:10.520]   But I wanna show you like three things
