
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.040]   Happy New Year and welcome to another episode
[00:00:05.040 --> 00:00:07.580]   of All The Hacks, a show about upgrading your life,
[00:00:07.580 --> 00:00:08.820]   money and travel.
[00:00:08.820 --> 00:00:10.760]   I'm Chris Hutchins and I'm excited you're here
[00:00:10.760 --> 00:00:13.280]   for the first episode of 2023.
[00:00:13.280 --> 00:00:15.360]   I also hope you're feeling better than I am
[00:00:15.360 --> 00:00:17.320]   because somehow everyone in our house
[00:00:17.320 --> 00:00:19.700]   has gotten a cold or flu twice
[00:00:19.700 --> 00:00:21.460]   in the past two and a half weeks.
[00:00:21.460 --> 00:00:24.800]   But sick or not, I am excited to kick off the new year
[00:00:24.800 --> 00:00:27.060]   with another listener question episode.
[00:00:27.060 --> 00:00:28.740]   We're gonna cover paying down your mortgage,
[00:00:28.740 --> 00:00:30.400]   where to put cash savings,
[00:00:30.400 --> 00:00:32.320]   managing credit cards with your partner,
[00:00:32.320 --> 00:00:35.020]   booking hotels direct versus the portal,
[00:00:35.020 --> 00:00:37.000]   what to do when you're short on points,
[00:00:37.000 --> 00:00:39.920]   how to save money on data while traveling and more.
[00:00:39.920 --> 00:00:41.900]   I'm also gonna share some of the listener hacks
[00:00:41.900 --> 00:00:43.160]   that you all sent me.
[00:00:43.160 --> 00:00:45.720]   So let's get right into it after this.
[00:00:45.720 --> 00:00:50.160]   I love helping you answer all the toughest questions
[00:00:50.160 --> 00:00:52.680]   about life, money and so much more.
[00:00:52.680 --> 00:00:55.240]   But sometimes it's helpful to talk to other people
[00:00:55.240 --> 00:00:57.920]   in your situation, which actually gets harder
[00:00:57.920 --> 00:00:59.300]   as you build your wealth.
[00:00:59.300 --> 00:01:02.560]   So I wanna introduce you to today's sponsor, Long Angle.
[00:01:02.560 --> 00:01:05.420]   Long Angle is a community of high net worth individuals
[00:01:05.420 --> 00:01:07.580]   with backgrounds in everything from technology,
[00:01:07.580 --> 00:01:10.100]   finance, medicine, to real estate, law,
[00:01:10.100 --> 00:01:12.100]   manufacturing and more.
[00:01:12.100 --> 00:01:13.500]   I'm a member of Long Angle.
[00:01:13.500 --> 00:01:15.460]   I've loved being a part of the community
[00:01:15.460 --> 00:01:17.780]   and I've even had one of the founders, Tad Fallows,
[00:01:17.780 --> 00:01:19.900]   join me on all the hacks in episode 87
[00:01:19.900 --> 00:01:22.260]   to talk about alternative investments.
[00:01:22.260 --> 00:01:23.980]   Now, the majority of Long Angle members
[00:01:23.980 --> 00:01:25.780]   are first generation wealth,
[00:01:25.780 --> 00:01:27.880]   young, highly successful individuals
[00:01:27.880 --> 00:01:30.020]   who join the community to share knowledge
[00:01:30.020 --> 00:01:31.360]   and learn from each other
[00:01:31.360 --> 00:01:33.940]   in a confidential, unbiased setting.
[00:01:33.940 --> 00:01:36.240]   On top of that, members also get access
[00:01:36.240 --> 00:01:39.580]   to some unique private market investment opportunities.
[00:01:39.580 --> 00:01:40.980]   Like I said, I'm a member
[00:01:40.980 --> 00:01:43.140]   and I've gotten so much value from the community
[00:01:43.140 --> 00:01:45.120]   because you're getting advice and feedback
[00:01:45.120 --> 00:01:47.620]   from people in a similar situation to you
[00:01:47.620 --> 00:01:50.060]   on everything from your investment portfolio,
[00:01:50.060 --> 00:01:51.380]   to your children's education,
[00:01:51.380 --> 00:01:53.700]   to finding a concierge doctor.
[00:01:53.700 --> 00:01:55.140]   So many of these conversations
[00:01:55.140 --> 00:01:57.380]   aren't happening anywhere else online.
[00:01:57.380 --> 00:02:01.040]   So if you have more than 2.2 million in investable assets,
[00:02:01.040 --> 00:02:02.900]   which is their minimum for membership,
[00:02:02.900 --> 00:02:04.980]   I encourage you to check out Long Angle
[00:02:04.980 --> 00:02:07.140]   and it's totally free to join.
[00:02:07.140 --> 00:02:10.260]   Just go to longangle.com to learn more.
