
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:05.600]   - Hey, everyone.
[00:00:05.600 --> 00:00:07.240]   Welcome to the Latent Space Podcast.
[00:00:07.240 --> 00:00:08.920]   This is Alessio, partner and CTO
[00:00:08.920 --> 00:00:10.360]   in Residence at Decibel Partners,
[00:00:10.360 --> 00:00:12.080]   and I'm joined by my co-host, Swiss,
[00:00:12.080 --> 00:00:13.280]   founder of Small AI.
[00:00:13.280 --> 00:00:14.720]   - Hey, everyone.
[00:00:14.720 --> 00:00:16.040]   This is a very, very special episode.
[00:00:16.040 --> 00:00:18.800]   We have here Mr. Josephine Teo from Singapore.
[00:00:18.800 --> 00:00:19.640]   Welcome.
[00:00:19.640 --> 00:00:21.120]   - Hi, Sean, and hi, Alessio.
[00:00:21.120 --> 00:00:22.320]   Thank you for having me.
[00:00:22.320 --> 00:00:23.160]   - Of course.
[00:00:23.160 --> 00:00:25.580]   - You are the Minister for Digital Development
[00:00:25.580 --> 00:00:27.720]   and Information and Second Minister for Home Affairs.
[00:00:27.720 --> 00:00:29.000]   And we are meeting here at Raise,
[00:00:29.000 --> 00:00:30.840]   which, effectively, your agency.
[00:00:30.840 --> 00:00:32.240]   Maybe we want to explain a little bit
[00:00:32.240 --> 00:00:34.680]   about what Singapore is doing in AI.
[00:00:34.680 --> 00:00:36.960]   - Well, we've had an AI strategy
[00:00:36.960 --> 00:00:39.480]   at the national level for some years now.
[00:00:39.480 --> 00:00:42.480]   And about two years ago,
[00:00:42.480 --> 00:00:47.480]   when generative AI became so prominent,
[00:00:47.480 --> 00:00:49.360]   we thought it was about time for us
[00:00:49.360 --> 00:00:52.680]   to refresh our national AI strategy.
[00:00:52.680 --> 00:00:55.680]   And it's not unusual on such occasions
[00:00:55.680 --> 00:00:57.480]   for us to consult widely.
[00:00:57.480 --> 00:01:01.040]   We want to talk to people who are familiar with the field.
[00:01:01.040 --> 00:01:05.840]   We want to talk to people who are active as practitioners.
[00:01:05.840 --> 00:01:08.880]   And we also want to talk to people in Singapore
[00:01:08.880 --> 00:01:13.560]   who have an interest in seeing the AI ecosystem develop.
[00:01:13.560 --> 00:01:15.920]   So when we put all these together,
[00:01:15.920 --> 00:01:17.880]   we discovered something else by chance,
[00:01:17.880 --> 00:01:19.880]   and it was really a bonus.
[00:01:19.880 --> 00:01:22.840]   This was the fact that there were already Singaporeans
[00:01:22.840 --> 00:01:25.320]   that were active in the AI space,
[00:01:25.320 --> 00:01:29.400]   particularly in the US, particularly in the Bay Area.
[00:01:29.400 --> 00:01:32.720]   And one of the exciting things for us
[00:01:32.720 --> 00:01:36.520]   was how could we also consult these Singaporeans,
[00:01:36.520 --> 00:01:39.560]   who clearly still have a passion for Singapore.
[00:01:39.560 --> 00:01:42.920]   They do care about what happens back home,
[00:01:42.920 --> 00:01:44.600]   and they want to contribute to it.
[00:01:44.600 --> 00:01:46.560]   So that's how Raise came about.
[00:01:46.560 --> 00:01:49.800]   And Raise actually preceded the publication
[00:01:49.800 --> 00:01:54.000]   of the refresh of our national AI strategy,
[00:01:54.000 --> 00:01:56.440]   which took place in December last year.
[00:01:56.440 --> 00:01:59.360]   So the inputs of the participants from Raise
[00:01:59.360 --> 00:02:04.320]   helped us to sharpen what we thought would be important
[00:02:04.320 --> 00:02:06.720]   in building up the AI ecosystem.
[00:02:06.720 --> 00:02:11.720]   And also with the encouragement of participants at Raise,
[00:02:11.720 --> 00:02:15.840]   primarily Singaporeans who were doing great work in the US,
[00:02:15.840 --> 00:02:18.880]   we decided to raise our ambitions.
[00:02:18.880 --> 00:02:19.960]   - Yeah, that's a good name.
[00:02:19.960 --> 00:02:22.400]   - That's why we say AI for the public good,
[00:02:22.400 --> 00:02:24.640]   recognizing the fact that commercial interest
[00:02:24.640 --> 00:02:28.120]   will certainly drive exciting developments
[00:02:28.120 --> 00:02:30.400]   in the industry space.
[00:02:30.400 --> 00:02:33.640]   But keep in mind, there is a need to make sure
[00:02:33.640 --> 00:02:35.440]   that AI serves the public good.
[00:02:35.440 --> 00:02:37.400]   And we say for Singapore and the world.
[00:02:37.400 --> 00:02:39.480]   So the idea is that experiments
[00:02:39.480 --> 00:02:41.320]   that are carried out in Singapore,
[00:02:41.320 --> 00:02:43.200]   things that are scaled up in Singapore
[00:02:43.200 --> 00:02:47.320]   potentially could have contributions elsewhere in the world.
[00:02:47.320 --> 00:02:49.800]   And so AI for the public good for Singapore and the world,
[00:02:49.800 --> 00:02:51.080]   that's how it came about.
[00:02:51.080 --> 00:02:53.360]   - I was listening to some of your previous interviews
[00:02:53.360 --> 00:02:56.080]   and even the choice of the name development
[00:02:56.080 --> 00:02:58.360]   in the ministry name was very specific.
[00:02:58.360 --> 00:03:00.560]   You mentioned naming is your ethos.
[00:03:00.560 --> 00:03:03.120]   Can you explain maybe a bit about what the ministry does,
[00:03:03.120 --> 00:03:05.280]   which is not simply funding R&D,
[00:03:05.280 --> 00:03:06.560]   but it's also thinking about
[00:03:06.560 --> 00:03:08.360]   how to apply the technologies in industry
[00:03:08.360 --> 00:03:10.320]   and just maybe give people an overview
[00:03:10.320 --> 00:03:13.360]   since there's not really an equivalent in the US.
[00:03:13.360 --> 00:03:17.880]   - Yeah, so when people talk about our smart nation efforts,
[00:03:17.880 --> 00:03:22.880]   it was helpful in articulating a few key pillars.
[00:03:22.880 --> 00:03:27.800]   We talked about one pillar being a vibrant digital economy.
[00:03:27.800 --> 00:03:31.200]   We also talk about a stable digital society
[00:03:31.200 --> 00:03:32.840]   because digital technologies,
[00:03:32.840 --> 00:03:34.680]   the way in which they are used
[00:03:34.680 --> 00:03:37.680]   can sometimes cause divisions in society
[00:03:37.680 --> 00:03:40.360]   or entrench polarization.
[00:03:40.360 --> 00:03:44.040]   They can also have the potential of causing social upheaval.
[00:03:44.040 --> 00:03:46.800]   So when we talked about stable digital society,
[00:03:46.800 --> 00:03:47.840]   that was what we had in mind.
[00:03:47.840 --> 00:03:49.480]   How do you preserve cohesion?
