
[00:00:00.000 --> 00:00:02.400]   (upbeat music)
[00:00:02.400 --> 00:00:05.520]   - Hello, and welcome to another episode of All The Hacks,
[00:00:05.520 --> 00:00:08.320]   a show about upgrading your life, money, and travel.
[00:00:08.320 --> 00:00:10.860]   Now, with open enrollment coming around the corner
[00:00:10.860 --> 00:00:12.580]   for so many people, and for some of you,
[00:00:12.580 --> 00:00:13.980]   maybe it's already started,
[00:00:13.980 --> 00:00:15.540]   I really wanted to do an episode
[00:00:15.540 --> 00:00:18.200]   to help you go through that decision-making process
[00:00:18.200 --> 00:00:20.280]   because I've tried to optimize it
[00:00:20.280 --> 00:00:22.000]   many, many times in my life,
[00:00:22.000 --> 00:00:24.000]   and I felt like that's something worth sharing.
[00:00:24.000 --> 00:00:24.840]   And then on top of that,
[00:00:24.840 --> 00:00:27.280]   I did a ton of research, as I always do,
[00:00:27.280 --> 00:00:28.520]   to try to help you guys out.
[00:00:28.520 --> 00:00:30.080]   So the majority of this episode
[00:00:30.080 --> 00:00:31.800]   is gonna focus on health insurance,
[00:00:31.800 --> 00:00:33.120]   and we'll go really deep there,
[00:00:33.120 --> 00:00:35.520]   and we'll share some hacks to save money and optimize,
[00:00:35.520 --> 00:00:38.080]   but I'll also make sure to touch on dental and vision
[00:00:38.080 --> 00:00:39.780]   and some other open enrollment options
[00:00:39.780 --> 00:00:42.960]   like HSAs, FSAs, and employer life insurance.
[00:00:42.960 --> 00:00:44.000]   And then at the end,
[00:00:44.000 --> 00:00:45.880]   just because I'm recording this from Hawaii,
[00:00:45.880 --> 00:00:49.040]   I'll share a few tips from our experience on the Big Island,
[00:00:49.040 --> 00:00:51.040]   not too much, but just a few things that we've done
[00:00:51.040 --> 00:00:52.220]   that we thought were really fun.
[00:00:52.220 --> 00:00:53.580]   So lots to cover.
[00:00:53.580 --> 00:00:55.660]   Let's jump in right after this.
[00:00:57.220 --> 00:00:59.080]   We recently took a trip to Hawaii,
[00:00:59.080 --> 00:01:00.520]   and for the first time ever,
[00:01:00.520 --> 00:01:03.200]   I felt like I crushed the Sandcastle game,
[00:01:03.200 --> 00:01:05.680]   and that's thanks to a class I took on Masterclass
