
[00:00:00.000 --> 00:00:02.680]   [silence]
[00:00:02.680 --> 00:00:07.100]   There are now emerging methods that people are using
[00:00:07.100 --> 00:00:10.480]   in order to separate out the sperm
[00:00:10.480 --> 00:00:14.200]   that will indeed give rise to a male offspring
[00:00:14.200 --> 00:00:15.620]   versus a female offspring.
[00:00:15.620 --> 00:00:17.680]   Now, this of course is done in the context
[00:00:17.680 --> 00:00:19.460]   of in vitro fertilization.
[00:00:19.460 --> 00:00:21.760]   We haven't talked too much about in vitro fertilization,
[00:00:21.760 --> 00:00:24.940]   but in vitro fertilization involves, as the name suggests,
[00:00:24.940 --> 00:00:29.200]   taking an egg and taking a sperm, pairing them in a dish.
[00:00:29.200 --> 00:00:31.820]   This can be done a number of different ways,
[00:00:31.820 --> 00:00:34.900]   but just to briefly describe the IVF procedure,
[00:00:34.900 --> 00:00:38.560]   IVF involves administering supra,
[00:00:38.560 --> 00:00:42.280]   meaning greater than normal, supraphysiological levels
[00:00:42.280 --> 00:00:45.800]   of follicle-stimulating hormone and luteinizing hormone
[00:00:45.800 --> 00:00:48.480]   during the follicular phase of a woman's cycle.
[00:00:48.480 --> 00:00:52.840]   What that causes is the maturation of not just one egg
[00:00:52.840 --> 00:00:57.600]   that would be ovulated, but multiple follicles and eggs,
[00:00:57.600 --> 00:01:00.780]   and then ovulation itself is suppressed
[00:01:00.780 --> 00:01:04.080]   also through the administration of exogenous hormones.
[00:01:04.080 --> 00:01:06.480]   And then under ultrasound guidance,
[00:01:06.480 --> 00:01:10.380]   an OBGYN goes in and collects the mature eggs and follicles,
[00:01:10.380 --> 00:01:11.560]   puts them in a dish,
[00:01:11.560 --> 00:01:13.640]   and then sperm are delivered to that dish,
[00:01:13.640 --> 00:01:14.920]   and those could either be sperm
[00:01:14.920 --> 00:01:17.760]   that were frozen previously, or more typically,
[00:01:17.760 --> 00:01:21.080]   or ideally it would be live sperm collected that day
[00:01:21.080 --> 00:01:25.040]   that are washed through a very straightforward procedure.
[00:01:25.040 --> 00:01:27.540]   And then those sperm either are allowed to compete
[00:01:27.540 --> 00:01:29.680]   for those eggs and fertilize those eggs
[00:01:29.680 --> 00:01:33.560]   and allow them to advance to a very early embryo stage
[00:01:33.560 --> 00:01:35.080]   before those embryos are frozen
[00:01:35.080 --> 00:01:37.320]   and eventually implanted into a woman
[00:01:37.320 --> 00:01:41.200]   in order to have them be carried to full-term, ideally,
[00:01:41.200 --> 00:01:45.120]   or there's a procedure in which specific sperm are selected
[00:01:45.120 --> 00:01:47.320]   because they have the best morphology, motility,
[00:01:47.320 --> 00:01:50.200]   and so forth, and in a process called ICSI,
[00:01:50.200 --> 00:01:53.720]   I-C-S-I, in which the sperm themselves
[00:01:53.720 --> 00:01:57.860]   are literally forced to fertilize that particular egg.
[00:01:57.860 --> 00:02:01.060]   Now, under those conditions,
[00:02:01.060 --> 00:02:04.860]   typically a couple or a woman,
[00:02:04.860 --> 00:02:07.100]   if she's doing this on her own with a sperm donor,
[00:02:07.100 --> 00:02:10.500]   will get multiple fertilized embryos, okay,
[00:02:10.500 --> 00:02:14.100]   that are carried to a multicellular stage
[00:02:14.100 --> 00:02:17.300]   so that it's clear that they could grow into a child
[00:02:17.300 --> 00:02:20.620]   if they were implanted into a viable host,
[00:02:20.620 --> 00:02:21.500]   sometimes the surrogate,
[00:02:21.500 --> 00:02:24.200]   sometimes the woman who wants the child herself.
[00:02:24.200 --> 00:02:25.440]   And under those conditions,
[00:02:25.440 --> 00:02:27.600]   it is possible to look at the genetic makeup,
[00:02:27.600 --> 00:02:31.680]   including the karyotype of those early nascent embryos,
[00:02:31.680 --> 00:02:34.680]   in which case people really can select the sex
[00:02:34.680 --> 00:02:35.520]   of their offspring.
[00:02:35.520 --> 00:02:39.760]   That is, they will have some embryos that are XX,
[00:02:39.760 --> 00:02:41.440]   some embryos that are XY.
[00:02:41.440 --> 00:02:44.760]   It's very likely also that they will have some embryos
[00:02:44.760 --> 00:02:48.720]   that have karyotypes or genotypes which are not ideal
[00:02:48.720 --> 00:02:51.160]   in that they would potentially lead to a miscarriage
[00:02:51.160 --> 00:02:52.440]   or some other genetic defect.
[00:02:52.440 --> 00:02:55.320]   And so typically people do not select
[00:02:55.320 --> 00:02:57.960]   to implant those embryos
[00:02:57.960 --> 00:03:00.840]   if they have the option to implant embryos
[00:03:00.840 --> 00:03:04.500]   that are of either XX or XY karyotype
[00:03:04.500 --> 00:03:07.520]   and the normal chromosomal arrangements
[00:03:07.520 --> 00:03:09.320]   for obvious reasons.
[00:03:09.320 --> 00:03:14.080]   So the whole point here is that sex selection is possible,
[00:03:14.080 --> 00:03:17.220]   but only using in vitro fertilization.
[00:03:17.220 --> 00:03:19.560]   The other thing that is becoming clear to us
[00:03:19.560 --> 00:03:22.560]   in more recent years is that sex selection
[00:03:22.560 --> 00:03:24.960]   is actually possible at the level of the sperm
[00:03:24.960 --> 00:03:27.100]   even prior to fertilization.
[00:03:27.100 --> 00:03:29.240]   This is an emerging dataset,
[00:03:29.240 --> 00:03:31.200]   and this is largely happening in clinics
[00:03:31.200 --> 00:03:32.560]   outside of the United States,
[00:03:32.560 --> 00:03:35.120]   but there are some clinics that have figured out methods
[00:03:35.120 --> 00:03:37.160]   in which they can take a sperm sample
[00:03:37.160 --> 00:03:40.760]   and they can spin that sperm sample in a centrifuge
[00:03:40.760 --> 00:03:42.920]   at a rate that separates out the sperm
[00:03:42.920 --> 00:03:44.600]   into what are called different fractions.
[00:03:44.600 --> 00:03:46.240]   So for those of you done a little bit of biology
[00:03:46.240 --> 00:03:49.180]   with centrifuges, when you spin any kind of substance
[00:03:49.180 --> 00:03:52.440]   that includes multiple things in it of different weights,
[00:03:52.440 --> 00:03:54.120]   when you spin them, the things of different weights
[00:03:54.120 --> 00:03:56.320]   segregate out into different fractions
[00:03:56.320 --> 00:03:57.440]   along the depth of the tube,
