
[00:00:00.000 --> 00:00:09.960]   Hi everyone, thank you for joining us today for Prompting 101. My name is Hannah,
[00:00:09.960 --> 00:00:14.120]   I'm part of the Applied AI team here at Anthropic, and with me is Christian,
[00:00:14.120 --> 00:00:17.920]   also part of the Applied AI team. And what we're gonna do today is take you
[00:00:17.920 --> 00:00:21.120]   through a little bit of prompting best practices, and we're gonna use a real
[00:00:21.120 --> 00:00:26.360]   world scenario and build up a prompt together. So a little bit about what
[00:00:26.360 --> 00:00:30.560]   prompt engineering is. Prompt engineering, you're all probably a little bit
[00:00:30.560 --> 00:00:34.160]   familiar with this, this is the way that we communicate with a language model and
[00:00:34.160 --> 00:00:37.760]   try to get it to do what we want. So this is the practice of writing clear
[00:00:37.760 --> 00:00:41.200]   instructions for the model, giving the model the context that it needs to
[00:00:41.200 --> 00:00:45.620]   complete the task, and thinking through how we want to arrange that information in
[00:00:45.620 --> 00:00:49.940]   order to get the best result. So there's a lot of detail here, a lot of different
[00:00:49.940 --> 00:00:53.860]   ways you might want to think about building out a prompt, and as always the
[00:00:53.860 --> 00:00:58.000]   best way to learn this is just to practice doing it. So today we're gonna go
[00:00:58.000 --> 00:01:02.560]   through a hands-on scenario. We're gonna use an example inspired by a real
[00:01:02.560 --> 00:01:06.940]   customer that we worked with. So we've modified what the actual customer asked us
[00:01:06.940 --> 00:01:10.600]   to do, but this is a really interesting case of trying to analyze some images and
[00:01:10.600 --> 00:01:15.280]   get factual information out of the images and have Claude make a judgment about
[00:01:15.280 --> 00:01:20.800]   what content it finds there. And I actually do not speak the language that this
[00:01:20.800 --> 00:01:24.940]   content is in, but luckily Christian and Claude both do. So I'm going to pass it
[00:01:24.940 --> 00:01:28.480]   over to Christian to talk about the scenario and the content. So for this
[00:01:28.480 --> 00:01:34.000]   example that we have here, it's intended, so to set the stage, imagine you're working for a
[00:01:34.000 --> 00:01:38.860]   Swedish insurance company and you deal with car insurance claims on a daily
[00:01:38.860 --> 00:01:43.900]   manner. And the purpose of this is that you have two pieces of information. We're going
[00:01:43.900 --> 00:01:48.040]   to these in detail as well but visually you can see on the left hand side we have a
[00:01:48.040 --> 00:01:52.900]   car accident report form and just detailing out what transpired before the
[00:01:52.900 --> 00:01:59.860]   accident actually took place. And then finally we have a sort of human drawn sketch of how
[00:01:59.860 --> 00:02:03.400]   the accident took place as well. So these two pieces of information is what we're
[00:02:03.400 --> 00:02:07.900]   going to try to pass on to Claude. And to begin with we could just take these two and
[00:02:07.900 --> 00:02:12.040]   throw them into a console and just see what happens. So if we transition over to
[00:02:12.040 --> 00:02:16.060]   your console as well we can actually do this in a real manner. And in this case
[00:02:16.060 --> 00:02:20.380]   here you can see we have our shiny beautiful Anthropic console. We're using the
[00:02:20.380 --> 00:02:26.560]   new Claude 4 solid model as well. In this case setting temperature zero and having a
[00:02:26.560 --> 00:02:30.580]   huge max token budget as well just helping us make sure that there's no
[00:02:30.580 --> 00:02:34.360]   limitations to what Claude can do. In this case you can see you have a very simple
[00:02:34.360 --> 00:02:37.180]   prompt just setting the stage of what Claude is supposed to do. In this case
[00:02:37.180 --> 00:02:42.520]   mentioning that this is intended to review an accident report form and
[00:02:42.520 --> 00:02:47.880]   eventually also determine what happened in an accident and who's at fault. So you can
[00:02:47.880 --> 00:02:54.300]   see here with this very simple prompt if I just run this. Let me go to preview. We can
[00:02:54.300 --> 00:03:00.580]   see here that Claude thinks that this is in relation to skiing accident that
[00:03:00.580 --> 00:03:05.980]   happened on a street called Schapangatham. It's a very common street in Sweden and in
[00:03:05.980 --> 00:03:09.840]   many ways you can sort of understand this innocent mistake in the sense that in our
[00:03:09.840 --> 00:03:14.140]   prompt we actually haven't done anything to set the stage on what is actually
[00:03:14.140 --> 00:03:18.580]   taking place here. So this sort of first guess is not too bad but we still know
[00:03:18.580 --> 00:03:24.400]   there's a lot of intuition that we can bake into Claude. So we switch back to slides. You can see here that in many ways prompt engineering is a very iterative empirical science.
[00:03:24.400 --> 00:03:45.400]   In this case here we could almost have a test case where Claude is supposed to make sure it understands it's in a car or vehicular environment, nothing to do with skiing and in that way you iteratively build upon your prompt to make sure it's actually tackling the problem you're intending to solve.
[00:03:45.400 --> 00:03:52.400]   And to do so we go through some best practices of how we at Anthropic break this down internally and how we recommend others to do so as well.
[00:03:52.400 --> 00:04:03.400]   So we're going to talk about some best practices for developing a great prompt. First we want to talk a little bit about what a great prompt structure looks like. So you might be familiar with kind of interacting with a chatbot, with Claude, going back and forth, having a more kind of conversational style interaction. When we're working with a task like this, we're probably using the API as well.
[00:04:03.400 --> 00:04:19.400]   And we kind of want to send one single message to Claude and have it nail the task the first time around without needing to kind of move back and forth. So the kind of structure that we recommend is setting the task description up front. So telling Claude what are you here to do? What's your role? What task are you trying to do?
[00:04:19.400 --> 00:04:34.400]   Then we provide content. So in this case it's the images that Christian was showing, the form and the drawing of the accident and how they occurred. That's our dynamic content. This might also be something you're retrieving from another system depending on what your use case is.
[00:04:34.400 --> 00:04:55.400]   We're going to give some detailed instructions to Claude. So almost like a step-by-step list of how we want Claude to go through the task and how we want it to tackle the reasoning.
[00:04:55.400 --> 00:05:04.400]   We may give some examples to Claude. Here's an example of some piece of content you might receive. Here's how you should respond when given that content.
[00:05:04.400 --> 00:05:10.400]   And at the end, we usually recommend repeating anything that's really important for Claude to understand about this task.
[00:05:10.400 --> 00:05:19.400]   Kind of reviewing the information with Claude, emphasizing things that are extra critical, and then telling Claude, okay, go ahead and do your work.
[00:05:19.400 --> 00:05:23.400]   So here's another view. This has a little bit more detail, a little bit more of a breakdown.
[00:05:23.400 --> 00:05:30.400]   And we're going to walk through each of these 10 points individually and show you how we build this up in the console.
[00:05:30.400 --> 00:05:35.400]   So the first couple things, Christian's going to talk about the task context and the tone context.
[00:05:35.400 --> 00:05:47.400]   Perfect. So yeah, if we begin with the task context, as you realize when I went through a little demo there, we didn't have much elaborating what scenario Claude was actually working within.
[00:05:47.400 --> 00:05:52.400]   And because of that, you can also tell that Claude doesn't necessarily need to guess a lot more on what you actually want from it.
[00:05:52.400 --> 00:06:01.400]   So in our case, if we want to break that down, make sure we can give more clear-cut instructions, and also make sure we understand what's the task that we're asking Claude to do.
[00:06:01.400 --> 00:06:06.400]   Secondly, as well, we also make sure we add a little bit of tone into it all.
[00:06:06.400 --> 00:06:10.400]   Key thing here is we want Claude to stay factual and to stay confident.
[00:06:10.400 --> 00:06:16.400]   So if Claude can't understand what it's looking at, we don't want it to guess and just sort of mislead us.
[00:06:16.400 --> 00:06:22.400]   We want to make sure that any assessment, and in our case, we want to make sure that we can understand who's at fault here.
[00:06:22.400 --> 00:06:25.400]   We want to make sure that assessment is as clear and as confident as possible.
[00:06:25.400 --> 00:06:28.400]   If not, we're sort of losing track of what we're doing.
[00:06:28.400 --> 00:06:34.400]   So if we transition back to the console, we can jump to a V2 that we have here.
[00:06:34.400 --> 00:06:37.400]   So I'll just navigate to V2.
[00:06:37.400 --> 00:06:44.400]   And you can see here, I'll also just illustrate the data, because we didn't really do that last time around, just to really highlight what we're looking at.
[00:06:44.400 --> 00:06:53.400]   So what we're seeing here, this is the car accident report form, and it's just 17 different checkboxes going through what actually happened.
[00:06:53.400 --> 00:06:56.400]   You can see there's a vehicle A and vehicle B, both on the left and right hand side.
[00:06:56.400 --> 00:07:04.400]   And the main purpose of this is that we want to make sure that Claude can understand this manually generated data to assess what's actually going on.
[00:07:04.400 --> 00:07:10.400]   And that is corroborated by, if I navigate back here, to this sketch that we can highlight here as well.
[00:07:10.400 --> 00:07:16.400]   In this case, the form is just a different data point for the same scenario.
[00:07:16.400 --> 00:07:20.400]   And in this case here, we want to bake in more information into our version 2.
[00:07:20.400 --> 00:07:24.400]   And by doing so, I'm actually elaborating a lot more on what's going on.
[00:07:24.400 --> 00:07:31.400]   So you can see here, I'm specifying that this AI system is supposed to help a human's claims adjuster.
[00:07:31.400 --> 00:07:35.400]   That's reviewing car accident report forms in Swedish as well.
[00:07:35.400 --> 00:07:39.400]   You can see here, we're also elaborating that there's a human-drawn sketch of the incident.
[00:07:39.400 --> 00:07:44.400]   And that you should not make an assessment if it's not actually fully confident.
[00:07:44.400 --> 00:07:49.400]   And that's really key because if we run this, you'll see that, and you can see the same settings as well.
[00:07:49.400 --> 00:07:52.400]   Claude 4, our new shiny model, zero temperature as well.
[00:07:52.400 --> 00:07:56.400]   If we run this, we can see here what actually happens.
[00:07:56.400 --> 00:08:03.400]   In this case, Claude's able to pick up that now it's related to car accidents, not skiing accidents, which is great.
[00:08:03.400 --> 00:08:12.400]   You can see it's able to pick up that vehicle A was marked on checkbox one, and then vehicle B was on 12.
