
[00:00:00.000 --> 00:00:01.600]   (upbeat music)
[00:00:01.600 --> 00:00:04.480]   - Hello, and welcome to another episode of All The Hacks,
[00:00:04.480 --> 00:00:07.300]   a show about upgrading your life, money, and travel.
[00:00:07.300 --> 00:00:09.640]   I'm Chris Hutchins, and I'm so excited you're here today
[00:00:09.640 --> 00:00:11.620]   for another Mailbag episode.
[00:00:11.620 --> 00:00:13.660]   Yet again, this episode is packed
[00:00:13.660 --> 00:00:16.160]   with a ton of amazing hacks, questions,
[00:00:16.160 --> 00:00:17.960]   and wins you've all sent in.
[00:00:17.960 --> 00:00:20.360]   There is a ton of stuff related to travel hacks,
[00:00:20.360 --> 00:00:22.960]   points, and miles, but I'm also gonna share my take
[00:00:22.960 --> 00:00:26.560]   on United's massive devaluation, what that means for you,
[00:00:26.560 --> 00:00:29.240]   Amex's increased bonus on the green card.
[00:00:29.240 --> 00:00:31.840]   I'll share some of my top two card combos,
[00:00:31.840 --> 00:00:34.000]   talk about some major travel hacks I learned
[00:00:34.000 --> 00:00:37.200]   from personal experience on my past two trips,
[00:00:37.200 --> 00:00:40.200]   and I'll cover a few other great hacks related to health,
[00:00:40.200 --> 00:00:42.540]   money, cell phones, and more.
[00:00:42.540 --> 00:00:45.280]   So thank you all so much for sending in such great hacks,
[00:00:45.280 --> 00:00:47.400]   deals, wins, questions.
[00:00:47.400 --> 00:00:49.640]   I get amazing feedback from you all
[00:00:49.640 --> 00:00:51.360]   about how much you love hearing
[00:00:51.360 --> 00:00:53.080]   from the broader All The Hacks community
[00:00:53.080 --> 00:00:55.640]   through these episodes, so please keep those coming
[00:00:55.640 --> 00:00:58.720]   'cause there is another Mailbag episode coming soon.
[00:00:58.720 --> 00:01:00.720]   But there is a lot to cover today,
[00:01:00.720 --> 00:01:02.980]   so let's jump in right after this.
[00:01:02.980 --> 00:01:06.560]   If you've been listening to this podcast for a while,
[00:01:06.560 --> 00:01:08.680]   you know that I'm a huge fan of Daffy,
[00:01:08.680 --> 00:01:11.000]   a fast-growing modern platform and app
[00:01:11.000 --> 00:01:12.980]   for charitable giving that I am so excited
[00:01:12.980 --> 00:01:14.760]   to partner with for this episode.
[00:01:14.760 --> 00:01:17.780]   Daffy allows you to give to any charity across the U.S.
[00:01:17.780 --> 00:01:20.800]   with just a few taps, but it's so much more than that
[00:01:20.800 --> 00:01:22.880]   because they do it all by helping you set up
[00:01:22.880 --> 00:01:25.080]   a donor-advised fund, or DAF,
[00:01:25.080 --> 00:01:26.680]   which is a tax-advantaged account
[00:01:26.680 --> 00:01:29.760]   that lets you contribute cash, stocks, or crypto
[00:01:29.760 --> 00:01:31.780]   on a one-time or recurring basis,
[00:01:31.780 --> 00:01:34.800]   take the tax deduction at the time of the contribution,
[00:01:34.800 --> 00:01:36.160]   and then distribute that money
[00:01:36.160 --> 00:01:38.800]   to over 1 1/2 million charities, schools,
[00:01:38.800 --> 00:01:42.280]   and faith-based organizations whenever you want to.
[00:01:42.280 --> 00:01:45.060]   Amy and I love Daffy because it's our one-stop shop
[00:01:45.060 --> 00:01:46.680]   for all our charitable giving
[00:01:46.680 --> 00:01:49.120]   and helps us be more intentional with giving.
[00:01:49.120 --> 00:01:50.360]   We've already set up donations
[00:01:50.360 --> 00:01:52.380]   to so many charities that we care about,
[00:01:52.380 --> 00:01:55.800]   like Zero the End of Prostate Cancer and Charity Water.
[00:01:55.800 --> 00:01:59.080]   And Daffy stores all our donation history for us,
[00:01:59.080 --> 00:02:01.440]   so we have a single summary for tax time
