
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.760]   - Welcome friends to this episode
[00:00:06.760 --> 00:00:09.480]   of the "Everyday Educator" podcast.
[00:00:09.480 --> 00:00:11.140]   I'm your host, Lisa Bailey,
[00:00:11.140 --> 00:00:14.400]   and I'm excited to spend some time with you today
[00:00:14.400 --> 00:00:18.160]   as we encourage one another, learn together,
[00:00:18.160 --> 00:00:21.480]   and ponder the delights and challenges
[00:00:21.480 --> 00:00:24.960]   that make homeschooling the adventure of a lifetime.
[00:00:24.960 --> 00:00:27.560]   Whether you're just considering
[00:00:27.560 --> 00:00:30.840]   this homeschooling possibility or deep
[00:00:30.840 --> 00:00:33.880]   into the daily delight of family learning,
[00:00:33.880 --> 00:00:37.440]   I believe you'll enjoy thinking along with us.
[00:00:37.440 --> 00:00:42.440]   But don't forget, although this online community is awesome,
[00:00:42.440 --> 00:00:47.760]   you'll find even closer support in a local CC community.
[00:00:47.760 --> 00:00:51.960]   So go to classicalconversations.com
[00:00:51.960 --> 00:00:55.500]   and find a community near you today.
[00:00:56.560 --> 00:00:59.320]   Well, listeners, I'm so glad that you came back
[00:00:59.320 --> 00:01:03.680]   for part two of the practicalities of practicum.
[00:01:03.680 --> 00:01:05.000]   As you know, from last week,
[00:01:05.000 --> 00:01:06.960]   Jill and I had so much to share
[00:01:06.960 --> 00:01:09.720]   and so much to love about practicum
[00:01:09.720 --> 00:01:12.840]   and so many things that we wanted to tell you guys
[00:01:12.840 --> 00:01:15.320]   about this year's practicum
[00:01:15.320 --> 00:01:17.720]   that we couldn't fit it all in one episode.
[00:01:17.720 --> 00:01:18.620]   So we're back.
[00:01:18.620 --> 00:01:21.080]   I've got Jill Philbrick back with me again.
[00:01:21.080 --> 00:01:22.420]   Hey, Jill.
[00:01:22.420 --> 00:01:24.400]   - Hi, it's nice to be here.
[00:01:24.400 --> 00:01:29.400]   - And I am really excited about the specifics
[00:01:29.400 --> 00:01:32.840]   that we're gonna talk about today.
[00:01:32.840 --> 00:01:33.840]   But let's go back.
[00:01:33.840 --> 00:01:35.920]   Let's kind of set the stage.
[00:01:35.920 --> 00:01:38.320]   If any of you missed part one,
