
[00:00:00.000 --> 00:00:03.280]   (upbeat music)
[00:00:03.280 --> 00:00:05.600]   - Welcome friends to this episode
[00:00:05.600 --> 00:00:08.400]   of the "Everyday Educator" podcast.
[00:00:08.400 --> 00:00:10.220]   I'm your host, Lisa Bailey,
[00:00:10.220 --> 00:00:13.500]   and I'm excited to spend some time with you today
[00:00:13.500 --> 00:00:17.200]   as we encourage one another, learn together,
[00:00:17.200 --> 00:00:20.160]   and ponder the delights and challenges
[00:00:20.160 --> 00:00:23.640]   that make homeschooling the adventure of a lifetime.
[00:00:23.640 --> 00:00:26.040]   Whether you're just considering
[00:00:26.040 --> 00:00:28.280]   this homeschooling possibility,
[00:00:28.280 --> 00:00:32.520]   or deep into the daily delight of family learning,
[00:00:32.520 --> 00:00:36.480]   I believe you'll enjoy thinking along with us.
[00:00:36.480 --> 00:00:40.920]   But don't forget, although this online community is awesome,
[00:00:40.920 --> 00:00:45.920]   you'll find even closer support in a local CC community.
[00:00:45.920 --> 00:00:50.840]   So go to classicalconversations.com
[00:00:50.840 --> 00:00:55.520]   and find a community near you today.
[00:00:55.520 --> 00:01:00.520]   Well, listeners, I'm super excited about this week's podcast.
[00:01:00.520 --> 00:01:04.160]   We're gonna be talking about morning time,
[00:01:04.160 --> 00:01:05.880]   what in the world that is,
[00:01:05.880 --> 00:01:09.320]   and how useful that is for our families
[00:01:09.320 --> 00:01:14.320]   as we all work to develop our family rhythms,
[00:01:14.320 --> 00:01:17.920]   how we make it through the day,
[00:01:17.920 --> 00:01:20.760]   how we travel along this homeschool journey,
[00:01:20.760 --> 00:01:24.200]   and how we build closer relationships.
[00:01:24.200 --> 00:01:27.160]   Learning together, I will tell you,
[00:01:27.160 --> 00:01:29.200]   as I look in the rear view mirror now,
[00:01:29.200 --> 00:01:33.520]   my girls are grown, and I have two sweet grandchildren
[00:01:33.520 --> 00:01:35.440]   that I'm looking forward to dabbling
[00:01:35.440 --> 00:01:37.520]   in their home educations.
[00:01:37.520 --> 00:01:42.520]   But as I look back, the biggest blessing of my life
[00:01:42.520 --> 00:01:48.440]   has been learning to know and love my children
[00:01:48.440 --> 00:01:51.400]   and introduce them to my Lord.
[00:01:51.400 --> 00:01:56.400]   And so I am excited about talking to you guys
[00:01:56.400 --> 00:02:00.200]   and my dear friend, Amy Jones, about morning time
[00:02:00.200 --> 00:02:03.040]   and how it helps us do all that stuff,
[00:02:03.040 --> 00:02:05.440]   love one another better, love the Lord better,
[00:02:05.440 --> 00:02:06.640]   love learning better.
[00:02:06.640 --> 00:02:09.520]   So Amy, thank you for joining me today.
[00:02:09.520 --> 00:02:10.360]   - Oh, thank you.
[00:02:10.360 --> 00:02:14.360]   This is always a delightful time to just reflect,
[00:02:14.360 --> 00:02:17.360]   like you just said, on those memories
[00:02:17.360 --> 00:02:22.080]   and try to encapsulate just what has been
[00:02:22.080 --> 00:02:23.840]   sort of the heartbeat, right,
[00:02:23.840 --> 00:02:26.600]   of what our time with our family,
