
[00:00:00.000 --> 00:00:04.880]   [MUSIC]
[00:00:04.880 --> 00:00:08.080]   In today's deep dive, I want to tackle the question,
[00:00:08.080 --> 00:00:17.200]   how do I tame email? Now, this continues the trend I started last week of trying to do more
[00:00:17.200 --> 00:00:23.920]   practical topics in the deep dive. I want to get my hands dirty with actual advice that you can put
[00:00:23.920 --> 00:00:28.320]   into action and help your life today. This doesn't mean I'm not going to get back to my more
[00:00:28.320 --> 00:00:35.280]   philosophical rants or cultural critiques, but let's do a few of these deep dives that are more
[00:00:35.280 --> 00:00:40.800]   practical. All right, so here's the question. You hate your inbox, let's say. You open it,
[00:00:40.800 --> 00:00:46.960]   it's full of stuff. It stresses you out. Why does it stress you out and what can we do about it?
[00:00:46.960 --> 00:00:52.320]   To answer this question, I think it is really important to look at all of that junk sitting
[00:00:52.320 --> 00:00:58.160]   there in your inbox and divide it up into categories. This is a key thing that's often
[00:00:58.160 --> 00:01:05.120]   missing when we give advice about email is that the different types of messages merit different
[00:01:05.120 --> 00:01:10.800]   responses. So roughly speaking, I can divide the messages you see in that stress inducing inbox
[00:01:10.800 --> 00:01:17.440]   into three categories. Number one, broadcast, information being broadcast to you that does
[00:01:17.440 --> 00:01:23.280]   not require a response. It may or may not be interesting to you. So this could be newsletters
[00:01:23.280 --> 00:01:27.680]   like my newsletter, which of course you should subscribe to account newport.com. It could be
[00:01:27.680 --> 00:01:31.600]   announcements from the HR department and your organization or it could be those annoying
[00:01:31.600 --> 00:01:38.080]   sales emails that any store that you've ever given your email address to for any reason bombard you
[00:01:38.080 --> 00:01:43.200]   with as if what really matters to you right now is that the 15% sale at Levi's is going to end
[00:01:43.840 --> 00:01:52.320]   next week. So those are broadcast messages. Then you have questions. This is my term for emails
[00:01:52.320 --> 00:01:56.160]   that have something that require a response to you, but probably just one response.
[00:01:56.160 --> 00:02:02.240]   Hey, Cal, can you let me know what my grade is in the class right now? Can you remind me again
[00:02:02.240 --> 00:02:10.320]   of when our next meeting is? What do you think? Who do you think we should nominate for the
[00:02:11.280 --> 00:02:15.440]   steering committee that we're putting together? So you know, someone needs information from you.
[00:02:15.440 --> 00:02:20.640]   You can give that information in an email response was probably just going to be one response.
[00:02:20.640 --> 00:02:27.280]   The third category messages are conversational. These are messages that are part of a longer
[00:02:27.280 --> 00:02:32.000]   back and forth conversation. So now maybe you're trying to figure out when you are going to meet
[00:02:32.000 --> 00:02:36.400]   with a client tomorrow. And you're going back and forth. Hey, what about in the afternoon? They say
[00:02:36.400 --> 00:02:39.360]   no, you're like, Okay, I can do the morning, but probably not nine. And like, well, how close to
[00:02:39.360 --> 00:02:42.560]   nine, you know what I mean, back and forth. So it's a message that's part of many messages that
[00:02:42.560 --> 00:02:48.480]   are going back and forth, that sort of haphazard unscheduled manner. So the gap between each
[00:02:48.480 --> 00:02:52.880]   message in the next is unpredictable as part of an ongoing conversation. So when you look at your
[00:02:52.880 --> 00:02:57.760]   inbox, and you feel that stress, you're seeing a mix of all three different types of messages in
[00:02:57.760 --> 00:03:03.440]   there. Now having these three types is useful because the response to each is different. Let's
[00:03:03.440 --> 00:03:09.200]   start with the low hanging fruit, which are broadcast. You hear a lot of advice, especially
[00:03:09.200 --> 00:03:15.440]   from more tech oriented individuals who like having tool based solutions surrounding broadcast,
[00:03:15.440 --> 00:03:20.800]   oh my god, I get too many of these emails, I wish I could tame it. This is not a major problem.
[00:03:20.800 --> 00:03:26.880]   It's annoying. If you have a bunch of broadcast messages in there that most of them you don't
[00:03:26.880 --> 00:03:31.120]   care about, because it's visual clutter, and you have to get around them. But it's not super
[00:03:31.120 --> 00:03:36.000]   stress inducing. A you can ignore them or B, you can just quickly delete or archive them,
[00:03:36.000 --> 00:03:39.600]   which honestly is actually kind of fulfilling. Is there anything better that when you see a really
[00:03:39.600 --> 00:03:43.920]   full inbox to be able to make progress get 50% of those messages out of there in just two minutes
[00:03:43.920 --> 00:03:50.640]   by just deleting lots of things. That being said, there are any number of ways you can tame broadcast.
[00:03:50.640 --> 00:03:55.680]   The best feature right now is probably what you'll see in a product like Gmail or Gmail has
[00:03:55.680 --> 00:04:01.280]   really good AI powered filters. It's very good at figuring out what are promotional messages.
[00:04:01.280 --> 00:04:06.720]   I basically never see promotional messages from retailers at all anymore, because it all gets
[00:04:06.720 --> 00:04:11.280]   pushed into a promotional folder. From what I understand, I don't use social media. But from
[00:04:11.280 --> 00:04:16.160]   what I understand, those Gmail AI based filters are very good at social media notifications of
[00:04:16.160 --> 00:04:21.520]   putting them in another folder. So you don't have to see them if you don't want to. Beyond that,
[00:04:21.520 --> 00:04:27.520]   obviously, unsubscribe. You know, every time you're about to archive a message, or delete a
[00:04:27.520 --> 00:04:32.080]   message from a newsletter, some other type of news source that once again, you're not going to read
[00:04:32.080 --> 00:04:36.560]   and have it read in a while, take five extra seconds to try to unsubscribe. Gmail has a feature
[00:04:36.560 --> 00:04:42.480]   now you can click it'll try to do that for you automatically. One caveat. If you try to unsubscribe
[00:04:42.480 --> 00:04:48.640]   from cal newport.com, you and your family will be struck with bad luck for three generations. So
