
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.280]   - I'm very happy to be here.
[00:00:07.280 --> 00:00:08.900]   Thank you for the invitation.
[00:00:08.900 --> 00:00:11.620]   So I'm gonna be talking about synthetic data in 2024.
[00:00:11.620 --> 00:00:14.620]   And then I'm gonna be talking about small on-device models.
[00:00:14.620 --> 00:00:17.760]   So I think the most interesting thing
[00:00:17.760 --> 00:00:19.960]   about synthetic data this year is that like,
[00:00:19.960 --> 00:00:21.400]   now we have it everywhere
[00:00:21.400 --> 00:00:24.000]   in the large language models pipeline.
[00:00:24.000 --> 00:00:26.860]   I think initially synthetic data was mainly used
[00:00:26.860 --> 00:00:28.300]   just for post-training,
[00:00:28.300 --> 00:00:29.980]   because naturally that's the part
[00:00:29.980 --> 00:00:33.220]   where we needed human annotators to show the models
[00:00:33.220 --> 00:00:35.060]   how they should answer instructions,
[00:00:35.060 --> 00:00:38.360]   how they should be helpful and not toxic.
[00:00:38.360 --> 00:00:41.060]   And when we had LLMs that were really performant,
[00:00:41.060 --> 00:00:43.900]   we replaced the not human annotators
[00:00:43.900 --> 00:00:45.700]   just with the synthesic data.
[00:00:45.700 --> 00:00:46.820]   And then after that,
[00:00:46.820 --> 00:00:49.500]   we realized that we don't really have good benchmarks
[00:00:49.500 --> 00:00:52.780]   to measure if models follow instructions well,
[00:00:52.780 --> 00:00:55.700]   if they are creative enough, or if they are chatty enough.
[00:00:55.700 --> 00:00:59.380]   So we also started using LLMs as judges.
[00:00:59.380 --> 00:01:02.740]   And I think this year and towards the end of last year,
[00:01:02.740 --> 00:01:05.380]   we also went to the pre-training parts
[00:01:05.380 --> 00:01:08.740]   and we started generating synthetic data for pre-training
[00:01:08.740 --> 00:01:11.100]   to kind of replace some parts of the web.
[00:01:11.100 --> 00:01:12.660]   And the motivation behind that
[00:01:12.660 --> 00:01:15.360]   is that you have a lot of control over synthetic data.
[00:01:15.360 --> 00:01:16.740]   You can control your prompt
[00:01:16.740 --> 00:01:19.500]   and basically also the kind of data that you generate.
[00:01:19.500 --> 00:01:21.780]   So instead of just trying to filter the web,
[00:01:21.780 --> 00:01:23.860]   you could try to get the LLM to generate
[00:01:23.860 --> 00:01:26.300]   what you think the best web pages could look like
[00:01:26.300 --> 00:01:28.100]   and then train your models on that.
[00:01:28.100 --> 00:01:30.580]   So this is how we went from not having synthetic data
[00:01:30.580 --> 00:01:33.220]   at all in the LLM pipeline to having this everywhere.
[00:01:33.220 --> 00:01:36.540]   And so the cool thing is like today,
[00:01:36.540 --> 00:01:40.580]   you can train an LLM with like an entirely synthetic pipeline.
[00:01:40.580 --> 00:01:42.820]   For example, you can use our Cosmopedia datasets
[00:01:42.820 --> 00:01:45.960]   and you can train a 1B model on like 150 billion tokens
[00:01:45.960 --> 00:01:48.140]   that are 100% synthetic.
[00:01:48.140 --> 00:01:49.860]   And those are also of good quality.
[00:01:49.860 --> 00:01:51.500]   And then you can instruction tune the model
[00:01:51.500 --> 00:01:53.460]   on a synthetic SFT dataset.
[00:01:53.460 --> 00:01:55.900]   You can also do DPO on a synthetic dataset.
[00:01:55.900 --> 00:01:57.660]   And then to evaluate if the model is good,
[00:01:57.660 --> 00:02:00.760]   you can use a benchmark that uses LLMs as a judge,
[00:02:00.760 --> 00:02:03.420]   for example, MTBench or AlpacaEval.
[00:02:03.420 --> 00:02:05.200]   So I think this is like a really mind blowing
[00:02:05.200 --> 00:02:06.520]   because like just a few years ago,
[00:02:06.520 --> 00:02:08.860]   we wouldn't think this is possible.
[00:02:08.860 --> 00:02:11.380]   And I think there's a lot of concerns about model collapse
[00:02:11.380 --> 00:02:13.020]   and I'm gonna talk about that later,
[00:02:13.020 --> 00:02:15.900]   but we'll see that like if we use synthetic data properly
[00:02:15.900 --> 00:02:18.840]   and we curate it carefully, that shouldn't happen.
[00:02:18.840 --> 00:02:23.300]   And the reason synthetic data is very popular right now
[00:02:23.300 --> 00:02:25.660]   is that we have really strong models,
[00:02:25.660 --> 00:02:27.860]   both open and closed.
[00:02:27.860 --> 00:02:29.500]   It is really cheap and fast to use
[00:02:29.500 --> 00:02:31.420]   compared to human annotations,
[00:02:31.420 --> 00:02:33.800]   which cost a lot and take a lot of time.
[00:02:33.800 --> 00:02:36.100]   And also for open models right now,
[00:02:36.100 --> 00:02:38.260]   we have some really good inference frameworks.
[00:02:38.260 --> 00:02:39.660]   So if you have enough GPUs,
[00:02:39.660 --> 00:02:41.740]   it's really easy to spawn these GPUs
[00:02:41.740 --> 00:02:44.300]   and generate like a lot of synthetic data.
[00:02:44.300 --> 00:02:47.320]   Some examples are VLM, TGI and TensorRT.
[00:02:47.320 --> 00:02:52.500]   Now let's talk about the elephant in the room,
[00:02:52.500 --> 00:02:53.660]   model collapse.
[00:02:53.660 --> 00:02:54.500]   Is this the end?
[00:02:54.500 --> 00:02:56.540]   If you look at the media and all of like,
[00:02:56.540 --> 00:02:58.660]   for example, some papers in nature,
[00:02:58.660 --> 00:03:01.740]   it's really scary because there's a lot of synthetic data
[00:03:01.740 --> 00:03:02.860]   out there in the web
[00:03:02.860 --> 00:03:04.240]   and naturally we train on the web.
[00:03:04.240 --> 00:03:06.860]   So we're gonna be training a lot of synthetic data.
[00:03:06.860 --> 00:03:08.700]   And if model collapse is gonna happen,
