
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.580]   - Welcome friends to this episode
[00:00:06.580 --> 00:00:09.280]   of the "Everyday Educator" podcast.
[00:00:09.280 --> 00:00:11.020]   I'm your host, Lisa Bailey,
[00:00:11.020 --> 00:00:14.280]   and I'm excited to spend some time with you today
[00:00:14.280 --> 00:00:17.640]   as we encourage one another, learn together,
[00:00:17.640 --> 00:00:20.600]   and ponder the delights and challenges
[00:00:20.600 --> 00:00:24.000]   that make homeschooling the adventure of a lifetime.
[00:00:24.000 --> 00:00:26.160]   Whether you're just considering
[00:00:26.160 --> 00:00:28.320]   this homeschooling possibility
[00:00:28.320 --> 00:00:32.260]   or deep into the daily delight of family learning,
[00:00:32.260 --> 00:00:35.700]   I believe you'll enjoy thinking along with us.
[00:00:35.700 --> 00:00:37.000]   But don't forget,
[00:00:37.000 --> 00:00:40.340]   although this online community is awesome,
[00:00:40.340 --> 00:00:45.340]   you'll find even closer support in a local CC community.
[00:00:45.340 --> 00:00:49.680]   So go to classicalconversations.com
[00:00:49.680 --> 00:00:53.180]   and find a community near you today.
[00:00:53.180 --> 00:00:57.600]   Well guys, I'm super excited to be with you again
[00:00:57.600 --> 00:01:02.200]   for another episode of our Summer Book Club series.
[00:01:02.200 --> 00:01:06.440]   Today, we are going to be reading a couple of selections
[00:01:06.440 --> 00:01:08.800]   from "Ancient World Echoes",
[00:01:08.800 --> 00:01:12.360]   one of our Copper Lodge Library editions
[00:01:12.360 --> 00:01:15.160]   that is so perfect for family read-alouds.
[00:01:15.160 --> 00:01:18.200]   Whether you do those first thing in the morning,
[00:01:18.200 --> 00:01:20.600]   snuggled up at the breakfast table,
[00:01:20.600 --> 00:01:22.440]   or before nap time,
[00:01:22.440 --> 00:01:25.980]   or last thing at night, cuddled up on the couch,
[00:01:25.980 --> 00:01:30.760]   they are excellent stories for enjoying as a family
[00:01:30.760 --> 00:01:35.760]   and also for digging into some deeper conversations.
[00:01:35.760 --> 00:01:39.460]   I always have people say,
[00:01:39.460 --> 00:01:43.200]   "Yeah, but it's just so hard to make time for reading.
[00:01:43.200 --> 00:01:44.900]   What's the big idea?"
[00:01:44.900 --> 00:01:48.180]   This is what I think.
[00:01:48.180 --> 00:01:52.980]   Reading aloud can be relaxing.
