
[00:00:00.000 --> 00:00:17.160]   Thank you, San Francisco, for the warm welcome.
[00:00:17.160 --> 00:00:26.860]   I'm Torrin, the creator of AutoGBT, and I'm excited to show you all what the brilliant minds at AutoGBT have been working on over the past months.
[00:00:27.560 --> 00:00:32.320]   I'm going to hand off the stage now to Selen, one of our founding AI engineers.
[00:00:32.320 --> 00:00:35.500]   Thank you, Torrin.
[00:00:35.500 --> 00:00:37.200]   Thank you.
[00:00:37.200 --> 00:00:37.920]   There you go.
[00:00:37.920 --> 00:00:39.560]   Thank you, Torrin.
[00:00:39.560 --> 00:00:44.580]   I want to talk about something that I think not many of you realize.
[00:00:44.580 --> 00:00:47.040]   I didn't realize this for a long time.
[00:00:47.040 --> 00:00:49.720]   We're not achieving the peak of our potentials.
[00:00:49.720 --> 00:00:54.420]   We can all work faster, we can work better, and we can do more.
[00:00:55.120 --> 00:00:57.540]   With less time and less stress.
[00:00:57.540 --> 00:01:00.440]   Let's take this spreadsheet, for example.
[00:01:00.440 --> 00:01:04.780]   I don't know about you, but I've stared at this interface for hours on end.
[00:01:04.780 --> 00:01:07.160]   And I'm sick of it.
[00:01:07.160 --> 00:01:09.580]   How would you go about filling out this spreadsheet?
[00:01:09.580 --> 00:01:11.500]   It's the lead generating.
[00:01:11.500 --> 00:01:12.480]   Name of the company.
[00:01:12.480 --> 00:01:13.480]   You've got the links.
[00:01:13.880 --> 00:01:28.300]   What you'd probably do is you go on Google, you search, copy, paste, maybe go on LinkedIn, copy, paste, back to Google, over and over and over again for hours, going back to the same interface, going back to the same websites.
[00:01:28.520 --> 00:01:32.760]   But what if instead of all that, you can just chat?
[00:01:32.760 --> 00:01:36.820]   And you get the same end result, a filled out spreadsheet with all the leads.
[00:01:36.820 --> 00:01:38.520]   All right, let me give you another example.
[00:01:38.520 --> 00:01:41.580]   We all have unread messages, right?
[00:01:41.580 --> 00:01:45.340]   Not because we're lazy, allegedly, but because we're overwhelmed.
[00:01:46.800 --> 00:01:48.720]   Now, how would you go about cleaning out your inbox?
[00:01:48.720 --> 00:01:54.920]   You'd sit there for hours and hours, sending the same variation of the same email.
[00:01:54.920 --> 00:01:59.420]   But what if you could just chat?
