
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:06.300]   - Well, Merry Christmas to all of the
[00:00:06.300 --> 00:00:08.840]   Ask Pastor John podcast listeners out there.
[00:00:08.840 --> 00:00:11.700]   On behalf of John Piper and the whole team
[00:00:11.700 --> 00:00:15.860]   at Desiring God, we pray that your Christmas is filled
[00:00:15.860 --> 00:00:20.260]   with the glorious beauty of our Savior, Jesus Christ.
[00:00:20.260 --> 00:00:22.540]   And thank you for joining us for another year
[00:00:22.540 --> 00:00:23.460]   on the podcast.
[00:00:23.460 --> 00:00:26.820]   Thanks for all the great questions and your engagement.
[00:00:26.820 --> 00:00:28.780]   We can't do this podcast without you.
[00:00:29.620 --> 00:00:32.360]   Well, the great Christmas hymn, Joy to the World,
[00:00:32.360 --> 00:00:36.220]   is a celebration of the glory of our sovereign Savior
[00:00:36.220 --> 00:00:39.060]   and the global joy that he brought in his birth
[00:00:39.060 --> 00:00:41.520]   in the little town of Bethlehem.
[00:00:41.520 --> 00:00:46.520]   That same hymn calls for every heart to prepare him room.
[00:00:46.520 --> 00:00:51.260]   What's that mean exactly, to receive Christ?
[00:00:51.260 --> 00:00:54.940]   That's the question Pastor John took up in his 1986 sermon,
[00:00:54.940 --> 00:00:57.300]   Preparing to Receive Christ.
[00:00:57.300 --> 00:00:58.300]   Here's what he said.
[00:00:59.300 --> 00:01:04.300]   - We regard divine things as stupid, folly.
[00:01:04.300 --> 00:01:13.200]   Let me bring it into the Christmas setting.
[00:01:13.200 --> 00:01:18.200]   By nature, as flesh and blood, we recoil
[00:01:18.200 --> 00:01:24.900]   at the humiliating implications of Christmas.
[00:01:26.380 --> 00:01:28.420]   And therefore, we redesign Christmas.
[00:01:28.420 --> 00:01:34.840]   Christmas is humiliating because it means I'm cursed
[00:01:34.840 --> 00:01:37.740]   and need a Savior.
[00:01:37.740 --> 00:01:42.740]   Christmas means that I am lost and I need a shepherd.
[00:01:42.740 --> 00:01:48.460]   It means I'm sick and I need a physician.
[00:01:48.460 --> 00:01:52.960]   It means I'm a rebel and I need a reconciler.
[00:01:52.960 --> 00:01:57.340]   And it means I'm dirty and I need a purifier.
[00:01:57.340 --> 00:02:01.900]   Now, when that message about Christmas is heralded,
[00:02:01.900 --> 00:02:06.900]   the natural man or flesh and blood hates it so much
[00:02:06.900 --> 00:02:13.220]   that it becomes blind to it, to protect itself from it.
[00:02:13.220 --> 00:02:15.940]   And then redesigns Christmas in a secular way
[00:02:15.940 --> 00:02:17.440]   to cope with it.
[00:02:18.740 --> 00:02:23.740]   Why does the human heart not run to the light
[00:02:23.740 --> 00:02:26.960]   when the light comes into the world?
[00:02:26.960 --> 00:02:31.080]   Jesus told us why in John 3:19.
[00:02:31.080 --> 00:02:34.880]   He said, "Light has come into the world,
[00:02:34.880 --> 00:02:39.880]   "but men loved darkness rather than light."
[00:02:39.880 --> 00:02:44.600]   They loved darkness.
[00:02:44.600 --> 00:02:48.780]   No person in the world is spiritually blind
[00:02:48.780 --> 00:02:50.700]   against His will.
[00:02:50.700 --> 00:02:52.460]   You got that now?
[00:02:52.460 --> 00:02:53.720]   Put that in your computer
[00:02:53.720 --> 00:02:56.660]   and processing what you hear from this pulpit.
[00:02:56.660 --> 00:03:01.660]   No person in the world is spiritually blind
[00:03:01.660 --> 00:03:03.600]   against His will.
[00:03:03.600 --> 00:03:09.620]   Spiritual blindness is hate of the light.
[00:03:10.940 --> 00:03:15.940]   Spiritual blindness is the recoiling from the light
[00:03:15.940 --> 00:03:20.680]   and the loving and the embracing of the dark.
[00:03:20.680 --> 00:03:24.800]   And loving and embracing is an act of the will.
[00:03:24.800 --> 00:03:29.720]   No one is blind against His will.
[00:03:29.720 --> 00:03:34.720]   The will is corrupt in blindness.
[00:03:34.720 --> 00:03:40.720]   If any of you or I have seen the sun
[00:03:41.020 --> 00:03:46.020]   for who He is, something more than flesh and blood
[00:03:46.020 --> 00:03:49.820]   has been at work in our lives.
[00:03:49.820 --> 00:03:51.220]   Amen?
[00:03:51.220 --> 00:03:52.060]   What is it?
[00:03:52.060 --> 00:03:57.060]   Matthew 16, 17, "My Father in heaven
[00:03:57.060 --> 00:04:00.620]   "has revealed this to you."
[00:04:00.620 --> 00:04:03.240]   Now the question is, how?
[00:04:03.240 --> 00:04:05.740]   Because all of us want to affirm what the Bible says.
[00:04:05.740 --> 00:04:07.200]   We want to say, "Yes, yes."
[00:04:07.200 --> 00:04:08.160]   But how?
[00:04:08.160 --> 00:04:09.140]   What was it like?
[00:04:09.140 --> 00:04:12.140]   I'm not sure what to point to in my experience.
[00:04:12.140 --> 00:04:13.780]   I know I'm saved.
[00:04:13.780 --> 00:04:15.380]   I believe Jesus.
[00:04:15.380 --> 00:04:16.220]   I trust Him.
[00:04:16.220 --> 00:04:17.040]   I love Him.
[00:04:17.040 --> 00:04:18.360]   I make every effort to obey.
[00:04:18.360 --> 00:04:20.580]   I confess when I sin.
[00:04:20.580 --> 00:04:23.980]   But I can't remember that ever happening to me.
[00:04:23.980 --> 00:04:27.420]   So I want to ask with you, what's it?
[00:04:27.420 --> 00:04:28.540]   What is it?
[00:04:28.540 --> 00:04:31.720]   What was it like for Peter and for us?
[00:04:31.720 --> 00:04:37.840]   Was it in a dream where God Almighty,
[00:04:38.940 --> 00:04:41.860]   the Father comes to you and says,
[00:04:41.860 --> 00:04:45.480]   "When you wake up, read the Word
