
[00:00:00.000 --> 00:00:02.840]   Say goodbye to your credit card rewards.
[00:00:02.840 --> 00:00:06.300]   Greedy corporate megastores, led by Walmart and Target,
[00:00:06.300 --> 00:00:12.940]   are pushing for law in Congress to take away your hard-earned cash back and travel points to line their pockets.
[00:00:12.940 --> 00:00:17.480]   The Durbin-Marshall Credit Card Bill would enact harmful credit card routing mandates
[00:00:17.480 --> 00:00:20.240]   that would end credit card rewards as we know it.
[00:00:20.240 --> 00:00:25.700]   If you love your credit card rewards, tell your lawmakers, "Hands off my rewards."
[00:00:25.700 --> 00:00:29.080]   Tell them to oppose the Durbin-Marshall Credit Card Bill.
[00:00:30.080 --> 00:00:33.380]   I'm not supposed to be recording a podcast at this moment.
[00:00:33.380 --> 00:00:38.880]   And the reason I'm not supposed to be recording a podcast is quite simply that today is not a scheduled podcasting day.
[00:00:38.880 --> 00:00:42.180]   On the contrary, today is a scheduled consulting day for me.
[00:00:42.180 --> 00:00:45.680]   And at this very moment in which I am now recording a podcast,
[00:00:45.680 --> 00:00:50.180]   I am scheduled to be speaking to a client of mine.
[00:00:50.180 --> 00:00:56.880]   A client I've worked with a couple of times and I am supposed to be reviewing a whole life insurance policy
[00:00:56.880 --> 00:01:05.780]   that a family member of his owns in response to some questions that he has about what he should do with it in its current condition.
[00:01:05.780 --> 00:01:12.580]   The reason I'm not speaking to this client, however, is simply this, he's dead.
[00:01:12.580 --> 00:01:20.780]   A couple hours ago, when my automatic scheduling system sent him a reminder of our call today,
[00:01:20.780 --> 00:01:28.380]   I received an email back from his wife informing me that he died unexpectedly of a heart attack last night.
[00:01:28.380 --> 00:01:34.780]   Young man, new father, I really like him, I really like his wife.
[00:01:34.780 --> 00:01:38.180]   I've enjoyed interacting with them and working with them.
[00:01:38.180 --> 00:01:42.180]   It's quite out of the blue, quite unexpected for him to be dead.
[00:01:42.180 --> 00:01:51.280]   He himself is a physician, so it's even more unexpected that a physician would die of an unexpected heart attack.
[00:01:51.280 --> 00:01:55.180]   And so since I got that email a few hours ago, I've been thinking about them,
[00:01:55.180 --> 00:02:01.780]   praying for her and for her family as they grieve and mourn for their loss.
[00:02:01.780 --> 00:02:09.380]   But whenever tragedy strikes, I like to do my very best to try to redeem the tragedy and get something good from it.
[00:02:09.380 --> 00:02:12.980]   When we have failure and when we have tragedy and disaster,
