
[00:00:00.000 --> 00:00:05.000]   Scheduling on a supercomputer typically is by post-it, right?
[00:00:05.000 --> 00:00:09.000]   It's, "Joe, it's your cluster this week, right?
[00:00:09.000 --> 00:00:11.000]   But I need it next week," right?
[00:00:11.000 --> 00:00:14.000]   And it's not, it doesn't work that way at scale anymore, right?
[00:00:14.000 --> 00:00:19.000]   You want to interact with something that is actually
[00:00:19.000 --> 00:00:23.000]   understanding the use of the cluster, optimizing its use
[00:00:23.000 --> 00:00:26.000]   so that the overall output across all of the users
[00:00:26.000 --> 00:00:30.000]   is guaranteed at any given point in time.
[00:00:30.000 --> 00:00:32.000]   You're listening to Gradient Dissent,
[00:00:32.000 --> 00:00:34.000]   a show about machine learning in the real world,
[00:00:34.000 --> 00:00:36.000]   and I'm your host, Lukas Biewald.
[00:00:36.000 --> 00:00:39.000]   This is a conversation I had with Stefan Fabel,
[00:00:39.000 --> 00:00:43.000]   who is a senior director of product management at NVIDIA,
[00:00:43.000 --> 00:00:46.000]   where he works on the Base Command Platform software
[00:00:46.000 --> 00:00:50.000]   that runs on top of NVIDIA's DGX machines,
[00:00:50.000 --> 00:00:53.000]   which are basically the most powerful computers
[00:00:53.000 --> 00:00:57.000]   that you can buy to train your machine learning models on top of.
[00:00:57.000 --> 00:01:01.000]   And it's fun to talk about the challenges that customers face
[00:01:01.000 --> 00:01:05.000]   when they have access to basically unlimited compute power.
[00:01:05.000 --> 00:01:08.000]   This is a super fun conversation, and I hope you enjoy it.
[00:01:08.000 --> 00:01:13.000]   My first question, for those who haven't heard of NVIDIA Base Command,
[00:01:13.000 --> 00:01:15.000]   since you are the senior product manager on it,
[00:01:15.000 --> 00:01:19.000]   can you tell me what Base Command aspires to do?
[00:01:19.000 --> 00:01:24.000]   Yeah, so in a way, think of NVIDIA Base Command
[00:01:24.000 --> 00:01:28.000]   as a one-stop shop for all of your AI development.
[00:01:28.000 --> 00:01:32.000]   So it's a SaaS offering from NVIDIA where you log on directly
[00:01:32.000 --> 00:01:36.000]   or you log on via an integration partner.
[00:01:36.000 --> 00:01:40.000]   And you leverage the capabilities of Base Command
[00:01:40.000 --> 00:01:43.000]   to schedule jobs across a variety of infrastructures.
[00:01:43.000 --> 00:01:45.000]   And you do that in a secure manner.
[00:01:45.000 --> 00:01:48.000]   You gain access to your data and retain access to your data,
[00:01:48.000 --> 00:01:53.000]   and data sovereignty across the infrastructure
[00:01:53.000 --> 00:01:56.000]   that you're scheduling the jobs on.
[00:01:56.000 --> 00:02:00.000]   And then it's really just a matter of optimizing
[00:02:00.000 --> 00:02:02.000]   that job run on NVIDIA infrastructure.
[00:02:02.000 --> 00:02:05.000]   So that's really what Base Command aims to do.
[00:02:05.000 --> 00:02:09.000]   And so these jobs, are they model training jobs exclusively,
[00:02:09.000 --> 00:02:11.000]   or is it broader than that?
[00:02:11.000 --> 00:02:15.000]   Yeah, model training jobs are generally the ones that we focus on,
[00:02:15.000 --> 00:02:18.000]   but we also do model validation, for example.
[00:02:18.000 --> 00:02:21.000]   So you could have single-shot inference runs as well.
[00:02:21.000 --> 00:02:24.000]   And are there other pain points, I guess, of model development
[00:02:24.000 --> 00:02:28.000]   that Base Command aspires to solve or tries to solve?
[00:02:28.000 --> 00:02:35.000]   Yeah, so I think that a lot of the issues that you have
[00:02:35.000 --> 00:02:39.000]   with AI infrastructure, it's really that's where it starts, right?
[00:02:39.000 --> 00:02:43.000]   It's sort of the question is, where do you train your models?
[00:02:43.000 --> 00:02:45.000]   And how do you go about it?
[00:02:45.000 --> 00:02:49.000]   And so most people start in the cloud to train their models, right?
[00:02:49.000 --> 00:02:52.000]   And that's reasonable because just any development effort
[00:02:52.000 --> 00:02:54.000]   would start in the cloud today.
