
[00:00:00.320 --> 00:00:02.320]   - Welcome to the Huberman Lab podcast,
[00:00:02.320 --> 00:00:03.720]   where we discuss science
[00:00:03.720 --> 00:00:05.920]   and science-based tools for everyday life.
[00:00:05.920 --> 00:00:10.400]   I'm Andrew Huberman,
[00:00:10.400 --> 00:00:13.720]   and I'm a professor of neurobiology and ophthalmology
[00:00:13.720 --> 00:00:15.440]   at Stanford School of Medicine.
[00:00:15.440 --> 00:00:17.920]   My guest today is Dr. David Desteno.
[00:00:17.920 --> 00:00:20.320]   Dr. David Desteno is a professor of psychology
[00:00:20.320 --> 00:00:22.000]   at Northeastern University
[00:00:22.000 --> 00:00:24.760]   and an expert on the science of morality, religion,
[00:00:24.760 --> 00:00:28.360]   and the health benefits of belief in God and religion.
[00:00:28.360 --> 00:00:30.920]   Many people, perhaps most people actually,
[00:00:30.920 --> 00:00:33.800]   view science and religion as mutually exclusive.
[00:00:33.800 --> 00:00:37.560]   Today, Dr. Desteno explains why that view is actually incorrect.
[00:00:37.560 --> 00:00:40.160]   And he also shares the data showing that religion and prayer
[00:00:40.160 --> 00:00:42.800]   have tremendous mental and physical benefits.
[00:00:42.800 --> 00:00:45.280]   We discuss the brain mechanisms that often lead people
[00:00:45.280 --> 00:00:47.240]   to embrace faith in God and religion.
[00:00:47.240 --> 00:00:49.320]   And we attempt to tackle some of the big questions
[00:00:49.320 --> 00:00:51.240]   that often come up around science and religion.
[00:00:51.240 --> 00:00:54.840]   For instance, can the existence of God actually be proven?
[00:00:54.840 --> 00:00:56.080]   Can it be disproven?
[00:00:56.080 --> 00:01:00.480]   If not, how should we think about miracles, the origin of life, and the afterlife?
[00:01:00.480 --> 00:01:02.400]   So, small questions like that.
[00:01:02.400 --> 00:01:06.160]   We also discuss where the line between rituals and suspicions resides,
[00:01:06.160 --> 00:01:08.640]   and what distinguishes religions from cults.
[00:01:08.640 --> 00:01:12.640]   He also shares that despite the fact that more than a hundred new religions surface every year,
[00:01:12.640 --> 00:01:16.080]   that was surprising to me, very few are able to last.
[00:01:16.080 --> 00:01:17.040]   That was not surprising.
[00:01:17.040 --> 00:01:23.040]   He also shares amazing data on when and how people lie for personal gain and the simple practices that
[00:01:23.040 --> 00:01:27.200]   convert liars into truth-tellers and that make people more empathic overall.
[00:01:27.200 --> 00:01:30.480]   "To be clear, Dr. De Steno is not promoting religion.
[00:01:30.480 --> 00:01:34.080]   He's a scientist and his approach is to study, in an unbiased way,
[00:01:34.080 --> 00:01:38.160]   how belief in God and religious practices can benefit individuals and groups.
[00:01:38.160 --> 00:01:42.080]   Thanks to him, it's a remarkable conversation that I also believe is important,
[00:01:42.080 --> 00:01:46.800]   especially in this time of rapidly evolving AI technology and social media.
