
[00:00:00.600 --> 00:00:16.080]   Shreya Rajpal: Hey everyone, thank you for coming.
[00:00:16.080 --> 00:00:22.020]   I am Shreya Rajpal, I am one of the co-founders and the CEO of Godrails.ai.
[00:00:22.020 --> 00:00:27.280]   And today we are going to be talking about trust but verify, which is a new programming
[00:00:27.280 --> 00:00:35.940]   paradigms that we need as we're entering Gen.ai native application development.
[00:00:35.940 --> 00:00:39.120]   Before we get started, a little bit about me.
[00:00:39.120 --> 00:00:41.580]   As I mentioned, I'm currently at Godrails.ai.
[00:00:41.580 --> 00:00:45.120]   In the past, I've spent about a decade or so working in machine learning.
[00:00:45.120 --> 00:00:51.940]   Previously, I was the machine learning infrastructure lead at Predibase, which is a machine learning
[00:00:51.940 --> 00:00:53.360]   infrastructure company.
[00:00:53.360 --> 00:00:59.020]   I spent a number of years in the self-driving car space, working across the stack of self-driving,
[00:00:59.020 --> 00:01:02.020]   and before that did research in classical AI and deep learning.
[00:01:02.020 --> 00:01:11.680]   Shreya Rajpal: Awesome, so we're seeing this massive explosion in AI applications over the last
[00:01:11.680 --> 00:01:12.680]   year.
[00:01:12.680 --> 00:01:13.680]   There's a lot of excitement.
[00:01:13.680 --> 00:01:17.180]   And that's also why so many of you guys are here attending this.
[00:01:17.180 --> 00:01:22.680]   We have folks from Auto GPT, which really took the world by storm and opened up the possibility,
[00:01:22.680 --> 00:01:25.340]   and all of our minds with what AI can do.
[00:01:25.340 --> 00:01:35.340]   We've seen a lot of really awesome applications in mental illness, sales, even software engineering.
[00:01:35.340 --> 00:01:36.340]   This is a relevant graph.
[00:01:36.340 --> 00:01:41.400]   This is basically search interest for artificial intelligence over time.
[00:01:41.400 --> 00:01:48.060]   You can really see that peak around where ChatGPT came out.
[00:01:48.060 --> 00:01:54.060]   But if you think about where a lot of the reality is, or a lot of where the value lies today, even
[00:01:54.060 --> 00:02:00.060]   though generative AI applications have seen fastest adoption compared to a lot of these other consumer
[00:02:00.060 --> 00:02:05.660]   applications, their retention right now tends to be lower.
[00:02:05.660 --> 00:02:11.720]   So these are some graphs I borrowed from this really fantastic article by Sequoia.
[00:02:11.720 --> 00:02:19.100]   And you can really see that retention for AI-first companies versus the one-month retention for non-AI-first
[00:02:19.100 --> 00:02:22.100]   traditional software companies.
[00:02:22.100 --> 00:02:24.900]   So why is this the case?
[00:02:24.900 --> 00:02:30.060]   A common symptom that a lot of people experience as they're working with generative AI
[00:02:30.060 --> 00:02:36.160]   applications is, my app worked while prototyping, but it failed the moment I tried shipping
[00:02:36.160 --> 00:02:37.160]   it out.
[00:02:37.160 --> 00:02:41.880]   Or even the moment someone else tried testing this, it just behaved very unreliably.
[00:02:41.880 --> 00:02:51.740]   But the root cause of this symptom is that machine learning is fundamentally non-deterministic.
[00:02:51.740 --> 00:02:56.000]   For those of you, we're going to dig deeper into what that really means.
[00:02:56.000 --> 00:03:01.100]   So I'm guessing that a lot of you here have worked with traditional software systems before.
[00:03:01.100 --> 00:03:06.320]   So if you think about a database and querying a database to get a question about how much
[00:03:06.320 --> 00:03:10.300]   was the spend of X user over the last month.
