
[00:00:00.000 --> 00:00:02.580]   (upbeat music)
[00:00:02.580 --> 00:00:07.440]   - APJ listeners, hello, this is Tony.
[00:00:07.440 --> 00:00:08.880]   Today's episode is very different
[00:00:08.880 --> 00:00:11.240]   than anything we've done on the podcast.
[00:00:11.240 --> 00:00:13.960]   This episode is actually an audio book,
[00:00:13.960 --> 00:00:16.920]   two hours long, the full thing.
[00:00:16.920 --> 00:00:19.780]   John Piper just wrote this urgent and timely book.
[00:00:19.780 --> 00:00:22.940]   It's titled "Coronavirus and Christ."
[00:00:22.940 --> 00:00:24.600]   The e-book is available online right now
[00:00:24.600 --> 00:00:27.200]   at DesiringGod.org, and the paperback edition
[00:00:27.200 --> 00:00:30.520]   can be ordered online right now as well.
[00:00:30.520 --> 00:00:33.080]   This book is made possible because of our incredibly
[00:00:33.080 --> 00:00:35.520]   generous financial partners here at Desiring God.
[00:00:35.520 --> 00:00:37.760]   Thank you for making our work possible,
[00:00:37.760 --> 00:00:40.880]   especially so in this challenging season.
[00:00:40.880 --> 00:00:43.040]   It's also made possible because Crossway Books,
[00:00:43.040 --> 00:00:45.160]   our publishing partner, is getting behind this book
[00:00:45.160 --> 00:00:47.940]   in a big way to enable us to fast track it
[00:00:47.940 --> 00:00:50.280]   into multiple channels and to get a print version
[00:00:50.280 --> 00:00:52.200]   published quickly.
[00:00:52.200 --> 00:00:54.520]   Pastor John recorded the audio book from his home,
[00:00:54.520 --> 00:00:56.920]   and we wanted you APJ listeners to get this
[00:00:56.920 --> 00:00:57.840]   as soon as possible.
[00:00:57.840 --> 00:01:00.320]   We hope it ministers to you as you find ways
[00:01:00.320 --> 00:01:02.600]   to share this episode with your friends,
[00:01:02.600 --> 00:01:05.040]   your family, and your church.
[00:01:05.040 --> 00:01:06.720]   Here now is Pastor John.
[00:01:06.720 --> 00:01:11.320]   - Desiring God presents the audio edition
[00:01:11.320 --> 00:01:16.040]   of "Coronavirus and Christ" by John Piper,
[00:01:16.040 --> 00:01:18.520]   narrated by John Piper.
[00:01:18.520 --> 00:01:23.960]   For additional resources, visit DesiringGod.org.
[00:01:24.880 --> 00:01:28.960]   The occasion, coronavirus.
[00:01:28.960 --> 00:01:33.520]   I am writing this little book in the last days
[00:01:33.520 --> 00:01:38.040]   of March 2020 on the front end of the global pandemic
[00:01:38.040 --> 00:01:41.680]   known as the coronavirus, or technically
[00:01:41.680 --> 00:01:46.680]   Coronavirus Disease 2019, abbreviated COVID-19.
[00:01:46.680 --> 00:01:51.920]   The virus affects the lungs, and in the worst cases,
[00:01:51.920 --> 00:01:53.540]   kills by suffocation.
[00:01:54.540 --> 00:01:58.300]   The first death by the virus was reported in China
[00:01:58.300 --> 00:02:01.580]   on January 11, 2020.
[00:02:01.580 --> 00:02:04.940]   Today, as I write, there are hundreds of thousands
[00:02:04.940 --> 00:02:07.560]   of cases of infection worldwide,
[00:02:07.560 --> 00:02:09.820]   with tens of thousands of deaths.
[00:02:09.820 --> 00:02:12.780]   There is no known cure, yet.
[00:02:12.780 --> 00:02:16.900]   By the time you read this, you will know far better
[00:02:16.900 --> 00:02:19.240]   than I how things will develop,
[00:02:19.240 --> 00:02:21.920]   so I need not detail the measures being taken
[00:02:21.920 --> 00:02:24.420]   to slow the spread of the virus,
[00:02:24.420 --> 00:02:27.340]   or the economic toll being exacted.
[00:02:27.340 --> 00:02:30.580]   Social mingling, travel, conferences,
[00:02:30.580 --> 00:02:33.260]   church gatherings, theaters, restaurants,
[00:02:33.260 --> 00:02:38.260]   sporting events, and businesses are nearing a standstill.
[00:02:38.260 --> 00:02:43.460]   This is not unprecedented, either globally or in America.
[00:02:43.460 --> 00:02:47.540]   In the global influenza epidemic of 1918,
[00:02:47.540 --> 00:02:50.740]   to use the estimates of the Centers for Disease Control,
[00:02:50.740 --> 00:02:54.880]   50 million people around the world died.
[00:02:54.880 --> 00:02:59.520]   Over 500,000 of those were in the United States.
[00:02:59.520 --> 00:03:01.760]   People felt symptoms in the morning,
[00:03:01.760 --> 00:03:04.320]   and were dead by nightfall.
