
[00:00:00.000 --> 00:00:05.360]   [MUSIC PLAYING]
[00:00:05.360 --> 00:00:06.840]   Welcome, everybody, and thank you
[00:00:06.840 --> 00:00:09.360]   for joining the What's New with Weights and Biases product
[00:00:09.360 --> 00:00:10.080]   event.
[00:00:10.080 --> 00:00:11.600]   My name is Phil Gerbacke.
[00:00:11.600 --> 00:00:14.160]   I lead the product team here at Weights and Biases,
[00:00:14.160 --> 00:00:15.640]   and I'm super excited to showcase
[00:00:15.640 --> 00:00:17.680]   all of the latest and greatest innovation
[00:00:17.680 --> 00:00:21.160]   that our R&D team has delivered these past few months.
[00:00:21.160 --> 00:00:23.200]   We've been working tirelessly to make
[00:00:23.200 --> 00:00:26.160]   our product the best possible product for our users.
[00:00:26.160 --> 00:00:29.040]   The first thing I want to do, I want to get started maybe
[00:00:29.040 --> 00:00:30.920]   a little bit of engagement from the audience.
[00:00:30.920 --> 00:00:32.880]   So can everybody share in the chat
[00:00:32.880 --> 00:00:35.560]   your favorite ML framework, large language
[00:00:35.560 --> 00:00:36.800]   model, or generative model?
[00:00:36.800 --> 00:00:39.120]   What are you all using most recently?
[00:00:39.120 --> 00:00:41.160]   What's everybody using?
[00:00:41.160 --> 00:00:43.120]   What are the latest and greatest technologies
[00:00:43.120 --> 00:00:46.080]   that you've been adopting and taking advantage of?
[00:00:46.080 --> 00:00:48.680]   Just type in the chat your favorite or most interesting
[00:00:48.680 --> 00:00:51.240]   ML technology so we can all get a sense of what's being
[00:00:51.240 --> 00:00:53.880]   used out there in the market.
[00:00:53.880 --> 00:00:56.560]   I should also mention that throughout the day,
[00:00:56.560 --> 00:00:58.200]   ask questions along the way.
[00:00:58.200 --> 00:00:59.640]   So please ask in the chat.
[00:00:59.640 --> 00:01:02.040]   We have a number of machine learning engineers
[00:01:02.040 --> 00:01:05.480]   ready to answer your questions as we're presenting.
[00:01:05.480 --> 00:01:08.560]   We'll also have a Q&A session at the end.
[00:01:08.560 --> 00:01:11.000]   And then one more thing, our amazing events team
[00:01:11.000 --> 00:01:14.560]   will be sending out swag bags for the best questions,
[00:01:14.560 --> 00:01:15.840]   the most engaged.
[00:01:15.840 --> 00:01:18.280]   So please make sure to keep this interactive,
[00:01:18.280 --> 00:01:21.080]   keep engagement high throughout the session.
[00:01:21.080 --> 00:01:23.680]   So let us all know, what are your favorite ML frameworks,
[00:01:23.680 --> 00:01:26.000]   large language models, or generative models
[00:01:26.000 --> 00:01:27.480]   that you're all using?
[00:01:27.480 --> 00:01:29.120]   For me, I've been super impressed
[00:01:29.120 --> 00:01:33.240]   with the likes of DALI 2, Stable Diffusion, Mid-Journey,
[00:01:33.240 --> 00:01:33.840]   and Crayon.
[00:01:33.840 --> 00:01:38.080]   It's truly remarkable what's being built by these teams.
[00:01:38.080 --> 00:01:40.560]   The innovations are really outstanding.
[00:01:40.560 --> 00:01:42.280]   The advancements in these models are really
[00:01:42.280 --> 00:01:43.960]   pushing the industry forward.
[00:01:43.960 --> 00:01:47.120]   And then for me personally, I'm just really proud to deliver
[00:01:47.120 --> 00:01:49.200]   product weights and biases that these teams are
[00:01:49.200 --> 00:01:51.560]   using to develop and debug their models,
[00:01:51.560 --> 00:01:54.200]   to collaborate and improve them, and accelerate their work.
[00:01:54.200 --> 00:01:56.760]   So that's really, really amazing.
[00:01:56.760 --> 00:01:58.600]   Let's jump in.
[00:01:58.600 --> 00:02:00.600]   So the first thing I would like to do
[00:02:00.600 --> 00:02:02.800]   is introduce this all-star lineup.
[00:02:02.800 --> 00:02:05.320]   So it's my pleasure to introduce all of the speakers
[00:02:05.320 --> 00:02:07.080]   and presenters today.
[00:02:07.080 --> 00:02:09.080]   First up, Kerry's going to walk us
[00:02:09.080 --> 00:02:12.120]   through the latest and greatest models capability.
[00:02:12.120 --> 00:02:15.960]   So using weights and biases to serve your entire end-to-end
[00:02:15.960 --> 00:02:18.440]   model lifecycle management needs.
[00:02:18.440 --> 00:02:20.800]   Next, Igor is going to demonstrate
[00:02:20.800 --> 00:02:25.120]   a brand new capability, Launch, the ultimate tool for ML
[00:02:25.120 --> 00:02:27.000]   workload orchestration.
[00:02:27.000 --> 00:02:29.040]   Stacey is going to highlight and demonstrate
[00:02:29.040 --> 00:02:31.280]   a number of fantastic improvements,
[00:02:31.280 --> 00:02:34.600]   including 3D bounding boxes, time series support,
[00:02:34.600 --> 00:02:36.840]   and a fully customizable profile page
[00:02:36.840 --> 00:02:39.640]   that you can publicly showcase all of your machine learning
[00:02:39.640 --> 00:02:40.280]   work.
[00:02:40.280 --> 00:02:42.560]   And then finally, Saf is going to highlight
[00:02:42.560 --> 00:02:44.520]   how the largest companies in the world,
[00:02:44.520 --> 00:02:46.760]   with the most sensitive and strict data governance
[00:02:46.760 --> 00:02:48.920]   and security policies, take advantage of weights
[00:02:48.920 --> 00:02:52.280]   and biases enterprise-grade platform.
[00:02:52.280 --> 00:02:54.600]   So with that, one thing that I'd like to talk about
[00:02:54.600 --> 00:02:57.960]   is how we're thinking about our vision and investment themes.
[00:02:57.960 --> 00:02:59.840]   And so if you think about weights and biases,
