
[00:00:00.000 --> 00:00:02.180]   (beeping)
[00:00:02.180 --> 00:00:13.680]   Welcome back to Ask the Compound Show.
[00:00:13.680 --> 00:00:15.820]   This is our last show of the year.
[00:00:15.820 --> 00:00:18.720]   Duncan wore a Dundon Miffler sweater for us.
[00:00:18.720 --> 00:00:22.000]   Remember our email here, askthecompoundshow@gmail.com.
[00:00:22.000 --> 00:00:24.040]   We love all the emails.
[00:00:24.040 --> 00:00:26.680]   Personal emails, personal responses, as Michael says.
[00:00:26.680 --> 00:00:29.280]   Today's show is sponsored by our friends at Bird Dog.
[00:00:29.280 --> 00:00:31.440]   I just had a comment from a friend today saying,
[00:00:31.440 --> 00:00:34.840]   Ben, thank you, I bought one of the Bird Dog polos.
[00:00:34.840 --> 00:00:36.960]   It's amazing, the material.
[00:00:36.960 --> 00:00:38.840]   They like it, they said I'm gonna have to get another one.
[00:00:38.840 --> 00:00:40.040]   I think it's too late to buy Bird Dogs
[00:00:40.040 --> 00:00:41.560]   for people for Christmas.
[00:00:41.560 --> 00:00:42.520]   Unless you wanna give something late,
[00:00:42.520 --> 00:00:44.140]   but you can still get a gift card.
[00:00:44.140 --> 00:00:46.240]   I actually ordered from Bird Dogs a pair,
[00:00:46.240 --> 00:00:49.060]   remember I found those new pairs of shorts, new colors.
[00:00:49.060 --> 00:00:51.080]   I bought two pairs of shorts
[00:00:51.080 --> 00:00:52.880]   and they gave me a free t-shirt.
[00:00:52.880 --> 00:00:54.880]   A little pocket tee, it was nice.
[00:00:54.880 --> 00:00:58.080]   And we're still giving away the free hats.
[00:00:58.080 --> 00:00:59.600]   Duncan wants one of these so bad.
[00:00:59.600 --> 00:01:01.720]   The dad tag hat. One day, one day.
[00:01:01.720 --> 00:01:06.720]   Birddogs.com/ATC or enter the code promo code ATC
[00:01:06.720 --> 00:01:09.120]   when you check out.
[00:01:09.120 --> 00:01:12.540]   Remember they have shorts, polos, khakis, joggers.
[00:01:12.540 --> 00:01:14.480]   I've been wearing the joggers a lot lately.
[00:01:14.480 --> 00:01:16.000]   Very comfy, very stretchy.
[00:01:16.000 --> 00:01:17.400]   I don't think it's too late either.
[00:01:17.400 --> 00:01:18.960]   You get it and you just tell your family,
[00:01:18.960 --> 00:01:20.800]   hey, supply chain issues.
[00:01:20.800 --> 00:01:21.640]   That's true.
[00:01:21.640 --> 00:01:23.600]   You'll get 'em sometime soon.
[00:01:23.600 --> 00:01:24.560]   That's fair.
[00:01:24.560 --> 00:01:26.040]   Before we get into the show,
[00:01:26.040 --> 00:01:29.280]   we wanna shout out one of our loyal viewers, listeners,
[00:01:29.280 --> 00:01:33.000]   Dave at Brewery424, my favorite brewery in Holland, Michigan.
[00:01:33.000 --> 00:01:35.600]   We're at the college.
[00:01:35.600 --> 00:01:36.960]   Big listener, huge contributor
[00:01:36.960 --> 00:01:40.060]   to the Animal Spirits Discord over the years.
[00:01:40.060 --> 00:01:42.320]   Dave has actually sent us some gear and some beer before.
[00:01:42.320 --> 00:01:43.440]   Every holiday season,
[00:01:43.440 --> 00:01:45.480]   Dave actually organizes a charity raffle.
[00:01:45.480 --> 00:01:48.240]   I guess he's given over like $30,000 to various charities.
[00:01:48.240 --> 00:01:50.040]   We're gonna partner with Dave this year to help him out.
[00:01:50.040 --> 00:01:53.280]   So make a donation to No Kid Hungry,
[00:01:53.280 --> 00:01:55.280]   save your receipt, send it to Dave
[00:01:55.280 --> 00:01:57.320]   at thecompoundcharity@gmail.com.
[00:01:57.320 --> 00:02:00.000]   That's thecompoundcharity@gmail.com.
[00:02:00.000 --> 00:02:01.840]   And he'll give you one entry into this raffle
[00:02:01.840 --> 00:02:03.100]   for every $20 you donate.
[00:02:03.100 --> 00:02:05.120]   Very cool.
[00:02:05.120 --> 00:02:07.360]   And the prize is a package from him
[00:02:07.360 --> 00:02:08.960]   and it's gonna have some stuff from the compound.
[00:02:08.960 --> 00:02:11.040]   Yeah, so he's gonna pick two winners
[00:02:11.040 --> 00:02:12.640]   and he's gonna send a brewery prize pack,
[00:02:12.640 --> 00:02:13.640]   which I think could be some clothes,
[00:02:13.640 --> 00:02:15.680]   maybe a case of beer, something like that from 424.
[00:02:15.680 --> 00:02:18.920]   And then we're also going to send some free compound gear
[00:02:18.920 --> 00:02:20.840]   from idontshop.com.
[00:02:20.840 --> 00:02:24.080]   So it's thecompoundcharity@gmail.com with your receipt.
[00:02:24.080 --> 00:02:25.560]   That email is not affiliated with us at all,
[00:02:25.560 --> 00:02:27.040]   so don't try to get ahold of our team that way,
[00:02:27.040 --> 00:02:29.040]   but that's going to Dave and who's a good guy.
[00:02:29.040 --> 00:02:30.040]   So we're just trying to spread the good word
[00:02:30.040 --> 00:02:31.120]   here on the holidays.
[00:02:31.120 --> 00:02:32.180]   Yeah, just to reiterate,
[00:02:32.180 --> 00:02:33.800]   no one will check that email after this.
[00:02:33.800 --> 00:02:37.100]   So just forget it after you send your receipt.
[00:02:37.100 --> 00:02:39.240]   But 'tis the season, if you are doing well,
[00:02:39.240 --> 00:02:41.220]   and a lot of the people who listen to our show are.
[00:02:41.220 --> 00:02:42.060]   Not to brag.
[00:02:42.060 --> 00:02:44.040]   If you're able to give back, try to do so.
[00:02:44.040 --> 00:02:44.880]   Yeah.
[00:02:44.880 --> 00:02:46.600]   Yeah, No Kid Hungry, we've supported them a lot in the past.
[00:02:46.600 --> 00:02:49.000]   So yeah, great charity
[00:02:49.000 --> 00:02:50.480]   and looking forward to being able to support them some more.
[00:02:50.480 --> 00:02:51.940]   424 is great beer.
[00:02:51.940 --> 00:02:52.780]   It's true.
[00:02:52.780 --> 00:02:53.600]   I enjoy it.
[00:02:53.600 --> 00:02:55.800]   Even for a guy who doesn't like IPAs, I like the beer.
[00:02:55.800 --> 00:02:57.840]   I've liked everything that Dave's sent me.
[00:02:57.840 --> 00:02:58.680]   Yeah.
[00:02:58.680 --> 00:02:59.520]   He even sent me one that was like,
[00:02:59.520 --> 00:03:01.200]   it felt like it was a prank.
[00:03:01.200 --> 00:03:03.520]   It was like 11% alcohol or something, or 10%.
[00:03:03.520 --> 00:03:04.880]   It was like really strong.
[00:03:04.880 --> 00:03:05.720]   Still liked it.
[00:03:05.720 --> 00:03:06.720]   He didn't get me.
[00:03:06.720 --> 00:03:07.560]   Put you down for the night.
[00:03:07.560 --> 00:03:08.380]   All right.
[00:03:08.380 --> 00:03:09.320]   Let's do some questions.
[00:03:09.320 --> 00:03:10.160]   Okay.
[00:03:10.160 --> 00:03:13.520]   Up first today, we have a question from Mark.
[00:03:13.520 --> 00:03:15.320]   My portfolio is still below its highs
[00:03:15.320 --> 00:03:17.200]   due to the sell-off in bonds.
[00:03:17.200 --> 00:03:19.000]   Could you do a piece on how far we are
[00:03:19.000 --> 00:03:21.000]   below the bond market peak?
[00:03:21.000 --> 00:03:21.840]   All right.
[00:03:21.840 --> 00:03:24.200]   This was a response to, I wrote last week,
[00:03:24.200 --> 00:03:26.240]   the stock market had round-tripped.
[00:03:26.240 --> 00:03:27.680]   It was almost two years.
[00:03:27.680 --> 00:03:30.280]   We had to, in the S&P, we were down 25%.
[00:03:30.280 --> 00:03:33.940]   The NASDAQ I think was down 34% in the 2022 bear market.
[00:03:33.940 --> 00:03:37.240]   Back to break even with dividends reinvested, pretty good.
[00:03:37.240 --> 00:03:39.280]   So the question is, what about bonds?
[00:03:39.280 --> 00:03:42.180]   And bonds had a bear market of their own in a lot of cases.
[00:03:42.180 --> 00:03:45.080]   You can't really say you've made your money
[00:03:45.080 --> 00:03:46.020]   back in bonds yet.
[00:03:46.020 --> 00:03:48.880]   So the thing is, there's really no Dow or S&P
[00:03:48.880 --> 00:03:49.760]   when it comes to the bonds.
